0.12	0.48
#N/A	0.18
#N/A	0.14
#N/A	0.79
#N/A	0.01
#N/A	0.05
#N/A	0.00
2.50	7.93
#N/A	0.31
2.86	1.91
#N/A	0.00
#N/A	0.00
0.01	0.00
#N/A	0.29
#N/A	0.02
#N/A	0.08
0.03	0.02
9.94	8.94
#N/A	0.00
#N/A	0.00
#N/A	0.02
#N/A	10.90
#N/A	0.15
#N/A	0.00
#N/A	0.11
32.91	34.87
#N/A	0.00
#N/A	0.00
#N/A	0.16
#N/A	0.01
#N/A	1.08
#N/A	1.11
#N/A	0.00
#N/A	0.02
#N/A	0.00
#N/A	0.16
0.77	0.16
0.01	0.01
2.13	2.83
#N/A	0.01
#N/A	0.38
#N/A	0.00
#N/A	0.17
0.66	1.57
#N/A	0.21
4.43	3.90
#N/A	0.03
#N/A	0.00
1.26	2.62
#N/A	0.00
#N/A	0.01
2.12	1.99
21.10	31.47
#N/A	0.00
#N/A	1.26
#N/A	0.02
#N/A	0.00
37.80	37.92
#N/A	1.99
#N/A	0.15
#N/A	0.00
0.23	1.28
#N/A	0.00
#N/A	0.24
#N/A	0.03
#N/A	0.00
0.00	0.01
#N/A	#N/A
#N/A	0.08
4.73	4.31
#N/A	1.53
#N/A	0.11
#N/A	23.16
#N/A	2.18
1.00	1.71
5.92	2.18
0.53	0.66
#N/A	0.06
#N/A	16.70
0.27	0.11
5.68	6.97
0.07	0.01
14.01	32.97
#N/A	0.03
0.29	0.90
#N/A	0.09
#N/A	0.04
#N/A	2.39
3.28	11.05
0.01	0.02
#N/A	0.34
#N/A	0.08
0.05	0.08
#N/A	0.01
#N/A	0.00
0.10	0.10
#N/A	0.00
4.14	3.12
#N/A	0.00
#N/A	0.00
0.03	0.03
1.64	3.19
#N/A	NA
#N/A	0.02
#N/A	0.00
#N/A	0.04
0.05	0.00
#N/A	7.17
#N/A	NA
0.12	0.18
#N/A	0.26
#N/A	0.01
#N/A	0.00
#N/A	2.60
0.01	0.01
#N/A	NA
0.01	0.06
5.01	6.17
0.27	0.14
#N/A	0.00
#N/A	0.25
#N/A	0.26
#N/A	0.02
#N/A	0.63
#N/A	0.00
0.91	1.67
#N/A	3.21
#N/A	0.21
1.51	1.83
#N/A	0.02
#N/A	0.14
#N/A	0.61
2.30	7.07
9.43	9.68
#N/A	2.78
0.01	0.00
#N/A	0.01
#N/A	0.19
#N/A	0.01
0.01	0.00
#N/A	0.00
#N/A	0.10
7.43	8.86
#N/A	0.01
47.50	78.62
#N/A	0.00
#N/A	0.00
#N/A	0.00
#N/A	0.00
#N/A	0.00
#N/A	0.20
#N/A	0.06
#N/A	0.00
#N/A	0.02
#N/A	0.54
0.76	0.94
#N/A	0.06
#N/A	0.00
1.10	1.77
6.68	8.51
#N/A	0.03
0.50	1.13
#N/A	0.02
1.51	1.86
#N/A	1.06
0.42	0.27
0.14	1.40
#N/A	0.03
#N/A	2.43
#N/A	0.02
#N/A	NA
#N/A	0.00
0.09	0.07
#N/A	0.03
0.10	0.12
#N/A	3.57
0.20	0.02
#N/A	0.06
#N/A	NA
#N/A	9.38
#N/A	22.12
#N/A	212.72
0.00	0.00
#N/A	0.07
1.10	8.24
#N/A	0.97
#N/A	2.42
#N/A	0.10
#N/A	0.00
#N/A	0.04
#N/A	0.09
0.12	0.12
6.80	9.13
0.01	0.20
#N/A	5.21
#N/A	0.29
#N/A	0.20
#N/A	0.00
#N/A	0.03
92.55	32.00
0.08	0.54
0.13	0.17
0.23	0.17
0.50	0.81
#N/A	0.01
0.18	0.05
#N/A	0.00
3.98	7.59
2.23	0.32
2.90	1.89
#N/A	0.00
#N/A	0.00
#N/A	0.00
#N/A	0.30
#N/A	0.02
#N/A	0.08
0.04	0.02
#N/A	8.55
0.02	0.00
#N/A	0.00
#N/A	0.02
4.78	11.96
0.33	0.15
0.02	0.00
0.07	0.10
31.57	36.09
0.00	0.00
0.01	0.00
0.51	0.17
0.09	0.01
2.32	1.10
0.36	1.11
0.00	0.00
0.01	0.02
#N/A	0.00
#N/A	0.17
#N/A	0.17
0.00	0.01
1.98	3.16
0.03	0.01
0.06	0.38
#N/A	0.00
0.07	0.19
0.54	1.54
0.39	0.21
4.00	4.36
0.24	0.03
0.00	0.00
#N/A	2.95
#N/A	0.00
0.01	0.01
#N/A	2.07
22.11	31.13
#N/A	0.00
0.20	1.32
0.01	0.02
0.02	0.00
32.60	36.72
#N/A	2.63
0.10	0.14
#N/A	0.00
#N/A	1.31
#N/A	0.00
#N/A	0.25
0.05	0.03
0.01	0.00
#N/A	0.01
#N/A	#N/A
#N/A	0.09
4.21	4.57
0.06	1.74
0.01	0.12
10.00	24.71
7.40	1.99
1.03	1.80
9.70	2.00
#N/A	0.75
0.12	0.06
16.29	16.97
0.27	0.11
4.07	6.92
#N/A	0.02
12.32	31.87
#N/A	0.03
0.31	0.85
#N/A	0.09
#N/A	0.05
1.09	2.50
4.45	11.02
0.02	0.02
#N/A	0.39
#N/A	0.07
0.08	0.09
0.02	0.01
0.05	0.00
0.13	0.10
#N/A	0.00
2.54	3.60
#N/A	0.00
0.13	0.00
0.04	0.03
3.75	3.10
0.00	NA
#N/A	0.02
0.00	0.00
0.03	0.04
#N/A	0.00
6.90	7.93
#N/A	NA
#N/A	0.19
0.77	0.28
0.02	0.02
#N/A	0.00
0.99	2.60
0.01	0.01
#N/A	NA
0.04	0.06
7.56	6.24
0.14	0.15
#N/A	0.00
0.20	0.25
0.03	0.28
0.03	0.02
1.55	0.69
#N/A	0.00
0.78	1.75
3.47	3.27
0.02	0.22
#N/A	1.96
0.12	0.02
0.04	0.13
#N/A	0.62
2.91	7.10
#N/A	10.72
1.50	2.90
0.01	0.00
0.00	0.01
3.04	0.20
0.06	0.01
0.01	0.00
#N/A	0.00
0.30	0.10
6.17	9.45
0.01	0.01
39.60	70.21
#N/A	0.00
#N/A	0.00
#N/A	0.00
#N/A	0.00
#N/A	0.00
0.29	0.21
0.06	0.06
0.00	0.00
0.05	0.02
0.71	0.58
0.62	1.03
0.99	0.06
#N/A	0.00
1.05	1.65
7.45	8.77
0.02	0.03
0.56	1.08
0.01	0.02
1.50	1.88
#N/A	1.04
0.57	0.29
0.27	1.46
0.03	0.04
#N/A	2.23
0.00	0.02
#N/A	NA
#N/A	0.00
0.10	0.08
0.03	0.03
0.11	0.13
4.10	3.91
0.11	0.03
0.05	0.07
#N/A	NA
7.19	10.16
9.49	20.15
298.80	228.12
0.02	0.00
0.08	0.07
2.35	8.04
0.68	1.07
3.26	2.77
0.02	0.10
#N/A	0.00
0.07	0.04
0.12	0.08
0.13	0.12
5.96	9.04
0.01	0.20
#N/A	5.69
#N/A	0.31
#N/A	0.21
#N/A	0.00
0.01	0.03
127.70	37.70
0.13	0.73
0.17	0.18
0.23	0.21
#N/A	0.97
#N/A	0.01
0.24	0.07
0.00	0.00
#N/A	6.99
2.33	0.37
#N/A	2.14
#N/A	0.00
0.02	0.00
0.01	0.00
#N/A	0.33
#N/A	0.02
#N/A	0.09
0.04	0.03
10.14	9.34
#N/A	0.00
#N/A	0.00
#N/A	0.03
#N/A	15.38
0.50	0.18
0.02	0.00
0.10	0.12
33.12	41.26
#N/A	0.00
0.01	0.00
0.83	0.19
0.10	0.01
4.74	1.26
#N/A	1.23
#N/A	0.00
0.02	0.03
#N/A	0.00
#N/A	0.18
0.76	0.19
0.01	0.01
2.36	4.31
#N/A	0.01
0.04	0.43
#N/A	0.00
0.26	0.20
0.49	2.00
0.55	0.25
#N/A	4.34
0.21	0.04
0.00	0.00
#N/A	3.90
#N/A	0.00
0.01	0.01
#N/A	2.37
21.79	35.09
#N/A	0.00
0.40	1.63
0.01	0.02
0.02	0.00
#N/A	40.67
#N/A	3.30
#N/A	0.17
#N/A	0.00
0.33	1.58
#N/A	0.00
0.60	0.27
0.06	0.03
0.02	0.00
#N/A	0.01
#N/A	#N/A
0.11	0.10
4.49	5.76
#N/A	2.14
0.01	0.14
#N/A	29.25
24.65	2.45
1.10	2.18
#N/A	2.26
0.05	0.90
0.11	0.06
#N/A	19.18
0.32	0.11
5.84	9.45
0.08	0.02
12.78	32.42
0.04	0.03
0.34	0.98
0.10	0.10
0.03	0.06
1.15	2.96
#N/A	12.84
0.02	0.03
0.04	0.51
0.17	0.07
0.15	0.10
#N/A	0.01
0.05	0.00
#N/A	0.11
#N/A	0.00
#N/A	4.67
#N/A	0.00
0.16	0.00
0.05	0.03
4.79	3.53
#N/A	NA
0.00	0.02
0.00	0.00
0.03	0.04
0.02	0.00
7.22	8.90
#N/A	NA
0.22	0.23
#N/A	0.31
0.04	0.02
#N/A	0.00
0.88	2.62
#N/A	0.01
#N/A	NA
0.03	0.07
9.63	7.11
