0.12	0.40
#N/A	0.03
#N/A	0.12
#N/A	0.52
#N/A	0.01
#N/A	0.04
#N/A	0.00
2.50	5.31
#N/A	0.27
2.86	1.75
#N/A	0.00
#N/A	0.00
0.01	0.00
#N/A	0.15
#N/A	0.02
#N/A	0.06
0.03	0.01
9.94	8.65
#N/A	0.00
#N/A	0.00
#N/A	0.02
#N/A	10.21
#N/A	0.10
#N/A	0.00
#N/A	0.11
32.91	29.53
#N/A	0.00
#N/A	0.00
#N/A	0.14
#N/A	0.01
#N/A	0.72
#N/A	1.09
#N/A	0.00
#N/A	0.02
#N/A	0.00
#N/A	0.16
0.77	0.14
0.01	0.01
2.13	1.46
#N/A	0.01
#N/A	0.23
#N/A	0.00
#N/A	0.16
0.66	1.54
#N/A	0.19
4.43	1.56
#N/A	0.03
#N/A	0.00
1.26	2.33
#N/A	0.00
#N/A	0.01
2.12	1.99
21.10	23.60
#N/A	0.00
#N/A	1.05
#N/A	0.02
#N/A	0.00
37.80	29.82
#N/A	1.99
#N/A	0.15
#N/A	0.00
0.23	1.10
#N/A	0.00
#N/A	0.23
#N/A	0.03
#N/A	0.00
0.00	0.00
#N/A	#N/A
#N/A	0.08
4.73	3.84
#N/A	1.50
#N/A	0.10
#N/A	13.37
#N/A	2.09
1.00	0.61
5.92	0.99
0.53	0.65
#N/A	0.03
#N/A	14.40
0.27	0.11
5.68	3.85
0.07	0.01
14.01	28.92
#N/A	0.01
0.29	0.54
#N/A	0.09
#N/A	0.04
#N/A	1.93
3.28	10.75
0.01	0.00
#N/A	0.33
#N/A	0.07
0.05	0.06
#N/A	0.01
#N/A	0.00
0.10	0.04
#N/A	0.00
4.14	3.11
#N/A	0.00
#N/A	0.00
0.03	0.03
1.64	2.90
#N/A	NA
#N/A	0.02
#N/A	0.00
#N/A	0.00
0.05	0.00
#N/A	5.68
#N/A	NA
0.12	0.06
#N/A	0.21
#N/A	0.01
#N/A	0.00
#N/A	2.30
0.01	0.00
#N/A	NA
0.01	0.05
5.01	3.63
0.27	0.13
#N/A	0.00
#N/A	0.18
#N/A	0.26
#N/A	0.01
#N/A	0.63
#N/A	0.00
0.91	1.62
#N/A	0.65
#N/A	0.20
1.51	1.70
#N/A	0.02
#N/A	0.13
#N/A	0.42
2.30	6.09
9.43	7.96
#N/A	2.56
0.01	0.00
#N/A	0.01
#N/A	0.18
#N/A	0.01
0.01	0.00
#N/A	0.00
#N/A	0.09
7.43	7.49
#N/A	0.01
47.50	73.31
#N/A	0.00
#N/A	0.00
#N/A	0.00
#N/A	0.00
#N/A	0.00
#N/A	0.00
#N/A	0.05
#N/A	0.00
#N/A	0.02
#N/A	0.54
0.76	0.84
#N/A	0.02
#N/A	0.00
1.10	1.04
6.68	7.23
#N/A	0.03
0.50	0.61
#N/A	0.01
1.51	1.78
#N/A	0.99
0.42	0.09
0.14	0.31
#N/A	0.03
#N/A	1.44
#N/A	0.02
#N/A	NA
#N/A	0.00
0.09	0.07
#N/A	0.00
0.10	0.07
#N/A	3.14
0.20	0.00
#N/A	0.05
#N/A	NA
#N/A	6.12
#N/A	21.09
#N/A	172.59
0.00	0.00
#N/A	0.05
1.10	3.01
#N/A	0.95
#N/A	1.30
#N/A	0.10
#N/A	0.00
#N/A	0.00
#N/A	0.08
0.12	0.12
6.80	4.83
0.01	0.13
#N/A	4.79
#N/A	0.29
#N/A	0.11
#N/A	0.00
#N/A	0.02
92.55	18.14
0.08	0.43
0.13	0.03
0.23	0.14
0.50	0.53
#N/A	0.01
0.18	0.04
#N/A	0.00
3.98	5.11
2.23	0.27
2.90	1.72
#N/A	0.00
#N/A	0.00
#N/A	0.00
#N/A	0.15
#N/A	0.02
#N/A	0.06
0.04	0.01
#N/A	8.26
0.02	0.00
#N/A	0.00
#N/A	0.02
4.78	11.21
0.33	0.10
0.02	0.00
0.07	0.10
31.57	30.54
0.00	0.00
0.01	0.00
0.51	0.16
0.09	0.01
2.32	0.74
0.36	1.09
0.00	0.00
0.01	0.02
#N/A	0.00
#N/A	0.17
#N/A	0.14
0.00	0.01
1.98	1.62
0.03	0.01
0.06	0.23
#N/A	0.00
0.07	0.17
0.54	1.51
