"FID";"surface_water_abstraction_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"152";"surface_water_abstraction_km3";"Philippines";"EAP";"PHL";8.39577;8.49023;9.57129;8.93527;8.32749;8.15838;9.14358;9.82596;9.60116;9.20809;7.69749;8.79033;10.3385;11.9589;11.3205;10.9342;12.532;13.6978;14.4614;13.5268;13.0994;15.137;16.846;16.627;16.1456;15.9895;19.0715;19.1765;17.5766;16.8219;19.4688;21.429;19.148;18.4539;17.1554;18.6489;20.764;19.1355;21.8958;19.4606;15.8576;22.0205;21.8804;20.9366;19.3978;19.3718;19.4891;19.521;21.4432;20.8083;26.5868;24.774;21.1034;25.062;25.3061;23.3896;20.6491;20.7745;16.4713420689655;5.27178222878592;0.93290027897931;0.929557968562552;0.777374470659407;0;0;0;0.29123482481774;0.870302930519675;0.870302930519675;8.74401;0.519648170015059;9.187434;0.640348856936592;10.021144;1.76480949222005;13.03044;1.35849675303256;15.571;1.53036668155054;17.7272;1.39368779861201;19.13102;1.56178276402322;19.98096;1.32662399081277;20.01858;2.55029118376706;20.12668;0.940881377751733;24.56646;2.05610422595743;21.6044;1.54729944419301
"153";"surface_water_abstraction_km3";"Palau";"EAP";"PLW";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"154";"surface_water_abstraction_km3";"Papua New Guinea";"EAP";"PNG";0.0188224;0.0188306;0.0188883;0.0172165;0.0176357;0.0179949;0.0186527;0.019464;0.020307;0.0211474;0.0218787;0.0228595;0.024076;0.0249421;0.0264492;0.0300818;0.0312861;0.0308145;0.0319359;0.032937;0.0348882;0.0367224;0.038076;0.0379994;0.0374848;0.0386338;0.0387935;0.0385728;0.0397711;0.0421552;0.0444188;0.0442364;0.0429884;0.0456632;0.0481925;0.0503695;0.0527579;0.050177;0.0525835;0.0523198;0.0490039;0.0481794;0.0479738;0.0461214;0.0465979;0.048909;0.0512729;0.0556761;0.0585524;0.0613507;0.06648;0.0669786;0.071441;0.0714;0.0716821;0.0714238;0.0713487;0.0710089;0.0415245706896552;0.0166310540746637;0.976515524691555;0.979021194130856;0.897156684815487;0;0;0;0.00096172199390937;0.953582569963621;0.953582569963621;0.0182787;0.00079270632960763;0.0195132;0.0012598456115731;0.0240411;0.00178073839600319;0.03141106;0.00108885041350959;0.03703416;0.00131553543015762;0.03958528;0.0015162753203162;0.04509986;0.00197163912468788;0.05164154;0.0012606097822086;0.04757528;0.00118677851640481;0.05515222;0.00510597072621847;0.06959634;0.00262538056250899;0.0712604666666667;0.000221075424535005
"155";"surface_water_abstraction_km3";"Poland";"ECA";"POL";4.28032;4.37306;4.28808;4.31017;4.34092;4.43181;4.54294;4.53909;4.65464;4.71328;4.82176;4.9766;5.11095;5.3086;5.46098;5.92803;6.40327;6.59878;6.65763;6.82974;7.18342;7.56882;7.86491;8.08861;7.88795;7.63345;7.54663;7.54242;7.68074;7.35548;7.51077;7.91263;7.56343;8.13454;8.39428;8.39738;8.7995;9.46091;9.79126;9.81229;10.086;10.0001;10.0438;10.413;10.522;10.8258;11.3246;11.8292;12.2633;13.3451;14.2826;13.3828;13.7737;13.6535;13.6326;13.7088;13.5798;13.2341;8.3551874137931;3.09529698582966;0.97403126549549;0.982774001045864;0.915305505142166;0;0;0;0.178536017410561;0.948736906162743;0.948736906162743;4.31851;0.0385095027233538;4.576352;0.109858427396354;5.135778;0.255041738780146;6.48349;0.345860031732492;7.718742;0.352081318263267;7.551744;0.124447264051887;7.90313;0.375570106704461;9.252268;0.629186151921671;10.21298;0.237468444219438;11.9176;0.962906477805607;13.74504;0.332427545489239;13.5075666666667;0.245455216553516
"156";"surface_water_abstraction_km3";"Puerto Rico (U.S.)";"Other";"PRI";0.120417;0.119919;0.119921;0.123652;0.128363;0.132292;0.137336;0.140996;0.144533;0.149694;0.155074;0.160124;0.167281;0.173784;0.179854;0.185394;0.191498;0.194097;0.199863;0.207679;0.215401;0.226419;0.23548;0.242295;0.248081;0.253137;0.263753;0.265031;0.270382;0.278024;0.286184;0.29433;0.303268;0.310906;0.317365;0.3237;0.336775;0.337293;0.344865;0.358526;0.360681;0.369119;0.382014;0.393501;0.369021;0.375731;0.388346;0.401672;0.413117;0.426137;0.438816;0.440047;0.440339;0.441414;0.444286;0.442615;0.443022;0.445252;0.280312344827586;0.109692424608747;0.996380771176367;0.998769571503276;0.987900786448881;0;0;0;0.00647220991110148;0.992774641170009;0.992774641170009;0.1224544;0.00365182034059728;0.1409702;0.00665803012909975;0.1672234;0.0100073254069207;0.1957062;0.00847447442028118;0.2335352;0.0129574896565654;0.2660654;0.00915425929827203;0.3024106;0.0125013967139676;0.3402318;0.0127478500030397;0.3748672;0.0129108808839676;0.4010006;0.0198606905544596;0.4409804;0.00206653436942143;0.443629666666667;0.00141964303024856
"157";"surface_water_abstraction_km3";"Korea, Democratic People's Republic of";"Other";"PRK";2.99377;3.06226;3.49277;3.2691;3.52424;3.63787;3.74819;3.9487;3.78929;3.73442;3.65472;3.67994;3.67784;3.90627;4.22634;4.35689;4.79401;4.68951;4.84445;4.84407;4.91403;5.886;5.58122;5.55755;5.50871;5.85122;5.82704;5.5803;6.46119;6.68863;6.4546;5.86996;6.9448;6.90667;6.04761;6.51666;6.68954;7.26328;7.07389;6.72417;6.61531;7.29691;7.21574;7.48544;7.18717;7.59692;7.83392;7.98632;8.34109;7.94168;8.19767;7.8741;8.2454;8.53466;8.51475;8.82736;7.80757;7.45659;5.91690206896552;1.72098917630037;0.976711702952462;0.976129687163555;0.877797943133696;0;0;0;0.0995394303116052;0.953965750684299;0.953965750684299;3.268428;0.241718754485456;3.771694;0.113458577595526;3.829022;0.244587138705207;4.705786;0.205016444901379;5.489502;0.354185811361776;6.081676;0.469508090484072;6.444728;0.487755274876654;6.853508;0.305598476877749;7.160114;0.326032141559693;7.939986;0.270175130572745;8.273316;0.270400673871202;8.03050666666667;0.712059103047867
"158";"surface_water_abstraction_km3";"Portugal";"Other";"PRT";1.7337;1.92092;2.14912;1.70496;1.98474;2.33245;2.53501;1.72446;2.95294;1.88056;1.678;2.61759;2.45891;2.10104;2.31029;2.47841;2.25946;2.35188;2.19691;3.24174;3.40631;3.70055;3.0344;2.34435;2.61031;2.20782;2.79441;3.39463;3.24263;3.16881;3.4509;3.17707;4.54613;4.25282;3.19759;3.2958;3.52766;3.22333;4.90611;4.25844;4.83486;3.74276;3.61204;5.14695;3.93713;4.82633;4.57914;4.01397;4.37319;4.62191;4.66117;4.58496;5.51172;5.37353;4.76324;5.66079;4.95145;4.52203;3.38052293103448;1.13524123102585;0.905848176724525;0.90433418437971;0.721718088324259;0;0;1.11022302462516e-15;0.0608967605893747;0.820560919275145;0.820560919275145;1.898688;0.183961254942447;2.285084;0.497161220360156;2.233166;0.364128014618486;2.50568;0.424895757156976;3.019184;0.556088250172578;2.96166;0.475806050928317;3.724902;0.633712826183911;3.842268;0.722088749926212;4.254748;0.690767837388221;4.482908;0.307596209046861;4.978924;0.430778451910028;5.04475666666667;0.575085371865198
"159";"surface_water_abstraction_km3";"Paraguay";"LCR";"PRY";0.11952;0.117376;0.12459;0.119095;0.122615;0.116259;0.126419;0.138511;0.150543;0.139704;0.144836;0.150071;0.154672;0.176441;0.178554;0.18798;0.200441;0.205063;0.204318;0.209397;0.229842;0.241851;0.251581;0.264618;0.27307;0.286021;0.254654;0.270618;0.261779;0.271038;0.284771;0.257117;0.297723;0.316841;0.318512;0.325733;0.33416;0.366161;0.356551;0.367295;0.364428;0.347452;0.340157;0.333442;0.309215;0.323445;0.341357;0.361694;0.364868;0.386267;0.417852;0.410173;0.442539;0.446807;0.46066;0.429058;0.438625;0.444756;0.273778206896552;0.104098546817428;0.980903840326212;0.976683379987081;0.891107078039928;0;0;0;0.00604674594727608;0.96217234396671;0.96217234396671;0.1206392;0.00290681280787051;0.1342872;0.0132132301955275;0.1609148;0.0155506641562346;0.2014398;0.00816842186104513;0.2521924;0.0172997721169962;0.268822;0.0117715541242438;0.2949928;0.0253821395118694;0.34998;0.0189934293638616;0.3389388;0.0202322576520763;0.3555262;0.0239806035724708;0.4356062;0.0209956770002779;0.437479666666667;0.00791142479793199
"16";"surface_water_abstraction_km3";"Benin";"AFR";"BEN";0.0172156;0.0170489;0.0172135;0.0182115;0.018084;0.0184357;0.021664;0.0220804;0.0232198;0.0230942;0.0229581;0.0241404;0.0256463;0.0282492;0.0301501;0.0321588;0.0334761;0.0359215;0.0417014;0.0447741;0.045415;0.0483743;0.0543356;0.0532348;0.0529593;0.05624;0.0544059;0.0596199;0.0605201;0.0647062;0.0649036;0.0692897;0.0708302;0.0670388;0.0733984;0.0706116;0.0688038;0.0730837;0.076396;0.0794772;0.0829537;0.0774962;0.0833833;0.0864997;0.089413;0.0959513;0.103522;0.109047;0.112112;0.119841;0.126444;0.126943;0.128399;0.134983;0.132493;0.129677;0.130754;0.132399;0.0651965327586207;0.0373592673354536;0.979827651492884;0.996677843058845;0.966122202056866;0;0;0;0.00216769742840442;0.960062226630057;0.960062226630057;0.0175547;0.000547445115970541;0.02169882;0.00194005369564865;0.02622882;0.00295198277213808;0.03760638;0.00542493226105174;0.0508638;0.00380634956946941;0.05909842;0.0039978313117239;0.06909214;0.00329256094066609;0.07367446;0.00431659614372251;0.08394918;0.00445282586533541;0.10809466;0.0089915639228112;0.1298524;0.00372458035220076;0.130943333333333;0.00137084146907413
"160";"surface_water_abstraction_km3";"French Polynesia (Fr.)";"Other";"PYF";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"161";"surface_water_abstraction_km3";"Qatar";"MENA";"QAT";0;0;0;1.09667e-12;5.48032e-13;0;0;0;0;0;0;0;2.15492e-12;5.40634e-12;0;0;8.73014e-06;2.43927e-05;6.45211e-05;9.17941e-05;0;0;3.80742e-05;8.76529e-05;9.64919e-05;4.36628e-12;4.07816e-12;5.51629e-10;1.28302e-11;7.82757e-06;4.21144e-12;4.34793e-12;0;0;0;0;0;0;0;0;0;0;8.11942e-12;0;1.71939e-11;0;0;0;0;1.70628e-11;0;0;0;0;0;0;0;0;7.23250419043262e-06;2.24511370874662e-05;-0.143404713629371;-0.181770768809962;-0.137007091091198;0.282855918971074;0.17206549294791;0.171483727935951;-1.90656839151632e-07;0.020564911891121;0.020564911891121;3.289404e-13;4.90411874897825e-13;0;0;1.512252e-12;2.3684204569966e-12;3.7887608e-05;3.89967758216025e-05;4.44438e-05;4.62793300444702e-05;1.565628580728e-06;3.50053167909651e-06;1.711874e-12;2.34457667816175e-12;0;0;5.062664e-12;7.6387555344755e-12;3.41256e-12;7.63071613729668e-12;0;0;0;0
"162";"surface_water_abstraction_km3";"Reunion (Fr.)";"Other";"REU";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"163";"surface_water_abstraction_km3";"Romania";"ECA";"ROU";6.38798;6.2623;6.34461;6.40418;6.73024;6.66927;6.45964;6.8808;6.87129;6.94626;7.08492;7.14656;7.29034;7.29596;7.2839;8.15728;8.70471;8.65463;8.75723;8.98213;9.46759;9.37926;10.1375;10.8786;10.0542;9.96468;9.94668;9.99256;10.3289;9.91876;10.4358;10.1748;11.0207;8.56014;10.072;9.58502;9.65268;9.44641;10.3565;8.94234;10.7338;9.20438;11.1968;10.5375;10.4919;12.4569;11.6979;12.4521;13.996;15.9248;16.7884;14.7868;15.0591;15.3393;15.4659;15.2819;14.667;15.7144;10.0935212068966;2.88770188351506;0.912124718783787;0.923221261804424;0.793103448275862;0;0;0;0.155975792857361;0.831971502616401;0.831971502616401;6.425862;0.178819418184939;6.765452;0.199981457065399;7.220336;0.0980310189684875;8.651196;0.303145623883968;9.98343;0.604397961032299;10.030316;0.169060437950456;10.052688;0.911976680469407;9.59659;0.507774619294821;10.432876;0.741243476787485;13.30554;1.68599481108336;15.4879;0.772864292744852;15.2211;0.526340355663519
"164";"surface_water_abstraction_km3";"Russian Federation";"ECA";"RUS";49.2177;49.4019;48.7562;50.5333;51.3258;51.989;51.3399;52.8652;55.2999;55.094;55.4485;56.011;59.3695;60.3989;61.9371;64.611;67.6909;67.234;67.3105;72.9505;77.93;81.5696;83.8237;85.3654;83.3848;84.7697;83.9402;84.8566;90.6975;90.8875;93.545;91.3418;95.7128;96.3008;90.7744;87.3748;86.6343;87.2171;82.8996;84.1877;79.3041;72.7362;76.0637;81.3119;84.431;88.3685;98.6957;106.414;112.292;123.683;130.672;119.474;123.528;122.13;122.859;126.156;125.065;121.367;82.8715379310345;23.6413755760088;0.919277082955646;0.897320741948384;0.768905021173624;0;0;0;1.28697406871942;0.84507035524744;0.84507035524744;49.84698;1.05378297908061;53.3176;1.80043406294149;58.633;2.81041972488096;67.95938;3.04722129111097;82.4147;2.8486722170162;87.0303;3.45363394629483;93.53496;2.49116444017652;85.6627;2.0063523456761;78.76938;4.54214265594994;105.89064;13.3848042728685;123.7326;4.17325745671172;124.196;2.50998027880699
"165";"surface_water_abstraction_km3";"Rwanda";"AFR";"RWA";0.0140502;0.0138766;0.0139823;0.0141158;0.0144461;0.0146795;0.0145963;0.0148288;0.014471;0.0153424;0.0159077;0.0163591;0.0172114;0.0175223;0.0179271;0.0189751;0.0195592;0.0228609;0.0238952;0.0252708;0.026626;0.0282415;0.0293422;0.0306218;0.031584;0.032561;0.0330443;0.0343853;0.0360834;0.0376243;0.0392244;0.0396116;0.040309;0.0375192;0.0370953;0.0360128;0.0295055;0.0318769;0.032837;0.0363487;0.0382777;0.0386901;0.0351295;0.0386878;0.03936;0.040281;0.0419106;0.0443684;0.0473765;0.0507208;0.0546009;0.057113;0.0596681;0.0593974;0.0594191;0.0592744;0.058871;0.0592633;0.0328058896551724;0.0143882375499913;0.957569227116579;0.962656495124427;0.88021778584392;0;0;0;0.000815883970592751;0.91693882472064;0.91693882472064;0.0140942;0.000215700915621608;0.0147836;0.000338355338364862;0.01698552;0.000833640421284861;0.02211224;0.00274206127083258;0.0292831;0.00195159308514864;0.03473966;0.0021138330735893;0.0387519;0.00138300159074384;0.03331618;0.00288488992112351;0.03802902;0.00166670210205663;0.04493146;0.00420012166942816;0.0580397;0.00218414162430004;0.0591362333333333;0.000229765844575152
"166";"surface_water_abstraction_km3";"Saudi Arabia";"MENA";"SAU";0.0439646;0.04137;0.0624612;0.0486112;0.0378256;0.0499441;0.0391962;0.0388583;0.0423099;0.0537374;0.0547131;0.044005;0.0338908;0.096573;0.0581465;0.0505283;0.0649498;0.0725736;0.0724421;0.0767253;0.0605378;0.103683;0.115932;0.175608;0.246639;0.215783;0.239521;0.334778;0.394251;0.402984;0.452966;0.505933;0.448196;0.467208;0.422377;0.667209;0.557777;0.574559;0.591552;0.516376;0.671905;0.567114;0.491554;0.519535;0.580795;0.4833;0.522371;0.529977;0.488476;0.485363;0.428099;0.426811;0.492646;0.500303;0.449317;0.522878;0.513222;0.435582;0.304930065517241;0.219884404185224;0.877671512788272;0.850318373373527;0.667271627344223;0;0;1.37223565843669e-13;0.0114281794149311;0.770307284360051;0.770307284360051;0.04684652;0.009573492816731;0.04480918;0.00669412865031738;0.05746568;0.023845269778239;0.06744382;0.0103657883133412;0.14047996;0.0721995299825975;0.3174634;0.0864925218923578;0.459336;0.0306752871787698;0.5814946;0.055450808887698;0.5661806;0.0691683491656408;0.5018974;0.0223998654080778;0.4594352;0.0350777997485589;0.490560666666667;0.0478570781111147
"167";"surface_water_abstraction_km3";"Senegal";"AFR";"SEN";1.45153;1.49869;1.42216;1.41456;1.54335;1.49762;1.64958;1.68846;1.79349;1.87978;1.62642;1.47585;1.74422;1.698;1.75236;1.6733;1.5755;1.6509;1.72895;1.47702;1.6453;1.75099;1.59295;1.63602;1.61559;1.50561;1.78348;1.56125;1.89303;2.19317;1.98374;1.83261;2.23542;2.00045;2.09691;1.9838;1.91559;2.30751;2.23854;2.23302;2.01834;2.09387;2.49884;2.66213;2.70297;2.35457;2.97022;2.68766;2.76242;2.26636;2.56003;2.83148;2.89378;2.90462;2.62249;2.56481;3.17067;2.36144;2.02023137931034;0.477860806289381;0.885988700290804;0.893075763634686;0.704779189352692;0;0;5.55111512312578e-15;0.0250714940478019;0.784975977042985;0.784975977042985;1.466058;0.0543806994254395;1.701786;0.14549767345219;1.65937;0.114131757631257;1.621134;0.0975742065302096;1.64817;0.0609067249981478;1.787308;0.276754286543136;2.029826;0.148870896517755;2.135692;0.173988466485569;2.39523;0.31997596448796;2.608246;0.292548684973971;2.76248;0.160302582792668;2.69897333333333;0.420966920592739
"168";"surface_water_abstraction_km3";"Singapore";"Other";"SGP";0.00784817;0.00793676;0.00794175;0.00783596;0.00795858;0.00809951;0.00841983;0.00903486;0.00926348;0.00721756;0.00760801;0.00798114;0.00818092;0.00887456;0.00944535;0.010788;0.0124045;0.012785;0.0135339;0.0141204;0.0152269;0.0152794;0.0168807;0.0171316;0.0175409;0.0173778;0.0174336;0.0175459;0.0171592;0.0169189;0.0175286;0.0181641;0.0190024;0.019725;0.0202629;0.0211551;0.0219544;0.0239241;0.024923;0.0243769;0.0195773;0.0216675;0.0228312;0.022712;0.0241865;0.0258693;0.0267007;0.0278929;0.0300944;0.0317786;0.0335112;0.0341962;0.0371335;0.0371495;0.0370272;0.0368646;0.0367288;0.036742;0.0191285006896552;0.00937619338420053;0.966308011670661;0.981112922575287;0.905626134301271;0;0;0;0.000536528451198124;0.933751173418903;0.933751173418903;0.007904244;5.74964984151208e-05;0.008407048;0.000811980353992632;0.008417996;0.000736042193444099;0.01272636;0.0012708009651397;0.0164119;0.00108387773526353;0.01728708;0.000249296925372135;0.0189366;0.00111402380360565;0.0232667;0.00162703982280705;0.0221949;0.00171527848905069;0.02846718;0.00243990660415517;0.03580352;0.00179694951709835;0.0367784666666667;7.48850674923464e-05
"169";"surface_water_abstraction_km3";"Solomon Islands";"EAP";"SLB";0.00225171;0.00225494;0.00225999;0.00222432;0.00224318;0.00227744;0.00234106;0.00242784;0.00244853;0.00242537;0.00248903;0.00249915;0.00264735;0.00287978;0.00273214;0.00298887;0.0033232;0.0032515;0.00333582;0.00342606;0.00359028;0.00388447;0.0039912;0.00406877;0.00404225;0.0039988;0.00432127;0.00431731;0.00422953;0.00439131;0.00470411;0.00475556;0.0046965;0.00471309;0.00493981;0.00506627;0.00524438;0.00510485;0.00523258;0.00521562;0.00490069;0.00488291;0.00436933;0.00458983;0.00442368;0.00442801;0.00485644;0.00498756;0.00506303;0.00512548;0.00526658;0.00529147;0.00542791;0.00541754;0.00548185;0.00545428;0.00545308;0.0054546;0.00403637086206897;0.00113365130047766;0.949657250554682;0.956688916915316;0.863278886872353;0;0;0;6.37524676243496e-05;0.901848893531078;0.901848893531078;0.002246828;1.39892340748162e-05;0.002384048;7.24506885405516e-05;0.00264949;0.000164482988026118;0.00326509;0.000166412906951354;0.003915394;0.000194947812580701;0.004251644;0.000152549592198734;0.004761814;0.000102092344130204;0.00517274;8.13890695978272e-05;0.004633288;0.000249656218468517;0.004892104;0.000278139831973056;0.00537707;9.31890216173558e-05;0.00545398666666667;8.01332224070387e-07
"17";"surface_water_abstraction_km3";"Burkina Faso";"AFR";"BFA";0.027416;0.0272018;0.0273614;0.0294298;0.0306389;0.0312895;0.0321696;0.0302143;0.0304925;0.0351835;0.0341326;0.0349565;0.0352897;0.0434687;0.0391742;0.0409258;0.051881;0.0518556;0.0514911;0.0726234;0.100722;0.098644;0.101481;0.100868;0.0884834;0.0666867;0.0531709;0.0850144;0.122366;0.119556;0.113293;0.170409;0.173723;0.14487;0.190684;0.208423;0.186681;0.255482;0.184081;0.214149;0.181631;0.229913;0.24166;0.216951;0.180096;0.203913;0.28334;0.23212;0.221373;0.278407;0.367467;0.356522;0.347716;0.352925;0.30794;0.368939;0.322954;0.325127;0.14749960862069;0.109907331071735;0.946906233319854;0.97717555138577;0.871748336358137;0;0;0;0.00616288775108425;0.89663141469999;0.89663141469999;0.02840958;0.001545584967577;0.03186988;0.00200280249450614;0.03740434;0.00390758148513886;0.05375538;0.0115417690373703;0.09803968;0.00544804111695204;0.0893588;0.0309992265059146;0.1585958;0.0301611410874987;0.2097632;0.0287384907606506;0.2100502;0.0280456607463615;0.2438306;0.0353249800608578;0.346514;0.0227469089878163;0.339006666666667;0.0259449208195618
"170";"surface_water_abstraction_km3";"Sierra Leone";"AFR";"SLE";0.0314938;0.0314849;0.0313663;0.0315755;0.0321724;0.0323406;0.0327362;0.0395487;0.0400395;0.0618005;0.061786;0.0835321;0.0862855;0.107424;0.109153;0.137407;0.182842;0.177592;0.177957;0.196568;0.219803;0.23624;0.265497;0.302799;0.325399;0.327994;0.375608;0.379463;0.392844;0.386682;0.379755;0.382209;0.376101;0.360975;0.374976;0.378;0.383449;0.389764;0.408495;0.390616;0.364803;0.386451;0.401774;0.412018;0.418827;0.40379;0.440827;0.427747;0.410327;0.437878;0.436838;0.463675;0.434856;0.481267;0.432475;0.435155;0.414974;0.447571;0.282293568965517;0.155907734250721;0.939511154245843;0.971823187425021;0.882637628554144;0;0;0;0.00867401604478752;0.882681208952356;0.882681208952356;0.03161858;0.000318456460132306;0.0412931;0.0120263844622979;0.08963612;0.0195027701775158;0.1744732;0.0221019453827033;0.2699476;0.0442282808031241;0.3725182;0.0257581679899794;0.3748032;0.00825074931142622;0.3900648;0.0115042903170948;0.3967746;0.0216357546274679;0.4241138;0.016470557813869;0.4498222;0.0216458856067383;0.432566666666667;0.0164519209921922
"171";"surface_water_abstraction_km3";"El Salvador";"LCR";"SLV";0.0570159;0.0594326;0.0623101;0.0624347;0.0856396;0.0717059;0.0743883;0.0799762;0.0858041;0.0832794;0.0941709;0.0908784;0.0906137;0.0874456;0.109035;0.0797952;0.119668;0.114009;0.125184;0.135868;0.136001;0.153931;0.151423;0.15076;0.162766;0.141792;0.157529;0.153039;0.164834;0.179475;0.160496;0.165623;0.165831;0.175205;0.18314;0.194802;0.208343;0.212649;0.217153;0.224849;0.236269;0.249158;0.248637;0.25081;0.270916;0.265882;0.268287;0.268841;0.272794;0.296525;0.298571;0.287106;0.288427;0.292603;0.296099;0.283453;0.308444;0.286006;0.175812475862069;0.0798140992871479;0.986736210960643;0.98769571503276;0.923774954627949;0;0;0;0.00466370749023343;0.973648350020964;0.973648350020964;0.06536658;0.0115529141924018;0.07903078;0.00591669126852162;0.09442872;0.00850489566702614;0.11490484;0.0212208167309366;0.1509762;0.00964667319338641;0.1593338;0.014022452485211;0.170059;0.0090360240980201;0.2115592;0.0111830758380689;0.251158;0.0124753499950903;0.2744658;0.0125787597441083;0.2925612;0.00488585429582177;0.292634333333333;0.0137509498702211
"172";"surface_water_abstraction_km3";"San Marino";"Other";"SMR";9.25e-08;1.251e-07;1.34e-07;9.59e-08;1.056e-07;1.327e-07;1.436e-07;1.279e-07;1.106e-07;8.39e-08;1.362e-07;1.359e-07;9.01e-08;7.43e-08;1.215e-07;1.274e-07;1.187e-07;1.059e-07;1.499e-07;9.61e-08;1.422e-07;9.76e-08;1.186e-07;1.421e-07;9.38999e-08;8.37e-08;1.235e-07;8.06e-08;1.051e-07;1.136e-07;1.103e-07;1.43e-07;7.81e-08;9.79e-08;1.167e-07;9.13e-08;8.92e-08;1.307e-07;1.269e-07;8.94999e-08;9.94e-08;9.67999e-08;6.69e-08;8.25999e-08;1.21e-07;6.9e-08;8.79e-08;1.018e-07;7.89999e-08;7.28e-08;3.98e-08;8.22e-08;9.22e-08;6.31e-08;1.7e-09;6.61e-08;7.19e-08;4.93e-08;1.00444818965517e-07;2.87673046420939e-08;-0.59907143320325;-0.604663324002584;-0.432546884452511;6.76239145237e-07;9.02007319409248e-07;1.61695816902219e-06;-1.02053617459778e-09;0.358886582080188;0.358886582080188;1.1062e-07;1.8210628764543e-08;1.1974e-07;2.33017810478083e-08;1.116e-07;2.80499554366847e-08;1.196e-07;2.07345122923111e-08;1.1887998e-07;2.32374320655704e-08;1.013e-07;1.8687027586002e-08;1.092e-07;2.39520354041154e-08;1.0551998e-07;2.13092186858646e-08;9.333996e-08;2.01754396235373e-08;8.209998e-08;1.3128600649041e-08;5.58e-08;3.62561029345406e-08;6.24333333333333e-08;1.17376885856345e-08
