"FID";"surface_water_abstraction_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"200";"surface_water_abstraction_km3";"Saint Vincent and the Grenadines";"LCR";"VCT";2.51486e-09;2.51763e-09;2.52403e-09;3.38459e-09;3.62478e-09;3.28646e-09;3.19978e-09;3.21244e-09;4.08195e-09;5.59783e-09;5.00474e-09;5.45205e-09;6.43532e-09;6.95951e-09;7.48784e-09;6.97599e-09;6.52691e-09;6.05974e-09;4.00191e-09;4.894e-09;4.91667e-09;4.99877e-09;5.09426e-09;6.26047e-09;6.31359e-09;6.28342e-09;6.31734e-09;6.5064e-09;6.80166e-09;7.05124e-09;7.3018e-09;7.48932e-09;7.70006e-09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.04788551724138e-09;2.94212939155882e-09;-0.63725068035698;-0.619622028073743;-0.324307067744882;7.50675947467513e-08;2.14827407636611e-07;0.000682575423784332;-1.11025489556736e-10;0.406088429615426;0.406088429615426;2.913178e-09;5.46616477861764e-10;3.875692e-09;1.03104998068474e-09;6.267892e-09;1.03147853345089e-09;5.69171e-09;1.22210326112403e-09;5.516752e-09;7.06217125054328e-10;6.592012e-09;3.28955082222482e-10;4.498236e-09;4.10872503787732e-09;0;0;0;0;0;0;0;0;0;0
"201";"surface_water_abstraction_km3";"Venezuela, Republica Bolivariana de";"LCR";"VEN";1.03616;1.02647;1.03798;1.03633;1.11648;1.11041;1.1529;1.37842;1.38427;1.43164;1.43243;1.40019;1.48837;1.44995;1.46859;1.47277;1.76227;1.68496;1.75535;1.81769;1.91023;2.03111;2.29876;2.40239;2.54469;2.46403;2.26531;2.3224;2.37361;2.24043;2.36057;2.29524;2.33566;2.40298;2.48802;2.56304;2.58741;2.77032;2.74123;2.94008;2.78975;2.86331;3.25194;3.2181;2.96216;2.80778;3.11844;3.44148;3.58183;3.67206;3.91834;4.15953;4.0194;4.25063;4.1802;4.10623;3.8783;3.88239;2.41177603448276;0.957572375484494;0.975811780131658;0.982897043895537;0.906836055656382;0;0;0;0.0553335184102859;0.952208630243713;0.952208630243713;1.050684;0.0370601096868317;1.291528;0.148158802539707;1.447906;0.0338587666638937;1.698608;0.134760989978554;2.237436;0.262206817378954;2.333156;0.089556424001855;2.376494;0.0735913696026919;2.720416;0.152998125903555;3.017052;0.208511752834223;3.324318;0.357127820002867;4.10562;0.134167853265974;3.95564;0.130430798126823
"202";"surface_water_abstraction_km3";"U.S. Virgin Islands (U.S.)";"Other";"VIR";0.000254768;0.000253531;0.000247832;0.000254109;0.0002509;0.000251655;0.0003053;0.000529698;0.000542772;0.000543941;0.000595469;0.000614298;0.000659568;0.000669769;0.000691765;0.000728857;0.000804083;0.00102737;0.001053;0.00114168;0.00115507;0.00120459;0.00128985;0.00133966;0.00136703;0.00140454;0.00144125;0.00147653;0.00144001;0.00148983;0.00149486;0.00143833;0.00145579;0.00157504;0.00161208;0.00157894;0.00163247;0.00163256;0.00178132;0.00191473;0.00196424;0.00190571;0.00209308;0.00230683;0.00215423;0.00210647;0.00210983;0.00222615;0.00216919;0.00229761;0.00230427;0.00230301;0.00254751;0.00247558;0.00255273;0.00254044;0.00255569;0.00248267;0.0014179325;0.000735492712324916;0.99149899330481;0.992925036143837;0.9491833030853;0;0;0;4.31838413670057e-05;0.98307025372445;0.98307025372445;0.000252228;2.86251506546252e-06;0.0004346732;0.00014395103481983;0.0006461738;4.0005433827169e-05;0.000950998;0.000175732293999993;0.00127124;8.96396173575055e-05;0.001450432;3.3661219823411e-05;0.00151522;7.55294952319953e-05;0.001708004;0.000137990555220276;0.002084818;0.00015874062514051;0.00218185;8.1228332495503e-05;0.00243662;0.000125164052746785;0.00252626666666667;3.85180819010153e-05
"203";"surface_water_abstraction_km3";"Vietnam";"EAP";"VNM";38.3666;38.5955;36.2666;37.3055;40.0995;35.4019;40.6229;40.1564;38.8892;43.745;44.766;41.8086;45.4967;49.2123;46.175;53.271;52.0657;55.2195;55.9031;52.7163;55.6301;62.1482;63.0568;70.6552;76.8335;78.972;90.4822;98.2708;104.588;106.476;99.672;104.775;112.186;110.2;108.383;112.952;114.842;101.672;97.4547;102.194;95.1271;96.5529;97.9842;130.197;131.995;130.925;137.68;148.768;146.766;142.535;151.456;149.18;139.914;146.876;149.497;147.009;144.794;148.116;89.5327413793104;40.3058637098438;0.967900459052226;0.96099541665385;0.853599516031458;0;0;0;2.31019983389213;0.936831298633507;0.936831298633507;38.12674;1.44079897383362;39.76308;3.02213646233918;45.49172;2.6646601259823;53.83512;1.6502943652573;65.66476;8.20833867923345;95.7578;11.2778815528449;107.0432;4.94186611514315;105.82294;7.62551455431042;110.37124;18.9566402664871;141.3348;7.20958346230903;147.3846;4.48136505988968;146.639666666667;1.69151598672118
"204";"surface_water_abstraction_km3";"Vanuatu";"EAP";"VUT";2.18385e-07;2.18637e-07;2.19636e-07;2.48924e-07;2.81607e-07;3.15104e-07;3.43978e-07;3.67985e-07;4.15056e-07;4.59598e-07;4.82304e-07;5.12559e-07;5.34826e-07;5.96256e-07;6.08807e-07;6.6721e-07;6.93108e-07;7.17652e-07;7.21822e-07;7.0286e-07;6.68259e-07;6.47554e-07;6.37465e-07;6.45028e-07;6.64284e-07;6.84216e-07;6.9132e-07;7.2116e-07;7.37745e-07;7.58051e-07;7.81649e-07;8.02009e-07;8.57514e-07;8.09905e-07;8.72134e-07;8.90423e-07;9.34907e-07;9.30123e-07;9.43154e-07;9.40289e-07;9.35771e-07;9.41468e-07;8.18476e-07;8.13214e-07;8.12819e-07;8.43251e-07;8.5836e-07;8.74662e-07;8.93754e-07;1.08229e-06;1.09566e-06;1.06509e-06;1.06327e-06;1.06413e-06;1.06823e-06;1.06378e-06;1.05019e-06;1.04179e-06;7.29822551724138e-07;2.48281986762729e-07;0.946631641985938;0.953428281398997;0.834240774349667;0;0;0;1.39180005536927e-08;0.896111465608998;0.896111465608998;2.374378e-07;2.79116211048373e-08;3.803442e-07;5.7483927964258e-08;5.469504e-07;5.42360757641996e-08;7.005304e-07;2.18932040323019e-08;6.52518e-07;1.31676881228255e-08;7.184984e-07;3.10478351467538e-08;8.246422e-07;3.84509049139289e-08;9.277792e-07;2.14747769534401e-08;8.643496e-07;6.78654984089854e-08;9.104634e-07;9.78744039103176e-08;1.071276e-06;1.37594105978417e-08;1.05192e-06;1.10966075897095e-08
"205";"surface_water_abstraction_km3";"West Bank and Gaza";"MENA";"PSE";0.00722507;0.00891252;0.00726332;0.00954721;0.00963436;0.00819637;0.0116481;0.0121896;0.0104391;0.0126133;0.0115607;0.0125098;0.0115373;0.0127529;0.0130368;0.0101527;0.0162026;0.0144989;0.0139093;0.0141031;0.0147323;0.0128015;0.0188124;0.0175179;0.0184157;0.0194362;0.0161936;0.0175369;0.0181047;0.0200263;0.0213316;0.0194752;0.0190152;0.0197374;0.0254521;0.0229517;0.023179;0.0217434;0.0223829;0.0253454;0.0239433;0.0173445;0.0245522;0.0242454;0.0258644;0.0249694;0.0217522;0.0203181;0.0199952;0.0211221;0.0185289;0.0175922;0.0205167;0.0203113;0.02631;0.025095;0.020705;0.0254144;0.0175983577586207;0.00544810455804104;0.873599544652491;0.866806115229629;0.70356926799758;0;0;6.21724893790088e-15;0.000281843778953519;0.763176164417043;0.763176164417043;0.008516496;0.00119447242342802;0.011017294;0.00177562476573177;0.0122795;0.000692492458442689;0.01377332;0.0022172055750426;0.01645596;0.00259071363681901;0.01825954;0.00152645518538868;0.0210023;0.00263579833067706;0.02312048;0.00136221821563214;0.02318996;0.00334885071673851;0.0216314;0.00198860066755495;0.02065182;0.00339180173609838;0.0237381333333333;0.00263162068948649
"206";"surface_water_abstraction_km3";"Samoa";"EAP";"WSM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"207";"surface_water_abstraction_km3";"Yemen, Republic of";"MENA";"YEM";0.0637157;0.0771739;0.0868082;0.105483;0.117528;0.173603;0.175638;0.166383;0.151374;0.139875;0.151952;0.103142;0.143921;0.0431976;0.0477083;0.121661;0.108222;0.173469;0.0646454;0.179378;0.117776;0.166574;0.0871676;0.10227;0.0614802;0.178974;0.0557205;0.115601;0.130745;0.13398;0.153538;0.0880682;0.142988;0.310947;0.264328;0.384296;0.362159;0.280585;0.374353;0.359144;0.419201;0.443395;0.361665;0.448777;0.400673;0.484613;0.653255;0.5993;0.487828;0.495657;0.408845;0.389181;0.466917;0.427694;0.490262;0.483034;0.449818;0.500591;0.253039286206897;0.16854206738636;0.85220266325684;0.802024054877111;0.606775559588627;0;0;1.71880287780368e-11;0.00850553868774792;0.726249379262048;0.726249379262048;0.09014176;0.0215810938581203;0.1613746;0.0153322145921586;0.09798418;0.0514260478558483;0.12947508;0.0478053529589731;0.10705356;0.0392202705575573;0.1230041;0.0444266539877808;0.19197384;0.092280883191634;0.3521074;0.0412218837306109;0.4147422;0.0354060835337658;0.5441306;0.0774819571661687;0.4365798;0.0415239301933235;0.477814333333333;0.0257858114538467
"208";"surface_water_abstraction_km3";"South Africa";"AFR";"ZAF";1.70378;1.6634;1.75861;1.74888;1.66338;1.65646;1.98787;1.96201;1.79287;2.03258;1.90431;2.0599;2.29216;2.41239;2.30569;2.34788;2.38245;2.743;2.58998;2.63713;3.11617;3.14452;3.29498;3.79359;3.76292;3.91214;4.45727;4.22392;4.93675;4.91887;4.83243;4.80316;5.01499;4.61347;5.1667;5.28316;5.04208;5.0659;5.37193;6.13408;5.43025;5.42012;5.25731;5.25149;5.70761;5.31714;5.66627;5.68038;5.91937;6.14521;6.32298;6.35926;5.96081;6.19363;6.55171;6.4652;6.6815;6.17596;4.12137862068966;1.69358081086951;0.97578129577744;0.985727029438002;0.906836055656382;0;0;0;0.0978608612999468;0.952149137189097;0.952149137189097;1.70761;0.0453588436801469;1.886358;0.157322821834596;2.19489;0.207185532434096;2.540088;0.169464816023858;3.422436;0.332026295539977;4.48979;0.444214705350915;4.88615;0.21179920266611;5.37943;0.444670346661434;5.413356;0.185383070640228;5.745674;0.309842301227576;6.277678;0.218672601553098;6.44088666666667;0.253645474103784
"209";"surface_water_abstraction_km3";"Congo, Dem. Rep.";"AFR";"COD";0.165633;0.164823;0.165624;0.161547;0.17211;0.197794;0.163435;0.178303;0.185795;0.17268;0.182072;0.19439;0.194526;0.19819;0.204028;0.22127;0.236494;0.244197;0.242238;0.261046;0.280692;0.282678;0.283469;0.274775;0.283129;0.271812;0.250882;0.247617;0.256985;0.25652;0.270364;0.275277;0.280168;0.283464;0.28027;0.316626;0.271984;0.279366;0.284148;0.290203;0.299972;0.277981;0.273837;0.287199;0.301983;0.298675;0.313295;0.327069;0.351004;0.377048;0.396959;0.396483;0.422005;0.419049;0.419059;0.416456;0.412123;0.410481;0.272884517241379;0.0750896841893585;0.938371150389292;0.941062475006921;0.818511796733213;0;0;0;0.00417258839090709;0.880540415882923;0.880540415882923;0.1659474;0.00383434705002039;0.1796014;0.0130410456367578;0.1946412;0.00804312061329431;0.241049;0.014345386889171;0.2809486;0.00361512673360147;0.2567632;0.00928461376148733;0.2779086;0.00513297855051042;0.2884654;0.0170961561118282;0.2881944;0.0126518442054904;0.3334182;0.0310852266953291;0.410711;0.0128288665906229;0.41302;0.00308684515322683
"21";"surface_water_abstraction_km3";"Bahamas, The";"LCR";"BHS";0.0127404;0.0127407;0.0127748;0.0134267;0.013988;0.0145892;0.0154067;0.0172048;0.0196775;0.020464;0.0214495;0.0227343;0.0219817;0.025085;0.0263171;0.0281532;0.0290251;0.0321438;0.0331566;0.0340836;0.0366198;0.0375962;0.0398917;0.0407101;0.0417883;0.0430757;0.0449357;0.0491282;0.0460429;0.0489342;0.0534508;0.0543663;0.0549754;0.0540821;0.0533273;0.0535972;0.0568305;0.0597062;0.0616778;0.0592156;0.0542609;0.0542138;0.0625848;0.0627499;0.0653004;0.0643833;0.0495414;0.061771;0.0700597;0.0726283;0.0700856;0.0710168;0.0714028;0.0658757;0.0731764;0.0744495;0.0720002;0.0707244;0.0448848206896552;0.0198629796213941;0.98073781332383;0.981728136823649;0.921355111917725;0;0;0;0.00115358058383831;0.961846658483207;0.961846658483207;0.01313412;0.000559825800584432;0.01746844;0.00257214048274973;0.02351352;0.00209424479753442;0.03131246;0.00259731279171377;0.03932122;0.00215721364426428;0.04642334;0.00260697077524854;0.05404038;0.000677922279468672;0.05820546;0.00310065814271745;0.05982196;0.00521047668769374;0.06367674;0.00901126397477069;0.07031146;0.00272136860017162;0.0723913666666667;0.00189310618385059
"210";"surface_water_abstraction_km3";"Zambia";"AFR";"ZMB";0.137965;0.138121;0.138166;0.136196;0.136559;0.140106;0.144177;0.157279;0.16723;0.172685;0.17939;0.194806;0.1921;0.209364;0.218898;0.2366;0.257065;0.249007;0.257889;0.257222;0.266972;0.2835;0.296365;0.30252;0.301992;0.286002;0.281246;0.271513;0.25271;0.275756;0.32238;0.333575;0.312948;0.316152;0.31568;0.34128;0.340934;0.360384;0.36836;0.418585;0.410972;0.432469;0.426918;0.472827;0.482843;0.519203;0.524855;0.56767;0.625818;0.64366;0.688724;0.669814;0.707349;0.719109;0.740702;0.727839;0.721101;0.696367;0.35772274137931;0.186645588713369;0.946567316433102;0.98769571503276;0.927404718693285;0;0;0;0.0104621238118674;0.895989684539361;0.895989684539361;0.1374014;0.000946402292896626;0.1562954;0.0141253692447313;0.1989116;0.0154357990010236;0.2515566;0.00912056551426499;0.2902698;0.0151099843878146;0.2734454;0.012821343720531;0.320147;0.00826191848180555;0.3659086;0.0317869165978709;0.4452058;0.0310165773369661;0.5762412;0.0569440887423796;0.7051396;0.0273042112923996;0.715102333333333;0.0165713517050763
"211";"surface_water_abstraction_km3";"Zimbabwe";"AFR";"ZWE";0.168572;0.161852;0.149988;0.167262;0.158125;0.179117;0.165232;0.178254;0.17903;0.203144;0.198536;0.215104;0.219786;0.237369;0.252753;0.262383;0.298118;0.331269;0.327966;0.332673;0.326136;0.354501;0.356351;0.403417;0.404503;0.355469;0.33684;0.381932;0.395163;0.395106;0.456823;0.486226;0.481773;0.451468;0.369254;0.447413;0.460767;0.428939;0.546383;0.545728;0.517091;0.557167;0.537587;0.568808;0.505399;0.456615;0.45818;0.412002;0.494496;0.456048;0.521153;0.488571;0.51963;0.572004;0.549617;0.558226;0.486603;0.507031;0.378223327586207;0.134587905878986;0.932194710000311;0.928019932941647;0.785843920145191;0;0;0;0.00742956335168716;0.868986977352563;0.868986977352563;0.1611598;0.00752787853249506;0.1809554;0.013729017801722;0.2247096;0.0209060961037684;0.3104818;0.0303998865244593;0.3689816;0.0341047353867465;0.372902;0.0258577259731014;0.4491088;0.0471341179157943;0.485846;0.0561138144132084;0.5372104;0.0265215547394944;0.4554682;0.0292467301283408;0.530195;0.0318242868341146;0.517286666666667;0.0368964436813812
"212";"surface_water_abstraction_km3";"Serbia";"ECA";"SRB";2.45463;2.4207;2.43546;2.44364;2.46546;2.48569;2.53954;2.59753;2.58881;2.60571;2.62482;2.68828;2.75142;2.81963;2.89521;3.10257;3.30634;3.34198;3.40284;3.55076;3.64624;3.77111;3.96246;4.02356;3.98327;3.93229;3.96716;4.04882;4.02664;4.09317;4.2086;4.07907;4.08051;4.02483;4.14464;4.20821;4.18556;4.29843;4.53105;5.50568;5.16267;5.37213;4.12015;4.82801;5.20371;5.72744;6.01748;6.04205;6.34912;6.99794;7.4839;7.00552;6.94414;7.04522;7.01798;6.99329;6.84921;7.06989;4.31848568965517;1.54148474236847;0.954519285657993;0.987634193607924;0.926194797338173;0;0;0;0.0871313731582014;0.911107066693041;0.911107066693041;2.443978;0.0172443996706177;2.563456;0.0505192763210243;2.755872;0.106352346330488;3.340898;0.162691834521589;3.877328;0.161662371843296;4.013616;0.0642453564858971;4.10753;0.0706605246937779;4.545786;0.553741581994706;4.937334;0.497624726757021;6.226806;0.483974926086053;7.099352;0.218130723008017;6.97079666666667;0.112046321373498
"213";"surface_water_abstraction_km3";"Kosovo";"ECA";"XRK";0.319809;0.317623;0.31923;0.304155;0.314185;0.323823;0.321054;0.310933;0.320607;0.339731;0.343647;0.334975;0.361995;0.342154;0.375069;0.402269;0.435158;0.418656;0.448265;0.426856;0.465256;0.495491;0.53378;0.538539;0.548177;0.522926;0.549075;0.57362;0.56512;0.573504;0.601143;0.549441;0.600505;0.56166;0.56317;0.590581;0.572327;0.585705;0.634359;0.765086;0.708002;0.751193;0.579767;0.684456;0.721289;0.809455;0.833219;0.832019;0.866122;0.977289;1.04645;0.960903;0.967978;1.00346;1.01404;0.990999;0.939531;0.99169;0.588750362068965;0.228380754350588;0.960167553158491;0.981359008274632;0.892316999395039;0;0;0;0.0129854543357223;0.921921730138359;0.921921730138359;0.3150004;0.00644549763788646;0.3232296;0.0104339106187469;0.351568;0.016490244206803;0.4262408;0.0172998316379091;0.5162486;0.0348380462181793;0.556849;0.02143752499707;0.5751838;0.024004997098521;0.6296116;0.0792283937726873;0.6889414;0.0656203166504094;0.8636208;0.0666775689208897;0.9985662;0.0350371255984278;0.974073333333333;0.0299165332940388
"214";"surface_water_abstraction_km3";"Disputed Area - China and India";"Other";"XXX";0.0242723;0.025858;0.025129;0.0261443;0.0262856;0.0272709;0.0250561;0.0255822;0.0261325;0.0271306;0.0268898;0.0286011;0.0298437;0.0307991;0.0314684;0.0321566;0.0316405;0.034331;0.0339082;0.0341622;0.0384157;0.0370979;0.0401558;0.0393183;0.0388968;0.0403815;0.040774;0.0414359;0.0422579;0.0436601;0.043146;0.0458234;0.0459772;0.0470537;0.0491299;0.0467363;0.0503064;0.0507699;0.0528768;0.055283;0.0556436;0.0594803;0.0570196;0.0600036;0.0611638;0.0613887;0.0656621;0.0697218;0.0671106;0.0702729;0.0714277;0.0715767;0.0743776;0.0745639;0.0685952;0.0739952;0.0730259;0.0691203;0.0459708293103448;0.0163989508264744;0.982541707876086;0.991017871973915;0.94313369630974;0;0;0;0.000954152250146104;0.965388207716052;0.965388207716052;0.02553784;0.000836388488084335;0.02623446;0.000961983109519081;0.02952042;0.00182342188124416;0.0332397;0.00124693428455552;0.0387769;0.00113560134070016;0.04170188;0.00130565058572346;0.04622604;0.00216956854535643;0.05119448;0.00317767680656797;0.05866218;0.00226587316767731;0.06683122;0.00358003256507535;0.07210822;0.00246309664589111;0.0720471333333333;0.00258062989274583
"215";"surface_water_abstraction_km3";"Disputed Area - China and India";"Other";"XXX";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"216";"surface_water_abstraction_km3";"Disputed Area - China and India";"Other";"XXX";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"217";"surface_water_abstraction_km3";"Anguilla (U.K.)";"Other";"AIA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"218";"surface_water_abstraction_km3";"British Virgin Islands (U.K.)";"Other";"VGB";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"219";"surface_water_abstraction_km3";"Montserrat (U.K.)";"Other";"MSR";4.95065e-09;4.95065e-09;4.96181e-09;5.1292e-09;5.54343e-09;4.87668e-09;4.55587e-09;4.52637e-09;6.19179e-09;9.11789e-09;7.77175e-09;8.69565e-09;1.05865e-08;1.1536e-08;1.26757e-08;1.15294e-08;1.05946e-08;9.65682e-09;4.99914e-09;7.17283e-09;7.15216e-09;7.25188e-09;7.37178e-09;9.70653e-09;9.7117e-09;9.70107e-09;9.73056e-09;1.0085e-08;1.06516e-08;1.11234e-08;1.15369e-08;1.18851e-08;1.22648e-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.79646913793103e-09;4.6615625548282e-09;-0.644284811727566;-0.630696678151842;-0.353190610919705;4.84238346998164e-08;1.11832184025907e-07;0.000217556421135992;-1.7785252299363e-10;0.415102918622819;0.415102918622819;5.107148e-09;2.55408817623824e-10;5.85372e-09;1.94743272800372e-09;1.025312e-08;2.01300317020366e-09;8.790558e-09;2.6691818607993e-09;8.23881e-09;1.34445035412246e-09;1.0258326e-08;6.16873278542684e-10;7.13736e-09;6.52057213386985e-09;0;0;0;0;0;0;0;0;0;0
"22";"surface_water_abstraction_km3";"Bosnia and Herzegovina";"ECA";"BIH";1.179;1.17872;1.18175;1.1922;1.21058;1.24378;1.28838;1.29837;1.23626;1.26145;1.26975;1.29605;1.31672;1.33263;1.33197;1.38188;1.4553;1.46098;1.45779;1.50996;1.55874;1.60371;1.68407;1.70295;1.70511;1.66284;1.71092;1.73035;1.75811;1.79982;1.8293;1.82831;1.83357;1.74193;1.6632;1.67999;1.71971;1.9559;2.20762;2.43305;2.50606;2.57755;2.65706;2.70077;2.82796;2.93189;3.21202;3.28664;3.42107;3.47005;3.79128;3.78246;3.77142;3.44065;3.42727;3.77256;3.77523;3.61765;2.08383293103448;0.879287437201899;0.926421265988752;0.981051401150451;0.915305505142166;0;0;0;0.0482380789935089;0.858256362076196;0.858256362076196;1.18845;0.0135338907931163;1.265648;0.0271429561765111;1.309424;0.0267065643615947;1.453182;0.0458100558829609;1.650916;0.0660842945033084;1.732408;0.0512607224880805;1.779262;0.0753706386466242;1.999254;0.321538986174305;2.65388;0.122667897389659;3.264334;0.212507983214749;3.642616;0.190664603767978;3.72181333333333;0.0902179706784261
"220";"surface_water_abstraction_km3";"Svalbard (Nor.)";"Other";"SJM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"221";"surface_water_abstraction_km3";"British Indian Ocean Territory (U.K.)";"Other";"IOT";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"222";"surface_water_abstraction_km3";"Christmas Island (Aus.)";"Other";"CXR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"223";"surface_water_abstraction_km3";"Cocos (Keeling) Islands (Aus.)";"Other";"CCK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"224";"surface_water_abstraction_km3";"Saint Helena (U.K.)";"Other";"SHN";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"225";"surface_water_abstraction_km3";"Cook Islands (N.Z.)";"Other";"COK";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
