"FID";"industryGrossDemand_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"145";"industryGrossDemand_km3";"Nepal";"SOA";"NPL";0.0395714;0.0395714;0.0396798;0.0399214;0.0405883;0.041316;0.0423879;0.0433018;0.044023;0.0433734;0.0424868;0.0427767;0.0435714;0.0425499;0.0439101;0.0438788;0.0463504;0.0483996;0.0475744;0.0476596;0.0494157;0.0510993;0.0523473;0.0539313;0.0544556;0.054867;0.0549942;0.055414;0.0564993;0.0572742;0.059216;0.0590532;0.0595897;0.0591705;0.05663;0.0578319;0.0597147;0.0609536;0.0614611;0.062495;0.0620933;0.0628088;0.0654309;0.0648205;0.0649631;0.0663839;0.069227;0.07157;0.0739017;0.0776775;0.0800877;0.0815412;0.0835121;0.0835121;0.0837409;0.0835121;0.0835121;0.0835121;0.0576053913793103;0.0138769987509343;0.971524443835599;0.993399747220229;0.952964339172394;0;2.31751528307701e-54;0;0.000798362081269794;0.943859744970067;0.943859744970067;0.03986646;0.000428087068246636;0.04288042;0.00105072181475403;0.04305898;0.000642886830631956;0.04677256;0.0017768731322185;0.05224984;0.00206508324239;0.05580974;0.00104050593847416;0.05873188;0.00119203197398392;0.06049126;0.00179196560597574;0.06402332;0.00147478811088237;0.07175202;0.00432891461419603;0.0824788;0.00160660878561024;0.0835121;0
"146";"industryGrossDemand_km3";"Nauru";"Other";"NRU";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"147";"industryGrossDemand_km3";"New Zealand";"Other";"NZL";0.135998;0.135998;0.136371;0.137154;0.139025;0.142425;0.145926;0.135053;0.135994;0.135706;0.129952;0.133625;0.138186;0.146202;0.154564;0.168129;0.171535;0.166322;0.168867;0.175282;0.185037;0.191319;0.197925;0.200267;0.199128;0.199083;0.192075;0.199668;0.213094;0.231033;0.238187;0.235608;0.237176;0.231879;0.229169;0.237039;0.24858;0.258796;0.26494;0.259539;0.246541;0.24967;0.241109;0.242635;0.257526;0.27856;0.291434;0.297849;0.296533;0.316208;0.300267;0.305796;0.306011;0.306011;0.306849;0.306011;0.306011;0.306011;0.216256689655172;0.0614964431018795;0.980835962563053;0.972968033920941;0.871628529332202;0;2.47356318639318e-37;0;0.00357188114060718;0.962039185456987;0.962039185456987;0.1369092;0.00127345659525561;0.1390208;0.0048775818496464;0.1405058;0.00992709998942289;0.170027;0.00348439801113478;0.1947352;0.00643812536379962;0.2069906;0.0154427508980751;0.2344038;0.00378237818045737;0.2537788;0.0110699255959559;0.2474962;0.006531888907506;0.2961168;0.0135738710285607;0.3049868;0.00266913266811523;0.306011;0
"148";"industryGrossDemand_km3";"Oman";"MENA";"OMN";0.00758714;0.00758714;0.00760793;0.00763611;0.00804839;0.00814578;0.00817385;0.00818478;0.00829664;0.00935098;0.0108667;0.0115409;0.0116626;0.00982662;0.0100489;0.0110381;0.0159548;0.0173834;0.0185373;0.0191366;0.0186365;0.0203322;0.0232143;0.0241378;0.0242823;0.0241862;0.0248869;0.0254545;0.0230027;0.0232418;0.0234373;0.0240327;0.0267744;0.0263882;0.0267487;0.0266061;0.0265871;0.0270132;0.0277425;0.0280848;0.0272139;0.0281056;0.0301992;0.0302127;0.030256;0.0307979;0.0319264;0.0339775;0.0356361;0.0367348;0.0405991;0.0372927;0.0373019;0.0373019;0.0374041;0.0373019;0.0373019;0.0373019;0.0229012131034483;0.010230963788686;0.979117974625547;0.988968773251709;0.935968796817727;0;3.85129404985257e-48;0;0.000593201432833979;0.958672008234831;0.958672008234831;0.007693342;0.000199491555886459;0.008430406;0.000517811477547573;0.010789144;0.00083792765659095;0.01641004;0.00323928144238811;0.02212062;0.00251373973334552;0.02415442;0.0010472677723486;0.02547626;0.00161067756953401;0.02720674;0.000678271334349315;0.02919748;0.00143886854403034;0.03381454;0.00247677940135976;0.03797994;0.0014648691163377;0.0373019;0
"149";"industryGrossDemand_km3";"Pakistan";"SOA";"PAK";1.91105;1.91105;1.91628;1.95486;1.96606;1.99367;2.05202;2.12187;2.16267;2.23427;2.27496;2.3023;2.38774;2.2218;2.11923;1.8832;2.0612;2.2055;2.28932;2.35828;2.45792;2.51721;2.63239;2.7489;2.80076;2.72344;2.76499;2.74566;2.86276;2.87966;2.98375;2.9974;2.97277;3.06027;3.10803;3.14119;3.13049;3.25946;3.27938;3.24333;3.21098;3.20611;3.33942;3.29801;3.2807;3.40889;3.57012;3.68667;3.8414;3.96302;4.08892;4.06545;4.1563;4.1563;4.16769;4.1563;4.1563;4.1563;2.905965;0.727899571336427;0.976940982244414;0.981091486196561;0.915331352529917;0;1.24062587056496e-41;0;0.042110501399612;0.954413682788677;0.954413682788677;1.93186;0.0264928697954752;2.1129;0.0938221162626381;2.261206;0.0994971857893478;2.1595;0.190057426058547;2.631436;0.146308492337253;2.795302;0.0710882312341501;3.024444;0.0577228367286293;3.21077;0.0696858245986944;3.267044;0.0575321417122638;3.69402;0.218395406201687;4.126932;0.0463980653691509;4.1563;0
"15";"industryGrossDemand_km3";"Belgium";"Other";"BEL";3.5403;3.5403;3.55;3.61566;3.69586;3.78162;3.9049;4.004;4.08529;4.17265;4.27082;4.41916;4.57146;4.72727;5.064;5.47471;5.73918;6.00322;6.16161;6.45388;6.86713;7.17622;7.35358;6.93936;6.67853;6.57262;6.49157;6.57025;7.2639;7.76357;7.95671;7.98598;8.54047;8.61031;8.88984;8.76239;8.99723;9.44779;9.36634;9.09394;9.16137;9.14709;8.9024;8.89674;9.10548;9.69263;10.1195;10.2325;10.3943;10.809;11.1064;10.8331;10.7835;10.7835;10.813;10.7835;10.7835;10.7835;7.43507982758621;2.49414469052527;0.985332611984029;0.983983927537123;0.910475483285727;0;1.23398765419552e-43;0;0.145530868682517;0.970880356239268;0.970880356239268;3.588424;0.0678095426912763;3.989692;0.152726034683023;4.610542;0.30529293051101;5.96652;0.3776530548665;7.002964;0.264907052435378;6.932382;0.560281442018206;8.396662;0.409807337623425;9.133538;0.278769528948197;9.042616;0.13220206666312;10.249586;0.40660190909537;10.8639;0.137180556202401;10.7835;0
"150";"industryGrossDemand_km3";"Panama";"LCR";"PAN";0.10752;0.10752;0.107815;0.110194;0.11187;0.114312;0.115696;0.118012;0.120035;0.122834;0.124476;0.126972;0.128812;0.126597;0.129704;0.134716;0.138795;0.141875;0.143696;0.145804;0.151931;0.157637;0.175616;0.179566;0.183497;0.185304;0.186612;0.188581;0.190028;0.189569;0.179872;0.179478;0.182438;0.186744;0.193796;0.198245;0.20119;0.201472;0.210175;0.214563;0.219489;0.221532;0.221145;0.221284;0.222492;0.22511;0.23017;0.235411;0.242057;0.251944;0.263221;0.267464;0.273017;0.273017;0.273765;0.273017;0.273017;0.273017;0.184029965517241;0.0533186998268606;0.988218562448392;0.992230462422981;0.959034175727632;0;2.19659542163715e-52;0;0.00312020535851607;0.976575927167563;0.976575927167563;0.1089838;0.00196508579965354;0.1181778;0.00340075803314497;0.1273122;0.00203969267292894;0.1409772;0.00434340128240529;0.1696494;0.0139994173914488;0.1880188;0.00200657038251839;0.1844656;0.00596523149592704;0.205129;0.00690545613989402;0.2211884;0.0010858656915107;0.2369384;0.010481213350562;0.2700968;0.00460214865035888;0.273017;0
"151";"industryGrossDemand_km3";"Peru";"LCR";"PER";0.288164;0.288164;0.288953;0.297576;0.307599;0.314597;0.330564;0.345601;0.361421;0.360412;0.350335;0.359801;0.374588;0.425755;0.435399;0.455955;0.485557;0.510973;0.498208;0.482051;0.45527;0.486266;0.525694;0.552799;0.547912;0.500946;0.50363;0.492243;0.482979;0.523361;0.425257;0.490221;0.522876;0.564311;0.565764;0.558344;0.60039;0.631567;0.636652;0.644852;0.634158;0.613482;0.617162;0.616887;0.624702;0.637196;0.661314;0.686869;0.717161;0.75058;0.788991;0.788778;0.838181;0.838181;0.840478;0.838181;0.838181;0.838181;0.54209775862069;0.163155413079366;0.965998962863594;0.967552399070527;0.874056463954297;0;3.82624530521134e-35;0;0.0093331612168937;0.933153996253538;0.933153996253538;0.2940912;0.00853330227403203;0.342519;0.0200593113416189;0.3891756;0.0389195086659634;0.4865488;0.0205528158703376;0.5135882;0.0418619025511264;0.5006318;0.0150640115075633;0.5136858;0.0585870273072461;0.614361;0.0355518260009244;0.6212782;0.00828580305100237;0.690624;0.0447958190403971;0.8189218;0.027436311681784;0.838181;0
"152";"industryGrossDemand_km3";"Philippines";"EAP";"PHL";4.09534;4.09534;4.10656;4.17223;3.55938;3.63969;3.69041;3.76399;3.84334;3.88971;3.98537;4.07753;3.77414;4.29067;4.35895;4.65475;5.06482;5.14598;5.32362;5.50897;5.70625;6.00294;6.26464;6.37952;6.40552;6.15312;5.97674;5.89233;5.78246;5.92643;6.12842;6.31051;6.34268;6.33858;6.58669;6.59312;6.89888;7.16914;7.373;7.32935;7.00574;7.25537;7.16546;6.99366;7.08859;7.12021;7.26484;7.49405;7.84374;8.29142;8.63419;8.51489;8.91598;8.91598;8.94041;8.91598;8.91598;8.91598;6.15161344827586;1.66465316070045;0.972796150065225;0.966013866442568;0.863130758154869;0;1.37171167226475e-34;0;0.0958950573687277;0.946332349581719;0.946332349581719;4.00577;0.251583563453577;3.765428;0.10362927684781;4.097332;0.236222478650953;5.139628;0.320550241257123;6.151774;0.295650638896655;5.946216;0.135878800885201;6.341376;0.163165134541666;7.072698;0.326174935763004;7.101764;0.110377331594852;7.602852;0.47201329607332;8.78429;0.196318832896898;8.91598;0
"153";"industryGrossDemand_km3";"Palau";"EAP";"PLW";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"154";"industryGrossDemand_km3";"Papua New Guinea";"EAP";"PNG";0.0122162;0.0122162;0.0122497;0.0110806;0.0112632;0.0113936;0.0117044;0.0121053;0.0125085;0.0129017;0.0132061;0.0136619;0.0142301;0.0145838;0.0152966;0.0171991;0.0176876;0.0171258;0.0175418;0.0178949;0.0187435;0.0195118;0.0199781;0.0196878;0.0191748;0.0194688;0.0192557;0.0188682;0.0191808;0.0200525;0.0207981;0.0204296;0.019534;0.0204425;0.0212363;0.0218995;0.0225384;0.0210125;0.0216519;0.0213364;0.0194747;0.0188083;0.018389;0.0173872;0.0173299;0.0178114;0.0183547;0.0195273;0.0202104;0.0208531;0.0222497;0.0220589;0.0231271;0.0231271;0.0231905;0.0231271;0.0231271;0.0231271;0.0181749810344828;0.00369335787718063;0.865804351913267;0.838561823542488;0.699245171163438;0;2.13221288670402e-16;1.06581410364015e-14;0.000189361539881262;0.749617175791954;0.749617175791954;0.01180518;0.000581857243660333;0.0121227;0.000604679067770665;0.0141957;0.000810560975497834;0.01748984;0.000325168161110524;0.0194192;0.000476810177114541;0.0193652;0.000440487474282754;0.0204881;0.000626839624624992;0.02168774;0.000580762019247127;0.01827782;0.000924398191798319;0.01935138;0.00126381719287245;0.02275066;0.000549173513563792;0.0231271;0
"155";"industryGrossDemand_km3";"Poland";"ECA";"POL";4.66412;4.66412;4.6769;4.68262;4.70561;4.70079;4.82879;4.91005;5.02959;5.06055;5.16214;5.32952;5.46443;5.64156;5.83413;6.33508;6.84973;6.98235;7.04393;7.2592;7.59793;7.99352;8.31167;8.54196;8.33646;8.0791;8.01146;7.94558;8.04746;7.71472;7.87362;8.27543;7.90766;8.51381;8.74624;8.80076;9.17302;9.88973;10.2631;10.2817;10.5707;10.4782;10.5526;10.9191;11.0606;11.39;11.941;12.6284;13.1134;14.0196;14.9819;14.0757;14.4546;14.4546;14.4942;14.4546;14.4546;14.4546;8.83842310344828;3.25124232655398;0.971465851889797;0.982937725350112;0.923829123707251;0;7.15826227106761e-43;0;0.187036987911038;0.943745901387966;0.943745901387966;4.678674;0.017087304644092;4.905954;0.147689802220736;5.486356;0.262311518866404;6.894058;0.345690305721754;8.156308;0.368648031013323;7.959664;0.145646698829737;8.263352;0.378966930971556;9.681662;0.666354458918075;10.71624;0.257079254316641;12.61848;1.02180278527708;14.4922;0.322532889795754;14.4546;0
"156";"industryGrossDemand_km3";"Puerto Rico (U.S.)";"Other";"PRI";0.0806117;0.0806117;0.0808326;0.0827654;0.0850687;0.0872759;0.0893646;0.0920576;0.094358;0.0973292;0.100505;0.103725;0.107151;0.11058;0.113726;0.116627;0.119295;0.12099;0.123594;0.126874;0.131063;0.135752;0.140519;0.144391;0.146114;0.147096;0.151278;0.153554;0.156896;0.160494;0.164518;0.167952;0.171566;0.174027;0.17735;0.180382;0.183846;0.187297;0.19009;0.193131;0.199523;0.203244;0.206533;0.212831;0.197713;0.20173;0.208232;0.216066;0.222273;0.228097;0.234875;0.23498;0.234988;0.234988;0.235632;0.234988;0.234988;0.234988;0.159436679310345;0.0517610665438591;0.996725630846569;0.997769179883631;0.983313521948585;0;1.58168444642549e-67;0;0.00305512837060504;0.993461983186489;0.993461983186489;0.08197802;0.0019505074844768;0.09207706;0.00397481500047486;0.1071374;0.00526532366526503;0.121476;0.00394113200743136;0.1395678;0.00620307840511466;0.1538636;0.00514147943689363;0.1710826;0.00502688022534852;0.1869492;0.00502389805828104;0.2039688;0.0060112231866734;0.2152796;0.0105720402146416;0.2350926;0.000305312626663232;0.234988;0
"157";"industryGrossDemand_km3";"Korea, Democratic People's Republic of";"Other";"PRK";1.19093;1.19093;1.1942;1.15539;1.14956;1.18337;1.21429;1.23869;1.23255;1.23734;1.24976;1.28924;1.32842;1.33612;1.37339;1.45501;1.54808;1.58958;1.63863;1.71306;1.74505;1.83118;1.89591;1.91417;1.93429;1.95827;1.97744;2.01749;2.03338;2.03104;2.09336;2.1428;2.17846;2.18877;2.19976;2.22569;2.31361;2.42967;2.49099;2.48652;2.37631;2.456;2.528;2.54737;2.60866;2.70304;2.81626;2.9404;3.07512;3.24136;3.373;3.34387;3.38811;3.38811;3.39739;3.38811;3.38811;3.38811;2.11971931034483;0.740084943699535;0.982669688271138;0.996353729865909;0.968745914216013;0;1.46506299182486e-61;0;0.0430665169645325;0.965639716246891;0.965639716246891;1.176202;0.0217984602667253;1.221248;0.0233134493372388;1.315386;0.0473144616370091;1.588872;0.0968013965291824;1.86412;0.0769775032071059;2.003524;0.0338077643448957;2.16063;0.0432553095006843;2.389296;0.116102895657257;2.503268;0.0894660962040928;2.955236;0.211764240796221;3.378096;0.0210369146977404;3.38811;0
"158";"industryGrossDemand_km3";"Portugal";"Other";"PRT";0.912862;0.912862;0.915363;0.939462;0.957373;0.978108;1.00326;1.03739;1.06925;1.10891;1.14898;1.18804;1.24596;1.31979;1.40483;1.54184;1.61117;1.64156;1.65419;1.67741;1.72179;1.7874;1.9002;1.87951;1.85521;1.79136;1.74788;1.78683;1.99541;2.13586;2.24638;2.31086;2.51033;2.60717;2.76027;2.65831;2.69715;2.84343;2.87565;2.83976;2.89592;2.92598;2.85969;2.87914;2.95896;3.13664;3.26385;3.29781;3.34357;3.48987;3.57391;3.49494;3.46806;3.46806;3.47757;3.46806;3.46806;3.46806;2.2096124137931;0.902998650853416;0.989459540648448;0.990199599354076;0.93961069875087;0;1.42550508669746e-49;0;0.0529097564366786;0.979030182580236;0.979030182580236;0.9275844;0.0200704933496913;1.0393836;0.0519362836059725;1.26152;0.102761647271733;1.625234;0.0523919805886359;1.828822;0.0733690157355269;1.891468;0.167421343830469;2.487002;0.211296530189211;2.78286;0.0979479780291558;2.903938;0.0392121947868261;3.306348;0.128204508969069;3.496508;0.0446395381920558;3.46806;0
"159";"industryGrossDemand_km3";"Paraguay";"LCR";"PRY";0.0609373;0.0609373;0.0611042;0.0612993;0.0623521;0.061322;0.0643959;0.066478;0.0668526;0.0664385;0.067256;0.0688221;0.0694208;0.0748736;0.0771984;0.0840762;0.0914878;0.0914285;0.0934419;0.0985484;0.103106;0.110869;0.119342;0.125507;0.123015;0.123977;0.1146;0.106029;0.109891;0.110886;0.112694;0.111138;0.119894;0.126206;0.127874;0.130875;0.131684;0.135975;0.138271;0.139033;0.134896;0.130786;0.129053;0.125108;0.109862;0.113535;0.120409;0.123709;0.131076;0.1412;0.153927;0.146877;0.157033;0.157033;0.157463;0.157033;0.157033;0.157033;0.109872463793103;0.0313036309992817;0.941107607285069;0.930504533389287;0.823069836890297;0;4.26187183312975e-26;0;0.00174455481558951;0.885683528489828;0.885683528489828;0.06132604;0.000592656036837558;0.0650974;0.0023200797410865;0.07151418;0.00428245523058911;0.09179656;0.00519926068138538;0.1163678;0.00925565031210666;0.1130766;0.00681459663516484;0.1195612;0.00760715946986784;0.1351676;0.00373450757128701;0.125941;0.00965114920618265;0.1259858;0.0105911396317866;0.1544666;0.00447337756063581;0.157033;0
"16";"industryGrossDemand_km3";"Benin";"AFR";"BEN";0.00547156;0.00547156;0.00548655;0.00554263;0.00556077;0.00565715;0.00575372;0.00584717;0.00593748;0.00583093;0.00588503;0.0059812;0.00627196;0.00636113;0.00677448;0.00718977;0.00760357;0.0079547;0.00812964;0.00823732;0.00860692;0.00912272;0.0096566;0.0093423;0.00904298;0.00849264;0.00818411;0.00815056;0.00834626;0.00866453;0.00867901;0.00847657;0.00891301;0.00884266;0.00860886;0.0087293;0.00804395;0.00864446;0.00892027;0.00883421;0.00881705;0.00885454;0.00880727;0.00886753;0.00930434;0.00980712;0.010228;0.0104659;0.0105701;0.0109926;0.011572;0.011275;0.0113083;0.0113083;0.0113393;0.0113083;0.0113083;0.0113083;0.0084257325862069;0.00186506180860333;0.938594180135756;0.920657924570352;0.812144131090868;0;1.52465968905726e-24;0;0.000103662506690454;0.880959034984712;0.880959034984712;0.005506614;4.21015276444926e-05;0.00580529;0.000105463814410441;0.00625476;0.000351160448299634;0.007823;0.000427832852817546;0.009154304;0.000387512449193571;0.00836762;0.000215077173242537;0.008704022;0.000176289745788007;0.008634438;0.000346187847085943;0.008930146;0.000210681867349803;0.010412744;0.000437244275754412;0.01136058;0.000120355294856521;0.0113083;0
"160";"industryGrossDemand_km3";"French Polynesia (Fr.)";"Other";"PYF";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"161";"industryGrossDemand_km3";"Qatar";"MENA";"QAT";0.00198215;0.00198215;0.00198758;0.00201519;0.00205246;0.00209112;0.00213892;0.00218542;0.00223949;0.00228041;0.00233068;0.0023879;0.002428;0.002304;0.00244319;0.00274005;0.00370931;0.0037523;0.00396689;0.0040526;0.00413721;0.00456808;0.00493929;0.00495414;0.00461318;0.00424101;0.00416001;0.00395083;0.00364631;0.00365303;0.00370548;0.00373983;0.00384887;0.00375982;0.0038755;0.00380227;0.00383075;0.00393294;0.00404549;0.00429623;0.00414073;0.00433562;0.0049551;0.00472415;0.00483344;0.00506378;0.00540004;0.00565686;0.00593101;0.00610593;0.00633892;0.0058623;0.00586803;0.00586803;0.00588411;0.00586803;0.00586803;0.00586803;0.00398865896551724;0.00132931561333852;0.916936104053754;0.892348924215916;0.768441307893153;0;5.32139473679656e-21;0;7.21801531883472e-05;0.840771818917277;0.840771818917277;0.002003906;3.04056118175576e-05;0.002187072;7.58085738554683e-05;0.002378754;6.03325905294974e-05;0.00364423;0.000525435899087605;0.00464238;0.000334260267082404;0.003930238;0.000277154209277074;0.0037859;7.29098220406551e-05;0.003981536;0.000200222823074693;0.004597808;0.00034525539788684;0.005631524;0.00041572614835971;0.005964278;0.00020958912416917;0.00586803;0
"162";"industryGrossDemand_km3";"Reunion (Fr.)";"Other";"REU";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"163";"industryGrossDemand_km3";"Romania";"ECA";"ROU";5.82517;5.82517;5.84113;5.89248;6.08512;6.03726;6.17597;6.255;6.37761;6.36889;6.45618;6.62306;6.7409;6.65639;6.85505;7.41105;7.96561;8.04867;8.28236;8.48983;8.76813;9.1729;9.62061;9.9697;9.70177;9.29191;9.18715;9.22255;9.24802;9.10644;9.25634;9.31528;9.34349;8.53932;8.21979;8.33626;8.64415;9.10821;9.11607;9.10821;9.56283;9.08803;9.18754;9.48517;9.92143;10.7523;11.5592;12.5381;13.3692;14.7342;15.5124;14.5049;14.5292;14.5292;14.569;14.5292;14.5292;14.5292;9.3779224137931;2.79938038565198;0.905413664763043;0.902763298683983;0.778997276053236;0;3.55360180653351e-22;0;0.150092703559013;0.819773904339641;0.819773904339641;5.893814;0.110452893262241;6.242946;0.14224459402733;6.666316;0.147741362962442;8.039504;0.406900267854421;9.446622;0.475462418988084;9.211214;0.06991369343698;8.934844;0.520294204974455;8.86258;0.356948799269587;9.449;0.330195516020433;12.5906;1.55299130873292;14.72894;0.438570527965571;14.5292;0
"164";"industryGrossDemand_km3";"Russian Federation";"ECA";"RUS";45.4198;45.4198;45.5442;45.9682;46.7176;47.4463;48.452;49.4083;50.3028;50.9227;51.7427;52.935;53.947;55.2758;57.3485;60.5833;62.9226;64.6799;65.8633;68.0258;71.1453;73.9948;76.2149;76.4402;75.8261;75.9181;76.3586;77.1443;80.6617;83.3399;85.705;84.1211;85.4971;84.9562;82.0855;80.6012;78.0455;78.0335;77.7589;78.6466;69.7804;63.4787;69.1436;72.8877;75.7439;81.2563;89.6935;97.2997;105.668;115.132;124.242;113.036;119.733;119.733;120.061;119.733;119.733;119.733;76.6811706896552;23.0316254208571;0.906978135866597;0.899426174304525;0.784222882936772;0;8.73368368188553e-22;0;1.23700662893352;0.822609338940046;0.822609338940046;45.81392;0.553138745704908;49.30642;1.39692462466663;54.2498;2.16567281577804;64.41498;2.83349625851173;74.72426;2.22044903409198;78.68452;3.20222831821843;84.47298;1.4683389346469;78.61714;1.15556758910935;70.20686;4.59418768695838;97.8099;13.2472903831312;119.361;4.01859907181595;119.733;0
"165";"industryGrossDemand_km3";"Rwanda";"AFR";"RWA";0.00837187;0.00837187;0.0083948;0.00836962;0.00837661;0.00843867;0.00828609;0.00859052;0.00811818;0.00858083;0.00870596;0.00889483;0.00919726;0.00915762;0.00934517;0.00974066;0.00985761;0.011603;0.0120044;0.0124434;0.0127918;0.0132863;0.0135689;0.0139206;0.0140759;0.0141834;0.0142134;0.0143637;0.0147165;0.014945;0.0152395;0.015161;0.015468;0.0143026;0.0148026;0.0150445;0.0115284;0.0135238;0.0136173;0.0144801;0.0143728;0.0138529;0.0118387;0.012872;0.0127101;0.0130637;0.0134865;0.0142664;0.0149578;0.0156851;0.0166421;0.0170341;0.0172386;0.0172386;0.0172859;0.0172386;0.0172386;0.0172386;0.0127990236206897;0.00299265456164988;0.884844485314788;0.849331551938197;0.715026746207057;0;3.58939556217955e-17;2.66453525910038e-15;0.000156810145805776;0.782949763191992;0.782949763191992;0.008376954;1.02965979818576e-05;0.008402858;0.000201773318280689;0.009060168;0.000256084561365968;0.011129814;0.00125125593851937;0.0135287;0.0005139087613575;0.0144844;0.000333404131648065;0.01499474;0.000454835253690828;0.01363882;0.00133709139440803;0.0131293;0.000997179710483521;0.0142919;0.00106562466422282;0.01708786;0.000267514977150813;0.0172386;0
"166";"industryGrossDemand_km3";"Saudi Arabia";"MENA";"SAU";0.0897203;0.0897203;0.0899661;0.0921798;0.0902151;0.0923822;0.0946634;0.0962513;0.0981249;0.0995296;0.104996;0.106026;0.108263;0.101568;0.108999;0.123269;0.170547;0.170053;0.185276;0.191374;0.195653;0.215226;0.239641;0.245561;0.229399;0.214588;0.205718;0.194521;0.18231;0.180386;0.180171;0.182496;0.191512;0.196719;0.198062;0.195191;0.195088;0.197687;0.20316;0.214023;0.205861;0.211083;0.219809;0.216123;0.21574;0.221624;0.229657;0.243901;0.251466;0.25515;0.259742;0.240521;0.250004;0.250004;0.250689;0.250004;0.250004;0.250004;0.183303827586207;0.0572966074454148;0.896202782432113;0.900226211271064;0.779367013692582;0;7.06041274701657e-22;0;0.00304078571472513;0.803179427239062;0.803179427239062;0.09036032;0.00103757613311024;0.09619028;0.00281648592522668;0.1059704;0.00294796986076859;0.1681038;0.0267222498996623;0.225096;0.020082306939194;0.1955046;0.0147658956653499;0.189792;0.00814140476207884;0.2010298;0.00796762014029283;0.2137232;0.00537699564812917;0.2403596;0.014319723471492;0.250192;0.00680162550424528;0.250004;0
