"FID";"irrigation_water_withdrawal_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"149";"irrigation_water_withdrawal_km3";"Pakistan";"SOA";"PAK";93.2123;94.2666;97.9462;91.1727;92.9816;94.4942;99.6149;93.7238;105.409;99.0975;105.025;110.143;102.517;116.197;111.851;121.862;112.803;115.833;115.67;130.378;123.799;125.649;134.299;132.797;127.685;139.332;138.186;134.696;140.237;140.919;144.125;139.566;138.005;144.387;144.321;142.16;140.284;143.084;169.487;145.876;159.621;153.249;149.333;138.837;146.807;153.944;149.582;147.572;154.489;151.96;160.23;145.865;147.431;166.068;154.544;168.905;159.143;164.194;132.15285862069;22.6664733656053;0.943269477649524;0.955335445568919;0.834240774349667;0;0;0;1.2661068442585;0.889757307465207;0.889757307465207;93.91588;2.51293773639539;98.46788;4.69541400911571;109.1466;5.45329980837291;119.3092;7.01237304341404;128.8458;4.53835181536205;138.674;2.44839672030494;142.0808;3.05990901825528;148.1782;12.081525988053;149.5694;7.70462956929145;151.5094;2.92516338005247;154.8276;8.5242424472794;164.080666666667;4.88198671990547
"15";"irrigation_water_withdrawal_km3";"Belgium";"Other";"BEL";0;0.00190087;1.63787e-05;0.000150845;9.94007e-05;0;0.000521256;0;0;0.000351717;0;0;0.000448603;0.000666125;0;0.00100087;0.000140031;0.000930245;0.00270236;1.04453e-05;0.000371929;0.000140565;0;0;0.000979034;0.00286813;0.000986068;0;0.00128003;0;1.653e-05;0.00419518;0.00363428;0.00214758;0.000107047;0.000379561;0.00203447;0.00491468;0.00366576;0.00220664;0.000297627;0.00208466;0;0.000908687;0;0.00400972;0.000605425;0.000235979;0.00227074;0;5.12474e-05;0.00458779;0.00324836;0.00274171;0.00121091;0.00448789;0.000326014;0.00335086;0.0011945560362069;0.00147623956862459;0.457186845015981;0.439643524618877;0.311166663237714;0.000308743868380201;0.000554433059034684;0.000726287593982855;3.99669666277028e-05;0.209019811255667;0.209019811255667;0.00043349888;0.000822587888479539;0.0001745946;0.000246473271309081;0.0002229456;0.000314818782967758;0.00095679026;0.00107381630920094;0.0002983056;0.000409776194545632;0.0010268456;0.00117950383289195;0.0020201234;0.00193822507414459;0.0026402222;0.00172412328274088;0.0006581948;0.00087948837925279;0.0014243728;0.00169647802654255;0.00236800348;0.00177118324965588;0.002721588;0.00215111375741312
"150";"irrigation_water_withdrawal_km3";"Panama";"LCR";"PAN";0.0520613;0.0507773;0.0505308;0.0530978;0.0465318;0.0475883;0.0499206;0.064367;0.0614423;0.0640711;0.0604073;0.0692656;0.0633794;0.0571783;0.0680761;0.0628055;0.0685142;0.0679428;0.0790371;0.089502;0.072254;0.0880933;0.0887158;0.0831271;0.0913449;0.0964232;0.0847154;0.108573;0.092633;0.101244;0.105475;0.0997738;0.0898088;0.0928178;0.10949;0.10859;0.119843;0.115022;0.091446;0.131999;0.142438;0.116639;0.148727;0.159204;0.156265;0.156572;0.153791;0.139088;0.135726;0.144501;0.143098;0.153641;0.136823;0.145948;0.147788;0.161377;0.157449;0.171587;0.101181856896552;0.0376096470583789;0.960467777626778;0.961241502353195;0.826981246218996;0;0;0;0.00213910783167736;0.922498351859318;0.922498351859318;0.0505998;0.00249804310911561;0.05747786;0.00808646127567553;0.06366134;0.00508910380450232;0.07356032;0.0106866539621623;0.08470702;0.0075692224592094;0.09671772;0.00897025974272763;0.09947308;0.00827863548974105;0.11338;0.0149597639520148;0.1446546;0.0169768815540428;0.1459356;0.00905571572544103;0.1454596;0.00617987259577412;0.163471;0.00729790298647494
"151";"irrigation_water_withdrawal_km3";"Peru";"LCR";"PER";3.55512;3.59773;3.28032;3.34595;3.52138;4.1211;3.58452;4.36748;3.87157;3.98627;3.78805;3.80207;3.84586;4.03959;4.67135;4.57803;4.29103;4.14386;5.29852;4.77443;5.03152;4.50076;5.03513;5.32731;5.21511;5.40267;5.54186;5.56474;5.6044;5.67093;5.3716;5.15913;4.93976;5.07522;5.06295;5.5709;5.97513;6.123;5.8574;5.5473;5.84819;6.12935;6.00793;5.90479;5.85198;5.93173;6.75102;6.31575;5.25783;5.73363;5.24148;5.424;5.98039;6.79961;6.56748;5.5537;5.7153;5.60887;5.08041517241379;0.922515830606795;0.877014509081438;0.865760251007413;0.693889897156685;0;0;1.4210854715202e-14;0.0479105576917158;0.769154449139357;0.769154449139357;3.4601;0.138813838107013;3.986188;0.290714340839939;4.029384;0.372766455143163;4.617174;0.453014934996629;5.021966;0.317198607862645;5.55692;0.0991635631167015;5.121732;0.160128952941059;5.814746;0.251769316200366;5.948448;0.119924355824828;5.997992;0.567921434108627;6.002592;0.683536621674362;5.62595666666667;0.0821438106818362
"152";"irrigation_water_withdrawal_km3";"Philippines";"EAP";"PHL";8.25835;8.63402;9.66877;9.05226;9.30211;8.9477;9.70441;10.8781;10.2638;9.91111;8.21094;9.35598;11.8192;13.5159;12.9535;12.6461;14.1507;15.5098;15.3171;15.0129;13.9195;16.0556;17.0466;17.0131;16.6562;17.2496;21.0458;21.5766;20.5775;20.5647;22.1541;25.2743;21.6826;21.4968;19.3691;20.8598;24.027;20.4078;23.4815;20.603;15.7278;22.9265;23.0726;22.5035;21.5662;20.3371;20.5033;20.3319;21.6871;20.2699;26.1682;24.9579;20.8735;23.8763;24.4513;22.7284;20.1083;19.4966;17.5131094827586;5.36144959843603;0.878189659916446;0.824356332092651;0.64670296430732;0;0;7.4540373873333e-13;0.278818230951427;0.771217078784165;0.771217078784165;8.983102;0.553130464601255;9.941024;0.711665191174895;11.171104;2.29958030137675;14.52732;1.17320486787261;16.1382;1.30272954023466;20.20284;1.70225860050698;21.99538;2.12251433375608;21.87582;1.73300560933887;21.15932;3.09262615862312;20.62586;0.599531824009369;24.06544;1.97428640982001;20.7777666666667;1.71676207534222
"153";"irrigation_water_withdrawal_km3";"Palau";"EAP";"PLW";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"154";"irrigation_water_withdrawal_km3";"Papua New Guinea";"EAP";"PNG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"155";"irrigation_water_withdrawal_km3";"Poland";"ECA";"POL";0.00465959;0.150573;0.00131759;0.0146551;0.0113547;0.138941;0.155794;0.00324071;0.00170731;0.0352574;0.0400758;0.127463;0.0277864;0.0748334;0.00815972;0.0449444;0.00251316;0.08866;0.090063;0.002646;0.0209411;0.0318326;0;0.000900245;0.0698355;0.0734478;0.00640553;0.00322413;0.0213591;0.00190969;0.00372532;0.054277;0.0284313;0.021077;0.0827937;0.00884541;0.0834922;0.0427488;0.000121789;0.00430748;0.00411629;0.0308821;0.018901;0.00272326;0.0353064;0.0529141;0.017217;0.0571525;0.0797938;0.0050111;0.0718035;0.00568969;0.0251765;0.0191279;0.0266671;0.0246964;0.015601;0.10029;0.0375412174827586;0.0405601784091378;-0.165977130261798;0.00612138177120182;0.00665456745311555;0.213063578637397;0.963690592897578;0.941179198791115;-0.000398656388815389;0.02754840776994;0.02754840776994;0.036511996;0.0639799735463296;0.066988084;0.0748262258345042;0.055663664;0.0469024825465399;0.045765312;0.043396247064864;0.024701889;0.028630119596495;0.02126925;0.0301826036176942;0.038060864;0.0309196515356736;0.0279031358;0.0353634448247509;0.01838581;0.0149303694192508;0.0424177;0.0306536726970032;0.029692938;0.024953102423631;0.0468624666666667;0.0464925538538521
"156";"irrigation_water_withdrawal_km3";"Puerto Rico (U.S.)";"Other";"PRI";0.00817617;0.00457143;0.00017928;4.27828e-05;0.00148424;0.00310712;0.00794961;0.0222593;0.00121897;0.00343725;0.0048387;0.00255683;0.019525;0.00150048;0;0.00196524;0.00150958;0.00220049;0.0021956;0.0168256;0;0.0370869;0.0159637;0.00419406;0.00672291;0.0235484;0.0318151;0.0241089;0.00930396;0.011895;0.0120778;0.0271783;0.0181141;0.042542;0.0192212;0.00811851;0.039474;0.0231044;0.0256327;0.0736093;0;0.0135059;0.0427576;0.0268938;0.023325;0.00897901;0.0152379;0.0325084;0.0124024;0.0246102;0.0123535;0.014924;0.0129777;0.0217567;0.0246551;0.0313808;0.0284619;0.0432532;0.0163661728068966;0.0146542354020245;0.538424387395147;0.614483035586372;0.427490336788381;1.30300740395217e-05;2.88375763137815e-07;2.17731775298269e-06;0.000467238376978677;0.289900820941837;0.289900820941837;0.00289078056;0.00347136885635214;0.00759445;0.00856225951118336;0.005684202;0.00793531191392752;0.004939302;0.00665058474418002;0.012793514;0.0147876259513716;0.020134272;0.00934180043690294;0.02382668;0.0117619806672601;0.033987782;0.0247862759877441;0.02129646;0.0158922760590798;0.018747582;0.00964021010036192;0.0173334;0.00553962112061827;0.0343653;0.00783428804104113
"157";"irrigation_water_withdrawal_km3";"Korea, Democratic People's Republic of";"Other";"PRK";2.15937;2.08482;2.28517;2.41676;2.76928;3.01202;2.95275;3.12928;2.89983;3.08103;2.63681;2.49359;2.5572;2.63639;3.01536;3.3626;3.67598;3.59856;3.92117;3.7684;3.77752;4.65132;4.50433;4.1709;4.28011;4.40273;4.43594;4.26159;4.79347;5.3804;5.23778;4.66016;5.31458;5.6867;4.7846;5.15221;4.98457;4.97264;5.21159;4.95427;4.82928;5.51556;5.19595;5.4749;4.95708;5.15167;5.33566;4.99527;5.34413;4.88138;4.83813;4.84007;4.74745;5.1595;5.0672;5.04526;4.76401;4.54959;4.22010120689655;1.05175879404924;0.861519074447727;0.812113568550248;0.618874773139746;0;0;6.77746747612673e-12;0.0536576526500351;0.742215115637273;0.742215115637273;2.34308;0.269664765125146;3.014982;0.092962290042791;2.66787;0.203301734744197;3.665342;0.20754194641084;4.276836;0.336355990477351;4.654826;0.450493566580034;5.136764;0.416960196517605;5.055056;0.118173901433438;5.194554;0.304737459266169;5.141622;0.204881675778972;4.93047;0.174173038814852;4.78628666666667;0.248584743363975
"158";"irrigation_water_withdrawal_km3";"Portugal";"Other";"PRT";2.89222;2.8475;3.05449;2.77159;3.29608;3.32025;3.44613;3.17731;3.3678;3.09763;2.9693;2.92402;3.44685;2.78492;3.15502;3.04316;2.98546;3.24967;2.99588;2.96342;3.36694;3.73712;3.3066;3.54139;3.27025;3.0147;3.00268;3.86818;3.53802;3.37683;2.84911;3.26197;4.07499;4.03619;3.13327;2.7382;2.98651;3.1369;3.25266;2.71323;3.15107;2.73285;2.86382;3.09662;2.6415;2.99284;2.74223;2.87008;2.4512;2.10068;2.03007;2.44876;2.46155;2.5897;2.65253;3.0159;2.27724;2.77471;3.03254810344828;0.411949169796882;-0.444114425302177;-0.480328524408625;-0.313974591651543;0.00047900785800221;0.00016307261951407;0.000498716756577244;-0.0108340075056136;0.197237622761478;0.197237622761478;2.972376;0.208483216422809;3.281824;0.142052364922236;3.056022;0.255435244866483;3.047518;0.116698945239449;3.44446;0.193913095612442;3.360082;0.366446080781334;3.471106;0.554244049566615;2.9655;0.238529709155904;2.897172;0.222331928813655;2.631406;0.358478054809496;2.436522;0.242951823146072;2.68928333333333;0.376666875943895
"159";"irrigation_water_withdrawal_km3";"Paraguay";"LCR";"PRY";0.163816;0.158695;0.176301;0.165468;0.172162;0.164672;0.170173;0.172174;0.23587;0.221585;0.230269;0.216178;0.233905;0.282181;0.291615;0.290217;0.277265;0.310142;0.313174;0.295792;0.32542;0.328601;0.325838;0.326495;0.344427;0.387736;0.339606;0.419724;0.348932;0.355097;0.393391;0.334084;0.374775;0.392254;0.362626;0.368475;0.381436;0.42225;0.367452;0.381818;0.381256;0.414248;0.379348;0.361516;0.377492;0.374225;0.403935;0.418286;0.370908;0.364895;0.388604;0.383254;0.386944;0.402977;0.446807;0.39403;0.388332;0.37457;0.324719275862069;0.0820117409009635;0.882539189593093;0.870743486419146;0.721718088324259;0;0;1.11022302462516e-15;0.00428608373065918;0.778875421167638;0.778875421167638;0.1672884;0.00696772698230923;0.1928948;0.0332120218399904;0.2508296;0.0337500847228566;0.297318;0.0147541807464867;0.3301562;0.00807089224931172;0.370219;0.0330777770413914;0.371426;0.0244915678040423;0.3842862;0.0222982628067749;0.382772;0.0192643228793539;0.3864498;0.0233177965018138;0.4017172;0.0262952959994749;0.385644;0.0100045943445999
"16";"irrigation_water_withdrawal_km3";"Benin";"AFR";"BEN";0.00645584;0.00575438;0.00539436;0.00719339;0.00635393;0.0050488;0.0119293;0.0107986;0.0131765;0.0119258;0.0102907;0.0114283;0.011299;0.01644;0.0177017;0.0194122;0.0165564;0.0216925;0.0337435;0.039271;0.0398059;0.0442896;0.0565614;0.059056;0.0592915;0.0650564;0.0546736;0.0551539;0.0532444;0.0558105;0.0520617;0.0639568;0.0600049;0.0468492;0.0659283;0.0556877;0.0530377;0.0582758;0.0579344;0.0658077;0.0672162;0.0652906;0.0785426;0.0749605;0.0669409;0.0621401;0.0707197;0.0668375;0.0707319;0.0684402;0.0659625;0.0717838;0.0694286;0.0773997;0.0748519;0.0689712;0.0682912;0.0713049;0.045933924137931;0.0249780075679825;0.924416765925096;0.941862253529792;0.793103448275862;0;0;0;0.0013673390808699;0.854546357123414;0.854546357123414;0.00623038;0.000692638165747456;0.0105758;0.00320216612545321;0.01343194;0.00338048334014531;0.02613512;0.00983774862745537;0.05180088;0.00910642050022949;0.05678776;0.00471752094992699;0.05776018;0.00808821999125889;0.05814866;0.00476710608996695;0.07059016;0.00581221159482344;0.06777388;0.00355274558362965;0.0718853;0.00448147743216453;0.0695224333333333;0.00158066143222809
"160";"irrigation_water_withdrawal_km3";"French Polynesia (Fr.)";"Other";"PYF";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"161";"irrigation_water_withdrawal_km3";"Qatar";"MENA";"QAT";0.0137187;0.0135074;0.0146029;0.0134615;0.0147706;0.0144647;0.0127084;0.013756;0.01496;0.0145266;0.0140125;0.0142944;0.0155401;0.0151817;0.0141843;0.0156856;0.0151118;0.0146879;0.0134416;0.0253777;0.0375139;0.040237;0.0411882;0.0536851;0.0478764;0.066259;0.0760222;0.0761801;0.0817682;0.0907846;0.0893671;0.0912848;0.0942282;0.0926253;0.109266;0.155308;0.180757;0.155215;0.155724;0.159399;0.172372;0.182066;0.180872;0.178938;0.171741;0.172555;0.174702;0.172926;0.17154;0.172651;0.186457;0.178243;0.177819;0.205635;0.203759;0.203403;0.202731;0.209488;0.095010025862069;0.0740915149769398;0.959154480296021;0.959764988157126;0.84875983061101;0;0;0;0.0042083093328001;0.919977317071926;0.919977317071926;0.01401222;0.000626165478927097;0.01408314;0.00088148438897124;0.0146426;0.00067535975598195;0.01686092;0.00483192778888509;0.04410012;0.00657482700053773;0.07820282;0.00897934377457506;0.09535428;0.00797900891696456;0.1612806;0.0110250831425436;0.1771978;0.00482940019049985;0.1728748;0.00114840441482955;0.1903826;0.013529486789971;0.205207333333333;0.00372236166073816
"162";"irrigation_water_withdrawal_km3";"Reunion (Fr.)";"Other";"REU";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"163";"irrigation_water_withdrawal_km3";"Romania";"ECA";"ROU";0.387497;0.301252;0.242863;0.37794;0.456584;0.464981;0.260887;0.448107;0.328813;0.495414;0.633486;0.454714;0.571749;0.897749;0.569592;1.41954;1.49466;1.23926;1.057;1.25299;1.79816;0.827193;1.71622;2.68401;1.56479;2.52117;2.58823;3.23641;4.80477;4.29;4.33553;3.37391;5.68437;1.12239;5.24132;3.98324;3.62521;2.13184;3.97476;0.506363;3.71962;1.23615;6.13699;4.00351;3.10693;6.48461;1.63514;1.33522;3.39191;5.8887;5.94848;3.46206;3.31733;5.88619;6.74971;4.76126;2.95803;5.72377;2.57087196551724;1.98771400301458;0.761786538245326;0.80430034759605;0.629764065335753;3.80673270683474e-12;0;2.88924439928451e-12;0.0896680677966093;0.580318729851796;0.580318729851796;0.3532272;0.0826883423446135;0.3996404;0.100074989861603;0.625458;0.165352666774685;1.29269;0.170926471326123;1.7180746;0.662686672120241;3.488116;1.02283075280322;3.951504;1.81324479251424;2.8442826;1.51315012716478;3.64064;1.76324234891293;3.747116;2.37087070877558;5.072754;1.57453200670231;4.48102;1.40400508549649
"164";"irrigation_water_withdrawal_km3";"Russian Federation";"ECA";"RUS";2.24239;3.16671;2.33451;2.6307;3.27338;3.03864;2.03843;3.35471;3.54154;3.13246;3.45551;3.04117;3.33523;3.96485;5.04773;2.97538;4.04524;6.42069;3.86358;3.91644;3.64571;6.33041;4.85722;6.95951;5.06982;5.9478;6.61394;5.23687;8.12659;5.18559;5.6299;5.31713;4.47035;6.76714;6.83281;4.33376;7.11567;8.67376;7.42432;5.48228;8.5436;7.24595;5.22534;6.29182;7.34986;5.75905;4.75436;5.99407;6.41256;7.82839;5.81454;6.27714;9.06471;6.7768;8.46161;6.32571;9.06257;7.94289;5.41329034482759;1.90670965162683;0.807513876371484;0.797779076563413;0.620084694494858;1.88737914186277e-14;0;6.16928730323707e-12;0.0911769749915402;0.652078660532502;0.652078660532502;2.729538;0.471702428306236;3.021156;0.583202889250388;3.768898;0.788935435457173;4.244266;1.28830277636121;5.372534;1.3014534823919;6.222158;1.2145876205404;5.803466;1.0039998480229;6.605958;1.70520261230741;6.931314;1.24428117573159;6.149686;1.11925168413096;7.27896;1.4131434816925;7.77705666666667;1.37594556059945
"165";"irrigation_water_withdrawal_km3";"Rwanda";"AFR";"RWA";0.16688;0.164036;0.164749;0.156241;0.169152;0.16839;0.170486;0.164006;0.163654;0.156876;0.169943;0.168937;0.165472;0.16342;0.161328;0.161708;0.16362;0.155064;0.158678;0.162399;0.167672;0.167124;0.161971;0.161727;0.155479;0.160737;0.158997;0.156426;0.159629;0.157407;0.162978;0.162804;0.156433;0.155011;0.159919;0.167439;0.191999;0.203164;0.27143;0.268053;0.33032;0.317539;0.321665;0.322854;0.337004;0.333158;0.322479;0.330545;0.316253;0.341154;0.351903;0.328515;0.35732;0.332495;0.31403;0.304034;0.271626;0.257562;0.216756793103448;0.0751562186897792;0.805858613692404;0.60650896674767;0.370840895341803;2.35367281220533e-14;8.24058603688388e-07;3.92254162648875e-05;0.00358652939186067;0.649408105262238;0.649408105262238;0.1642116;0.00488308327801196;0.1646824;0.00524125641425795;0.16582;0.00363228529991795;0.1602938;0.00344445397704773;0.1627946;0.00494643369509791;0.1586392;0.00172663406661631;0.159429;0.00363045678944124;0.220417;0.0468599826130996;0.3258764;0.00774519356117071;0.3287178;0.0096437411153556;0.3368526;0.0177116086592946;0.277740666666667;0.0238317762102059
"166";"irrigation_water_withdrawal_km3";"Saudi Arabia";"MENA";"SAU";3.86629;3.73033;3.8302;3.64577;3.85025;3.7006;3.76933;3.96414;4.04366;3.8738;3.96562;4.10979;4.35336;4.16187;4.09928;4.44723;4.32797;4.31786;4.34505;4.56001;4.65628;5.63154;6.75208;6.60493;6.995;9.39123;11.6;11.4972;11.8715;14.2004;14.6071;14.4941;15.4497;15.2363;14.8904;15.4106;16.8987;16.2313;16.4767;16.148;17.6937;18.6032;18.3069;18.9483;18.5994;18.7934;19.0547;18.7553;18.8973;19.8113;19.6083;19.8391;20.331;22.5247;22.5565;22.6162;22.5761;22.7983;11.833089137931;7.00513852783279;0.967760945256188;0.992986557568673;0.939503932244404;0;0;0;0.401453677135558;0.936561247163145;0.936561247163145;3.784568;0.0939168984794535;3.870306;0.13952142839005;4.137984;0.140498765225891;4.399624;0.103426264942712;6.127966;0.972247313639899;11.712066;1.707500455426;14.93552;0.406077827515859;16.23306;0.544544720844855;18.4303;0.470271288725986;19.0624;0.434407619638514;20.97192;1.45563891539076;22.6635333333333;0.118421042612086
"167";"irrigation_water_withdrawal_km3";"Senegal";"AFR";"SEN";2.63564;2.69404;2.56608;2.54175;2.70588;2.68653;2.93682;3.02364;3.23924;3.39317;2.90709;2.69178;2.94812;2.91189;2.92454;2.79835;2.68514;2.83173;2.9098;2.3866;2.54065;2.68878;2.41452;2.45489;2.4492;2.3029;3.16346;2.81981;3.20409;3.22059;3.11237;3.09386;3.41839;2.80098;2.87743;2.75197;2.76254;3.16375;3.24538;3.25234;3.12335;3.33025;3.94534;4.0534;4.03938;3.86617;4.56445;4.29268;4.25147;3.73041;4.06903;4.2648;4.35712;4.45;4.20408;4.03313;4.66844;3.69969;3.22584344827586;0.646172632469693;0.786559958357549;0.746531729674859;0.540229885057471;2.52242671194836e-13;0;2.09542627693793e-09;0.030097540988649;0.618676568091425;0.618676568091425;2.628678;0.0737492306400549;3.05588;0.273413403749707;2.876684;0.104578649015944;2.722324;0.204322129320346;2.509608;0.110398284723994;2.94217;0.393296055599341;3.060606;0.241222841849606;3.035196;0.25613142276964;3.698344;0.438602506068992;4.141036;0.338613354845907;4.269006;0.145556158852864;4.13375333333333;0.492151330419144
"168";"irrigation_water_withdrawal_km3";"Singapore";"Other";"SGP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"169";"irrigation_water_withdrawal_km3";"Solomon Islands";"EAP";"SLB";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"17";"irrigation_water_withdrawal_km3";"Burkina Faso";"AFR";"BFA";0.0114062;0.011852;0.0109513;0.0116788;0.0109724;0.0112335;0.0110727;0.011713;0.0112664;0.0333774;0.0313371;0.0334482;0.0349095;0.0559188;0.05385;0.0490156;0.0664732;0.0758582;0.0738672;0.0754977;0.0969942;0.0973027;0.100282;0.0987159;0.0987494;0.0821974;0.062276;0.0851868;0.134477;0.14126;0.125102;0.175245;0.188103;0.160342;0.211649;0.233316;0.229599;0.285026;0.249521;0.232992;0.209712;0.256479;0.276238;0.262091;0.231657;0.217661;0.277852;0.246;0.226298;0.248551;0.33828;0.340457;0.330993;0.358149;0.318462;0.341034;0.305905;0.343253;0.153501855172414;0.113481996286171;0.966527145096237;0.968131901934849;0.856019358741682;0;0;0;0.00649518676058931;0.934174722207879;0.934174722207879;0.01137214;0.000406928873391898;0.0157326;0.00986660608390748;0.04189272;0.0119499357566056;0.06814238;0.0113471147174954;0.09840884;0.00131754955997867;0.10107944;0.0348018994181065;0.1720882;0.0323155237726391;0.2460908;0.0231001602526909;0.2472354;0.0264479483760083;0.2432724;0.0233191242395593;0.3372682;0.0144935441386846;0.330064;0.0209517052050662
"170";"irrigation_water_withdrawal_km3";"Sierra Leone";"AFR";"SLE";0.0073178;0.00736845;0.00700079;0.00710726;0.00741329;0.00757639;0.0070457;0.0215936;0.0212411;0.0586374;0.0617898;0.0990851;0.104668;0.146266;0.149517;0.196004;0.271921;0.261648;0.259169;0.297714;0.333568;0.340206;0.376405;0.429194;0.464146;0.479223;0.559824;0.57836;0.602989;0.595006;0.57329;0.577478;0.561751;0.552352;0.564018;0.567189;0.56144;0.564411;0.596385;0.576452;0.555833;0.579401;0.604777;0.613222;0.61974;0.593732;0.640776;0.670266;0.640774;0.669537;0.636341;0.667137;0.621764;0.713349;0.622327;0.601092;0.591427;0.662462;0.409615994482759;0.244608234490373;0.928901802360028;0.94819896028792;0.830611010284332;0;0;0;0.0134552415601832;0.86285855842771;0.86285855842771;0.007241518;0.000178473721230886;0.023218838;0.0210195382471933;0.11226518;0.0364792732002983;0.2572912;0.0375055413599111;0.3887038;0.0567323438719043;0.5630804;0.0497193979780528;0.5657778;0.00991075109161765;0.5731754;0.0141403053821337;0.5945946;0.0265342210984231;0.643017;0.0311644138241039;0.6521836;0.0388348005376621;0.618327;0.0385263121126328
"171";"irrigation_water_withdrawal_km3";"El Salvador";"LCR";"SLV";0.0756042;0.0875803;0.0863966;0.0905694;0.092653;0.085934;0.089013;0.105607;0.109187;0.103061;0.101917;0.0967582;0.0913908;0.0923861;0.125499;0.130844;0.17994;0.267925;0.277687;0.278031;0.272371;0.25553;0.277891;0.279628;0.290942;0.267;0.303979;0.293269;0.322149;0.372942;0.299972;0.294073;0.29649;0.305362;0.332271;0.318613;0.363299;0.305791;0.322056;0.355674;0.372244;0.358488;0.395623;0.402764;0.413029;0.364933;0.386769;0.356879;0.351376;0.370107;0.369718;0.380606;0.355884;0.39579;0.404308;0.362847;0.407712;0.397224;0.267992872413793;0.115279073324617;0.926993920677918;0.943584853425205;0.812462189957653;0;0;0;0.00632816775046905;0.85931772897382;0.85931772897382;0.0865607;0.00660108324822525;0.0985604;0.0104092918010785;0.10159022;0.0139984727456962;0.2268854;0.0676549052641418;0.2752724;0.0129377853707657;0.3118678;0.0395506921014032;0.3056336;0.0154833091844089;0.3330866;0.0249959434968957;0.3884296;0.0224767856087119;0.3660128;0.0136602571059259;0.3812612;0.0194930632072027;0.389261;0.023468576501356
