"FID";"domesticGrossDemand_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"146";"domesticGrossDemand_km3";"Nauru";"Other";"NRU";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"147";"domesticGrossDemand_km3";"New Zealand";"Other";"NZL";0.331357;0.331357;0.332265;0.341603;0.353832;0.370388;0.387024;0.364698;0.372968;0.377061;0.365502;0.381165;0.400423;0.431463;0.46537;0.516556;0.536363;0.526886;0.539298;0.562296;0.594918;0.616297;0.639823;0.651704;0.65332;0.659103;0.641235;0.672051;0.721404;0.785935;0.813946;0.811431;0.825606;0.819088;0.823638;0.86875;0.927402;0.981082;1.01633;1.00579;0.963283;0.983726;0.959132;0.976477;1.04965;1.15;1.21807;1.25967;1.26691;1.36398;1.30626;1.34204;1.35463;1.35463;1.35834;1.35463;1.35463;1.35463;0.789438206896552;0.352149455392828;0.984669350470723;0.991984297202507;0.945680535306108;0;5.24386607661502e-52;0;0.0205337401335013;0.969573729756431;0.969573729756431;0.3380828;0.0098075057583465;0.3744278;0.00834742482445932;0.4087846;0.0400698123317292;0.5362798;0.0170530853572015;0.6312124;0.0251124805087033;0.6959456;0.0584546856103085;0.8187418;0.00607571734036401;0.9598708;0.0614478485481794;0.9864536;0.0366882264943401;1.251726;0.0780633187226882;1.34318;0.0215430766140772;1.35463;0
"148";"domesticGrossDemand_km3";"Oman";"MENA";"OMN";0.00476417;0.00476417;0.00477723;0.00495023;0.00539199;0.00565821;0.00590064;0.00600705;0.00630376;0.00726717;0.0086408;0.00954133;0.0101463;0.00919433;0.0100719;0.0121491;0.0184113;0.022513;0.0259166;0.029203;0.03063;0.0356057;0.0427255;0.0470231;0.0496595;0.0516925;0.0552527;0.0583241;0.0559627;0.0588474;0.0613831;0.0656114;0.0745245;0.0764107;0.0802764;0.0842095;0.0877306;0.102764;0.109433;0.114613;0.115442;0.122876;0.135327;0.139537;0.14505;0.152783;0.162811;0.174753;0.185935;0.194112;0.211682;0.199524;0.204415;0.204415;0.204975;0.204415;0.204415;0.204415;0.0813988565517241;0.0719703645746052;0.963439532097315;0.997030684222211;0.979671620015442;0;4.70224900045233e-64;0;0.00410609303700509;0.928215732007887;0.928215732007887;0.004929558;0.000270268795313111;0.006227366;0.000625750743691128;0.009518932;0.000627763521296037;0.0216386;0.00664740705576242;0.04112876;0.00791824634802429;0.05601588;0.00285579549022685;0.07164122;0.0078615413855681;0.09975002;0.0133203469418781;0.1316464;0.0121959765209679;0.1740788;0.0167543094516008;0.2050022;0.00433937641833478;0.204415;0
"149";"domesticGrossDemand_km3";"Pakistan";"SOA";"PAK";0.537231;0.537231;0.538703;0.595623;0.611444;0.633422;0.66673;0.70612;0.736596;0.780205;0.815355;0.84721;0.902643;0.86495;0.849425;0.777939;0.875748;0.967418;1.03299;1.09453;1.17395;1.23891;1.33766;1.44296;1.5212;1.53242;1.61133;1.66004;1.79141;1.86518;1.99796;2.06996;2.11316;2.23112;2.32033;2.39828;2.44579;2.61092;2.69416;2.73371;2.77787;2.84577;3.03755;3.0709;3.12552;3.32064;3.55568;3.75168;3.99455;4.21198;4.43961;4.50958;4.71138;4.71138;4.72428;4.71138;4.71138;4.71138;2.15662884482759;1.39848099494335;0.968956948720254;0.997338390747803;0.980885587326489;0;2.20653748893215e-65;0;0.0802438339844342;0.93887756847326;0.93887756847326;0.5640464;0.0364829872378894;0.7046146;0.0575382784744208;0.8559166;0.0317338459739755;0.949725;0.12569568093614;1.342936;0.142467862446237;1.692076;0.134970828811266;2.146506;0.128852116707488;2.576572;0.148821237294951;2.971522;0.151051092581285;3.766906;0.351395166842118;4.619246;0.134448143460592;4.71138;0
"15";"domesticGrossDemand_km3";"Belgium";"Other";"BEL";0.31185;0.31185;0.312705;0.320284;0.329628;0.339995;0.354381;0.364617;0.37454;0.384645;0.395334;0.409959;0.425083;0.441316;0.474547;0.514672;0.540618;0.565118;0.580873;0.608612;0.648315;0.678571;0.696777;0.658381;0.634832;0.625112;0.617474;0.622909;0.68923;0.737178;0.75829;0.763634;0.819043;0.828751;0.859256;0.850021;0.875056;0.918129;0.912694;0.887895;0.896531;0.897139;0.870901;0.873189;0.897258;0.959292;1.00637;1.02171;1.04328;1.09097;1.12735;1.10498;1.1049;1.1049;1.10793;1.1049;1.1049;1.1049;0.721785775862069;0.266895213278449;0.989347744329565;0.986445579741857;0.922615156396203;0;1.19135330560363e-45;0;0.015636529668707;0.978808959209997;0.978808959209997;0.3172634;0.00776846457158683;0.3636356;0.0173622403738688;0.4292478;0.0305663547335956;0.5619786;0.0361791300862804;0.6633752;0.0245614459305636;0.6583806;0.0529128996635036;0.8057948;0.0435741922093801;0.888759;0.0279492060441795;0.8870036;0.013681989102466;1.0243244;0.0483718910814948;1.110012;0.00977914975854243;1.1049;0
"150";"domesticGrossDemand_km3";"Panama";"LCR";"PAN";0.0745659;0.0745659;0.0747701;0.0787017;0.0822409;0.0865129;0.0901603;0.0960304;0.100605;0.105993;0.110612;0.116149;0.121254;0.123004;0.129513;0.138186;0.146126;0.15199;0.158103;0.164735;0.176023;0.187095;0.213229;0.2222;0.232128;0.240147;0.247328;0.254042;0.26164;0.266621;0.258692;0.263782;0.273783;0.285878;0.303027;0.316524;0.328098;0.324451;0.345383;0.359931;0.375539;0.386703;0.39363;0.401404;0.411147;0.423593;0.441063;0.459217;0.48032;0.508266;0.539805;0.557215;0.577669;0.577669;0.579251;0.577669;0.577669;0.577669;0.283264105172414;0.16490896760752;0.982090833329026;0.998753840765525;0.988169391192775;0;1.32968882165738e-74;0;0.00959061706296708;0.964502404908897;0.964502404908897;0.0769689;0.00343438929360083;0.09586032;0.00782746140437626;0.1201064;0.00714146065591626;0.151828;0.0103030272978382;0.206135;0.0237344646769208;0.2539556;0.0106544866277076;0.2770324;0.0178638310644721;0.3348774;0.0175325973346792;0.3936846;0.0136247299899851;0.4624918;0.0331517591041562;0.5663218;0.0173979639383463;0.577669;0
"151";"domesticGrossDemand_km3";"Peru";"LCR";"PER";0.242335;0.242335;0.242999;0.257447;0.273816;0.288257;0.311682;0.33521;0.36057;0.369855;0.369713;0.390524;0.417955;0.488348;0.513532;0.553176;0.605893;0.655058;0.656638;0.653396;0.634252;0.69547;0.771096;0.831496;0.844347;0.790757;0.813559;0.812975;0.815841;0.903348;0.751121;0.883909;0.962274;1.05928;1.08274;1.08966;1.19345;1.27673;1.30955;1.34969;1.34958;1.32608;1.3542;1.37458;1.41199;1.46004;1.53486;1.6146;1.70628;1.80662;1.92058;1.94215;2.08683;2.08683;2.09255;2.08683;2.08683;2.08683;1.00738868965517;0.589116057115494;0.978419864765653;0.994384408102123;0.96024814303868;0;2.54678164564603e-56;0;0.0341331793041923;0.957305431768035;0.957305431768035;0.2517864;0.0139034347482915;0.3331148;0.0338363979421569;0.4360144;0.0623281197799196;0.6248322;0.0453718053002082;0.7553322;0.0897454097165977;0.827296;0.0437150387738591;0.9478648;0.135656513484241;1.243816;0.103578955777706;1.363286;0.0322270473360499;1.62448;0.136963582751036;2.025788;0.0865642167410992;2.08683;0
"152";"domesticGrossDemand_km3";"Philippines";"EAP";"PHL";0.961888;0.961888;0.964524;1.01067;0.889433;0.938121;0.981161;1.03159;1.0855;1.13172;1.19444;1.25777;1.19809;1.40132;1.46462;1.6078;1.79842;1.87681;1.99562;2.12104;2.25685;2.43893;2.61557;2.73599;2.82261;2.7856;2.77985;2.81114;2.83156;2.97764;3.15868;3.33336;3.43262;3.51277;3.73689;3.82559;4.09343;4.34624;4.56882;4.63859;4.52776;4.7866;4.82476;4.80186;4.96224;5.08032;5.28345;5.5528;5.92088;6.37515;6.76233;6.78792;7.23392;7.23392;7.25374;7.23392;7.23392;7.23392;3.45973387931034;2.08690613666328;0.979477476501433;0.99672297769662;0.972387816149156;0;7.4063720166933e-63;0;0.121045316466208;0.959376126973612;0.959376126973612;0.9576806;0.0434391757840776;1.0336184;0.0777677165814967;1.303248;0.123110391397315;1.879938;0.195081110874426;2.57399;0.228365816180969;2.837158;0.081218687012288;3.434864;0.214403095196874;4.294534;0.337872810877111;4.780644;0.157606502657727;5.64252;0.516546413645473;7.054366;0.255199806974849;7.23392;0
"153";"domesticGrossDemand_km3";"Palau";"EAP";"PLW";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"154";"domesticGrossDemand_km3";"Papua New Guinea";"EAP";"PNG";0.00921967;0.00921967;0.00924493;0.00851239;0.00881192;0.00908754;0.00952112;0.0100179;0.0105731;0.0111385;0.0116531;0.0123283;0.0131394;0.0137772;0.0147916;0.0170312;0.017918;0.0176727;0.0184978;0.0192782;0.020631;0.0219544;0.023009;0.0232373;0.0232187;0.0241984;0.0245688;0.0245945;0.0256481;0.0275036;0.0292535;0.0294779;0.0289208;0.0310571;0.0331119;0.0350523;0.037036;0.0356516;0.0377389;0.0382153;0.0358347;0.0355507;0.0356955;0.0346441;0.0354355;0.037357;0.039471;0.0430425;0.0456549;0.0482562;0.052717;0.0535024;0.0573933;0.0573933;0.0575505;0.0573933;0.0573933;0.0573933;0.0287446868965517;0.0154020908025679;0.977423755495776;0.98964572760801;0.940824666061918;0;6.59689728635992e-49;0;0.000891483254483365;0.955357197807462;0.955357197807462;0.009001716;0.000327728316567244;0.010067632;0.000816085954247468;0.01313792;0.00122510342706238;0.01807958;0.000851815403711391;0.02241008;0.00112579242180786;0.02530268;0.00134377238660422;0.03036424;0.00174159061148135;0.03673882;0.00135045049779694;0.0354321;0.000465426642984692;0.04275632;0.00443504027569085;0.0557113;0.00239196448238681;0.0573933;0
"155";"domesticGrossDemand_km3";"Poland";"ECA";"POL";0.598526;0.598526;0.600165;0.610549;0.621482;0.628143;0.652194;0.669454;0.691544;0.701243;0.720674;0.749043;0.773455;0.804499;0.838863;0.917993;1.00128;1.03004;1.04888;1.09001;1.15041;1.22116;1.28159;1.32854;1.31007;1.28192;1.28258;1.28217;1.30675;1.25956;1.29166;1.36193;1.30948;1.41171;1.45374;1.46514;1.52815;1.64828;1.71057;1.71256;1.75797;1.7391;1.74932;1.80692;1.82888;1.88194;1.97183;2.08311;2.16176;2.3095;2.46708;2.31453;2.37431;2.37431;2.38082;2.37431;2.37431;2.37431;1.40118694827586;0.590141949086424;0.98395445358283;0.991861214592271;0.954178306483441;0;8.02150696731113e-52;0;0.034386035159494;0.968166366725482;0.968166366725482;0.6058496;0.0100752320221422;0.6685156;0.0295745328331658;0.7773068;0.0462318458662424;1.0176406;0.0643511629793899;1.258354;0.0727595899521156;1.282596;0.0166936493913105;1.365704;0.0680528921501504;1.61294;0.111511054384756;1.776438;0.0392106327416429;2.081628;0.166042073192309;2.38221;0.0545670491230743;2.37431;0
"156";"domesticGrossDemand_km3";"Puerto Rico (U.S.)";"Other";"PRI";0.0441039;0.0441039;0.0442248;0.0462233;0.0484566;0.050744;0.0530869;0.0539804;0.0560585;0.0583357;0.0607713;0.0634284;0.0663649;0.0703546;0.0736607;0.0773184;0.0810068;0.0822562;0.085494;0.089484;0.0945192;0.0990681;0.104992;0.109542;0.112542;0.115225;0.120207;0.121301;0.125689;0.130302;0.135244;0.139486;0.144186;0.14819;0.153061;0.157334;0.162284;0.16374;0.167947;0.172031;0.178785;0.183319;0.189168;0.195795;0.185433;0.190271;0.197312;0.201443;0.208368;0.215167;0.222961;0.224395;0.225726;0.225726;0.226344;0.225726;0.225726;0.225726;0.132305837931034;0.0623886886943594;0.995406449552018;0.998815382070643;0.989383358503823;0;3.22278925664224e-75;0;0.00367753596234885;0.990833999809752;0.990833999809752;0.0454225;0.0019208683361959;0.0544411;0.00289389626887351;0.06691598;0.0051850590909844;0.08311188;0.00460994494457363;0.10413266;0.00739568801518831;0.1225448;0.00571515452109565;0.1440334;0.00701303378004127;0.1646672;0.00559682505533271;0.1865;0.00640885567008651;0.2025122;0.00964969692270177;0.2250304;0.00135825376863089;0.225726;0
"157";"domesticGrossDemand_km3";"Korea, Democratic People's Republic of";"Other";"PRK";0.448166;0.448166;0.449394;0.43085;0.43777;0.459296;0.484207;0.50762;0.51736;0.533153;0.553087;0.585796;0.619877;0.635234;0.67052;0.726958;0.78914;0.834465;0.871618;0.922098;0.947149;1.00478;1.05931;1.08427;1.1134;1.14478;1.17381;1.23109;1.2567;1.26722;1.31859;1.36372;1.40307;1.42452;1.45028;1.48538;1.56309;1.66035;1.72263;1.74076;1.69245;1.75744;1.81884;1.84919;1.90199;1.98203;2.07697;2.17753;2.28879;2.42682;2.55274;2.54336;2.57398;2.57398;2.58103;2.57398;2.57398;2.57398;1.35963368965517;0.719180615787312;0.98610053468915;0.997953803798986;0.982099554637537;0;1.41150436198638e-68;0;0.0419961799501672;0.972394264514225;0.972394264514225;0.4428692;0.00820286847389375;0.5003272;0.0290010972844132;0.6129028;0.0452210466232262;0.8288558;0.0750244679234715;1.0417818;0.0662686795266059;1.21472;0.0532723638484346;1.392036;0.0518783040393574;1.634442;0.108469411218094;1.803982;0.081356678090984;2.190428;0.174660430034968;2.565018;0.0160999788819739;2.57398;0
"158";"domesticGrossDemand_km3";"Portugal";"Other";"PRT";0.300895;0.300895;0.301719;0.308453;0.31612;0.324479;0.333558;0.345009;0.353648;0.363544;0.37306;0.38273;0.400155;0.424866;0.455524;0.505179;0.534719;0.553233;0.565882;0.582685;0.607366;0.63944;0.687874;0.686527;0.682448;0.662261;0.648477;0.664551;0.742424;0.794012;0.833935;0.856255;0.929171;0.964818;1.02229;0.985539;1.00182;1.05827;1.07331;1.06288;1.08775;1.10383;1.08455;1.09815;1.13595;1.21236;1.27;1.28992;1.31431;1.37751;1.41594;1.38829;1.38094;1.38094;1.38472;1.38094;1.38094;1.38094;0.822379327586207;0.382058028189454;0.990495810279931;0.993584371135584;0.954178306483441;0;1.04972008871923e-54;0;0.0224095220092895;0.981081950182095;0.981081950182095;0.3056164;0.00667354619374137;0.3440476;0.0155415845170304;0.407267;0.0333962071648862;0.5483396;0.0298313836387117;0.660731;0.0359685072667744;0.702345;0.0631388154109657;0.9212938;0.0774891026577286;1.0363638;0.0397631945673383;1.102046;0.0204837027902672;1.29282;0.0604921280002613;1.390166;0.0147285056947404;1.38094;0
"159";"domesticGrossDemand_km3";"Paraguay";"LCR";"PRY";0.0283825;0.0283825;0.0284602;0.029895;0.0312251;0.0303206;0.033122;0.0368638;0.0376945;0.0373963;0.0387395;0.0408288;0.0418161;0.043608;0.0454579;0.0512264;0.0570291;0.0583514;0.060086;0.064085;0.0673709;0.0733873;0.0793173;0.0838434;0.0850986;0.089101;0.0840829;0.08902;0.0953564;0.0978428;0.102229;0.0976141;0.111529;0.121143;0.127012;0.133894;0.138186;0.145603;0.150429;0.154858;0.154868;0.153129;0.154094;0.152206;0.127467;0.135518;0.145326;0.15871;0.169837;0.184402;0.20225;0.197521;0.212897;0.212897;0.213481;0.212897;0.212897;0.212897;0.106261765517241;0.0609624883198563;0.979627353653695;0.9892764797773;0.94446656799506;0;1.75120596690883e-48;0;0.00353650445107505;0.959669752026539;0.959669752026539;0.02926906;0.00126926407142091;0.03507944;0.00323529168592262;0.04209006;0.00257578004165728;0.05815558;0.00469588599329243;0.0778035;0.00742179950652131;0.09108062;0.00550323787165337;0.11190542;0.012364852070769;0.144594;0.0086018525039668;0.1483528;0.0117184159211047;0.1587586;0.0193705801616782;0.2078092;0.00742786134765586;0.212897;0
"16";"domesticGrossDemand_km3";"Benin";"AFR";"BEN";0.0105649;0.0105649;0.0105939;0.011184;0.0114706;0.0118776;0.012319;0.0134899;0.0140129;0.0139448;0.0143529;0.0150928;0.0166744;0.0166754;0.0182414;0.0198336;0.0219011;0.0222281;0.0235515;0.0245012;0.0261001;0.0284896;0.0312057;0.0310491;0.0308067;0.0295262;0.0290622;0.0340642;0.0348263;0.0371926;0.0381991;0.038729;0.0418734;0.0427197;0.0436782;0.0440616;0.0428332;0.0479123;0.0511984;0.0522798;0.0531394;0.0550148;0.0572334;0.0593279;0.0642976;0.0694616;0.0751551;0.0822432;0.0867491;0.0926704;0.100407;0.0994416;0.103213;0.103213;0.103496;0.103213;0.103213;0.103213;0.0445445586206897;0.0307846622973139;0.950591050422347;0.997584555968276;0.976029718082299;0;1.46211501869882e-66;0;0.00173292088344764;0.903623345143056;0.903623345143056;0.01087566;0.000424723266374706;0.01312884;0.000974571635643065;0.01620738;0.00152116504758688;0.0224031;0.00177523276079505;0.02953024;0.00221315634739166;0.0329343;0.00352128388943578;0.04103988;0.00244374101676098;0.04765706;0.00418846390315113;0.05780262;0.00431140397109804;0.08125588;0.00918920686060554;0.10195412;0.00188767639493638;0.103213;0
"160";"domesticGrossDemand_km3";"French Polynesia (Fr.)";"Other";"PYF";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"161";"domesticGrossDemand_km3";"Qatar";"MENA";"QAT";0.00219009;0.00219009;0.00219609;0.00240259;0.0026061;0.00287967;0.00321752;0.00384749;0.00427734;0.00469893;0.00523499;0.0058109;0.00643498;0.00664096;0.00773793;0.00940352;0.0138303;0.0152515;0.0171415;0.0184288;0.0198266;0.0232817;0.0271362;0.0297553;0.0303769;0.0306224;0.0326101;0.0341223;0.0336681;0.0357016;0.0379892;0.04011;0.042887;0.0435763;0.045864;0.045997;0.0472036;0.0505585;0.053214;0.0578099;0.0573671;0.0620453;0.0728581;0.072981;0.0782581;0.0868048;0.0995318;0.116324;0.135675;0.156347;0.180335;0.1819;0.194508;0.194508;0.195041;0.194508;0.194508;0.194508;0.0580472446551724;0.0631878942356561;0.888299209536492;0.999000005985998;0.99059732581487;0;2.81198065717716e-77;0;0.00332386807807065;0.789075485663151;0.789075485663151;0.002316992;0.000185563993058998;0.00378419;0.000745524043777261;0.006371952;0.000942031802207335;0.014811124;0.00349701157073865;0.02607534;0.00447275429718647;0.0333449;0.00188512474255684;0.0420853;0.00307507003497481;0.0509566;0.00476719782524283;0.06870192;0.00865583139114898;0.11893652;0.0278187732283794;0.1892584;0.00745533669930473;0.194508;0
"162";"domesticGrossDemand_km3";"Reunion (Fr.)";"Other";"REU";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"163";"domesticGrossDemand_km3";"Romania";"ECA";"ROU";0.710136;0.710136;0.712081;0.723431;0.751087;0.750031;0.772437;0.791503;0.815283;0.824673;0.847384;0.880418;0.906891;0.906853;0.944175;1.02967;1.1181;1.14852;1.19451;1.23616;1.28732;1.35832;1.4341;1.49118;1.46135;1.40941;1.40044;1.42037;1.43285;1.41472;1.44851;1.46435;1.47278;1.35121;1.29776;1.30498;1.33854;1.40087;1.39408;1.38704;1.44214;1.36202;1.37033;1.40889;1.46643;1.58008;1.6919;1.8294;1.94171;2.12974;2.23501;2.07434;2.07359;2.07359;2.07928;2.07359;2.07359;2.07359;1.35729101724138;0.434512384283465;0.936867368262444;0.905457222206123;0.776939079070487;0;1.67872870963682e-22;0;0.0241063185886983;0.877720465714997;0.877720465714997;0.7213742;0.0175074181049063;0.7907854;0.0306047451026797;0.8971442;0.0359061287484463;1.145392;0.0787363110007066;1.406454;0.0828645870079613;1.415558;0.012136954725136;1.406922;0.0780784577844619;1.365102;0.0415949061785214;1.409962;0.0449842713623328;1.834566;0.214330892733642;2.107162;0.0715086691947208;2.07359;0
"164";"domesticGrossDemand_km3";"Russian Federation";"ECA";"RUS";7.98198;7.98198;8.00385;8.16638;8.39324;8.61797;8.90146;9.17751;9.39771;9.56784;9.78099;10.0612;10.3128;10.6291;11.095;11.7883;12.32;12.7363;13.0667;13.5856;14.3059;14.9851;15.5506;15.7004;15.6705;15.7788;15.9926;16.2807;17.1376;17.825;18.4571;18.2254;18.604;18.5269;17.907;17.5753;17.0085;17.0187;16.9427;17.1062;15.1702;13.774;14.9356;15.6661;16.2039;17.2981;18.9935;20.4859;22.1382;24.0194;25.8205;23.4014;24.6797;24.6797;24.7474;24.6797;24.6797;24.6797;15.7623725862069;5.21137522127791;0.93415655153702;0.917334694093962;0.809716196468773;0;4.59805160991546e-24;0;0.288285386508349;0.872648462779536;0.872648462779536;8.105486;0.178429106594188;9.132498;0.380789890320108;10.375818;0.509448384156826;12.69938;0.688416463341777;15.2425;0.598175630563466;16.60294;0.856570521323259;18.34408;0.282346838126443;17.13028;0.255484523993137;15.14996;0.910606365560883;20.58702;2.62459129523055;24.66574;0.85718790413771;24.6797;0
"165";"domesticGrossDemand_km3";"Rwanda";"AFR";"RWA";0.009011;0.009011;0.00903569;0.00923134;0.00942205;0.00967215;0.00987113;0.0101023;0.00994996;0.0107667;0.0112349;0.0117997;0.0126488;0.0129669;0.0134931;0.0144855;0.0151401;0.0180073;0.0190919;0.0204442;0.0216589;0.0233318;0.0246498;0.0260317;0.0270833;0.0281713;0.0290961;0.0308223;0.0328025;0.0347308;0.0365199;0.03719;0.0379011;0.0346833;0.0337852;0.0319546;0.0249317;0.027525;0.0284669;0.0321653;0.0346235;0.0360534;0.0329055;0.0370433;0.037548;0.0390862;0.0410376;0.0439899;0.0470427;0.0505155;0.0550109;0.0579367;0.0605107;0.0605107;0.0606765;0.0605107;0.0605107;0.0605107;0.0297398348275862;0.0163535370690831;0.95503073944964;0.966567738188633;0.899549777486298;0;8.72248765075684e-35;0;0.000924867823679587;0.912083713293723;0.912083713293723;0.009142216;0.000181681879200981;0.010072448;0.000417925746239688;0.01242868;0.000907172812643765;0.0174338;0.00255412600511408;0.0245511;0.00214857326032882;0.0311246;0.00268086764313347;0.0360159;0.00172759595247268;0.0290087;0.00307242950692119;0.03563474;0.00189018772956551;0.04433438;0.00458454086654269;0.0589291;0.00246948744074555;0.0605107;0
"166";"domesticGrossDemand_km3";"Saudi Arabia";"MENA";"SAU";0.110962;0.110962;0.111266;0.11751;0.118389;0.125426;0.132986;0.139256;0.146913;0.154336;0.168991;0.177051;0.188145;0.184136;0.206967;0.245813;0.359316;0.370901;0.426768;0.46554;0.503614;0.587275;0.694651;0.756041;0.748766;0.741815;0.75267;0.75003;0.74101;0.771623;0.810127;0.855871;0.932344;0.988458;1.01824;1.02285;1.04275;1.0741;1.13096;1.22308;1.20723;1.27203;1.36116;1.37355;1.40807;1.48511;1.57925;1.71013;1.80257;1.86736;1.93925;1.82779;1.93936;1.93936;1.94467;1.93936;1.93936;1.93936;0.891084120689655;0.638327902297516;0.982975114996942;0.997153766832448;0.974815750771251;0;1.43945409025511e-64;0;0.0371566859946472;0.966240076703248;0.966240076703248;0.1138178;0.00378652481835257;0.1397834;0.0113493071947146;0.185058;0.0142534598606794;0.3736676;0.0833975593186036;0.6580694;0.109579695629711;0.7514296;0.0123721408131333;0.921008;0.0875635400009616;1.098748;0.0806223689183095;1.324408;0.082521382804701;1.688884;0.157140891177313;1.918086;0.0505300844052332;1.93936;0
"167";"domesticGrossDemand_km3";"Senegal";"AFR";"SEN";0.0204185;0.0204185;0.0204745;0.0187667;0.0192427;0.0198455;0.0207332;0.0216987;0.022353;0.022829;0.0237386;0.0238047;0.0246156;0.0278846;0.0301329;0.0322292;0.0342585;0.0382708;0.0394207;0.0406267;0.0427702;0.0465482;0.0486828;0.0485941;0.0493088;0.048953;0.0494557;0.0518957;0.0579956;0.0625207;0.0636448;0.0648059;0.0687543;0.0701212;0.0733297;0.0733162;0.0678197;0.0731055;0.075326;0.0752738;0.0779921;0.0791408;0.0781147;0.0809252;0.0846637;0.0927263;0.0985589;0.103179;0.108283;0.116576;0.124277;0.125151;0.128473;0.128473;0.128825;0.128473;0.128473;0.128473;0.0633579689655172;0.0361124410250268;0.975184994573371;0.996230647255673;0.968745914216013;0;3.70561843845364e-61;0;0.00208542452243992;0.950985773641061;0.950985773641061;0.01986418;0.000802765776550046;0.02149188;0.00121020189513982;0.02603528;0.00284939430353189;0.03696118;0.00356708893735494;0.04718082;0.00267560180183823;0.05416414;0.00589456080068736;0.06813118;0.00395468585692972;0.07296824;0.00306276099834774;0.0801673;0.00277445442474732;0.10386464;0.00913488061295822;0.1270398;0.00215033095127238;0.128473;0
