"FID";"industry_water_withdrawal_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"0";"industry_water_withdrawal_km3";"Aruba (Neth.)";"Other";"ABW";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1";"industry_water_withdrawal_km3";"Andorra";"Other";"AND";0.0032236;0.00317211;0.0031609;0.00317332;0.00320384;0.00340367;0.00348158;0.00356556;0.00373044;0.0037103;0.00382604;0.0040218;0.00403726;0.00416369;0.00447529;0.00469122;0.0046903;0.00478238;0.00440603;0.00493283;0.0055914;0.00575591;0.00605994;0.00583622;0.00571743;0.00557847;0.00543402;0.00525966;0.00543155;0.00619514;0.00676791;0.00605342;0.00527093;0.00530211;0.00626357;0.00685071;0.00700032;0.00677517;0.00655685;0.00639871;0.00617499;0.00619135;0.00647126;0.00677152;0.00706321;0.00640927;0.00627384;0.00575381;0.00564587;0.00681788;0.00747706;0.00715636;0.00660006;0.00605609;0.00533821;0.00628262;0.00730395;0.0068009;0.00542310086206897;0.00127407932850502;0.882332070628244;0.86096157987019;0.70356926799758;0;0;6.21724893790088e-15;6.65700916669226e-05;0.778509882859125;0.778509882859125;0.003186754;2.6042789405131e-05;0.00357831;0.000141935973241458;0.004104816;0.000239733529215252;0.004700552;0.000192083503378088;0.00579218;0.000173817880984667;0.005579768;0.000362065108053786;0.005931588;0.000643661618725243;0.006716352;0.000239001455267536;0.006534466;0.000382985443235118;0.006180134;0.000483527211261166;0.006525556;0.000857177525854475;0.00679582333333333;0.000510683925371979
"10";"industry_water_withdrawal_km3";"Antigua and Barbuda";"LCR";"ATG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"100";"industry_water_withdrawal_km3";"Kyrgyz Republic";"ECA";"KGZ";0.345711;0.342225;0.344089;0.336354;0.338154;0.34567;0.351996;0.361587;0.365657;0.363063;0.3641;0.376446;0.386795;0.390243;0.403154;0.42485;0.450415;0.458593;0.474533;0.490492;0.498047;0.525313;0.546492;0.554178;0.558175;0.563631;0.563082;0.574496;0.577444;0.568598;0.574373;0.57944;0.625534;0.611159;0.590016;0.569076;0.537904;0.534366;0.542246;0.535517;0.531212;0.504381;0.509966;0.513813;0.517793;0.544353;0.57383;0.596356;0.632275;0.684454;0.73886;0.728966;0.742891;0.740768;0.73321;0.734947;0.734137;0.739947;0.524920224137931;0.124275362598481;0.911451452363321;0.86969762219693;0.733817301875378;0;0;4.44089209850063e-16;0.00670763157894731;0.830743750015206;0.830743750015206;0.3413066;0.00395129982410851;0.3575946;0.00843186452097045;0.3841476;0.0147192626955293;0.4597766;0.0248500250965668;0.536441;0.0249295113570242;0.5694502;0.00641296033045581;0.5961044;0.0216781394796694;0.5438218;0.0144365852679919;0.515433;0.0101144158753731;0.6062536;0.0542525400815483;0.736939;0.00572826230195509;0.736343666666667;0.00314674964579855
"101";"industry_water_withdrawal_km3";"Cambodia";"EAP";"KHM";0.0251121;0.0251121;0.0251844;0.0253407;0.0255806;0.0262679;0.0270364;0.0274571;0.0265044;0.0269543;0.0272951;0.0274026;0.0268855;0.026368;0.024788;0.0261649;0.026635;0.029937;0.0291864;0.0302191;0.0313537;0.0321673;0.0333519;0.0335096;0.0336076;0.0336871;0.0336469;0.032986;0.0369673;0.0397305;0.0367829;0.0282918;0.0284781;0.030491;0.0302504;0.0304586;0.0329582;0.0362039;0.037566;0.0379452;0.0375018;0.0381852;0.0389014;0.0394791;0.0403577;0.0417228;0.0435336;0.0455894;0.0476449;0.0500525;0.0535822;0.0542955;0.0556355;0.0556355;0.055801;0.0556355;0.0556355;0.0556355;0.0357015551724138;0.00989814924595241;0.90402245758266;0.938197196529079;0.824283804201345;0;1.76999367741477e-27;0;0.000529887698791098;0.817256603813788;0.817256603813788;0.02526598;0.000199111920788285;0.02684402;0.000466983626051278;0.02654784;0.00106447236835908;0.02842848;0.00189715314537335;0.03279802;0.000994034318824054;0.03540356;0.00287421198731061;0.03085884;0.00345895973133542;0.03502638;0.00322093604127744;0.03888504;0.00110962058064908;0.04570864;0.00328824269831167;0.05498994;0.000994395868354248;0.0556355;0
"102";"industry_water_withdrawal_km3";"Kiribati";"EAP";"KIR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"103";"industry_water_withdrawal_km3";"Saint Kitts and Nevis";"LCR";"KNA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"104";"industry_water_withdrawal_km3";"Korea, Republic of";"EAP";"KOR";2.505;2.50503;2.51045;2.21883;2.3046;2.51673;2.43846;2.38535;2.53329;2.67436;2.85307;3.05085;3.21216;3.53;3.65251;3.92732;4.29846;4.41437;4.80789;5.16486;5.66284;6.05638;6.00652;6.18343;6.25618;6.44337;6.62606;6.70408;7.0843;7.58215;8.25459;8.71064;9.04984;9.47906;9.6905;9.99425;10.4612;11.0622;11.2371;10.9788;9.78683;10.531;11.0967;10.8802;11.2584;11.6187;12.0173;12.5376;12.9317;13.2927;12.919;12.5516;13.2625;13.2625;13.302;13.2625;13.2625;13.2625;7.72522948275862;3.97520572392654;0.987745869890847;0.990707453282016;0.943572303984582;0;3.23446434261735e-50;0;0.232517396720906;0.975641903486422;0.975641903486422;2.408782;0.137653200725592;2.509638;0.109837226703882;3.259718;0.331129927475606;4.52258;0.477021760667163;6.03307;0.229512915322864;6.887992;0.452910829821942;9.036926;0.579076935631182;10.74671;0.51029258078087;10.710626;0.583851303740944;12.4796;0.675233315232594;13.05952;0.323622815944735;13.2625;0
"105";"industry_water_withdrawal_km3";"Kuwait";"MENA";"KWT";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"106";"industry_water_withdrawal_km3";"Lao, People's Democratic Republic of";"EAP";"LAO";0.0485759;0.0485759;0.0487158;0.0487805;0.0495364;0.0514582;0.0495759;0.0514639;0.0524402;0.0518325;0.0521858;0.0534589;0.0537765;0.0547982;0.0557192;0.0586693;0.061758;0.0635356;0.0643351;0.0669633;0.0695324;0.0711535;0.0720803;0.0715852;0.0714828;0.0706593;0.0764102;0.0819705;0.0757254;0.0664657;0.0568622;0.0589168;0.0618655;0.0646539;0.0660761;0.0688231;0.0715894;0.0741662;0.0752004;0.0728958;0.0661298;0.0681561;0.0646647;0.0616003;0.0622113;0.0648876;0.0678422;0.0693641;0.0739578;0.0781272;0.0833972;0.0846045;0.0896233;0.0896233;0.08989;0.0896233;0.0896233;0.0896233;0.0666761913793103;0.0122964116984873;0.836291809661909;0.810683612323881;0.677393759564581;2.22044604925031e-16;1.24191886992134e-14;6.92779167366098e-14;0.000608957325663657;0.699383990907591;0.699383990907591;0.0488369;0.000401057483411046;0.05135414;0.00107160718689266;0.05398772;0.00134406854252304;0.06305226;0.00308467896271233;0.07116684;0.000972218732076278;0.07424622;0.00591476480910273;0.0616749;0.00384221705854836;0.07253498;0.0024782911556151;0.06455244;0.00272410991665168;0.07083578;0.00523020131180435;0.08742766;0.00315909909990174;0.0896233;0
"107";"industry_water_withdrawal_km3";"Lebanon";"MENA";"LBN";0.0248319;0.0277452;0.0268599;0.0276872;0.0279018;0.0279214;0.0288778;0.0290617;0.0288;0.0288367;0.0292063;0.0301077;0.0306908;0.0283043;0.0289271;0.0306655;0.0331368;0.0343677;0.0349537;0.0357158;0.036946;0.0385831;0.0405064;0.0414364;0.0409821;0.0407762;0.0406504;0.0408895;0.0407168;0.0404932;0.04383;0.0406932;0.0402194;0.0466819;0.0490351;0.0529738;0.05718;0.0597972;0.0598121;0.0584115;0.058622;0.0426456;0.0601887;0.0601866;0.0688877;0.0695055;0.0709048;0.0709117;0.0666778;0.0647379;0.055924;0.0744276;0.0717382;0.0805078;0.0846015;0.0809147;0.0534331;0.0646887;0.0466330603448276;0.0168078223298949;0.932486819092638;0.959580423882617;0.853599516031458;0;0;0;0.000928121366390837;0.869531667781503;0.869531667781503;0.0270052;0.00128071860102054;0.02869952;0.000446470443590615;0.02944724;0.000950994010496386;0.0337679;0.00197378880962478;0.0396908;0.00188020642084852;0.04070522;0.000147554301868838;0.04409192;0.00379997815085824;0.05763492;0.00282628890543766;0.05810612;0.00954203613790055;0.06854754;0.0027419381453636;0.07343982;0.011013793759736;0.0663455;0.0138155102808402
"108";"industry_water_withdrawal_km3";"Liberia";"AFR";"LBR";0.000285304;0.000285304;0.000286126;0.000291092;0.000291472;0.000299709;0.000310247;0.000306046;0.000311496;0.000314235;0.000325872;0.000330878;0.000335122;0.000362717;0.000377456;0.000408285;0.000437176;0.000460956;0.000482303;0.000514245;0.000538279;0.000559485;0.000580221;0.000551078;0.000543934;0.000540461;0.000545271;0.000556317;0.000464511;0.000472722;0.000475367;0.000464697;0.000472505;0.000467924;0.000471699;0.000464616;0.000432667;0.000459899;0.000468506;0.000461216;0.000466661;0.000460997;0.00043527;0.000419082;0.000427297;0.000446188;0.000461304;0.000457838;0.000461028;0.000486793;0.000499973;0.000498727;0.000497047;0.000497047;0.000498526;0.000497047;0.000497047;0.000497047;0.000439867844827586;8.36897304376701e-05;0.643102439481254;0.547225285112271;0.40546508188991;5.21678151788052e-08;8.7875686854354e-06;7.36987353056051e-06;3.18715324986926e-06;0.413580747666744;0.413580747666744;0.0002878596;3.14505147811605e-06;0.0003083466;5.65916047660781e-06;0.000346409;2.24735609772906e-05;0.000460593;4.07261455517214e-05;0.0005545994;1.63771330305399e-05;0.0005158564;4.36021551967331e-05;0.0004704384;4.16644114323002e-06;0.0004573808;1.42121444089201e-05;0.0004418614;2.09503025825404e-05;0.0004626302;1.48448465536024e-05;0.000498264;1.24155869776664e-06;0.000497047;0
"109";"industry_water_withdrawal_km3";"Libya";"MENA";"LBY";0.0230211;0.0230209;0.0230866;0.0233087;0.023674;0.0240444;0.0245618;0.0249106;0.0251829;0.0251273;0.0255677;0.0260695;0.0264882;0.0236416;0.0247261;0.0264544;0.0275337;0.0285781;0.0290696;0.0300794;0.0315254;0.0329253;0.0339864;0.0340545;0.0338378;0.0323888;0.0325135;0.032952;0.034396;0.0344471;0.0355342;0.035984;0.0404097;0.041636;0.0420775;0.0406655;0.0397467;0.0381799;0.0389208;0.0398673;0.0384015;0.0394827;0.0422692;0.0382951;0.034206;0.0360471;0.039602;0.0430301;0.0461972;0.0493765;0.0531334;0.0469416;0.046941;0.0469429;0.0470804;0.0469438;0.0469433;0.0469476;0.0348789034482759;0.00841280558148812;0.954064652221385;0.95791934541204;0.845130066545675;0;0;0;0.000475301602633113;0.910239360618311;0.910239360618311;0.02322226;0.000278817024229153;0.0247654;0.000471077185819904;0.02529862;0.00113525933468966;0.02834304;0.00139822038427424;0.03326588;0.00107394464801497;0.03333948;0.00100985552778603;0.03912828;0.00313976524552394;0.03947604;0.000952552711402366;0.0385309;0.00290077214461943;0.04285058;0.00525976085074217;0.04820786;0.00275411432188281;0.0469449;2.35159520326013e-06
"11";"industry_water_withdrawal_km3";"Australia";"Other";"AUS";0.113118;0.113073;0.113423;0.115144;0.117553;0.1201;0.123109;0.136468;0.137621;0.141895;0.144468;0.148768;0.153156;0.156462;0.162506;0.172466;0.189455;0.194137;0.19813;0.200726;0.204439;0.211895;0.217479;0.2282;0.233843;0.225851;0.232213;0.226533;0.224329;0.227886;0.242798;0.259627;0.262002;0.264245;0.263094;0.259343;0.259792;0.269361;0.27608;0.281412;0.272712;0.271993;0.27564;0.264959;0.259446;0.275176;0.301361;0.310387;0.310885;0.320621;0.3516;0.323778;0.323494;0.323907;0.324528;0.322383;0.320529;0.322554;0.2292785;0.069872108169956;0.982224047871568;0.982958565320373;0.91167574107683;0;0;0;0.00406410603217567;0.964764080217209;0.964764080217209;0.1144622;0.00192578443757343;0.1318386;0.00961768320854872;0.153072;0.00694717107893565;0.1909828;0.0111933847293837;0.2191712;0.0119334120099827;0.2273624;0.00299900930308661;0.2583532;0.00886127878469016;0.2691976;0.00977450956825967;0.26895;0.00660345913139469;0.303686;0.0173331254538817;0.3294614;0.0123816225027256;0.321822;0.00112303027563819
"110";"industry_water_withdrawal_km3";"Saint Lucia";"LCR";"LCA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"111";"industry_water_withdrawal_km3";"Liechtenstein";"Other";"LIE";0.0011918;0.00119143;0.00119523;0.00123259;0.00122247;0.00128404;0.00132259;0.0013564;0.00139081;0.00141672;0.00145009;0.00149156;0.00154694;0.00162004;0.00172042;0.00188735;0.00198948;0.00206859;0.00198031;0.0022399;0.0023711;0.00250729;0.00258771;0.00247491;0.00247591;0.00248988;0.00244898;0.00234441;0.00265645;0.00292536;0.00300566;0.00300175;0.0030212;0.0028147;0.00256949;0.00326381;0.00324479;0.00355293;0.00275351;0.00279182;0.00269114;0.00343913;0.00333896;0.00333431;0.00338465;0.00265716;0.00247872;0.00284458;0.00325457;0.00301897;0.00329323;0.00330685;0.00317781;0.00258742;0.00353673;0.00355775;0.0026067;0.0028384;0.00243875;0.000749039752626011;0.884151325247753;0.872158479190378;0.733817301875378;0;0;4.44089209850063e-16;3.92176972530681e-05;0.781723565937359;0.781723565937359;0.001206704;1.94018602200923e-05;0.001354112;5.28570276311485e-05;0.00156581;0.000107360843420681;0.002033126;0.000132248183087708;0.002483384;7.77669227885481e-05;0.002573016;0.000226751380216307;0.00288256;0.000194421398127881;0.003121372;0.000341207365717682;0.003237638;0.000308416618180668;0.0028508;0.000303022287216634;0.003180408;0.000356133145213978;0.00300095;0.000495924291096938
"112";"industry_water_withdrawal_km3";"Sri Lanka";"SOA";"LKA";0.093744;0.0938144;0.0941834;0.0943959;0.0936512;0.0888694;0.0894106;0.096032;0.0961011;0.0971592;0.0951939;0.0972762;0.101394;0.0930031;0.0950574;0.0979906;0.10351;0.105367;0.103061;0.106884;0.0942408;0.100198;0.104921;0.107375;0.109647;0.111863;0.118509;0.11771;0.119921;0.120938;0.122241;0.12164;0.126643;0.130699;0.133335;0.136009;0.141071;0.145404;0.148204;0.152329;0.154508;0.154419;0.156725;0.154299;0.157775;0.162509;0.166702;0.175323;0.182684;0.189788;0.202106;0.204074;0.213759;0.213766;0.214196;0.213598;0.213498;0.213778;0.133491434482759;0.0407296498913306;0.943236989643196;0.980313144052416;0.914095583787054;0;0;0;0.00227500377126332;0.889696018631153;0.889696018631153;0.09395778;0.000317452566535539;0.09351446;0.00402278178354233;0.09638492;0.00318209078233164;0.10336252;0.00336856611216108;0.10327636;0.00614830036253923;0.1177882;0.00353919972592675;0.1269116;0.00513032365450758;0.1446034;0.00631727269476315;0.1555452;0.00160164452985049;0.1754012;0.0112016762897345;0.2095802;0.00596805673565525;0.213624666666667;0.000141891977691952
"113";"industry_water_withdrawal_km3";"Lesotho";"AFR";"LSO";0.00385376;0.00385376;0.00386487;0.00388129;0.00406812;0.00421102;0.0043234;0.00437121;0.00440832;0.00444931;0.00447068;0.00453567;0.00457784;0.00474271;0.00479918;0.00542103;0.00578999;0.00575151;0.00570816;0.0061285;0.00671131;0.00684241;0.00756031;0.00757145;0.00735206;0.00741814;0.00709314;0.00649781;0.00669557;0.0068875;0.00716582;0.00725761;0.00758181;0.007791;0.00808367;0.00805955;0.00812067;0.00829189;0.00820882;0.00833269;0.00816124;0.00804872;0.00788557;0.00768265;0.0075626;0.00858117;0.00881115;0.00881068;0.00882977;0.00883731;0.00883464;0.00883564;0.00886551;0.00886551;0.0088919;0.00885334;0.00884668;0.0088655;0.00684143344827586;0.00175776981562169;0.955756625259217;0.973883352251112;0.885593382588839;0;9.54297877892556e-38;0;9.94855350825917e-05;0.913470726726888;0.913470726726888;0.00390436;9.22357612317478e-05;0.004352652;9.17897018733582e-05;0.004625216;0.000139832632207221;0.005759838;0.000252166435851403;0.007207508;0.00040537862427612;0.006918432;0.000356292750796308;0.007575982;0.000378684369851727;0.008202724;0.000114138677844103;0.007868156;0.000248285008468091;0.008774016;0.000108429010785859;0.00885864;2.40084433064702e-05;0.00885517333333333;9.54300441859524e-06
"114";"industry_water_withdrawal_km3";"Lithuania";"ECA";"LTU";1.81287;1.81287;1.81809;1.83396;1.89611;1.88057;1.92606;1.94861;1.98818;1.98518;2.01442;2.06709;2.10489;2.15846;2.21835;2.39445;2.57602;2.59232;2.64885;2.69526;2.80174;2.9346;3.06993;3.18417;3.09513;2.95895;2.92368;2.93242;2.93249;2.95991;3.06128;3.13232;3.35679;3.33649;3.10125;2.94661;2.89212;3.12102;3.20095;3.38792;3.51189;3.48539;3.53216;3.61835;3.80274;4.12562;4.4115;4.61652;4.84913;5.28175;5.60635;5.20448;5.18901;5.18901;5.20445;5.189;5.17004;4.99974;3.21878465517241;1.11588987695874;0.945091521349816;0.970622616430693;0.881961420664347;0;2.46412148370631e-36;0;0.0624519243901682;0.893197983727307;0.893197983727307;1.83478;0.0353577912206065;1.94572;0.044719496307539;2.112642;0.0791456092907244;2.58138;0.114686631086627;3.017114;0.149981876671817;2.94149;0.0167675952360498;3.197626;0.13852782041886;3.109724;0.199875257923536;3.590106;0.128891295012503;4.656904;0.43917537445763;5.27866;0.183347196324351;5.11959333333333;0.10422805060699
"115";"industry_water_withdrawal_km3";"Luxembourg";"Other";"LUX";0.0515265;0.051408;0.0516679;0.0521417;0.0531011;0.0543975;0.0566127;0.0576207;0.0586234;0.0593892;0.060903;0.0633027;0.0658839;0.0674695;0.0721678;0.078492;0.082637;0.084319;0.0866643;0.0900889;0.0960829;0.100483;0.102956;0.0972564;0.0939958;0.0925732;0.0917953;0.0930381;0.103174;0.110164;0.113095;0.113948;0.122343;0.124532;0.128644;0.127718;0.131231;0.13747;0.136484;0.132097;0.133105;0.134279;0.131288;0.130367;0.133749;0.143113;0.15039;0.152928;0.156485;0.16358;0.16863;0.163312;0.163203;0.163203;0.163688;0.163203;0.163202;0.163202;0.108421112068966;0.038466343322055;0.988489925523298;0.984356977670029;0.91035802713284;0;6.40985568334358e-44;0;0.00225166496970068;0.977112332861052;0.977112332861052;0.05196904;0.000691495508300667;0.0573287;0.00194369247696234;0.06594538;0.0042852825422602;0.08444024;0.00434458672982828;0.09815482;0.00356613270392452;0.09814892;0.00817299207922044;0.1205124;0.00677754323483075;0.133;0.00399885764937939;0.1325576;0.00166530111391304;0.1532992;0.00755321247549677;0.1644072;0.0023690159771517;0.163202333333333;5.77350269174178e-07
"116";"industry_water_withdrawal_km3";"Latvia";"ECA";"LVA";0.194917;0.194917;0.195479;0.195448;0.196847;0.19631;0.201279;0.20406;0.208446;0.209022;0.212661;0.218674;0.223415;0.230056;0.237278;0.256731;0.27685;0.280966;0.283727;0.291488;0.303611;0.318952;0.309165;0.319526;0.311467;0.301252;0.299185;0.29939;0.302056;0.307438;0.32146;0.331846;0.365792;0.35546;0.321155;0.311683;0.3212;0.328451;0.336434;0.349127;0.3591;0.366871;0.375134;0.384204;0.400255;0.427536;0.456818;0.480427;0.51422;0.573444;0.602141;0.554773;0.54606;0.54606;0.547685;0.54606;0.54606;0.546048;0.339588224137931;0.118667336896497;0.940659299130159;0.978479254705498;0.898456099540871;0;4.49065777993639e-40;0;0.00661019345412033;0.884839917040038;0.884839917040038;0.1955216;0.000789778323328763;0.2038234;0.00527671780560605;0.2244168;0.00960980268788075;0.2779524;0.0130115656360025;0.3125442;0.00674883039496473;0.3018642;0.00334584073141565;0.3391426;0.0204078203833726;0.329379;0.0143236008915356;0.3771128;0.0159618108214576;0.490489;0.0562199979544645;0.5593438;0.0241936915475915;0.546056;6.92820323028244e-06
"117";"industry_water_withdrawal_km3";"Macao";"EAP";"MAC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"118";"industry_water_withdrawal_km3";"Morocco";"MENA";"MAR";0.102506;0.102508;0.102807;0.101599;0.105786;0.108742;0.109264;0.110033;0.108288;0.109503;0.111499;0.114208;0.115944;0.129552;0.135073;0.143203;0.151813;0.158284;0.16079;0.167148;0.175537;0.184639;0.192626;0.17971;0.179175;0.17278;0.167392;0.166904;0.180216;0.184034;0.192261;0.192754;0.198932;0.202044;0.202495;0.197879;0.204634;0.208141;0.214571;0.208047;0.21868;0.2173;0.211991;0.212857;0.216721;0.230374;0.239802;0.242863;0.250047;0.260171;0.2733;0.274089;0.273607;0.273595;0.274396;0.273526;0.273407;0.2733;0.185230120689655;0.0558566311755679;0.982507759904393;0.98657274263019;0.917397923990742;0;9.1652275268085e-46;0;0.00324983527638497;0.965321498272346;0.965321498272346;0.1030412;0.00159995771819133;0.109166;0.000675559397832644;0.1212552;0.0104022088856166;0.1562476;0.00912998232747468;0.1823374;0.00660117597856624;0.1742652;0.0076562953966001;0.1976972;0.00493522498980543;0.2066544;0.00608094423588969;0.2155098;0.00292152746007974;0.2446514;0.0111862604251823;0.2737974;0.000438171541750491;0.273411;0.00011305308487609
"119";"industry_water_withdrawal_km3";"Monaco";"Other";"MCO";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"12";"industry_water_withdrawal_km3";"Austria";"Other";"AUT";0.618065;0.618065;0.619847;0.637851;0.649822;0.66548;0.683572;0.700931;0.718588;0.73179;0.74887;0.770352;0.79983;0.835826;0.889573;0.971213;1.02347;1.06273;1.08862;1.14825;1.21572;1.28546;1.32699;1.27136;1.26836;1.27367;1.25336;1.26214;1.40048;1.49866;1.53124;1.53026;1.6344;1.65021;1.70637;1.68303;1.71731;1.80731;1.80085;1.73596;1.74899;1.74274;1.68869;1.68664;1.72362;1.82831;1.89778;1.91687;1.95198;2.03664;2.09866;2.04197;2.03752;2.03752;2.04359;2.03752;2.03752;2.03752;1.38672353448276;0.496641744608205;0.984986503494165;0.986384038436738;0.921401189085155;0;1.35137639669831e-45;0;0.0289683741425449;0.970198412065659;0.970198412065659;0.62873;0.0144434868020156;0.7000722;0.0265446233953319;0.8088902;0.0556887691298703;1.0588566;0.0667563765703322;1.273578;0.0399177870128092;1.337662;0.108133982725136;1.610496;0.0775560379983403;1.748892;0.0538858953716091;1.718136;0.0293533018585644;1.926316;0.0763850969103266;2.051852;0.0263045427635608;2.03752;0
"120";"industry_water_withdrawal_km3";"Moldova";"ECA";"MDA";2.44374;2.44374;2.45079;2.4504;2.44976;2.4484;2.43743;2.44454;2.4445;2.44465;2.44234;2.43942;2.43284;2.42929;2.42495;2.41885;2.41289;2.40424;2.39663;2.38979;2.38298;2.38111;2.38076;2.36913;2.36329;2.35777;2.35374;2.35192;2.34298;2.33875;2.34132;2.34065;2.34099;2.33823;2.30796;2.30628;2.30319;2.30298;2.30199;2.30432;2.30362;2.29938;2.30408;2.31672;2.32916;2.3791;2.38622;2.39261;2.39808;2.40542;2.41173;2.4005;2.40443;2.40443;2.41158;2.40443;2.40443;2.40443;2.38310137931034;0.0492741847805058;-0.504002101774493;-0.531655334917331;-0.440670133910292;5.49635794826524e-05;1.75105386025432e-05;1.10510733469646e-06;-0.00147062659571194;0.254018118593109;0.254018118593109;2.447686;0.00362090872572067;2.443904;0.00398255320115123;2.433768;0.00714309246755224;2.40448;0.011776047724088;2.375454;0.00872840936253556;2.349032;0.00789310901989828;2.33383;0.014512882208576;2.303752;0.00163782477695275;2.310592;0.0122377171073693;2.392286;0.0102083828298119;2.406534;0.00494275530448342;2.40443;0
"121";"industry_water_withdrawal_km3";"Madagascar";"AFR";"MDG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
