"FID";"livestock_water_withdrawal_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"144";"livestock_water_withdrawal_km3";"Norway";"Other";"NOR";0.000430941;0.000430971;0.000431967;0.000429154;0.000427456;0.000421893;0.000422787;0.000418162;0.000425882;0.000414902;0.000406401;0.000392229;0.000372582;0.000364002;0.000362427;0.000367727;0.000365227;0.000359161;0.000363416;0.000377142;0.000384852;0.000398365;0.000406254;0.000425585;0.000431908;0.000432486;0.000439546;0.000442781;0.000433322;0.00042026;0.000414959;0.00041431;0.000417869;0.000420418;0.000426033;0.000418499;0.000432397;0.000439124;0.000443916;0.000432914;0.000429937;0.000421521;0.000417517;0.000423891;0.000421165;0.000422846;0.000420819;0.000413547;0.000405508;0.000393502;0.000390854;0.000391407;0.000392252;0.000391899;0.000393313;0.000392362;0.000392362;0.000392224;0.0004097785;2.31885093619625e-05;-0.0205707642861778;-0.109632865263594;-0.102874437386825;0.878186862421133;0.41265115729511;0.254126661941122;-2.82471008028582e-08;0.000423156343317661;0.000423156343317661;0.0004300978;1.79145463241468e-06;0.0004207252;4.26283399864456e-06;0.0003795282;1.91391047517902e-05;0.0003665346;6.70343593241557e-06;0.0004093928;1.93832200291902e-05;0.000433679;8.64419388954228e-06;0.0004187178;4.76131732821915e-06;0.00043337;9.57376542954755e-06;0.0004228062;4.59200426829069e-06;0.0004112444;1.20340256896851e-05;0.000391945;9.2837411639921e-07;0.000392316;7.96743371481709e-08
"145";"livestock_water_withdrawal_km3";"Nepal";"SOA";"NPL";0.0141819;0.0142207;0.0142398;0.0142312;0.0142711;0.0142471;0.0143396;0.0142661;0.0142517;0.0144347;0.0146594;0.0146677;0.0147921;0.0149847;0.0150575;0.0151951;0.015275;0.0154297;0.0155799;0.0156758;0.0160399;0.0161136;0.0165119;0.0166399;0.0166835;0.0168288;0.0170351;0.0168927;0.0172262;0.0173435;0.0174564;0.0172589;0.0173706;0.0173691;0.0171116;0.0172943;0.0174238;0.01765;0.0180373;0.0179431;0.0181924;0.0178417;0.0178397;0.0174611;0.0176462;0.0176983;0.0179836;0.0179364;0.018084;0.0187128;0.0188127;0.0189841;0.0196493;0.0198753;0.0195229;0.0194818;0.0173581;0.0181062;0.0166796137931034;0.00165804377161109;0.957576034413648;0.966347780614599;0.888687235329704;0;0;0;9.40199206373612e-05;0.916951861683367;0.916951861683367;0.01422894;3.23309913241148e-05;0.01430784;8.01333763172372e-05;0.01483228;0.000182033244216544;0.0154311;0.00020129872081064;0.01639776;0.000300881102763202;0.01706526;0.000217898538315428;0.01731332;0.000132774986349086;0.0176697;0.000320802657407946;0.01779622;0.000271904830777241;0.01808302;0.000379478276058064;0.01936886;0.000451721870181198;0.0183153666666667;0.00107719006834139
"146";"livestock_water_withdrawal_km3";"Nauru";"Other";"NRU";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"147";"livestock_water_withdrawal_km3";"New Zealand";"Other";"NZL";0.0382246;0.0382246;0.0383561;0.038739;0.0392204;0.0401339;0.041006;0.0426625;0.0454954;0.0477843;0.0486271;0.0484085;0.0487635;0.0471707;0.0491603;0.046372;0.0461369;0.0457145;0.0463441;0.0478507;0.0496957;0.0503071;0.0541358;0.054649;0.0548104;0.0545363;0.054431;0.0530797;0.0530928;0.0506454;0.0510691;0.0479673;0.0462689;0.0444714;0.0428411;0.0412986;0.0411989;0.0410664;0.0399912;0.0390816;0.0377089;0.0385106;0.036455;0.0348164;0.034838;0.0348783;0.0346139;0.0348824;0.0352083;0.0339467;0.0311042;0.0300543;0.0300979;0.0300979;0.0302048;0.0300798;0.0300783;0.0300961;0.0421845620689655;0.00766727618177791;-0.58412148472048;-0.569244493932431;-0.397699830731967;1.48284024316154e-06;3.11857018932247e-06;1.04645399331469e-05;-0.000265213060998487;0.341197908912049;0.341197908912049;0.03855294;0.000428509472474066;0.04341642;0.00318410077682852;0.04842602;0.0007532642776609;0.04648364;0.000808175864524549;0.0527196;0.00250318691371619;0.05315704;0.00156873961924852;0.04652356;0.00318524108632298;0.04052734;0.000963591037733332;0.03646578;0.00166559857768911;0.03470592;0.000473848184548594;0.03031182;0.000446418925450075;0.0300847333333333;9.87235196563346e-06
"148";"livestock_water_withdrawal_km3";"Oman";"MENA";"OMN";1.75431e-07;1.75431e-07;1.75858e-07;1.78669e-07;1.81964e-07;1.85261e-07;1.90025e-07;1.93817e-07;1.97745e-07;2.01669e-07;2.06639e-07;2.11399e-07;2.20447e-07;2.34264e-07;2.65185e-07;3.01024e-07;3.53211e-07;4.06903e-07;4.63109e-07;5.06391e-07;5.35506e-07;5.66911e-07;6.07332e-07;6.27472e-07;6.12898e-07;6.02592e-07;6.16419e-07;6.44104e-07;6.49543e-07;6.63839e-07;6.68895e-07;6.70619e-07;6.84376e-07;7.38205e-07;8.0899e-07;8.6362e-07;9.2659e-07;9.6096e-07;9.99087e-07;1.03576e-06;1.07379e-06;1.11553e-06;1.16146e-06;1.20088e-06;1.22511e-06;1.24994e-06;1.27926e-06;1.42836e-06;1.46084e-06;1.48533e-06;1.50455e-06;1.54349e-06;1.57584e-06;1.57584e-06;1.5798e-06;1.57584e-06;1.57584e-06;1.57584e-06;7.70615517241379e-07;4.91555145999765e-07;0.981470560734831;0.998507675545051;0.986955423881728;0;2.06285011529833e-72;0;2.85693358762186e-08;0.963284461589139;0.963284461589139;1.774706e-07;2.85250859770834e-09;1.937034e-07;6.41488431696161e-09;2.275868e-07;2.35055396704692e-08;4.061276e-07;8.2381982039764e-08;5.900238e-07;3.78535418976877e-08;6.352994e-07;2.51055442542081e-08;7.14217e-07;6.00056252404723e-08;9.572034e-07;6.63975157878666e-08;1.155354e-06;6.1673406991993e-08;1.380746e-06;1.0843151377713e-07;1.555904e-06;3.22383611556171e-08;1.57584e-06;0
"149";"livestock_water_withdrawal_km3";"Pakistan";"SOA";"PAK";0.0172484;0.0179613;0.0174699;0.0180745;0.0180711;0.018186;0.0183673;0.0183557;0.0194595;0.0196713;0.0193707;0.0198367;0.020064;0.0202348;0.0208455;0.0217991;0.0212812;0.0229601;0.0238443;0.0238363;0.0247715;0.0255322;0.0248919;0.0260613;0.0265414;0.0278193;0.0265125;0.0266914;0.0306224;0.0297388;0.030586;0.0316716;0.033575;0.0329187;0.0340449;0.0326791;0.0340651;0.0361274;0.0377332;0.0375166;0.0386456;0.0375717;0.0367076;0.0366965;0.0382436;0.0424744;0.0412036;0.0444269;0.0468838;0.0501746;0.0516585;0.0488597;0.0520739;0.0528075;0.0504982;0.0530137;0.0510649;0.0542846;0.0316263327586207;0.0115629723627118;0.974275628149739;0.994893721738596;0.951603145795523;0;0;0;0.000667116906087538;0.949212999606565;0.949212999606565;0.01776504;0.000381438301695044;0.01880796;0.000699180754883886;0.02007034;0.000541304926081409;0.0227442;0.00117080081995188;0.02555966;0.000755531232312735;0.02827688;0.00183540439876339;0.03255924;0.00141860374770406;0.03562428;0.00220151514802874;0.037573;0.000882800404961394;0.04503266;0.00358607048703731;0.05117956;0.00154316380141578;0.0527877333333333;0.00162170056525036
"15";"livestock_water_withdrawal_km3";"Belgium";"Other";"BEL";0.00139031;0.00129853;0.00139359;0.00145074;0.00151687;0.00152422;0.00145139;0.00147527;0.0015141;0.00153082;0.00156158;0.00157817;0.00161695;0.00159237;0.0016155;0.00165471;0.00175672;0.00176276;0.00158933;0.0017377;0.0017431;0.00176876;0.00178348;0.00177751;0.001768;0.00178755;0.00182003;0.00182334;0.00181044;0.00180594;0.00178358;0.00174587;0.00177314;0.00182323;0.00181216;0.00179906;0.00179728;0.00182107;0.00178211;0.00176213;0.00177359;0.00182598;0.00171338;0.00169425;0.00163426;0.00149715;0.00155662;0.00153651;0.0015215;0.00151794;0.00151093;0.00146567;0.00150209;0.0014915;0.00150474;0.00150123;0.00150238;0.00148756;0.00163856362068966;0.000145254091341941;0.11845538143293;0.0837614199144852;0.0949788263762856;0.375825147126676;0.530893777133552;0.292270513120357;1.0189052262451e-06;0.0140316773904226;0.0140316773904226;0.001410008;8.08756596263672e-05;0.00149916;3.43011217017752e-05;0.001592914;2.39131643660976e-05;0.001700244;7.56240724240635e-05;0.00176817;1.54152002906222e-05;0.00180946;1.41224838466893e-05;0.001787596;3.09811850967647e-05;0.00179233;2.18647627473979e-05;0.001728292;7.38547504904052e-05;0.001525944;2.21673460296897e-05;0.001494986;1.78283378361528e-05;0.00149705666666667;8.24443044323463e-06
"150";"livestock_water_withdrawal_km3";"Panama";"LCR";"PAN";0.000100149;0.000100146;0.000100431;0.000104481;0.000104271;0.000112144;0.000124579;0.000128216;0.000138772;0.000143398;0.000137777;0.000152353;0.000155436;0.000155874;0.000160808;0.000165369;0.000166552;0.000169365;0.000172728;0.000175463;0.000179076;0.000184205;0.000183704;0.000188266;0.000189859;0.00019207;0.000193004;0.000189361;0.000188579;0.000187167;0.000186437;0.000185317;0.000183678;0.000185262;0.000187057;0.000188205;0.000185602;0.000180578;0.000178647;0.000169893;0.000173076;0.000167888;0.000166639;0.000180642;0.000179293;0.000174881;0.000173134;0.000181808;0.000180877;0.000180817;0.000190684;0.000191539;0.000193803;0.000193777;0.000194249;0.000193664;0.000192746;0.00019369;0.000168577344827586;2.7765320555744e-05;0.775461266514186;0.748500415269618;0.581367211131277;8.879563750952e-13;0;1.14557474617527e-10;1.27500950506014e-06;0.601340175863794;0.601340175863794;0.0001018956;2.26845670004962e-06;0.0001294218;1.231045739199e-05;0.0001524496;8.74360442266231e-06;0.0001698954;4.21217690749095e-06;0.000185022;4.23319129026791e-06;0.0001900362;2.43699686089253e-06;0.0001855502;1.2941633204507e-06;0.000180585;7.09417800030419e-06;0.0001735076;6.38972544793593e-06;0.0001783034;3.98934020860593e-06;0.0001928104;1.59116114834419e-06;0.000193366666666667;5.37670283104189e-07
"151";"livestock_water_withdrawal_km3";"Peru";"LCR";"PER";0.00539434;0.0053832;0.00534253;0.00553108;0.00556853;0.00547687;0.00502714;0.0052787;0.00515284;0.00538595;0.00544159;0.00570006;0.00579472;0.00584328;0.00545214;0.00548829;0.00539465;0.00545686;0.00529901;0.00520961;0.004833;0.00505952;0.00505012;0.00531776;0.0053647;0.0048402;0.00490389;0.00483152;0.00501149;0.00490749;0.00499636;0.00495999;0.00467744;0.00472562;0.00459895;0.00473765;0.00490199;0.00500556;0.00515712;0.00521639;0.00553257;0.00584392;0.00589049;0.00581564;0.00579032;0.00604294;0.00596032;0.0058907;0.00594832;0.00605291;0.0060451;0.00611648;0.00599084;0.00595691;0.00597581;0.00594177;0.00583846;0.00587608;0.00541771948275862;0.000431611303363288;0.40587029035848;0.406687378879695;0.220810647307925;0.00157237582833836;0.0016678103837216;0.0143486335634235;1.03736285336367e-05;0.164730692595675;0.164730692595675;0.005443936;9.94353349167187e-05;0.0052643;0.000179485573654263;0.005646358;0.000189290799617942;0.005369684;0.000115009607337822;0.00512502;0.000217813653382886;0.004898918;7.20433013541163e-05;0.004791672;0.000176622275124062;0.005003742;0.000193588293731826;0.005774588;0.000140308298649795;0.005979038;6.82607121263763e-05;0.006017028;6.45709808660205e-05;0.00588543666666667;5.22867041735595e-05
"152";"livestock_water_withdrawal_km3";"Philippines";"EAP";"PHL";0.00170288;0.00171529;0.00174105;0.00179774;0.00184554;0.00177905;0.00182117;0.0019408;0.00204616;0.00212423;0.0021999;0.00228059;0.00236778;0.00248374;0.00256158;0.00262286;0.00238351;0.00210916;0.00177718;0.00180411;0.00191257;0.0018229;0.0019713;0.00195881;0.00199657;0.00196568;0.00208228;0.00206431;0.00206819;0.00196782;0.00206461;0.00215723;0.00209493;0.00205206;0.00198494;0.00209617;0.00225804;0.00229766;0.0025238;0.00257662;0.00241826;0.00270738;0.00271089;0.0027199;0.00273187;0.0027614;0.00279308;0.0027962;0.00280685;0.00278535;0.00310292;0.00286248;0.00265859;0.0028465;0.00282821;0.00275585;0.00269317;0.00266193;0.00228726965517241;0.000387476808351681;0.789499850346714;0.791319326955612;0.635813672111313;1.78523862359725e-13;0;1.78790315885635e-12;1.81154191147066e-05;0.623310013697485;0.623310013697485;0.0017605;5.99185492981931e-05;0.001942282;0.00014595436982153;0.002378718;0.000146793011482155;0.002139364;0.000366694841564481;0.00193243;6.83958357650523e-05;0.002029656;5.78179767027523e-05;0.002070754;6.28765348122811e-05;0.002350458;0.00019823458431868;0.00265766;0.000134162972723475;0.002788576;1.70388711480545e-05;0.00285974;0.000158725219325726;0.00270365;4.78290121160786e-05
"153";"livestock_water_withdrawal_km3";"Palau";"EAP";"PLW";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"154";"livestock_water_withdrawal_km3";"Papua New Guinea";"EAP";"PNG";2.79545e-06;2.7952e-06;2.80332e-06;2.86878e-06;2.93904e-06;3.00788e-06;3.08632e-06;3.18912e-06;3.25328e-06;3.32011e-06;3.54705e-06;3.56462e-06;3.664e-06;3.79767e-06;3.95178e-06;4.06814e-06;4.24301e-06;4.33212e-06;4.472e-06;4.50326e-06;4.57757e-06;4.68642e-06;4.75555e-06;4.85304e-06;4.84429e-06;5.03181e-06;5.10825e-06;5.19068e-06;5.26713e-06;5.24627e-06;5.30451e-06;5.37331e-06;5.4518e-06;5.48034e-06;5.8993e-06;6.22288e-06;6.6425e-06;7.01036e-06;7.23603e-06;7.37124e-06;7.5049e-06;7.4798e-06;7.53218e-06;8.0844e-06;8.50023e-06;8.49512e-06;8.51689e-06;8.54525e-06;8.56827e-06;8.61658e-06;8.67011e-06;8.68692e-06;8.78653e-06;8.78521e-06;8.81468e-06;8.78651e-06;8.78665e-06;8.75991e-06;5.75302706896552e-06;2.1180128545441e-06;0.984779074081838;0.998338921529423;0.983061101028433;0;0;0;1.23514522439939e-07;0.96978982474948;0.96978982474948;2.840358e-06;6.31936192981538e-08;3.171342e-06;1.25608893873006e-07;3.705024e-06;1.70164509607615e-07;4.323706e-06;1.77572076577372e-07;4.743374e-06;1.15210296979046e-07;5.168828e-06;9.82111028346594e-08;5.501852e-06;2.32593955359979e-07;6.896602e-06;4.66878635321858e-07;7.820302e-06;4.55654518050683e-07;8.548422e-06;4.7129841608051e-08;8.74869e-06;6.54037563905932e-08;8.77769e-06;1.53980907907445e-08
"155";"livestock_water_withdrawal_km3";"Poland";"ECA";"POL";0.00859561;0.00854299;0.0086156;0.00903589;0.0094864;0.0096295;0.00967771;0.0098253;0.0102879;0.0106257;0.0107474;0.0107264;0.0106167;0.0109375;0.0114823;0.0121166;0.0128733;0.0130645;0.0126925;0.0128645;0.0130996;0.0130612;0.0128626;0.012051;0.0120424;0.011366;0.0115687;0.0115604;0.0115538;0.0112399;0.0111211;0.0113227;0.0109012;0.0100817;0.00762047;0.00695371;0.00700067;0.00676355;0.0064951;0.00661251;0.00639292;0.00604556;0.00562086;0.00536736;0.00528214;0.00550032;0.00530001;0.00531609;0.00541846;0.00555881;0.00543826;0.00530915;0.00534789;0.0053097;0.00531962;0.00533276;0.00526821;0.00510193;0.00889573551724138;0.00284288085096307;-0.71980869763276;-0.668399520132886;-0.472474289171204;1.92375843866164e-10;2.88326305082446e-08;1.61504148099377e-07;-0.000121178722200004;0.518124561187761;0.518124561187761;0.008855298;0.000404144924587703;0.010009222;0.000431747280732606;0.01090206;0.000344289461064378;0.01272228;0.000363277857844378;0.01262336;0.000534053993525;0.01145776;0.000148281161986275;0.010209434;0.00152217663635992;0.006765108;0.000216363737303643;0.005741768;0.00046966650393657;0.005418738;0.000112814909342693;0.005344924;5.45004764199362e-05;0.0052343;0.000119092561900397
"156";"livestock_water_withdrawal_km3";"Puerto Rico (U.S.)";"Other";"PRI";1.81473e-05;1.81473e-05;1.81875e-05;1.89145e-05;1.96915e-05;2.02413e-05;2.05686e-05;1.99488e-05;2.03943e-05;2.01728e-05;2.0521e-05;2.09486e-05;2.13787e-05;2.22168e-05;2.27342e-05;2.3282e-05;2.31113e-05;2.35965e-05;2.44723e-05;2.47497e-05;2.4491e-05;2.36377e-05;2.22978e-05;2.23319e-05;2.38913e-05;2.54067e-05;2.61013e-05;2.6361e-05;2.68392e-05;2.45448e-05;2.68966e-05;2.76224e-05;2.84706e-05;2.90463e-05;2.30869e-05;2.3141e-05;2.3156e-05;2.08002e-05;2.10686e-05;2.1347e-05;2.16504e-05;2.10198e-05;2.08012e-05;2.1302e-05;2.14498e-05;2.21744e-05;2.07736e-05;2.13174e-05;2.14593e-05;2.21761e-05;2.23231e-05;2.22621e-05;2.22621e-05;2.22621e-05;2.23131e-05;2.22621e-05;2.22621e-05;2.22621e-05;2.24878637931034e-05;2.41997624583806e-06;0.232114201984591;0.255886284689549;0.235261140751108;0.0795538791577861;0.0525303525213012;0.00938489470502613;3.32631548186664e-08;0.0538770027629464;0.0538770027629464;1.861762e-05;6.83513168856313e-07;2.026516e-05;2.33418236219881e-07;2.155986e-05;9.07790233479079e-07;2.384236e-05;7.29552854836441e-07;2.332994e-05;9.77151269251594e-07;2.58506e-05;8.94825326530268e-07;2.702456e-05;2.34826622276947e-06;2.190256e-05;1.15370915225632e-06;2.124464e-05;3.38088018125457e-07;2.158016e-05;6.0051116808932e-07;2.22845e-05;3.0875556675143e-08;2.22621e-05;0
"157";"livestock_water_withdrawal_km3";"Korea, Democratic People's Republic of";"Other";"PRK";0.000327072;0.00032716;0.000328124;0.000322676;0.000318096;0.000331655;0.000344859;0.000362261;0.00037378;0.000393099;0.000399318;0.000403909;0.000406351;0.000418463;0.000436115;0.000439513;0.00044548;0.000449731;0.000457468;0.000456028;0.000441937;0.000464167;0.00048092;0.000476444;0.0004912;0.00051356;0.000527964;0.000552431;0.000585739;0.000617113;0.000642013;0.00065461;0.000671763;0.000683051;0.000687855;0.000706847;0.000744905;0.000772327;0.000764341;0.00072789;0.000746418;0.000816671;0.000857124;0.000852598;0.000846964;0.000834851;0.000840228;0.000834295;0.000841859;0.000791449;0.000826985;0.000817394;0.000842052;0.000863133;0.00083336;0.00086718;0.000860206;0.00083621;0.000602710551724138;0.000195743604467786;0.977008287908189;0.976990987111262;0.900786448880823;0;0;0;1.13249540742562e-05;0.954545194641289;0.954545194641289;0.0003246256;4.21555082996278e-06;0.0003611308;2.40667804494079e-05;0.0004128312;1.48160194789289e-05;0.000449644;7.44906131670293e-06;0.0004709336;1.88905356541312e-05;0.0005593614;4.23161331444639e-05;0.0006678584;1.92965658291832e-05;0.000743262;2.6712115809123e-05;0.000823955;4.61385443961987e-05;0.0008285364;2.09922370603993e-05;0.0008365848;1.73604399339417e-05;0.000854532;1.62459512494652e-05
"158";"livestock_water_withdrawal_km3";"Portugal";"Other";"PRT";0.00089185;0.000933698;0.000937832;0.000899842;0.000929279;0.000931145;0.000943569;0.000969374;0.00100838;0.000969655;0.000909754;0.000931768;0.000884232;0.000819198;0.000821095;0.000815483;0.00072207;0.000706923;0.000703453;0.000809318;0.000954918;0.000875611;0.000905889;0.000780805;0.000869714;0.00079643;0.000744834;0.000744654;0.000696269;0.000685397;0.000765041;0.000730144;0.000815302;0.000809059;0.000741754;0.000745015;0.000741728;0.00068564;0.000843385;0.000862998;0.000862477;0.000825361;0.000818953;0.000889294;0.000833832;0.000860247;0.000839253;0.00081974;0.000863818;0.000868438;0.000834698;0.000809023;0.000794232;0.000794231;0.00077561;0.000794128;0.000788775;0.000759404;0.000830414120689655;7.97111500743664e-05;-0.446109678024497;-0.452459318957827;-0.306715063520871;0.000448456201365874;0.000416479044207709;0.000671523881053901;-2.10577197083882e-06;0.19901384482712;0.19901384482712;0.0009185002;2.10904939060231e-05;0.0009644246;2.96918282579567e-05;0.0008732094;5.12817149459727e-05;0.0007514494;5.61214768364126e-05;0.0008773874;6.36661837108209e-05;0.0007335168;4.44778055067918e-05;0.00077226;3.86110982037548e-05;0.0007757532;7.48476043150347e-05;0.0008459834;2.93744333613433e-05;0.0008502992;2.04121041468047e-05;0.0008015588;2.19922698396505e-05;0.000780769;1.86952151899891e-05
"159";"livestock_water_withdrawal_km3";"Paraguay";"LCR";"PRY";0.00718602;0.00718842;0.00721393;0.00706441;0.0069346;0.00671768;0.0069045;0.00710144;0.00716448;0.00725121;0.00733875;0.00727365;0.00738783;0.00762091;0.00790432;0.00821166;0.00844272;0.00871589;0.00950911;0.00993173;0.00984617;0.00978366;0.0101731;0.0106268;0.0108236;0.0109691;0.011242;0.0113691;0.0116085;0.0118689;0.0124178;0.0127878;0.013037;0.0125697;0.0129174;0.0135555;0.014112;0.014815;0.0147078;0.014757;0.0147839;0.0146777;0.0149286;0.0152046;0.0149285;0.0161081;0.0159472;0.0161656;0.0163201;0.0166018;0.0167812;0.0177258;0.0182937;0.0183076;0.0183701;0.0183026;0.0183179;0.018316;0.0120195205172414;0.00390875390792703;0.99003720684305;0.99206373619613;0.945553539019964;0;0;0;0.00022916087145098;0.980173670933584;0.980173670933584;0.007117476;0.000117573739542468;0.007027862;0.000215286776927892;0.007505092;0.000258738401711072;0.008962222;0.000730228961470304;0.010250666;0.000462995209672843;0.01141152;0.000344336146810061;0.01274594;0.000252291058105515;0.01438946;0.000545431854588637;0.01490466;0.000198241829592041;0.01622856;0.000247651818083372;0.01789568;0.000675295718185744;0.0183121666666667;8.33926455590361e-06
"16";"livestock_water_withdrawal_km3";"Benin";"AFR";"BEN";0.0001006;0.0001006;0.000100921;0.000107506;0.000114366;0.000122394;0.000130223;0.00014105;0.000151531;0.000158865;0.000162471;0.00017266;0.00017726;0.000184211;0.000198181;0.000210423;0.000208837;0.000224779;0.000231893;0.000238758;0.000247087;0.000255075;0.000270521;0.000277663;0.000287744;0.00030039;0.000308777;0.000317691;0.000305177;0.000310505;0.000321336;0.000325072;0.000343299;0.000345636;0.000353103;0.000360528;0.000388114;0.000369702;0.000406053;0.000420669;0.000432519;0.000451556;0.000475407;0.000492013;0.000501746;0.000511611;0.000527488;0.00053708;0.000549731;0.000561624;0.000575698;0.000587526;0.000600893;0.000600893;0.000602885;0.000600892;0.000600892;0.000600891;0.000337293379310345;0.000164064872118492;0.991860509519713;0.997677460110037;0.979715814339378;0;4.8815946580178e-67;0;9.63644449229435e-06;0.983787270344703;0.983787270344703;0.0001047986;6.10650110947341e-06;0.0001408126;1.49349762068776e-05;0.0001789566;1.33368559375889e-05;0.000222938;1.31274248426719e-05;0.000267618;1.65320455479653e-05;0.000308508;6.43011166310508e-06;0.0003376892;1.37734128196319e-05;0.0003890132;2.48876579994985e-05;0.0004706482;2.85679978944973e-05;0.0005375068;1.93792503131571e-05;0.000593579;1.17256108369671e-05;0.000600891666666667;5.77350269198716e-10
"160";"livestock_water_withdrawal_km3";"French Polynesia (Fr.)";"Other";"PYF";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"161";"livestock_water_withdrawal_km3";"Qatar";"MENA";"QAT";5.54943e-10;5.54943e-10;5.56222e-10;5.71504e-10;5.91073e-10;6.0855e-10;6.33205e-10;6.35604e-10;6.65416e-10;7.02116e-10;7.28669e-10;7.41542e-10;7.73028e-10;8.04178e-10;8.42915e-10;8.82631e-10;8.82394e-10;9.31058e-10;9.89896e-10;1.0556e-09;1.04763e-09;1.39043e-09;1.58302e-09;1.5585e-09;1.41569e-09;1.7006e-09;2.05842e-09;2.65932e-09;2.79333e-09;3.57141e-09;3.84928e-09;4.95333e-09;4.88336e-09;5.52634e-09;6.0914e-09;5.90637e-09;6.59148e-09;6.95386e-09;7.29863e-09;6.99559e-09;6.65517e-09;7.01742e-09;7.8479e-09;6.60234e-09;7.21296e-09;6.99685e-09;7.20292e-09;6.83764e-09;6.91976e-09;7.21027e-09;7.38823e-09;7.40511e-09;7.76597e-09;7.76597e-09;7.78447e-09;7.76597e-09;7.76597e-09;7.76597e-09;3.88697184482759e-09;2.98892092549168e-09;0.948070691675887;0.981460734027271;0.927471025640393;0;7.17684320131053e-42;0;1.67805336153063e-10;0.89883803641479;0.89883803641479;5.65737e-10;1.58013233781225e-11;6.489782e-10;3.59024006049735e-11;7.780664e-10;4.66011721236709e-11;9.483158e-10;7.44929878055646e-11;1.399054e-09;2.13960553443853e-10;2.556616e-09;7.20650945069803e-10;5.060742e-09;8.35116653480219e-10;6.749186e-09;5.33784853410061e-10;7.067158e-09;5.04747473416163e-10;7.033488e-09;1.67773596164593e-10;7.62195e-09;2.05876719907813e-10;7.76597e-09;0
"162";"livestock_water_withdrawal_km3";"Reunion (Fr.)";"Other";"REU";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
