"FID";"livestock_water_withdrawal_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"209";"livestock_water_withdrawal_km3";"Congo, Dem. Rep.";"AFR";"COD";0.000280089;0.000280089;0.000280978;0.000266815;0.000253418;0.000242936;0.000235819;0.000218734;0.000237787;0.000248591;0.000267007;0.00027805;0.000309051;0.000316448;0.000325019;0.000334817;0.000343303;0.000351104;0.000357423;0.00035872;0.0003628;0.000367902;0.000370652;0.00037599;0.000383197;0.000386981;0.000393673;0.000397441;0.000412789;0.000424112;0.000447971;0.000471261;0.000498439;0.000488063;0.00051436;0.000515629;0.00052901;0.000526498;0.000527598;0.000550975;0.000542213;0.000516895;0.000515397;0.000511818;0.000507294;0.000512771;0.00051575;0.000518416;0.000522593;0.000525467;0.000530834;0.000534711;0.000539917;0.000539908;0.000541703;0.000539907;0.00053991;0.0005399;0.000417705913793103;0.000109858225329291;0.953397174683263;0.946890813283939;0.837518949078619;0;2.85143131964302e-29;0;6.20236128456729e-06;0.908966172694024;0.908966172694024;0.0002722778;1.20753613900372e-05;0.0002367734;1.1236008245814e-05;0.000299115;2.52231644029848e-05;0.0003490734;1.00428893402247e-05;0.0003721082;7.81800935021186e-06;0.0004029992;1.51331162752422e-05;0.0004840188;2.55298427570559e-05;0.000529942;1.28983831738711e-05;0.0005187234;1.36426264443472e-05;0.0005189994;5.10969013737623e-06;0.0005374146;4.51340152213384e-06;0.000539905666666667;5.13160143946782e-09
"21";"livestock_water_withdrawal_km3";"Bahamas, The";"LCR";"BHS";8.3268e-07;8.33447e-07;8.34985e-07;9.08207e-07;9.85589e-07;1.05873e-06;1.23505e-06;1.26985e-06;1.29504e-06;1.44e-06;1.58604e-06;1.50717e-06;1.61581e-06;1.59088e-06;1.5706e-06;1.87138e-06;1.81397e-06;2.07361e-06;2.07782e-06;2.24966e-06;2.22339e-06;2.48409e-06;2.75215e-06;2.63658e-06;2.54169e-06;2.8157e-06;2.92439e-06;2.81929e-06;2.79567e-06;2.83233e-06;2.97226e-06;3.30759e-06;3.32473e-06;3.24474e-06;3.80073e-06;3.89934e-06;3.57111e-06;3.0392e-06;2.73784e-06;3.3839e-06;3.30825e-06;3.2209e-06;3.31646e-06;3.07393e-06;2.88943e-06;2.79179e-06;2.9504e-06;3.1859e-06;3.4704e-06;3.43086e-06;3.40229e-06;3.54283e-06;3.54873e-06;3.5176e-06;3.53733e-06;3.53037e-06;3.52772e-06;3.5091e-06;2.5605435862069e-06;9.1961823804265e-07;0.916723760590475;0.909317419791443;0.787053841500303;0;0;0;4.9922541203974e-08;0.840382453231145;0.840382453231145;8.789816e-07;6.77720453269636e-08;1.259734e-06;1.36799658003959e-07;1.5741e-06;4.07913317997831e-08;2.017288e-06;1.7568465405379e-07;2.52758e-06;1.9807493102359e-07;2.837476e-06;5.03318763806795e-08;3.33001e-06;2.98899602124191e-07;3.326278e-06;4.52862042149704e-07;3.161794e-06;1.80808380419714e-07;3.16587e-06;2.95686738458119e-07;3.509756e-06;6.12038747139427e-08;3.52239666666667e-06;1.1591230880857e-08
"210";"livestock_water_withdrawal_km3";"Zambia";"AFR";"ZMB";0.000334324;0.000334897;0.000334173;0.000332922;0.00032928;0.000331388;0.000328234;0.000338179;0.000343916;0.000366219;0.0003692;0.000409928;0.000413738;0.000426487;0.000437008;0.000442941;0.000459422;0.000476689;0.000537005;0.000553639;0.000562429;0.000577483;0.000569981;0.000597896;0.000628147;0.000579674;0.000569439;0.000631294;0.000648366;0.00064499;0.000676292;0.000691663;0.000726217;0.000748373;0.000719033;0.000724422;0.000657918;0.000595999;0.000579094;0.000707298;0.000709039;0.000769844;0.000706104;0.000733042;0.000767377;0.000782181;0.000768373;0.000764927;0.000767737;0.000781398;0.000795621;0.00081127;0.00081893;0.000812846;0.000816294;0.00080393;0.000809169;0.000774215;0.000598756793103448;0.00016915216756827;0.961369676453822;0.96893168045772;0.865698729582577;0;0;0;9.62982970869597e-06;0.924231654804926;0.924231654804926;0.0003331192;2.26389900393106e-06;0.0003415872;1.50507170825845e-05;0.0004112722;2.58446251510832e-05;0.0004939392;4.87559025883021e-05;0.0005871872;2.64366076530254e-05;0.0006147526;3.74219502939117e-05;0.0007123156;2.85601913649051e-05;0.0006529462;6.47780016224644e-05;0.0007370812;3.06329218276677e-05;0.0007729232;8.20166600149017e-06;0.0008109922;9.09540115662854e-06;0.000795771333333333;1.8851217741391e-05
"211";"livestock_water_withdrawal_km3";"Zimbabwe";"AFR";"ZWE";0.00149942;0.0014585;0.00140266;0.00152098;0.0014842;0.00159168;0.00139917;0.00146382;0.00142218;0.00168602;0.0016379;0.00207197;0.00215361;0.0023563;0.00244274;0.00235534;0.0024958;0.00266379;0.00274254;0.00285489;0.00261992;0.00237634;0.00225574;0.00228253;0.00233461;0.00215199;0.00221502;0.00230794;0.00245422;0.00231011;0.0025075;0.00247649;0.00266316;0.00224574;0.00225098;0.0017776;0.00178271;0.00175586;0.00236601;0.00235663;0.00236164;0.00255801;0.00271766;0.00280983;0.00221127;0.0022049;0.0022451;0.00187337;0.00222772;0.00212499;0.00225362;0.00215342;0.0021472;0.00213118;0.00210447;0.00209031;0.00199218;0.0019542;0.00214406344827586;0.000391218578607343;0.373275835271777;0.215970961887477;0.105868118572293;0.00390163330816118;0.103432733428504;0.240436069073808;8.64768710203333e-06;0.139334849197847;0.139334849197847;0.001473152;4.55065568901889e-05;0.001512574;0.000122218829482204;0.002132504;0.00031427454976501;0.002622472;0.000198460908921631;0.002373828;0.000145246114130465;0.002287856;0.000114389948116082;0.002428774;0.000179250905381256;0.002007762;0.000322927266377431;0.002531682;0.000247095842478177;0.002135216;0.000153423630937349;0.002157978;5.67132517142157e-05;0.00201223;7.02352112547546e-05
"212";"livestock_water_withdrawal_km3";"Serbia";"ECA";"SRB";0.00129974;0.0012998;0.00130319;0.0013313;0.00136237;0.00124977;0.00122414;0.00123776;0.0012821;0.00132934;0.00133749;0.0012438;0.00119077;0.00121192;0.00119805;0.00120708;0.00126788;0.0013109;0.00128395;0.00125439;0.00125966;0.00124261;0.00123921;0.00124965;0.00125963;0.00124757;0.00127216;0.00125158;0.00122129;0.00123397;0.00121363;0.00117009;0.00112449;0.00112211;0.000483196;0.000472786;0.000443978;0.000467008;0.00046769;0.000454013;0.000440799;0.000426906;0.000359873;0.000333947;0.000322696;0.000322884;0.000324924;0.000310401;0.000284563;0.000290537;0.000286284;0.000280409;0.000267838;0.000266043;0.000263291;0.000266119;0.00026775;0.000267836;0.000877675189655172;0.000453187952296022;-0.898569128269849;-0.908210034144391;-0.774954627949183;1.09469040021664e-21;0;8.4779211155638e-18;-2.41146226275798e-05;0.807426478279631;0.807426478279631;0.00131928;2.74836251247902e-05;0.001264622;4.20560378542725e-05;0.001236406;6.00542207509181e-05;0.00126484;3.85401654122035e-05;0.001250152;9.44848770968142e-06;0.001245314;1.91761500307022e-05;0.0010227032;0.000303926880665729;0.000461095;1.18140116810506e-05;0.0003768442;5.39829121639432e-05;0.0003066618;1.8432413534315e-05;0.000272773;1.00051370055587e-05;0.000267235;9.67440437443041e-07
"213";"livestock_water_withdrawal_km3";"Kosovo";"ECA";"XRK";0.00017469;0.000174701;0.0001749;0.0001738;0.000182635;0.000167863;0.000157663;0.000150743;0.000162573;0.000177224;0.000177371;0.00015709;0.00015626;0.000148299;0.000154717;0.000156776;0.000165734;0.00016212;0.000167263;0.000151032;0.000158777;0.000158753;0.000159595;0.000160376;0.000160469;0.000158715;0.000159593;0.00015675;0.000154147;0.000154867;0.000152151;0.000147745;0.000146345;0.000142076;6.00278e-05;6.0511e-05;5.70935e-05;6.06237e-05;5.96375e-05;5.81803e-05;5.68099e-05;5.50631e-05;4.54485e-05;4.24929e-05;4.1139e-05;4.12138e-05;4.10543e-05;3.90873e-05;3.54288e-05;3.55395e-05;3.4884e-05;3.35566e-05;3.19165e-05;3.19165e-05;3.19951e-05;3.19165e-05;3.19165e-05;3.19165e-05;0.000112296243103448;5.90491460408122e-05;-0.911045532423812;-0.926520859886784;-0.808862946116687;3.28952214636206e-23;1.92346178193991e-25;3.71612920589453e-19;-3.18569595804235e-06;0.830003962149383;0.830003962149383;0.0001761452;3.65278355504402e-06;0.0001632132;1.00578777681974e-05;0.0001587474;1.09679738010263e-05;0.000160585;6.69388526940819e-06;0.000159594;8.29445597974934e-07;0.0001568144;2.35820033076072e-06;0.00012966896;3.90963600045836e-05;5.92092e-05;1.53409224624858e-06;4.819068e-05;7.26690355254561e-06;3.846474e-05;2.84713424218107e-06;3.285374e-05;1.33323555045611e-06;3.19165e-05;0
"214";"livestock_water_withdrawal_km3";"Disputed Area - China and India";"Other";"XXX";0.0139725;0.0139691;0.0140034;0.0137777;0.0136904;0.0136808;0.0140416;0.0138619;0.0138441;0.0143081;0.0143877;0.0143831;0.0144202;0.0144015;0.0145501;0.0145344;0.0145691;0.0146409;0.0147648;0.014743;0.0149172;0.0151281;0.0153809;0.0155485;0.0158431;0.0160303;0.0162149;0.0163146;0.0164805;0.0166363;0.0168025;0.0168589;0.0169658;0.0170891;0.0172586;0.0171923;0.0171717;0.0171445;0.0171789;0.0170429;0.0168336;0.0167248;0.0166607;0.0164842;0.0163863;0.0162674;0.0166535;0.0169557;0.0172905;0.0176031;0.0180203;0.0185271;0.018947;0.0189455;0.0189948;0.0189453;0.0189432;0.0189465;0.0160667844827586;0.00162515425241451;0.953649840668667;0.940631825033068;0.817301875378101;0;0;0;9.17770617367489e-05;0.90944801860737;0.90944801860737;0.01388262;0.000139733449825015;0.0139473;0.000238764936705539;0.01442852;6.94806591793718e-05;0.01465044;0.000102247312923128;0.01536356;0.000360257113739617;0.01633532;0.00023432546169804;0.01699498;0.000183556440911235;0.01714606;6.02462280976997e-05;0.01661792;0.00018117683902751;0.01695404;0.000523518326326786;0.01868694;0.000418096870354228;0.018945;1.67032930884968e-06
"215";"livestock_water_withdrawal_km3";"Disputed Area - China and India";"Other";"XXX";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"216";"livestock_water_withdrawal_km3";"Disputed Area - China and India";"Other";"XXX";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"217";"livestock_water_withdrawal_km3";"Anguilla (U.K.)";"Other";"AIA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"218";"livestock_water_withdrawal_km3";"British Virgin Islands (U.K.)";"Other";"VGB";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"219";"livestock_water_withdrawal_km3";"Montserrat (U.K.)";"Other";"MSR";4.95065e-09;4.95065e-09;4.96181e-09;5.1292e-09;5.54343e-09;4.87668e-09;4.55587e-09;4.52637e-09;6.19179e-09;9.11789e-09;7.77175e-09;8.69565e-09;1.05865e-08;1.1536e-08;1.26757e-08;1.15294e-08;1.05946e-08;9.65682e-09;4.99914e-09;7.17283e-09;7.15216e-09;7.25188e-09;7.37178e-09;9.70653e-09;9.7117e-09;9.70107e-09;9.73056e-09;1.0085e-08;1.06516e-08;1.11234e-08;1.15369e-08;1.18851e-08;1.22648e-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.79646913793103e-09;4.6615625548282e-09;-0.644284811727566;-0.630696678151842;-0.353190610919705;4.84238346998164e-08;1.11832184025907e-07;0.000217556421135992;-1.7785252299363e-10;0.415102918622819;0.415102918622819;5.107148e-09;2.55408817623824e-10;5.85372e-09;1.94743272800372e-09;1.025312e-08;2.01300317020366e-09;8.790558e-09;2.6691818607993e-09;8.23881e-09;1.34445035412246e-09;1.0258326e-08;6.16873278542684e-10;7.13736e-09;6.52057213386985e-09;0;0;0;0;0;0;0;0;0;0
"22";"livestock_water_withdrawal_km3";"Bosnia and Herzegovina";"ECA";"BIH";0.000937819;0.000937782;0.000940024;0.000983545;0.00103003;0.00100362;0.000966241;0.000966097;0.00102352;0.00106004;0.00106511;0.00102402;0.000987864;0.00101939;0.00103217;0.0010374;0.00107302;0.00110329;0.00109346;0.00107625;0.00108695;0.00108936;0.00109509;0.00109387;0.00109933;0.001095;0.00111857;0.00111202;0.00110065;0.00111039;0.00108826;0.00107813;0.00106774;0.00103631;6.30494e-05;6.11539e-05;5.54674e-05;5.03066e-05;4.60012e-05;5.05754e-05;5.16929e-05;5.31709e-05;5.15517e-05;4.90445e-05;4.80447e-05;5.04485e-05;5.44162e-05;5.44174e-05;5.76351e-05;5.41377e-05;5.43905e-05;5.48749e-05;5.49099e-05;5.27225e-05;5.28058e-05;5.49098e-05;5.49103e-05;5.39731e-05;0.000636499522413793;0.000495850814477046;-0.819687878669806;-0.559137469623797;-0.26194797338173;3.60814910160476e-15;7.42309057835454e-06;0.00367772166012341;-2.4068563139438e-05;0.671888218438201;0.671888218438201;0.00096584;4.08433494769956e-05;0.0010039036;3.99499356232272e-05;0.0010257108;2.77002247860915e-05;0.001076684;2.52297409816273e-05;0.00109292;4.87375625159897e-06;0.001107326;9.41207362912125e-06;0.00086669788;0.000449674993483596;5.27009e-05;5.7931669680754e-06;5.070094e-05;2.09808746433508e-06;5.421098e-05;2.54808496463521e-06;5.394072e-05;1.09389299842352e-06;5.45977333333333e-05;5.40948392486135e-07
"220";"livestock_water_withdrawal_km3";"Svalbard (Nor.)";"Other";"SJM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"221";"livestock_water_withdrawal_km3";"British Indian Ocean Territory (U.K.)";"Other";"IOT";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"222";"livestock_water_withdrawal_km3";"Christmas Island (Aus.)";"Other";"CXR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"223";"livestock_water_withdrawal_km3";"Cocos (Keeling) Islands (Aus.)";"Other";"CCK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"224";"livestock_water_withdrawal_km3";"Saint Helena (U.K.)";"Other";"SHN";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"225";"livestock_water_withdrawal_km3";"Cook Islands (N.Z.)";"Other";"COK";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"226";"livestock_water_withdrawal_km3";"Jarvis Island (U.S.)";"Other";"UMI";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"227";"livestock_water_withdrawal_km3";"Baker Island (U.S.)";"Other";"UMI";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"228";"livestock_water_withdrawal_km3";"Wallis and Futuna (Fr.)";"Other";"WLF";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"229";"livestock_water_withdrawal_km3";"Howland Island (U.S.)";"Other";"UMI";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"23";"livestock_water_withdrawal_km3";"Belarus";"ECA";"BLR";0.046265;0.046265;0.0463719;0.0504656;0.0546832;0.0579113;0.0565051;0.0576129;0.0617872;0.0641799;0.0643121;0.0632222;0.0629681;0.0657948;0.0681552;0.0689108;0.0704608;0.0723615;0.073417;0.0729481;0.0746458;0.075662;0.076565;0.0763631;0.0769529;0.0777254;0.0796335;0.0803806;0.0802793;0.0811023;0.0788674;0.0795233;0.0787282;0.0768819;0.00484439;0.00457423;0.00429207;0.00395056;0.0036877;0.00350482;0.00342063;0.00331615;0.00308528;0.00298903;0.00289839;0.00284659;0.00277585;0.00277491;0.00278138;0.00278417;0.00279729;0.00286216;0.00287668;0.00287588;0.00288303;0.00287549;0.00286898;0.00276723;0.0412972636206897;0.0333182738441273;-0.722510242572377;-0.588276912261778;-0.298941012171126;1.52719844015738e-10;1.19681171658094e-06;0.000920308618986317;-0.0014255324965394;0.522021050621987;0.522021050621987;0.04881014;0.00374612703708777;0.05959928;0.00324568965583587;0.06489048;0.0021383064436605;0.07161964;0.00188589431649814;0.07603776;0.000908303029280429;0.07982422;0.00128370211770488;0.063769038;0.0329544956179915;0.004001876;0.000435949027100646;0.003141896;0.000220184954481454;0.00279258;3.04358752133071e-05;0.002859008;3.53308189828653e-05;0.00283723333333333;6.07119842645037e-05
"230";"livestock_water_withdrawal_km3";"Tokelau (N.Z.)";"Other";"TKL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"231";"livestock_water_withdrawal_km3";"Niue (N.Z.)";"Other";"NIU";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"232";"livestock_water_withdrawal_km3";"Pitcairn Islands (U.K.)";"Other";"PCN";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"233";"livestock_water_withdrawal_km3";"Johnston Atoll (U.S.)";"Other";"UMI";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"234";"livestock_water_withdrawal_km3";"Midway Islands (U.S.)";"Other";"UMI";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"235";"livestock_water_withdrawal_km3";"Norfolk Island (Aus.)";"Other";"NFK";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"236";"livestock_water_withdrawal_km3";"Wake Island (U.S.)";"Other";"UMI";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"237";"livestock_water_withdrawal_km3";"Glorioso Islands (Fr.)";"Other";"ATF";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"238";"livestock_water_withdrawal_km3";"Falkland Islands (U.K.) / (Islas Malvina";"Other";"FLK";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
