"FID";"total_abstraction_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"21";"total_abstraction_km3";"Bahamas, The";"LCR";"BHS";0.0128373;0.0128373;0.0128706;0.0135308;0.014095;0.0146976;0.0155243;0.0188067;0.0198288;0.0206244;0.0216203;0.0229196;0.0221706;0.02531;0.0265388;0.0283964;0.0292861;0.0323827;0.0333783;0.0343135;0.0368592;0.0391367;0.0401517;0.0409737;0.0420475;0.043339;0.0452029;0.0493687;0.0506685;0.0520497;0.0537263;0.054586;0.0558594;0.0542878;0.0535112;0.0537871;0.0570362;0.0631777;0.0619445;0.0609406;0.0623327;0.0644441;0.0664755;0.0674508;0.0687609;0.0699136;0.0708831;0.0816629;0.0861798;0.0888773;0.0902804;0.0904628;0.0911918;0.0909617;0.091808;0.0913066;0.0912325;0.091172;0.0499313793103448;0.0257433948134666;0.991152323921558;0.997154590455856;0.973071148929494;0;1.42785178608506e-64;0;0.00151097347811374;0.982382929215102;0.982382929215102;0.0132342;0.000564847851195347;0.01789636;0.0026393171319491;0.02371186;0.00211680317649044;0.0315514;0.00258570245774722;0.03983376;0.00197706181441046;0.04812576;0.00370350892911034;0.05439414;0.000924756539852516;0.05937722;0.00387970836880815;0.0658928;0.00253800830376892;0.07950334;0.00870892637659775;0.09094094;0.000608293866482314;0.0912370333333333;6.74144148779271e-05
"210";"total_abstraction_km3";"Zambia";"AFR";"ZMB";0.163037;0.162961;0.163232;0.160514;0.161087;0.165004;0.170254;0.186285;0.198345;0.203999;0.215003;0.22959;0.226024;0.246224;0.258193;0.278622;0.301109;0.290323;0.299092;0.297963;0.30915;0.329049;0.344822;0.352483;0.353064;0.334225;0.32607;0.316041;0.292447;0.327265;0.37439;0.386766;0.369144;0.372492;0.376752;0.393638;0.394373;0.423805;0.428929;0.480107;0.473098;0.500323;0.503007;0.531434;0.548318;0.585471;0.599302;0.673144;0.713357;0.731322;0.791523;0.760208;0.814957;0.823312;0.855059;0.846602;0.836245;0.854023;0.415561689655172;0.21442795393474;0.946427075611908;0.988741579254976;0.935874168179069;0;0;0;0.0120176396690146;0.895724209451304;0.895724209451304;0.1621662;0.00126692213651826;0.1847774;0.0170127821740008;0.2350068;0.0171289949997074;0.2934218;0.00922636644080432;0.3377136;0.0186765484311208;0.3192096;0.0163071577781047;0.3759088;0.00667707969100264;0.4241704;0.0352554730049109;0.511236;0.0292589771779534;0.6605192;0.0658483733109634;0.8090118;0.0355241283172438;0.845623333333333;0.00892931477400886
"211";"total_abstraction_km3";"Zimbabwe";"AFR";"ZWE";0.175926;0.179073;0.170772;0.172366;0.174871;0.185697;0.189659;0.201709;0.193629;0.213888;0.220726;0.224585;0.239871;0.251244;0.263053;0.281084;0.303881;0.342147;0.335851;0.343205;0.327706;0.382402;0.375247;0.416615;0.44056;0.411357;0.373721;0.404578;0.414572;0.451599;0.476056;0.511002;0.510394;0.479079;0.443206;0.471946;0.494806;0.481537;0.568643;0.558979;0.54925;0.57459;0.545721;0.578118;0.54905;0.50214;0.491129;0.48213;0.520308;0.486182;0.553965;0.516296;0.552882;0.612188;0.592895;0.613164;0.545113;0.578602;0.405189051724138;0.142901769968219;0.952211188486637;0.949675474483989;0.831820931639444;0;0;0;0.00805789322956713;0.906706147479134;0.906706147479134;0.1746016;0.00322039489814526;0.1969164;0.0111843195054505;0.2398958;0.0177970503089697;0.3212336;0.0275992944076474;0.388506;0.0430390366237443;0.4111654;0.0278028531503513;0.4839474;0.0281833781651526;0.5151822;0.0452569741222278;0.5593458;0.0156392533133779;0.4963778;0.015332656853918;0.5656452;0.0375614620282544;0.578959666666667;0.0340269098557794
"212";"total_abstraction_km3";"Serbia";"ECA";"SRB";2.68796;2.65691;2.6723;2.67379;2.69817;2.73324;2.77951;2.85723;2.85662;2.87339;2.90435;2.95302;3.03555;3.09722;3.21518;3.40254;3.64866;3.65046;3.72739;3.86604;3.98554;4.14764;4.34352;4.39201;4.36153;4.28912;4.3581;4.46054;4.42455;4.53013;4.62863;4.53103;4.51097;4.45937;4.58057;4.63946;4.62148;4.73373;4.95987;5.93841;5.59242;5.80731;4.54783;5.2699;5.64735;6.14633;6.46096;6.48386;6.79102;7.40559;7.90951;7.44617;7.38439;7.43094;7.40868;7.44171;7.30052;7.48164;4.68692862068966;1.60057795227766;0.961577976852854;0.988557014980467;0.929824561403509;0;0;0;0.0911406158294617;0.924632205568423;0.924632205568423;2.677826;0.0158183542127493;2.819998;0.0607131103634133;3.041064;0.122416038287473;3.659018;0.168444598369909;4.246048;0.174420713420167;4.412488;0.0928329745833882;4.542114;0.0650062603139114;4.97859;0.553194811842989;5.372962;0.500892545033363;6.657552;0.476324420715546;7.515938;0.221246642844586;7.40795666666667;0.0951608072335104
"213";"total_abstraction_km3";"Kosovo";"ECA";"XRK";0.320477;0.31763;0.320411;0.312274;0.317936;0.324589;0.326313;0.324894;0.332477;0.341644;0.345779;0.346498;0.363763;0.358027;0.378275;0.404649;0.436994;0.431558;0.450353;0.448216;0.474796;0.498875;0.533782;0.538539;0.548177;0.522928;0.549077;0.573622;0.565123;0.573507;0.601145;0.549442;0.600506;0.561662;0.563171;0.590608;0.572328;0.585705;0.63436;0.765087;0.708005;0.751193;0.579768;0.68446;0.721294;0.809467;0.83322;0.832019;0.866124;0.977315;1.04645;0.960903;0.967981;1.00347;1.01405;0.991025;0.939531;0.9917;0.591089172413793;0.226147784080213;0.959718767573896;0.983881386692916;0.908045977011494;0;0;0;0.0128524802362421;0.921060112833554;0.921060112833554;0.3177456;0.00333739888236333;0.3299834;0.0072570829745842;0.3584684;0.0134614298571883;0.434354;0.0183391472402618;0.5188338;0.0308644152010045;0.5568514;0.021437815683973;0.5751852;0.0240051266128717;0.6296176;0.0792253310078285;0.688944;0.0656206664359636;0.863629;0.0666861178319746;0.9985708;0.0350379244776286;0.974085333333333;0.0299268336168953
"214";"total_abstraction_km3";"Disputed Area - China and India";"Other";"XXX";0.036805;0.0392716;0.0377948;0.0373961;0.0383076;0.0401031;0.0430414;0.0391216;0.0383042;0.0515786;0.0533049;0.0571368;0.0554914;0.056493;0.0606749;0.0627947;0.0687453;0.0681474;0.0675196;0.069321;0.0759401;0.078337;0.0840921;0.0820804;0.082454;0.0835512;0.0911014;0.088828;0.0890355;0.0998103;0.0936137;0.100933;0.0994557;0.101693;0.102329;0.103419;0.103577;0.110292;0.111755;0.11462;0.120296;0.128238;0.122868;0.127374;0.129374;0.134774;0.137578;0.144403;0.141574;0.1536;0.155324;0.15671;0.168693;0.169853;0.15918;0.164308;0.160854;0.1598;0.0957426103448276;0.0410631236901368;0.991103368447673;0.994709157464087;0.952813067150635;0;0;0;0.00241002504537203;0.982285886948322;0.982285886948322;0.03791502;0.000936790207036772;0.04242978;0.00541878426143725;0.0566202;0.00269207406194555;0.0673056;0.00260946427931099;0.08058072;0.0033413186389508;0.09046528;0.00592164475352921;0.09960488;0.00351644245324732;0.1087326;0.00502599903501781;0.12563;0.00387107659443726;0.1423858;0.00727222175129443;0.161952;0.00683666245327354;0.161654;0.00235807463834376
"215";"total_abstraction_km3";"Disputed Area - China and India";"Other";"XXX";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"216";"total_abstraction_km3";"Disputed Area - China and India";"Other";"XXX";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"217";"total_abstraction_km3";"Anguilla (U.K.)";"Other";"AIA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"218";"total_abstraction_km3";"British Virgin Islands (U.K.)";"Other";"VGB";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"219";"total_abstraction_km3";"Montserrat (U.K.)";"Other";"MSR";4.95065e-09;4.95065e-09;4.96181e-09;5.1292e-09;5.54343e-09;4.87668e-09;4.55587e-09;4.52637e-09;6.19179e-09;9.11789e-09;7.77175e-09;8.69565e-09;1.05865e-08;1.1536e-08;1.26757e-08;1.15294e-08;1.05946e-08;9.65682e-09;4.99914e-09;7.17283e-09;7.15216e-09;7.25188e-09;7.37178e-09;9.70653e-09;9.7117e-09;9.70107e-09;9.73056e-09;1.0085e-08;1.06516e-08;1.11234e-08;1.15369e-08;1.18851e-08;1.22648e-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.79646913793103e-09;4.6615625548282e-09;-0.644284811727566;-0.630696678151842;-0.353190610919705;4.84238346998164e-08;1.11832184025907e-07;0.000217556421135992;-1.7785252299363e-10;0.415102918622819;0.415102918622819;5.107148e-09;2.55408817623824e-10;5.85372e-09;1.94743272800372e-09;1.025312e-08;2.01300317020366e-09;8.790558e-09;2.6691818607993e-09;8.23881e-09;1.34445035412246e-09;1.0258326e-08;6.16873278542684e-10;7.13736e-09;6.52057213386985e-09;0;0;0;0;0;0;0;0;0;0
"22";"total_abstraction_km3";"Bosnia and Herzegovina";"ECA";"BIH";1.18254;1.18219;1.1854;1.1969;1.21451;1.24754;1.29258;1.30444;1.24024;1.2654;1.2738;1.30001;1.32083;1.33673;1.3364;1.38623;1.46051;1.47009;1.46244;1.51462;1.56366;1.60899;1.68951;1.70837;1.71121;1.69337;1.71639;1.74071;1.76368;1.80581;1.83523;1.83459;1.84002;1.74821;1.66887;1.68556;1.72567;1.96261;2.21469;2.43975;2.51315;2.58448;2.66587;2.70841;2.83566;2.96107;3.22013;3.29488;3.42992;3.52364;3.82387;3.7966;3.78009;3.51841;3.50932;3.78121;3.78402;3.66654;2.09530293103448;0.888422818146596;0.926341418900438;0.980067058353072;0.914095583787054;0;0;0;0.0487350490633357;0.858108424370472;0.858108424370472;1.192308;0.0137797267752303;1.27004;0.0278712719480113;1.313554;0.026813370358834;1.458778;0.04616793443506;1.656348;0.0664260703338681;1.743992;0.0434289974556171;1.785384;0.0755783783895896;2.005656;0.322040130076983;2.661514;0.122974745903376;3.285928;0.216323210890556;3.685658;0.157634918942473;3.74392333333333;0.0670306589057078
"220";"total_abstraction_km3";"Svalbard (Nor.)";"Other";"SJM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"221";"total_abstraction_km3";"British Indian Ocean Territory (U.K.)";"Other";"IOT";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"222";"total_abstraction_km3";"Christmas Island (Aus.)";"Other";"CXR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"223";"total_abstraction_km3";"Cocos (Keeling) Islands (Aus.)";"Other";"CCK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"224";"total_abstraction_km3";"Saint Helena (U.K.)";"Other";"SHN";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"225";"total_abstraction_km3";"Cook Islands (N.Z.)";"Other";"COK";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"226";"total_abstraction_km3";"Jarvis Island (U.S.)";"Other";"UMI";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"227";"total_abstraction_km3";"Baker Island (U.S.)";"Other";"UMI";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"228";"total_abstraction_km3";"Wallis and Futuna (Fr.)";"Other";"WLF";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"229";"total_abstraction_km3";"Howland Island (U.S.)";"Other";"UMI";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"23";"total_abstraction_km3";"Belarus";"ECA";"BLR";1.13429;1.21132;1.14747;1.18993;1.14789;1.23532;1.19739;1.1585;1.21381;1.22919;1.24743;1.26884;1.2947;1.39928;1.43539;1.52465;1.68121;1.83063;1.88588;1.88515;1.94768;2.13542;2.10391;2.1741;2.1575;2.32837;2.23165;2.248;2.39866;2.19759;2.11634;2.13551;2.42185;2.44485;2.55242;2.25267;2.33907;2.26048;2.22087;2.14936;2.20448;2.24814;2.16635;2.09188;2.42953;2.39593;2.5682;2.833;2.98909;3.18238;3.45648;3.21443;3.40123;3.36431;3.38058;3.46751;3.4143;3.52744;2.14603155172414;0.716715791162061;0.94342256781761;0.936509889569043;0.82335148215366;0;0;0;0.0400409022116949;0.890046141467571;0.890046141467571;1.16618;0.0327995518262064;1.206842;0.0307622816123902;1.329128;0.0832277133531854;1.761504;0.156591083973514;2.103722;0.0911030192693963;2.280854;0.081500516133335;2.334194;0.19652392279313;2.24449;0.068694232290637;2.228076;0.126394717967168;2.79372;0.316174439748061;3.363406;0.0902538593634643;3.46975;0.05660325167338
"230";"total_abstraction_km3";"Tokelau (N.Z.)";"Other";"TKL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"231";"total_abstraction_km3";"Niue (N.Z.)";"Other";"NIU";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"232";"total_abstraction_km3";"Pitcairn Islands (U.K.)";"Other";"PCN";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"233";"total_abstraction_km3";"Johnston Atoll (U.S.)";"Other";"UMI";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"234";"total_abstraction_km3";"Midway Islands (U.S.)";"Other";"UMI";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"235";"total_abstraction_km3";"Norfolk Island (Aus.)";"Other";"NFK";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"236";"total_abstraction_km3";"Wake Island (U.S.)";"Other";"UMI";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"237";"total_abstraction_km3";"Glorioso Islands (Fr.)";"Other";"ATF";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"238";"total_abstraction_km3";"Falkland Islands (U.K.) / (Islas Malvina";"Other";"FLK";7.66152e-06;7.66152e-06;7.68577e-06;7.68576e-06;7.68576e-06;7.68576e-06;7.68576e-06;6.69852e-06;6.69852e-06;6.69852e-06;6.69852e-06;6.69852e-06;6.69852e-06;6.69852e-06;6.69852e-06;6.69852e-06;6.69852e-06;6.4169e-06;6.4169e-06;6.4169e-06;6.4169e-06;6.4169e-06;6.4169e-06;6.4169e-06;6.4169e-06;6.4169e-06;6.4169e-06;6.00405e-06;6.00405e-06;6.00405e-06;6.00405e-06;6.00405e-06;6.00405e-06;6.00405e-06;6.00405e-06;6.00405e-06;6.00405e-06;5.11789e-06;7.67683e-06;7.67683e-06;7.67683e-06;7.68143e-06;7.51563e-06;7.67555e-06;7.86486e-06;8.22117e-06;8.5103e-06;8.28246e-06;8.59889e-06;8.97661e-06;9.13115e-06;8.87784e-06;8.87784e-06;8.87785e-06;8.90685e-06;8.87784e-06;8.87784e-06;8.87785e-06;7.20218775862069e-06;1.05257339451734e-06;0.502290891129964;0.379161788610484;0.177124007760116;5.88065185864739e-05;0.00333324600493689;0.0589568428900173;3.13082152634649e-08;0.252296139312127;0.252296139312127;7.676066e-06;1.32786211633586e-08;7.093416e-06;5.40733617671401e-07;6.69852e-06;0;6.529548e-06;1.54249626644605e-07;6.4169e-06;0;6.16919e-06;2.26127257866008e-07;6.00405e-06;0;6.49593e-06;1.13709451348602e-06;7.68286e-06;1.23674689003046e-07;8.517886e-06;3.00213544714425e-07;8.934306e-06;1.10753657411392e-07;8.87784333333333e-06;5.77350269230014e-12
"239";"total_abstraction_km3";"Turks and Caicos Islands (U.K.)";"Other";"TCA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"24";"total_abstraction_km3";"Belize";"LCR";"BLZ";0.00877637;0.0104794;0.00961281;0.0102856;0.0102294;0.00828593;0.00981342;0.00968929;0.0108506;0.00945142;0.0107374;0.0111019;0.0106474;0.0107843;0.0115149;0.011608;0.0109391;0.00996211;0.0139715;0.0150066;0.0153901;0.0166342;0.0172918;0.021045;0.019988;0.019753;0.0202489;0.019253;0.0220997;0.0201321;0.0216334;0.0209003;0.0287481;0.0319111;0.0323499;0.0329474;0.0317384;0.0286727;0.0319587;0.0301962;0.0313164;0.0341455;0.0323091;0.0331412;0.0430342;0.0354134;0.0387456;0.0336654;0.0390466;0.0428326;0.0423073;0.0384838;0.0379714;0.0383823;0.0401246;0.0368234;0.0469335;0.0396821;0.0238103077586207;0.011943090115417;0.964501652265135;0.968377987634194;0.847549909255898;0;0;0;0.000682134956165978;0.930263437222171;0.930263437222171;0.009876716;0.000695558737584397;0.009618132;0.000917160467786308;0.01095718;0.000355721052230536;0.012297462;0.00211637697875875;0.01806982;0.00236528696609946;0.02029734;0.00107994262949473;0.02710856;0.00551688308993402;0.03110268;0.00167827372826962;0.03478928;0.00472550300253846;0.03794072;0.00355200646846258;0.03945388;0.00179436317867928;0.0411463333333333;0.00521167103176451
"240";"total_abstraction_km3";"Guernsey (U.K.)";"Other";"GGY";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
