"FID";"total_abstraction_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"140";"total_abstraction_km3";"Niger";"AFR";"NER";0.15286;0.143316;0.129961;0.140487;0.139102;0.118945;0.145857;0.143279;0.131139;0.12803;0.120991;0.133191;0.159753;0.152478;0.143226;0.142926;0.16174;0.147145;0.169014;0.173485;0.183636;0.177168;0.200595;0.207841;0.23449;0.233625;0.229774;0.237302;0.266591;0.333415;0.390988;0.511416;0.485509;0.468186;0.474109;0.477491;0.448663;0.486262;0.478702;0.496295;0.474278;0.5372;0.571822;0.559309;0.555189;0.513767;0.561398;0.524861;0.572779;0.578545;0.575989;0.581967;0.55149;0.579402;0.53243;0.547977;0.54666;0.564174;0.341865862068966;0.183261099605583;0.942389014092277;0.950352210157187;0.814882032667877;0;0;0;0.0102270675197636;0.888097053881808;0.888097053881808;0.1411452;0.0082407999429667;0.13345;0.0111316557169183;0.1419278;0.0153737687864752;0.158862;0.0133830331203356;0.200746;0.0225704095332805;0.2601414;0.0434670980202268;0.4660416;0.0451124708511959;0.4774826;0.0177696413103923;0.5395596;0.0385435935312213;0.55027;0.0291892505042524;0.5642556;0.0215441938651693;0.552937;0.00975378126677029
"141";"total_abstraction_km3";"Nigeria";"AFR";"NGA";1.39317;1.42706;1.38036;1.36096;1.38181;1.45334;1.40374;1.51441;1.46084;1.36581;1.37841;1.40706;1.67125;1.59458;1.58001;1.56891;1.73072;1.85803;1.96988;1.99343;1.99965;2.15471;2.32216;2.3491;2.20281;2.05634;1.87977;1.8726;1.74425;1.94634;1.86852;2.08592;2.1179;2.06152;2.30387;2.22937;2.09395;2.25605;2.26638;2.45996;2.3771;2.42359;2.85211;2.91974;2.93628;2.94306;3.33433;3.29915;3.58795;3.98194;4.08962;4.01855;3.97943;4.00234;3.9175;3.92633;3.76672;3.79143;2.3329675862069;0.869474745484983;0.91927391168152;0.947952874588576;0.813672111312765;0;0;0;0.0473317462856435;0.845064524698239;0.845064524698239;1.388672;0.0243823803185825;1.439628;0.0569371607124908;1.526262;0.127128918307362;1.824194;0.176718291724428;2.205686;0.14070485538886;1.89986;0.114025839834662;2.087546;0.155217447086338;2.261142;0.130905105973755;2.701764;0.277444903413272;3.429286;0.385022224072845;4.001488;0.0624492327414838;3.82816;0.0859107542744214
"142";"total_abstraction_km3";"Nicaragua";"LCR";"NIC";0.203838;0.202593;0.201638;0.209845;0.21242;0.221474;0.227391;0.261135;0.266714;0.281973;0.282398;0.301215;0.313595;0.341091;0.348595;0.358942;0.423328;0.401992;0.432732;0.405927;0.386575;0.409543;0.452248;0.470048;0.473338;0.454457;0.479565;0.467581;0.477925;0.499057;0.401164;0.393913;0.391589;0.411608;0.436444;0.440539;0.508626;0.499755;0.524704;0.534656;0.491954;0.554236;0.560217;0.501686;0.523738;0.516045;0.573702;0.573501;0.627789;0.592985;0.662901;0.669316;0.651822;0.68106;0.673838;0.658328;0.672911;0.634585;0.445392844827586;0.140499958547263;0.957769731135545;0.954904795595066;0.849969751966122;0;0;0;0.00796870820388194;0.917322857879456;0.917322857879456;0.2060668;0.00477721285897959;0.2517374;0.0261506477606196;0.3173788;0.0275497800027514;0.4045842;0.0284401200630377;0.4383504;0.0385115944398567;0.475717;0.0164515961535651;0.4069436;0.0182413971586608;0.501656;0.0367685079041834;0.5263662;0.0305074647783128;0.5768044;0.040538510330302;0.6677874;0.0111116964411381;0.655274666666667;0.0193445781120534
"143";"total_abstraction_km3";"Netherlands, The";"Other";"NLD";1.61472;1.79443;1.62154;1.66264;1.69728;1.73178;1.82427;1.85876;1.89796;1.98819;1.99345;2.09344;2.17339;2.31202;2.35355;2.60109;2.68683;2.87246;3.07426;2.94871;3.09064;3.21155;3.25925;3.09558;3.17606;3.2496;3.04115;2.99191;3.40237;3.5056;3.53761;3.77095;3.85887;3.87655;3.97616;3.85875;3.98096;4.19219;4.18143;4.05482;4.02359;4.06567;3.98046;4.06987;4.17955;4.58011;4.58796;4.58782;4.73106;4.74602;4.94248;4.84956;4.85694;4.85032;4.77883;4.88841;4.79955;4.86962;3.38794120689655;1.0814298627736;0.986154362376794;0.987265065058907;0.923774954627949;0;0;0;0.0631529844043183;0.97250042643478;0.97250042643478;1.678122;0.073067791262635;1.860192;0.0943292005160649;2.18517;0.149793580136133;2.83667;0.192505101101244;3.166616;0.0733276505146592;3.238126;0.222526373785221;3.804028;0.165808033339763;4.05363;0.140349806733034;4.063828;0.074163333393261;4.646594;0.0841612825472616;4.855626;0.0581117877887093;4.85252666666667;0.0468312014935913
"144";"total_abstraction_km3";"Norway";"Other";"NOR";0.725771;0.733978;0.727783;0.747877;0.766014;0.783079;0.806609;0.837616;0.857766;0.881161;0.90087;0.930891;0.96422;1.00323;1.05559;1.14277;1.20878;1.28775;1.33924;1.37405;1.4213;1.47759;1.56358;1.55977;1.56994;1.56804;1.54556;1.57053;1.66943;1.75049;1.78988;1.80594;1.88351;1.89323;1.95509;1.88241;1.95159;2.02136;2.07214;2.06534;2.01821;2.05683;2.08378;2.09338;2.16357;2.27071;2.37024;2.48759;2.5792;2.6822;2.79514;2.63776;2.72258;2.72446;2.73263;2.7248;2.7314;2.72588;1.70158836206897;0.664319538496656;0.992115074462251;0.995693500261466;0.964912280701754;0;0;0;0.0390292040665658;0.984292320975235;0.984292320975235;0.7402846;0.0167806015476204;0.8332462;0.0391868351069591;0.9709602;0.060760082004553;1.270518;0.0946964390565981;1.518436;0.0661493396036574;1.62081;0.0868275886455452;1.86553;0.0677964870033839;1.998568;0.0807626582648194;2.083154;0.0535779155062979;2.477988;0.163257778589567;2.722514;0.0560444045378305;2.72736;0.00354016948746792
"145";"total_abstraction_km3";"Nepal";"SOA";"NPL";0.809609;0.883213;0.912504;1.0066;1.0512;0.989266;0.851685;0.958199;0.932678;1.05811;1.12912;1.10701;1.34178;1.43165;1.14818;1.4019;1.41988;1.79558;1.72236;1.99711;2.6746;2.35679;3.07419;3.15344;3.07391;3.21833;3.57104;3.93568;4.06637;3.9064;4.34777;4.45429;4.62955;4.0741;3.93827;4.52825;5.21688;4.99608;5.44556;5.38234;5.90676;5.53704;5.77797;5.67396;5.44905;5.7119;5.58495;5.08815;5.26743;5.40203;6.17106;5.01046;5.96544;6.94079;5.93935;5.61035;2.76388;4.69915;3.49122748275862;1.9207816269431;0.920132938112477;0.920821926235812;0.810042347247429;0;0;0;0.104659628964286;0.846644623799497;0.846644623799497;0.9326252;0.0968396456659151;0.9579876;0.0757358841586998;1.231548;0.145896655444873;1.667366;0.254909686320469;2.866586;0.340997971005694;3.739564;0.343941535482413;4.288796;0.281043739620722;5.113822;0.370651694343895;5.668956;0.18318045373347;5.410892;0.247852921346512;6.00542;0.688887271873998;4.35779333333333;1.45361313478977
"146";"total_abstraction_km3";"Nauru";"Other";"NRU";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"147";"total_abstraction_km3";"New Zealand";"Other";"NZL";0.38052;0.383643;0.385321;0.392847;0.401026;0.415601;0.433339;0.406857;0.415284;0.423015;0.411518;0.431171;0.447034;0.490972;0.510989;0.576695;0.57123;0.557231;0.568824;0.587134;0.645099;0.651714;0.667146;0.728248;0.744518;0.74098;0.660988;0.714344;0.732658;0.820753;0.87316;0.849281;0.867958;0.822585;0.813826;0.847866;0.89599;0.97222;0.993458;0.949496;0.980125;0.980456;0.908886;0.985653;0.958865;1.18722;1.14541;1.17291;1.19393;1.30214;1.27844;1.28614;1.333;1.26639;1.3045;1.58346;1.35838;1.38767;0.806829551724138;0.326770576376415;0.977534681003442;0.989541357777846;0.922565033272837;0;0;0;0.0189158446584021;0.955574052564497;0.955574052564497;0.3886714;0.00826176562848401;0.4188192;0.00992947643131296;0.4583368;0.0415182021973496;0.5722228;0.0109502970142366;0.687345;0.045836938204902;0.7339446;0.057649153305144;0.845362;0.0265140415912022;0.931806;0.0593209618431798;0.962797;0.0318447528880348;1.200322;0.0598877505839049;1.293694;0.0259662623417388;1.44317;0.122374176606014
"148";"total_abstraction_km3";"Oman";"MENA";"OMN";0.104965;0.102825;0.0975008;0.0951308;0.100051;0.063419;0.0627115;0.0522305;0.0481395;0.049899;0.0477852;0.0478838;0.0519283;0.056218;0.0480216;0.0558729;0.0503384;0.0502468;0.0570195;0.0605709;0.0626962;0.0589103;0.0574377;0.0599356;0.0588921;0.0698357;0.070214;0.0627522;0.0647423;0.0797977;0.0867945;0.080259;0.0907795;0.0806229;0.0838967;0.0906418;0.0854682;0.089769;0.104566;0.0968524;0.11695;0.106404;0.0998105;0.0913547;0.0915502;0.0949436;0.0948324;0.0928939;0.0913502;0.103962;0.101481;0.0918209;0.101814;0.119699;0.119302;0.116567;0.130777;0.13525;0.0816962706896552;0.0237713359802435;0.666898566902926;0.61961303023778;0.543859649122807;1.09279649773697e-08;4.29122084312575e-07;1.63474056513735e-09;0.000938780359285099;0.444753698537164;0.444753698537164;0.10009452;0.00395426637089612;0.0552799;0.00725795881601708;0.05036738;0.00370825877629919;0.0548097;0.00447262830503497;0.05957438;0.00195883572996818;0.06946838;0.0066111389107324;0.08447052;0.00441798770505306;0.09345948;0.00742102101950938;0.10121388;0.0108065077049434;0.09559642;0.00490731158293418;0.10682338;0.0122495598460516;0.127531333333333;0.0097552235409207
"149";"total_abstraction_km3";"Pakistan";"SOA";"PAK";71.6601;72.6005;74.6119;69.8872;70.4965;71.4754;76.3952;69.764;79.7664;75.4289;78.2529;82.0851;76.754;88.4566;81.3235;92.4088;82.9307;87.409;87.3309;97.6995;94.4175;92.3597;100.004;99.6081;93.6989;105.748;102.895;100.683;105.8;102.285;108.325;105.887;104.563;106.445;109.118;106.158;108.188;107.718;130.48;112.101;120.875;116.752;112.69;106.283;110.958;120.679;112.558;113.491;121.884;118.222;127.138;111.79;116.933;128.648;116.226;129.9;121.112;128.94;100.315487931034;18.0136606836685;0.951517154791754;0.960072595281307;0.837870538415003;0;0;0;1.01500742871204;0.905384895862995;0.905384895862995;71.85124;1.86493580801056;74.56598;3.99204651676305;81.37442;4.52098165634411;89.55578;5.65487265435748;96.01764;3.53906757889702;103.4822;2.24274713242487;106.8676;1.846595732693;112.929;10.0523781763322;113.5116;5.57154397810876;117.3668;4.19086848994334;120.147;7.36010475468929;126.650666666667;4.8205830905953
"15";"total_abstraction_km3";"Belgium";"Other";"BEL";2.1972;2.06194;2.1902;2.2349;2.28358;2.34443;2.39565;2.50468;2.55283;2.58394;2.65007;2.72638;2.81279;2.81451;3.10066;3.27137;3.50319;3.62229;3.39279;3.84087;4.07981;4.30428;4.41153;4.18375;4.05213;3.98781;3.94778;4.01809;4.37796;4.70119;4.78506;4.71864;4.9399;5.03323;5.2672;5.20467;5.35568;5.55048;5.32529;5.23469;5.39409;5.39631;5.31125;5.30567;5.41152;5.46021;5.9243;5.9874;6.07876;6.29679;6.44697;6.1481;6.29162;6.2378;6.29995;6.2999;6.29133;6.20885;4.40265965517241;1.40074625978499;0.984989710895798;0.98511181518964;0.912885662431942;0;0;0;0.0817037115875597;0.970204730570588;0.970204730570588;2.193564;0.0824029118417548;2.476306;0.102643502132381;2.820882;0.170652556001954;3.526102;0.218812971553334;4.2063;0.151654248868932;4.206566;0.325720888384519;4.948806;0.217008414537317;5.334162;0.136012931995454;5.363768;0.050971013527298;5.949492;0.30773147607939;6.284888;0.108939197582872;6.26669333333333;0.050276730535441
"150";"total_abstraction_km3";"Panama";"LCR";"PAN";0.17364;0.173768;0.174118;0.179895;0.184988;0.191396;0.195832;0.205154;0.211438;0.218892;0.225185;0.232925;0.239;0.238024;0.24805;0.260229;0.271683;0.281167;0.289308;0.297637;0.31356;0.330984;0.372636;0.384216;0.39753;0.407763;0.415028;0.425209;0.43373;0.437747;0.420906;0.424683;0.437541;0.452936;0.476783;0.492613;0.507033;0.504151;0.530307;0.551623;0.571799;0.581567;0.589844;0.598424;0.609308;0.62371;0.645637;0.666317;0.692276;0.728987;0.768754;0.79115;0.814278;0.814426;0.818473;0.817015;0.81734;0.817565;0.447865137931034;0.209369807265103;0.985373600181005;0.998400442954259;0.985480943738657;0;0;0;0.012217028761266;0.970961131933671;0.970961131933671;0.1772818;0.00504562832559039;0.2045424;0.0112086269810356;0.2366368;0.00840671390615858;0.2800048;0.0146554540768957;0.3597852;0.0358920437311669;0.4238954;0.0125418981537884;0.4425698;0.0228721874270915;0.5171454;0.0236372922053267;0.5901884;0.0145430515470447;0.6713854;0.0409755232950111;0.8014162;0.0212004091517121;0.817306666666667;0.000276511000383917
"151";"total_abstraction_km3";"Peru";"LCR";"PER";1.87508;1.96774;1.76453;1.79956;1.77812;2.2427;1.90806;2.35463;1.89586;2.19768;1.87106;1.91532;2.15707;2.28606;2.77472;2.70811;2.58365;2.89692;2.26142;2.53908;2.27967;2.31264;2.50997;2.64172;2.62866;2.6811;2.72022;2.47291;2.77766;2.79207;2.53866;2.8296;2.5913;2.87849;2.84106;3.11629;3.40884;3.21483;3.13801;3.33056;3.40538;3.38529;3.32658;3.66495;3.46662;3.32004;3.48333;3.53503;3.63985;3.78494;4.2956;4.19451;3.90365;4.25221;4.32231;4.50126;4.20038;4.62195;2.910095;0.775279842371025;0.949227566913027;0.951951767202929;0.830611010284332;0;0;0;0.0435792202159398;0.901032973787623;0.901032973787623;1.837006;0.0846515545043327;2.119786;0.206940682032316;2.200846;0.363590784509179;2.597836;0.233688269560113;2.474532;0.17113104502106;2.688792;0.128662145443017;2.735822;0.158100419733788;3.241706;0.125532027905232;3.449764;0.130278809980749;3.552638;0.173771129851883;4.193656;0.169172405492149;4.44119666666667;0.217108312216123
"152";"total_abstraction_km3";"Philippines";"EAP";"PHL";10.2372;10.3212;11.4035;10.7831;10.1312;10.0699;11.0155;11.9285;11.7212;11.3065;9.8854;10.9773;12.5393;14.2294;13.8069;13.359;15.2318;16.2818;17.0783;16.2148;15.8876;18.2187;19.9342;19.6767;19.2641;19.1065;22.2487;22.5397;20.8362;20.4021;22.9341;25.0813;22.7216;22.2486;21.1999;22.4866;24.863;23.1211;25.8808;23.634;19.9568;26.3873;26.3324;25.4558;24.0613;24.0832;24.3446;24.4309;26.3992;25.9029;31.7521;30.0342;26.5176;30.4168;30.8208;28.9254;26.2792;26.5031;19.9898431034483;6.41320892769094;0.956176715410915;0.960134116706143;0.82940108892922;0;0;0;0.363131708142357;0.914273911094006;0.914273911094006;10.57524;0.525642295672637;11.20832;0.728787364050722;12.28766;1.84591870974862;15.63314;1.43006661663015;18.59626;1.64945709644113;21.02664;1.4049943444726;22.8371;1.42178927587741;23.9971;1.367382203336;24.43872;2.67616761563995;25.03216;1.04424182208912;29.9083;2.00022025287217;27.2359;1.46742648538181
"153";"total_abstraction_km3";"Palau";"EAP";"PLW";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"154";"total_abstraction_km3";"Papua New Guinea";"EAP";"PNG";0.0212306;0.0212302;0.0212874;0.0193948;0.0198703;0.0202762;0.0210208;0.0219022;0.0228512;0.0238004;0.0246242;0.0257335;0.0270994;0.0280787;0.0297913;0.0338843;0.0352484;0.0344557;0.0357115;0.0368167;0.0390006;0.041059;0.0425928;0.0425163;0.0419668;0.0432374;0.0434188;0.043058;0.0444027;0.0470821;0.0495927;0.049427;0.0479925;0.0510045;0.0538353;0.0563222;0.0589422;0.0560944;0.0588104;0.0588786;0.054746;0.0538372;0.053589;0.0515214;0.052231;0.0546305;0.0572783;0.0619551;0.0652154;0.0684342;0.0742752;0.0748235;0.0798111;0.0797908;0.0800562;0.0797763;0.0797;0.0796639;0.0464634;0.0185174976668299;0.976236893833154;0.979328801255037;0.897156684815487;0;0;0;0.00107050360823156;0.953038472881001;0.953038472881001;0.02060266;0.000901701296439126;0.02197016;0.00140547264220973;0.02706542;0.00201195668119371;0.03522332;0.00113578426296546;0.0414271;0.00148827829050887;0.0442398;0.00167187796354878;0.0503704;0.0022111560370087;0.05780956;0.00146470254591163;0.05318492;0.0012945059644513;0.0615027;0.00563709117142876;0.07775136;0.00293130450192401;0.0797134;5.73856253777891e-05
"155";"total_abstraction_km3";"Poland";"ECA";"POL";4.28604;4.42145;4.29382;4.31933;4.34671;4.45065;4.59338;4.54502;4.66058;4.7205;4.83022;5.04453;5.13196;5.32771;5.46815;5.96413;6.41499;6.6193;6.69137;6.83826;7.19312;7.57919;7.87474;8.09894;7.96868;7.72592;7.62859;7.57413;7.69154;7.36525;7.52778;7.94934;7.5816;8.15662;8.4305;8.42128;8.82761;9.48416;9.81339;9.83241;10.1062;10.0328;10.0916;10.4337;10.5853;10.9151;11.4091;12.0705;12.5412;13.3718;14.3418;13.4242;13.7989;13.7911;13.8306;13.7964;13.7837;13.7921;8.41049982758621;3.14244129149056;0.97391753494026;0.984004429542588;0.918935269207502;0;0;0;0.181234126241962;0.948515364864108;0.948515364864108;4.33347;0.0546293076104759;4.594026;0.104143879224849;5.160514;0.247969835121129;6.50561;0.338932438326579;7.742934;0.362002031182147;7.597086;0.142115418340165;7.929168;0.382554224025824;9.27577;0.627158331643613;10.24992;0.244497744365874;12.06154;0.960070035466163;13.83732;0.327423940786253;13.7907333333333;0.00645936013342937
"156";"total_abstraction_km3";"Puerto Rico (U.S.)";"Other";"PRI";0.124997;0.12176;0.121181;0.124993;0.130156;0.134374;0.14184;0.147408;0.146136;0.15224;0.158517;0.162624;0.173435;0.175752;0.181572;0.188;0.194648;0.197175;0.20265;0.213059;0.217456;0.237577;0.24295;0.245565;0.254477;0.263033;0.280742;0.279405;0.276958;0.283138;0.292538;0.305125;0.311888;0.326208;0.327033;0.330889;0.3758;0.345409;0.358533;0.383012;0.362826;0.376941;0.402002;0.401587;0.378488;0.381865;0.396624;0.415471;0.421045;0.436197;0.446365;0.447541;0.448081;0.452747;0.456531;0.453059;0.454491;0.458201;0.288281293103448;0.113171086842701;0.994694511316596;0.996800885908518;0.970961887477314;0;0;0;0.00666616146297942;0.989417170843359;0.989417170843359;0.1246174;0.00356843247098779;0.1443996;0.00671940539036007;0.17038;0.00954382756026114;0.1991064;0.00940999342720281;0.239605;0.0138074073779258;0.2766552;0.00793640426767689;0.3125584;0.0145974904795311;0.3587286;0.0214103336335518;0.3843688;0.0170385181779403;0.4102404;0.0212627215755651;0.450253;0.00426680184681689;0.455250333333333;0.00265376738493287
"157";"total_abstraction_km3";"Korea, Democratic People's Republic of";"Other";"PRK";3.07048;3.12615;3.55571;3.33685;3.59065;3.70964;3.81135;4.03502;3.85954;3.80705;3.73267;3.75368;3.76787;3.98978;4.32799;4.45228;4.92428;4.82278;4.99497;4.99536;5.08753;6.05739;5.76845;5.73885;5.72395;6.04224;6.01326;5.78445;6.65845;6.87514;6.66945;6.10307;7.12851;7.12983;6.26577;6.72671;6.90909;7.463;7.29899;7.01319;6.79889;7.51499;7.44819;7.71665;7.42034;7.81532;8.0527;8.22646;8.60611;8.18279;8.50642;8.13563;8.44604;8.80023;8.73441;9.05837;8.13773;7.76232;6.09456913793103;1.78790660926308;0.978038552162346;0.979021194130856;0.887477313974592;0;0;0;0.103550314989694;0.956559409515819;0.956559409515819;3.335968;0.238567452138803;3.84452;0.119595897295852;3.914398;0.253508670798456;4.837934;0.226857628216465;5.675234;0.355861162084316;6.274708;0.466509872210653;6.659326;0.475898412983275;7.082196;0.297114934124827;7.379812;0.344790287595228;8.176676;0.288477726748531;8.524546;0.26352986800361;8.31947333333333;0.666865338755384
"158";"total_abstraction_km3";"Portugal";"Other";"PRT";3.21672;3.2113;3.33137;2.91941;3.48959;3.6698;3.78261;3.54722;4.02824;3.40953;3.40958;3.48694;3.76785;3.0637;3.45196;3.76238;3.80007;4.03782;3.55752;4.06963;4.39039;4.76556;4.19867;4.32501;4.38117;3.95706;4.1628;4.86248;4.92266;4.93702;4.67573;4.72019;5.59153;5.79022;5.16142;4.85023;5.23601;5.22211;5.70493;5.09968;5.94504;5.27522;5.29264;5.99722;5.40024;6.13322;5.9283;5.76406;5.71741;5.83811;5.86641;6.0005;6.13119;6.07711;6.09827;6.54189;5.99361;6.05124;4.72447913793103;1.03533841045956;0.953625892153742;0.952690024300963;0.814882032667877;0;0;0;0.0584670229782516;0.909402342186018;0.909402342186018;3.233678;0.208918287303912;3.68748;0.235801159348295;3.436006;0.251137081053356;3.845484;0.211616715856758;4.41216;0.211836597168667;4.568404;0.470667572156825;5.187818;0.501866134810868;5.222592;0.310882228536789;5.582072;0.358847300282446;5.87622;0.164327554141112;6.034696;0.10564236498678;6.19558;0.3012943183998
"159";"total_abstraction_km3";"Paraguay";"LCR";"PRY";0.130453;0.125737;0.136237;0.130074;0.134065;0.128461;0.138897;0.145082;0.162147;0.155234;0.159584;0.16135;0.171552;0.194781;0.200012;0.205145;0.216064;0.224059;0.226106;0.234911;0.257587;0.268356;0.273643;0.294546;0.296531;0.308266;0.276283;0.30464;0.28556;0.294151;0.321433;0.283791;0.321369;0.344732;0.341981;0.351419;0.358098;0.402224;0.377361;0.387193;0.382936;0.3816;0.369785;0.359403;0.331204;0.345744;0.370727;0.397777;0.392217;0.419267;0.447245;0.440457;0.46407;0.475417;0.505904;0.464961;0.467834;0.465258;0.296740017241379;0.110420992271682;0.98020703776138;0.979082715555692;0.895946763460375;0;0;0;0.00640943993970894;0.960805836876937;0.960805836876937;0.1313132;0.00403688545787467;0.1459642;0.013274955845501;0.1774558;0.0188586690728694;0.221257;0.0112289749532181;0.2781326;0.0169245451726184;0.29378;0.0132441953889242;0.3226612;0.024364141626579;0.375259;0.020837439298052;0.3649856;0.0211757603712358;0.3851464;0.0279920033545297;0.4666186;0.0259182153571576;0.466017666666667;0.00157998491553982
"16";"total_abstraction_km3";"Benin";"AFR";"BEN";0.0185363;0.0183211;0.0184034;0.0195296;0.0194762;0.019831;0.0231045;0.0236564;0.02508;0.0248596;0.0246723;0.0260138;0.0277819;0.0300139;0.0325967;0.0348722;0.0365643;0.0383103;0.0448999;0.0493842;0.0512716;0.0544998;0.0613695;0.0603707;0.0602309;0.0644649;0.0616828;0.0683229;0.0682146;0.073605;0.0729332;0.0758647;0.0791161;0.0748909;0.0804448;0.078425;0.0764123;0.0786236;0.0824796;0.0883164;0.0923073;0.0858411;0.0931196;0.0978582;0.100986;0.107226;0.113945;0.121761;0.126095;0.133593;0.140815;0.137662;0.141725;0.150247;0.147207;0.144089;0.145679;0.148379;0.0723445189655172;0.0417754492009717;0.980298882601319;0.996677843058845;0.963702359346643;0;0;0;0.0024251033775262;0.960985899229391;0.960985899229391;0.01885332;0.000598231131754275;0.0233063;0.00210948784779624;0.02821572;0.0031630252072976;0.04080618;0.00611915133225188;0.0575485;0.0044287178985571;0.06725804;0.00450604502895832;0.07664994;0.0030825268600614;0.08085138;0.00471522477852329;0.09402244;0.0057856583923526;0.120524;0.010289375782816;0.1435312;0.00509168647895763;0.146049;0.00216880151235654
"160";"total_abstraction_km3";"French Polynesia (Fr.)";"Other";"PYF";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"161";"total_abstraction_km3";"Qatar";"MENA";"QAT";0.01409;0.0136531;0.0146584;0.0135622;0.0147845;0.0145398;0.013235;0.0135866;0.01429;0.0140774;0.0130947;0.0137054;0.0134296;0.0141368;0.0126451;0.0137711;0.013581;0.0137389;0.0140055;0.0242017;0.0339423;0.0371443;0.0366177;0.048857;0.0432066;0.0579462;0.0674277;0.0687035;0.0726205;0.0801572;0.0756425;0.0782963;0.0811525;0.0790125;0.0949996;0.121569;0.146879;0.120334;0.107711;0.114336;0.118056;0.127727;0.139053;0.131579;0.130664;0.125256;0.126175;0.123673;0.128406;0.122807;0.14389;0.138156;0.13402;0.157965;0.159077;0.16019;0.161321;0.165683;0.0749489689655172;0.0545589868324544;0.962219623961483;0.937617275216094;0.801572897761646;0;0;0;0.0031087881448214;0.925866604736573;0.925866604736573;0.01414964;0.000560597585617348;0.01394576;0.000529832396140515;0.01340232;0.000570104101897188;0.01585964;0.00466582087933088;0.03995358;0.00602097715383475;0.06937102;0.0080877899773053;0.08182068;0.00762573659209391;0.1221658;0.0148719612593632;0.1294158;0.00759950924073391;0.1252634;0.00219489619344515;0.1466216;0.0114207930679091;0.162398;0.00290055322309383
"162";"total_abstraction_km3";"Reunion (Fr.)";"Other";"REU";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
