"FID";"livestockNettoDemand_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"194";"livestockNettoDemand_km3";"Tanzania";"AFR";"TZA";0.0134868;0.0134868;0.0135238;0.0137659;0.0140368;0.0145364;0.0149491;0.0168784;0.0156575;0.0159933;0.0163709;0.0166872;0.0170606;0.0174349;0.0178559;0.0181469;0.018553;0.0189661;0.0195772;0.0199713;0.0204313;0.020906;0.0212461;0.0217173;0.0222312;0.0227569;0.0212329;0.0214998;0.0216785;0.021857;0.0221001;0.0222468;0.0224391;0.0226181;0.0228573;0.0230024;0.0231932;0.0268587;0.0236141;0.0237653;0.0239719;0.0295481;0.0287765;0.0292647;0.0298252;0.0304343;0.0301453;0.0304756;0.0317008;0.0317127;0.0323509;0.0327894;0.0334397;0.0334397;0.0335314;0.0334397;0.0334397;0.0334397;0.0230502793103448;0.00639171079922801;0.979065120154946;0.993461288525348;0.96024814303868;0;1.78425535569543e-54;0;0.000370577729244206;0.958568509504017;0.958568509504017;0.01366002;0.000240696888222511;0.01560294;0.000914763665107005;0.0170819;0.000588525228855994;0.0190429;0.000740965468156243;0.02130638;0.000698900942194242;0.02180502;0.000579927863617537;0.02245228;0.000299150450442582;0.02408674;0.00157992732839204;0.02827728;0.00243780411477214;0.03089374;0.000753015592800044;0.03311022;0.000518169631491465;0.0334397;0
"195";"livestockNettoDemand_km3";"Uganda";"AFR";"UGA";0.00231015;0.00231015;0.00231648;0.00218878;0.00206516;0.00208946;0.00207921;0.00209234;0.00209987;0.00217083;0.00220057;0.00232958;0.00250565;0.002513;0.00262922;0.00272204;0.00278502;0.00286101;0.00293951;0.00290766;0.00310796;0.00312668;0.00287674;0.00287144;0.00293926;0.00299393;0.00307966;0.00312129;0.00321612;0.00255303;0.00277274;0.00288395;0.00316298;0.0032861;0.00336148;0.00346295;0.0033529;0.00343288;0.00347451;0.00356833;0.00368503;0.00380654;0.00389914;0.00401198;0.00412894;0.00426029;0.00434182;0.00445994;0.00456976;0.00470559;0.00490347;0.00501775;0.0050418;0.0050418;0.00505561;0.0050418;0.0050418;0.0050418;0.00332440482758621;0.000957908877364742;0.954750958022797;0.966936986019343;0.883768202442679;0;6.42259712231826e-35;0;5.4158287243532e-05;0.911549391845444;0.911549391845444;0.002238144;0.000110528871477094;0.002106342;3.68028269294628e-05;0.002435604;0.000169459293135549;0.002843048;8.91802196117503e-05;0.002984416;0.000124397475376311;0.002992806;0.000258517451886715;0.00309345;0.000255212498910222;0.003458314;7.76954357089271e-05;0.003906326;0.000172988846981532;0.00446748;0.000177434885098731;0.005012086;6.2228808682153e-05;0.0050418;0
"196";"livestockNettoDemand_km3";"Ukraine";"ECA";"UKR";0.113859;0.113859;0.114171;0.124039;0.134241;0.141978;0.13812;0.140551;0.150629;0.156499;0.156969;0.154491;0.153814;0.160966;0.166725;0.168507;0.172473;0.177219;0.179628;0.178517;0.182863;0.185559;0.187901;0.187557;0.189143;0.191447;0.195927;0.197642;0.197484;0.19953;0.194287;0.195873;0.193891;0.189336;0.0385288;0.0362377;0.0347186;0.0314228;0.0282226;0.024661;0.0207158;0.0190544;0.0175747;0.0155723;0.0156521;0.0152872;0.0131606;0.0119347;0.0114331;0.0110063;0.0100269;0.00944305;0.00920978;0.00920978;0.00923501;0.00920978;0.00920978;0.00920978;0.105269509655172;0.0773964485141252;-0.725658328920206;-0.602427835803421;-0.352050520203814;1.16300622190317e-10;5.63826898253621e-07;9.93478243341506e-05;-0.00332585903165272;0.526580010331258;0.526580010331258;0.1200338;0.00906248990068403;0.1455554;0.00772383941443632;0.158593;0.0053400181179468;0.1752688;0.0046608782648767;0.1866046;0.00245581163772795;0.196406;0.00305246941016614;0.16238316;0.0692793736376708;0.03105254;0.00472555067140328;0.01771386;0.00221727255270975;0.01256438;0.00172287054563017;0.009424904;0.00035047997921422;0.00920978;0
"197";"livestockNettoDemand_km3";"Uruguay";"LCR";"URY";0.0175822;0.0175822;0.0176304;0.0176705;0.0177417;0.0175433;0.0176858;0.0171498;0.0176149;0.0176327;0.0177726;0.0183187;0.0171829;0.0167827;0.0168792;0.0177055;0.0183206;0.0194246;0.0184599;0.0183355;0.0181843;0.0188254;0.0207062;0.0210418;0.0207887;0.0191505;0.0185667;0.0190358;0.0195784;0.0204871;0.0212165;0.0202933;0.0195905;0.0203625;0.0207201;0.0207781;0.0205451;0.020193;0.0202471;0.0196869;0.0188562;0.0184173;0.0180741;0.0180523;0.0185819;0.0190142;0.0193718;0.0196784;0.0203041;0.0199618;0.0200976;0.019573;0.0184417;0.0184417;0.0184922;0.0184417;0.0184417;0.0184417;0.0188913293103448;0.00118991373135753;0.463364934378505;0.525008873964551;0.330199108604957;0.000249322150192244;2.32634831852821e-05;0.000261632852579297;3.26504567965792e-05;0.214707062411598;0.214707062411598;0.0176414;6.71512844255415e-05;0.0175253;0.000216013552815559;0.01738722;0.000648353327283819;0.01844922;0.000619288904308805;0.01990928;0.00130780488108892;0.0193637;0.00072393116040132;0.02043658;0.000598023237006724;0.02029004;0.000411793829482667;0.01839636;0.00034225180496237;0.01966606;0.000501552557565007;0.01900924;0.000776834360079419;0.0184417;0
"198";"livestockNettoDemand_km3";"United States";"Other";"USA";1.18733;1.18733;1.19058;1.22186;1.25654;1.30454;1.3489;1.35967;1.35832;1.36098;1.37227;1.37814;1.40547;1.43357;1.47593;1.51171;1.5852;1.63166;1.59062;1.52873;1.4573;1.39814;1.40752;1.4414;1.45262;1.44582;1.433;1.38604;1.33872;1.30573;1.28237;1.24881;1.242;1.25336;1.27525;1.29519;1.32093;1.34654;1.36295;1.33997;1.32011;1.31753;1.3159;1.30447;1.30123;1.29225;1.28704;1.29388;1.30999;1.30868;1.30793;1.28946;1.28149;1.28149;1.285;1.28149;1.28149;1.28149;1.34592982758621;0.0971699974360612;-0.253775417862637;-0.289551840581785;-0.234295691032194;0.0545779746271049;0.0274807751165453;0.00958888823296522;-0.00146026731059084;0.0644019627113509;0.0644019627113509;1.208728;0.0304283399152829;1.346482;0.0239229580110821;1.413076;0.0427613561524889;1.569584;0.048883155892393;1.431396;0.026914588609154;1.381862;0.0599593405567473;1.260358;0.0175046013950618;1.333116;0.0260006188387892;1.311848;0.00842824536899581;1.298368;0.010335664952;1.289074;0.0110377683432839;1.28149;0
"199";"livestockNettoDemand_km3";"Uzbekistan";"ECA";"UZB";0.0653757;0.0653757;0.0655548;0.0698815;0.0743981;0.0776759;0.0758059;0.0749058;0.0794218;0.0826662;0.0835236;0.0828778;0.0806402;0.0844544;0.0869361;0.0874412;0.089464;0.0916536;0.09224;0.0912906;0.0929173;0.0940629;0.0951396;0.0944801;0.0951516;0.0958748;0.0981388;0.0982633;0.0977887;0.098763;0.0965756;0.0970486;0.0959227;0.0932443;0.00454115;0.00463425;0.00488759;0.00482955;0.00453955;0.00426223;0.00437412;0.00441133;0.00447737;0.00451585;0.00462318;0.00491114;0.00520403;0.00549997;0.00585676;0.0059246;0.00622515;0.00667019;0.00708385;0.00708385;0.00710326;0.00708385;0.00708385;0.00708385;0.0530666331034483;0.0410623920914615;-0.75124334582659;-0.475714288564761;-0.0837637444622868;1.09626315492227e-11;0.000160631136663222;0.354409489030294;-0.00182673480820693;0.564366564648722;0.564366564648722;0.06811716;0.0040049968024956;0.07809512;0.00309204171495147;0.08368642;0.00229728352233676;0.09041788;0.00196082101987917;0.0943503;0.000924393311853783;0.09776572;0.00111326641779944;0.07746647;0.0407930548841283;0.004630634;0.000249812348934155;0.00448037;9.71057549787861e-05;0.0054793;0.00043005079612762;0.00683326;0.000385642416365213;0.00708385;0
"2";"livestockNettoDemand_km3";"Afghanistan";"SOA";"AFG";0.00773329;0.00773329;0.00775448;0.0080034;0.00827477;0.00845433;0.00852405;0.00860036;0.009028;0.0091268;0.00937308;0.00931857;0.0093357;0.00941921;0.00750138;0.00818305;0.00881518;0.00953666;0.00980881;0.00959811;0.00948969;0.00942278;0.00944747;0.00951639;0.00956119;0.00907523;0.00842492;0.00794161;0.00699147;0.00742305;0.00791337;0.00798624;0.00803606;0.0080462;0.00560638;0.00560982;0.00573688;0.00584643;0.00622694;0.00669248;0.00713625;0.00775855;0.00702152;0.00629523;0.00612867;0.00630964;0.0064921;0.00667256;0.00661121;0.0063686;0.00728489;0.00757404;0.00764459;0.00764459;0.00766554;0.00764459;0.00764459;0.00764459;0.00787342879310345;0.00118465513490781;-0.57855195383565;-0.618674740354663;-0.319273402805528;1.96711489807546e-06;2.2689909698456e-07;0.000415867813659146;-4.05868107293357e-05;0.334722363287042;0.334722363287042;0.007899846;0.000238696728569958;0.008746708;0.000308250845367859;0.008989588;0.000832830550154112;0.009188362;0.000675292096703345;0.009487504;5.49106627168168e-05;0.007971256;0.000819444770426903;0.00751765;0.00106972402398936;0.00602251;0.000439759344755743;0.006868044;0.000663942781329837;0.006490822;0.000154344370548459;0.00756273;0.000159134374822035;0.00764459;0
"20";"livestockNettoDemand_km3";"Bahrain";"MENA";"BHR";3.28761e-08;3.28761e-08;3.29662e-08;3.38164e-08;3.47622e-08;3.61842e-08;3.82082e-08;4.0487e-08;4.33148e-08;4.60958e-08;4.95453e-08;5.28809e-08;5.61515e-08;5.94866e-08;6.31968e-08;6.81076e-08;9.1702e-08;9.74648e-08;1.31015e-07;1.39482e-07;1.58747e-07;1.87534e-07;2.08468e-07;2.82554e-07;3.49052e-07;4.63624e-07;4.92589e-07;6.12119e-07;6.56976e-07;6.59693e-07;6.74631e-07;7.01672e-07;7.39844e-07;7.78274e-07;8.02375e-07;7.85901e-07;7.99021e-07;8.17699e-07;8.83568e-07;1.18597e-06;1.20871e-06;1.04454e-06;1.09523e-06;1.17177e-06;1.21631e-06;1.2619e-06;1.29017e-06;1.32526e-06;1.33136e-06;1.3595e-06;1.36365e-06;1.36017e-06;1.35745e-06;1.35745e-06;1.36117e-06;1.35745e-06;1.35745e-06;1.35745e-06;6.30998629310345e-07;5.27664880679215e-07;0.970625240533202;0.993461288525348;0.962676077660775;0;1.78425535569543e-54;0;3.0329160635516e-08;0.942113357560131;0.942113357560131;3.34594e-08;8.28924131027683e-10;4.0858e-08;3.95202171552738e-09;5.625222e-08;5.3630011259555e-09;1.0555428e-07;2.94062818042676e-08;2.37271e-07;7.74837766955122e-08;5.770002e-07;9.27994764031565e-08;7.393592e-07;5.2667951969865e-08;8.944318e-07;1.67244298939306e-07;1.147312e-06;7.48385777523865e-08;1.313638e-06;3.80132571611537e-08;1.359978e-06;2.63262606535757e-09;1.35745e-06;0
"200";"livestockNettoDemand_km3";"Saint Vincent and the Grenadines";"LCR";"VCT";3.11191e-09;3.11191e-09;3.12044e-09;4.22136e-09;4.50991e-09;4.04724e-09;3.94546e-09;3.97042e-09;5.08933e-09;6.98427e-09;6.17895e-09;6.76963e-09;8.01432e-09;8.65458e-09;9.30257e-09;8.6006e-09;8.03251e-09;7.45025e-09;4.71474e-09;6.08851e-09;6.08962e-09;6.18764e-09;6.30494e-09;7.80147e-09;7.82956e-09;7.7709e-09;7.81132e-09;8.05769e-09;8.43161e-09;8.73899e-09;9.04733e-09;9.27702e-09;9.53732e-09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.77248827586207e-09;3.64463047626309e-09;-0.636878070873895;-0.619728598017197;-0.327771589679272;7.68075247790394e-08;2.13507761155773e-07;0.000600068435971381;-1.37454960780089e-10;0.405613677160046;0.405613677160046;3.615106e-09;6.9269852593318e-10;4.807344e-09;1.30762827436929e-09;7.78401e-09;1.29635485907602e-09;6.977322e-09;1.5717329728583e-09;6.842646e-09;8.91424627425112e-10;8.162102e-09;4.16059854071502e-10;5.572334e-09;5.08977460095042e-09;0;0;0;0;0;0;0;0;0;0
"201";"livestockNettoDemand_km3";"Venezuela, Republica Bolivariana de";"LCR";"VEN";0.00871546;0.00871546;0.00873934;0.00875875;0.00879852;0.00906662;0.00936554;0.00962994;0.00992864;0.0102423;0.0105916;0.0109009;0.0111636;0.0114383;0.0115702;0.0117885;0.0119618;0.0122976;0.0127685;0.0129234;0.0134157;0.0138414;0.0142543;0.0145417;0.0149067;0.0152256;0.0155901;0.0159066;0.0165497;0.0169651;0.0173001;0.0175093;0.0177755;0.0182341;0.0183785;0.0179621;0.0185831;0.0187509;0.0189212;0.0191643;0.0195746;0.0199955;0.020441;0.0208846;0.0213037;0.021423;0.0217893;0.0222493;0.0223034;0.0225549;0.0228306;0.0226725;0.0226822;0.0226822;0.0227443;0.0226822;0.0226822;0.0226822;0.0161606667241379;0.00490298129791417;0.994040160947231;0.997215308137566;0.982099554637537;0;7.81148177393588e-65;0;0.000288612268294931;0.988115841575996;0.988115841575996;0.008745506;3.47470557026063e-05;0.009646608;0.000460991900926687;0.01113292;0.000397577862814317;0.01234796;0.000493111613126278;0.01419196;0.000583637197238147;0.01604742;0.000706891389818832;0.0178395;0.000461061427577715;0.01867632;0.00045344598575795;0.02043988;0.000687412755918887;0.02206398;0.000452485455014854;0.02272236;6.69121289453559e-05;0.0226822;0
"202";"livestockNettoDemand_km3";"U.S. Virgin Islands (U.S.)";"Other";"VIR";3.4889e-07;3.4889e-07;3.49846e-07;3.6344e-07;3.78084e-07;3.87971e-07;3.96614e-07;3.85121e-07;3.93514e-07;3.89535e-07;3.96417e-07;4.03448e-07;4.12131e-07;4.22086e-07;4.29971e-07;4.41259e-07;4.31189e-07;4.3587e-07;4.49889e-07;4.57157e-07;4.50138e-07;4.21091e-07;3.87428e-07;3.93684e-07;4.29153e-07;4.60256e-07;4.74993e-07;4.7256e-07;4.80436e-07;4.19861e-07;4.54198e-07;4.72955e-07;4.86193e-07;4.86167e-07;3.5517e-07;3.54152e-07;3.54223e-07;3.06524e-07;3.08745e-07;3.20869e-07;3.20045e-07;3.17046e-07;3.23354e-07;3.25783e-07;3.28664e-07;3.43096e-07;3.16527e-07;3.10342e-07;3.11339e-07;3.13547e-07;3.14753e-07;3.13811e-07;3.13811e-07;3.13811e-07;3.14671e-07;3.13811e-07;3.13811e-07;3.13811e-07;3.79864672413793e-07;5.8986988491334e-08;-0.532123495366766;-0.571973865127564;-0.288757214100198;1.7159750717056e-05;2.72837486662728e-06;0.0014306336646467;-1.85874271740129e-09;0.283155414321336;0.283155414321336;3.5783e-07;1.28965893940995e-08;3.90551e-07;4.54733147021415e-09;4.128106e-07;1.35773950852142e-08;4.430728e-07;1.05026207776916e-08;4.162988e-07;2.58758544148787e-08;4.616212e-07;2.44858997935547e-08;4.509366e-07;5.51155222446454e-08;3.289026e-07;2.37187908692665e-08;3.229784e-07;4.58615059717843e-09;3.189702e-07;1.36941191648094e-08;3.141714e-07;4.94348864669484e-10;3.13811e-07;0
"203";"livestockNettoDemand_km3";"Vietnam";"EAP";"VNM";0.00386021;0.00386021;0.00387079;0.00384929;0.00383895;0.00406628;0.00419938;0.00428056;0.00435717;0.00440211;0.00446387;0.00447741;0.00444767;0.00451285;0.00460795;0.00471791;0.00480507;0.00444051;0.00440775;0.00451176;0.00452128;0.00456522;0.00471913;0.00482334;0.00499585;0.00525508;0.00549561;0.00568794;0.00599375;0.00626413;0.00644441;0.00668443;0.00676079;0.00687352;0.00716695;0.00745952;0.00777037;0.00817788;0.00837953;0.00827557;0.00846727;0.00874386;0.00902992;0.00899518;0.00914398;0.00939857;0.00954483;0.00987231;0.0101502;0.0101196;0.0101578;0.0103182;0.0104584;0.0104584;0.010487;0.0104584;0.0104584;0.0104584;0.00670711586206897;0.00242267068151892;0.969444269309245;0.990322681964312;0.946894502617156;0;1.00226334909358e-49;0;0.000139081015103508;0.939822191296531;0.939822191296531;0.00385589;1.21435003191008e-05;0.0042611;0.000133469235593825;0.00450195;6.39402580539054e-05;0.0045766;0.000175643170376761;0.004724964;0.000193711393134219;0.005739302;0.000398962092647911;0.00678602;0.00026477272706984;0.008012574;0.000385901924107667;0.008876042;0.000271214722535485;0.009817102;0.000337197389476846;0.01037596;0.000138611500244388;0.0104584;0
"204";"livestockNettoDemand_km3";"Vanuatu";"EAP";"VUT";2.55192e-07;2.55192e-07;2.55891e-07;2.90887e-07;3.29327e-07;3.67746e-07;4.00797e-07;4.28623e-07;4.85027e-07;5.37389e-07;5.62502e-07;5.98578e-07;6.2468e-07;6.97191e-07;7.10818e-07;7.79346e-07;8.07681e-07;8.36008e-07;8.35517e-07;8.16073e-07;7.80334e-07;7.52702e-07;7.40786e-07;7.51697e-07;7.73334e-07;7.97254e-07;8.0367e-07;8.39733e-07;8.60203e-07;8.85562e-07;9.09479e-07;9.34012e-07;9.9997e-07;9.38905e-07;1.01227e-06;1.082e-06;1.08915e-06;1.08915e-06;1.0912e-06;1.08925e-06;1.08942e-06;1.08949e-06;9.41459e-07;9.39977e-07;9.40515e-07;9.76896e-07;1.00077e-06;1.01375e-06;1.03512e-06;1.25776e-06;1.26914e-06;1.23204e-06;1.23214e-06;1.23214e-06;1.23551e-06;1.23214e-06;1.23214e-06;1.23214e-06;8.49615051724138e-07;2.88366931528822e-07;0.945040934589698;0.955228068752024;0.848214493099275;0;2.6716266402224e-31;0;1.6137888000246e-08;0.893102368050174;0.893102368050174;2.772978e-07;3.28910621704438e-08;4.439164e-07;6.76799618779444e-08;6.387538e-07;6.37076506802755e-08;8.14925e-07;2.33890040082942e-08;7.597706e-07;1.64497902661402e-08;8.372844e-07;3.73976782073433e-08;9.589272e-07;4.47122631690681e-08;1.08815e-06;3.54735817193586e-09;1.0001722e-06;8.15054026902512e-08;1.0568592e-06;1.14271867811811e-07;1.240194e-06;1.62483254521812e-08;1.23214e-06;0
"205";"livestockNettoDemand_km3";"West Bank and Gaza";"MENA";"PSE";1.41316e-06;1.41316e-06;1.41703e-06;1.58064e-06;1.74839e-06;1.79604e-06;1.76741e-06;1.90294e-06;1.98168e-06;1.68294e-06;1.74455e-06;1.89847e-06;1.76577e-06;1.84977e-06;1.91788e-06;2.05026e-06;2.01795e-06;2.61662e-06;2.58285e-06;2.74974e-06;2.82927e-06;2.92435e-06;2.98352e-06;2.96728e-06;2.90609e-06;3.08174e-06;3.16145e-06;3.31612e-06;2.84083e-06;3.07344e-06;3.26852e-06;3.40753e-06;3.32452e-06;3.76395e-06;4.28993e-06;4.42283e-06;7.62893e-06;7.12371e-06;9.25435e-06;8.77396e-06;8.9787e-06;9.08002e-06;9.59524e-06;9.80647e-06;1.06018e-05;1.08962e-05;1.07798e-05;1.12513e-05;1.12832e-05;1.09232e-05;1.10324e-05;1.04682e-05;1.04428e-05;1.04428e-05;1.04714e-05;1.04428e-05;1.04428e-05;1.04428e-05;5.35554310344828e-06;3.78543124267663e-06;0.923848264254292;0.967613940375645;0.867986627399059;0;3.63112397788055e-35;0;2.07093577163245e-07;0.853495615365663;0.853495615365663;1.514476e-06;1.49264045335774e-07;1.826202e-06;1.17209614878644e-07;1.835288e-06;7.7603590251998e-08;2.403484e-06;3.43109309593896e-07;2.922102e-06;6.06061883803955e-08;3.094716e-06;1.72157125702075e-07;3.61089e-06;4.25764890696732e-07;7.440756e-06;1.89145189367322e-06;9.612446e-06;6.52279490387365e-07;1.102674e-05;2.26351227078627e-07;1.057152e-05;2.57995682134411e-07;1.04428e-05;0
"206";"livestockNettoDemand_km3";"Samoa";"EAP";"WSM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"207";"livestockNettoDemand_km3";"Yemen, Republic of";"MENA";"YEM";0.000558474;0.000558474;0.000560004;0.000563716;0.000569033;0.000574472;0.000583336;0.000592348;0.000564371;0.000578763;0.000537936;0.000470314;0.000465194;0.000514112;0.00049995;0.000476415;0.000522306;0.000550149;0.000521096;0.000537261;0.000542502;0.000547451;0.000567363;0.000591444;0.000603185;0.000618846;0.000630828;0.000641068;0.000653612;0.000660235;0.000685733;0.000695731;0.000920896;0.0008737;0.000898716;0.000917367;0.00090929;0.000922922;0.000975234;0.00104898;0.00110959;0.00114016;0.001173;0.00122866;0.00124055;0.0014027;0.00142166;0.00143254;0.00146725;0.00153465;0.00159208;0.00162176;0.00164724;0.00164724;0.00165176;0.00164724;0.00164724;0.00164724;0.000895782534482759;0.000416983425152616;0.915384188316247;0.907057296139199;0.80607429453563;0;1.06386585608454e-22;0;2.2603350487557e-05;0.837928212219388;0.837928212219388;0.0005619402;4.5066404560382e-06;0.000578658;1.03796889885969e-05;0.0004975012;3.04129387136462e-05;0.0005214454;2.78506260845246e-05;0.000570389;2.66077241134976e-05;0.0006409178;1.67577437980177e-05;0.0008149552;0.000114676788286471;0.0009547586;5.86856214485286e-05;0.001178392;5.61581772318155e-05;0.00145176;5.19446681575694e-05;0.001632016;2.52657649795132e-05;0.00164724;0
"208";"livestockNettoDemand_km3";"South Africa";"AFR";"ZAF";0.0420784;0.0420784;0.0421936;0.042293;0.0424696;0.042477;0.0417181;0.0417168;0.0409571;0.0401643;0.0409145;0.041166;0.0383605;0.037512;0.0361287;0.036955;0.037202;0.0381986;0.0383908;0.0393286;0.0394786;0.0406898;0.0399891;0.0389799;0.0406089;0.0402589;0.0388152;0.0368543;0.0363728;0.0368423;0.0371339;0.0384693;0.0404784;0.0407173;0.0397818;0.0378405;0.0371768;0.0371253;0.0379183;0.0385899;0.0390923;0.0388315;0.0385978;0.0385844;0.0370261;0.036748;0.0364922;0.0366873;0.0361287;0.0367104;0.0368815;0.0366215;0.0360878;0.0360878;0.0361867;0.0360878;0.0360878;0.0360878;0.0386457189655172;0.00206453353318225;-0.762743912202547;-0.767678054931079;-0.595632367738289;3.44891094314687e-12;2.05810947600419e-12;4.6012069670059e-11;-9.32505306222886e-05;0.581778275602049;0.581778275602049;0.0422226;0.000164615795110919;0.04140666;0.00087811900844931;0.03881634;0.00218264055744413;0.038015;0.000959824015119438;0.03994926;0.000732511312540633;0.0378287;0.00165235736298175;0.03931614;0.0015008536147806;0.03773016;0.000603901347903779;0.03842642;0.000809739289524722;0.03655332;0.000257178375840583;0.03637306;0.000359760424449381;0.0360878;0
"209";"livestockNettoDemand_km3";"Congo, Dem. Rep.";"AFR";"COD";0.000285296;0.000285296;0.000286078;0.000271921;0.000258345;0.000247851;0.000240485;0.000223466;0.000242687;0.000253695;0.000272035;0.000283511;0.000314955;0.000322499;0.000330998;0.000341215;0.000349784;0.000357749;0.000363945;0.000365497;0.000369825;0.000374987;0.000377309;0.000382983;0.000390354;0.000394244;0.000400731;0.000404973;0.00042048;0.000431337;0.000455266;0.000479184;0.000506816;0.000496468;0.000522636;0.00052429;0.000537602;0.000535236;0.000535926;0.000560019;0.000551275;0.000526183;0.00052437;0.000521346;0.000516937;0.000522758;0.000525508;0.000528714;0.000533257;0.00053636;0.000541727;0.000545971;0.000551288;0.000551288;0.000552798;0.000551288;0.000551288;0.000551288;0.000425545137931034;0.000111869702438125;0.955107022864473;0.955613385877569;0.855846954288583;0;2.1081265198376e-31;0;6.32725214555963e-06;0.912229425125034;0.912229425125034;0.0002773872;1.21769553132136e-05;0.0002416368;1.13646821864934e-05;0.0003047996;2.56392305617778e-05;0.000355638;1.01606433851405e-05;0.0003790916;7.8721014856263e-06;0.000410353;1.51979566883183e-05;0.000492074;2.59405599785355e-05;0.0005386146;1.30672431216382e-05;0.0005280222;1.34616792674614e-05;0.0005293194;5.54571887134572e-06;0.0005486144;4.64280694192641e-06;0.000551288;0
"21";"livestockNettoDemand_km3";"Bahamas, The";"LCR";"BHS";9.73539e-07;9.73539e-07;9.76206e-07;1.06418e-06;1.15504e-06;1.24084e-06;1.44416e-06;1.49069e-06;1.51478e-06;1.68412e-06;1.85114e-06;1.7573e-06;1.87976e-06;1.85084e-06;1.82038e-06;2.16773e-06;2.10737e-06;2.4051e-06;2.40247e-06;2.59923e-06;2.56083e-06;2.86231e-06;3.16145e-06;3.03514e-06;2.92222e-06;3.23364e-06;3.35874e-06;3.24862e-06;3.21823e-06;3.25825e-06;3.42079e-06;3.78263e-06;3.80559e-06;3.70524e-06;4.32731e-06;4.4441e-06;4.08145e-06;3.48451e-06;3.14352e-06;3.87775e-06;3.79859e-06;3.71608e-06;3.78219e-06;3.51101e-06;3.29543e-06;3.19115e-06;3.39139e-06;3.64273e-06;3.96938e-06;3.90977e-06;3.90111e-06;4.06674e-06;4.05516e-06;4.05516e-06;4.06627e-06;4.05516e-06;4.05516e-06;4.05516e-06;2.94497196551724e-06;1.04230726498571e-06;0.917569710756699;0.909580489649051;0.789078752180963;0;5.09471780433636e-23;0;5.66350716416989e-08;0.841934174098134;0.841934174098134;1.0285008e-06;8.07179030246698e-08;1.474918e-06;1.59171115847066e-07;1.831884e-06;4.66833747708967e-08;2.33638e-06;1.99417183061039e-07;2.90839e-06;2.25398266963169e-07;3.263496e-06;5.53638576148736e-08;3.808312e-06;3.28185555775997e-07;3.806266e-06;5.07549896985508e-07;3.62066e-06;2.14856741574473e-07;3.620884e-06;3.32686277715207e-07;4.028888e-06;7.165514824491e-08;4.05516e-06;0
"210";"livestockNettoDemand_km3";"Zambia";"AFR";"ZMB";0.000343369;0.000343369;0.00034431;0.000341477;0.000339375;0.000339891;0.000339775;0.000349743;0.000354797;0.000377525;0.000386564;0.000421183;0.000426684;0.000439667;0.000454047;0.000464786;0.000471434;0.000493568;0.000550704;0.000569075;0.000577041;0.000597791;0.000591287;0.000619864;0.000655665;0.000625292;0.000594242;0.000657232;0.000671434;0.000692346;0.000704026;0.000711756;0.000764563;0.000789849;0.000798885;0.000746715;0.000697943;0.000653891;0.000608546;0.000731549;0.000749191;0.000796918;0.000733465;0.000755659;0.000804716;0.000809447;0.000789002;0.00081405;0.000789005;0.000802532;0.000818919;0.000833023;0.00085005;0.00085005;0.000852379;0.00085005;0.00085005;0.00085005;0.000624824413793103;0.000179306176866729;0.962730066952973;0.970075592580379;0.886196137064774;0;4.10081775038589e-36;0;1.02223419976006e-05;0.926849181815276;0.926849181815276;0.00034238;1.970188823438e-06;0.0003523462;1.54913049547157e-05;0.000425629;2.52566938354964e-05;0.0005099134;4.72976915906051e-05;0.0006083296;3.06356461952413e-05;0.0006481092;3.87506970930847e-05;0.0007538158;4.38553803962524e-05;0.0006877288;5.68305026477859e-05;0.0007679898;3.11571013045181e-05;0.0008008072;1.1528741288623e-05;0.0008408842;1.45294759265433e-05;0.00085005;0
