"FID";"total_evaporation_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"140";"total_evaporation_km3";"Niger";"AFR";"NER";263.363;258.036;227.262;250.489;238.948;217.925;253.607;218.186;225.589;226.693;208.531;188.292;177.478;160.995;147.149;125.191;210.292;185.501;182.376;188.929;246.114;204.845;210.612;175.979;161.723;151.793;97.8124;160.127;176.088;131.013;216.046;180.757;156.465;200.44;191.454;171.646;248.636;176.153;163.459;186.853;229.192;245.979;184.112;193.136;175.019;222.653;199.272;227.496;200.533;212.8;213.017;183.905;213.62;179.086;241.908;210.022;190.663;218.477;198.3403;34.7415751825873;-0.122029314966103;-0.127810760097204;-0.0792498487598306;0.361487929269193;0.33806597890872;0.379538926375576;-0.251052354732549;0.0148911537110985;0.0148911537110985;247.6196;14.6135041417177;228.4;14.6650932489364;176.489;23.8111230835507;178.4578;31.7229146627481;199.8546;32.8048053995143;143.36668;30.2092776049345;189.0324;22.3318710434213;189.3494;34.2016122032281;205.4876;30.5747687530094;212.5508;12.7105231481635;206.3072;25.5380486470678;206.387333333333;14.2587780098202
"141";"total_evaporation_km3";"Nigeria";"AFR";"NGA";662.754;662.162;677.338;629.546;681.611;691.737;657.54;629.28;632.428;636.076;632.782;638.635;604.084;579.134;609.988;541.303;614.83;631.773;653.801;587.563;677.676;660.142;627.137;609.163;604.68;538.947;576.573;595.042;619.556;553.072;646.847;612.573;574.573;642.248;625.239;624.758;660.796;627.013;658.376;662.728;668.571;662.599;640.01;673.385;631.362;695.501;641.315;683.33;691.676;669.79;676.293;662.987;678.36;629.629;696.477;657.871;671.928;646.097;638.425603448276;37.7055713222161;0.269859919768452;0.291642314436002;0.202661826981246;0.0404981906801114;0.0266899431965349;0.0246288270118531;0.602552000984327;0.0728243762974326;0.0728243762974326;662.6822;20.4412295178152;649.4122;26.1202631342029;612.9246;23.8952164627149;605.854;43.4530500310393;635.7596;32.0123254278723;576.638;32.2359814570613;620.296;28.9892937651127;646.7342;19.1111646740851;655.1854;18.4608257209693;676.3224;21.9137427953328;668.7492;24.9083333685736;658.632;12.9323037777497
"142";"total_evaporation_km3";"Nicaragua";"LCR";"NIC";162.711;166.209;164.167;166.835;163.497;165.408;154.23;164.071;166.922;164.77;155.878;158.195;156.052;160.041;158.95;149.598;159.652;145.702;158.796;147.724;156.374;149.209;145.267;147.082;148.461;148.427;146.204;150.436;147.678;146.886;142.866;143.086;146.74;147.433;146.836;146.498;150.869;148.767;149.336;156.789;140.929;149.336;144.808;145.173;151.002;152.121;158.517;151.582;156.903;150.825;147.644;156.896;152.708;161.703;168.306;161.66;162.511;162.248;153.957310344828;7.47423109982393;-0.287904791826014;-0.263807927188716;-0.162178524821582;0.0284143059071588;0.0453960246065413;0.0722117707518097;-0.127428342920422;0.0828891691563824;0.0828891691563824;164.6838;1.76928041870134;163.0802;5.05819208808839;157.8232;1.81985595583827;152.2944;6.48120257359697;149.2786;4.2407546851946;147.9262;1.63244362842948;145.3922;2.22296158311384;150.4518;3.87460497341342;146.2496;3.9892741570366;153.9896;3.47448367387156;157.4514;7.98266639663716;162.139666666667;0.4357204761465
"143";"total_evaporation_km3";"Netherlands, The";"Other";"NLD";12.5231;12.0426;12.6214;12.8569;11.6105;12.0038;12.7744;11.8874;12.7394;13.1385;12.4382;13.443;12.7788;13.2633;13.2644;13.0551;13.0764;13.002;12.3984;12.7551;12.4451;12.7807;13.1854;12.8165;13.7451;13.5311;13.0053;13.0567;13.4865;12.8412;13.0846;14.053;14.5983;13.5606;14.7151;13.0302;13.7559;14.0133;12.1133;14.7097;13.4514;14.7083;14.3557;14.3394;14.495;14.2426;14.7765;14.8997;15.1284;15.0155;14.8666;15.1507;14.2583;15.5921;15.9907;14.9025;16.5906;16.2627;13.6418448275862;1.1471436818146;0.860222192395672;0.859115937125104;0.687840290381125;0;0;2.39808173319034e-14;0.0584358116213965;0.739982220290013;0.739982220290013;12.3309;0.50002503437328;12.5087;0.538842444504885;13.03754;0.416228804865785;12.8574;0.286836948456784;12.99456;0.494741839750794;13.18416;0.307260212198065;14.00232;0.689772155860179;13.52448;0.991588166528826;14.26996;0.480884261543253;14.81254;0.344487899642353;15.17168;0.666206373430936;15.9186;0.895111171866377
"144";"total_evaporation_km3";"Norway";"Other";"NOR";96.8453;104.043;102.834;107.054;91.4403;104.888;102.036;99.7085;94.7561;94.4925;93.8448;107.413;102.105;103.232;102.137;101.374;98.9623;98.9261;98.0572;95.505;102.723;90.005;100.51;91.4906;96.3542;98.5943;96.4009;97.9732;100.224;94.0128;104.56;104.211;103.929;97.6125;102.727;96.6863;97.8191;99.8242;94.686;104.495;97.5008;103.05;99.653;96.0981;108.356;106.172;103.312;102.246;107.388;104.734;106.831;103.63;97.9646;110.575;105.937;113.74;114.504;109.164;101.126684482759;5.32389083065877;0.426546354119258;0.386016180134732;0.259528130671506;0.000841340833964477;0.0029476791061294;0.00400552928266529;0.134476375772862;0.181941792212432;0.181941792212432;100.44332;6.252484587506;99.17622;4.54314836506579;101.74636;4.92528699143512;98.56492;2.10951311373028;96.21656;5.51598832558591;97.44104;2.35546120600616;102.6079;2.87637511461909;98.70212;3.7346016075346;100.93158;4.90859610194198;104.7704;2.08069478780527;104.98752;4.65521560746653;112.469333333333;2.88787903717128
"145";"total_evaporation_km3";"Nepal";"SOA";"NPL";59.8083;65.0864;61.9464;64.0659;65.1466;65.9626;61.4633;58.2935;58.7626;60.6043;63.8806;63.841;66.6392;68.7625;63.4561;65.7277;63.3569;63.3236;63.1244;64.0713;67.3324;64.4651;62.9661;63.6557;66.167;65.9662;63.4426;62.5012;66.7484;66.1507;65.9354;62.5052;66.1155;64.0959;61.3417;62.3287;61.454;61.0945;63.1414;63.4846;66.4135;59.2767;61.3766;62.1724;62.8245;62.6327;64.7802;62.9659;63.7578;64.4668;59.7252;61.7607;60.836;75.6462;72.0281;75.4882;66.8901;77.4666;64.2883396551724;3.76170025130666;0.307154331045622;0.10732412562675;0.0562613430127042;0.0190117738761026;0.421588928406669;0.532730899875094;0.0684213202497774;0.0943437830800855;0.0943437830800855;63.21072;2.30065787265295;61.01726;3.05484187855934;65.31588;2.30892001745405;63.92078;1.07196337017642;64.91726;1.80262024092708;64.96182;1.86927546980107;63.99874;2.09351905962186;62.30064;1.03452875890427;62.41274;2.60488594625561;63.72068;0.926559348881657;65.99924;7.30408852444985;73.2816333333333;5.62292543106641
"146";"total_evaporation_km3";"Nauru";"Other";"NRU";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"147";"total_evaporation_km3";"New Zealand";"Other";"NZL";148.393;147.068;149.553;146.91;151.921;144.793;145.856;147.521;149.29;148.65;146.407;148.287;151.499;152.506;149.5;147.901;148.815;150.598;145.719;146.582;149.771;150.874;152.912;152.728;147.97;143.036;157.394;154.349;156.304;152.253;153.309;152.35;155.876;148.801;149.85;148.786;153.883;151.316;154.111;154.278;159.421;157.941;158.81;154.583;161.697;153.714;153.753;159.547;155.319;156.976;159.39;154.386;154.486;180.174;177.984;177.307;177.259;183.969;154.217862068966;8.83274947447774;0.725470422428702;0.81660463256329;0.616454930429522;1.18219656286556e-10;0;8.17546030873473e-12;0.379460211018483;0.526307333818874;0.526307333818874;148.769;2.06400205910749;147.222;1.88223311521182;149.6398;2.44807755187616;147.923;1.91099908424887;150.851;2.07592991211168;152.6672;5.72994281821381;152.0372;2.81551677316972;152.4748;2.390699207345;158.4904;2.5894043330465;155.8618;2.45849826113423;165.284;12.7779550789632;179.511666666667;3.86023850731187
"148";"total_evaporation_km3";"Oman";"MENA";"OMN";23.8531;22.8622;36.6988;32.9422;14.9978;38.5123;19.8453;20.5323;17.1063;22.6534;20.264;18.8282;37.1787;14.4285;40.0854;18.3545;8.93414;15.4692;33.0836;23.5369;28.7476;22.8762;14.039;22.18;31.7248;48.321;12.2088;8.51915;17.5564;27.0993;25.0072;28.4927;22.3059;13.1387;28.6208;13.0927;13.0987;28.9239;30.0743;35.3338;17.9188;15.0968;9.4021;8.11272;15.554;16.1468;15.4998;21.9101;19.809;35.023;16.8045;14.8409;19.7167;20.0977;11.3465;24.3148;24.7289;16.7456;21.9758018965517;8.85104442103065;-0.249507486732454;-0.247100802854594;-0.15426497277677;0.0589158934190477;0.0616932066328519;0.087166726291617;-0.13077620259005;0.0622539859355453;0.0622539859355453;26.27082;8.62837061976362;23.72992;8.49801509012546;26.15696;11.6348041252528;19.875668;9.07334054756681;23.91352;6.81857195987547;22.74093;15.9169682280263;23.51306;6.36794428077068;24.10468;10.3362188396918;13.216884;4.23406650104601;21.67774;7.91202225654099;16.56126;3.62890257350621;21.9297666666667;4.49439180794614
"149";"total_evaporation_km3";"Pakistan";"SOA";"PAK";228.95;296.251;236.04;284.034;244.127;221.198;243.132;231.15;230.023;269.635;229.356;223.711;265.458;219.943;235.886;253.117;219.818;285.69;305.009;279.187;298.447;279.632;269.403;289.997;299.294;317.358;263.145;260.919;289.383;260.021;269.3;282.357;311.601;283.41;312.669;269.47;319.845;306.011;307.93;317.833;297.49;268.231;237.158;266.777;238.036;313.091;262.888;296.017;288.49;336.015;293.536;287.414;308.077;340.012;302.69;349.131;300.675;334.544;278.103655172414;33.7276194569063;0.637133994551989;0.61622935187179;0.428917120387175;7.56084366226872e-08;5.0880142932754e-07;1.97503600052329e-06;1.27252723861084;0.405939727013776;0.405939727013776;257.8804;30.2466562829679;239.0276;18.806202920845;234.8708;18.1273329726135;268.5642;32.9741124020041;287.3546;12.7913191383844;278.1652;25.0707220917149;291.8674;19.3221660095342;304.2178;20.334629642558;261.5384;25.0575242053161;299.3002;27.3479927910624;306.3458;20.4467538792836;328.116666666667;24.859182294141
"15";"total_evaporation_km3";"Belgium";"Other";"BEL";11.0275;10.8315;11.3294;11.2687;10.189;10.5239;10.8035;10.5714;11.1046;10.8238;10.3957;11.3693;11.1671;11.387;11.288;11.4012;11.3003;10.8444;10.1122;11.0822;10.5278;10.8337;11.0463;10.882;11.9819;11.6046;10.8388;11.3197;11.6878;11.0817;11.1668;11.9813;12.542;11.7221;12.4926;11.6005;11.4669;11.2278;10.5623;12.2182;11.2456;11.7938;11.687;11.4247;11.9154;12.3664;12.4069;12.4099;12.4849;12.2954;12.5834;12.7321;11.9209;13.0294;13.1696;12.8177;13.5943;12.9458;11.5591155172414;0.801176582765956;0.78999876178144;0.780553077609278;0.597096188747732;1.68309810533174e-13;0;3.57303076015114e-11;0.037480491556184;0.624098043616203;0.624098043616203;10.92922;0.458945668897747;10.76544;0.232312855864672;11.12142;0.41487417008052;10.94806;0.514006262607762;11.05434;0.551375473701905;11.30652;0.354861193989988;11.98096;0.571490702461553;11.41514;0.600910794544415;11.6133;0.27388391701595;12.3927;0.0692049492449777;12.68708;0.48729269130575;13.1192666666667;0.416347094781906
"150";"total_evaporation_km3";"Panama";"LCR";"PAN";76.2402;73.4195;69.6186;72.663;71.0213;75.5899;71.396;74.9285;73.1704;74.1123;70.1695;69.9461;72.7837;72.9089;75.2592;69.0032;69.8903;64.1467;69.6336;66.1191;64.8242;70.5678;70.2935;68.69;74.8256;71.4514;68.848;69.761;70.7214;70.5602;69.8023;69.5926;69.5578;69.647;70.6387;71.814;67.7925;69.0857;69.6157;73.5285;69.4448;67.9373;70.0095;68.7019;71.1284;67.5626;67.7834;69.6984;72.1742;68.2598;70.9412;71.4202;68.7851;79.2026;80.391;78.158;75.6515;77.8809;71.1856672413793;3.29568286869555;0.0709683621764573;-0.0862837983327694;-0.0828796128251664;0.59654071891721;0.518556677185152;0.358098672906202;0.0138503522101558;0.00503650843000772;0.00503650843000772;72.59252;2.51532131088654;73.83942;1.63879742707877;72.21348;2.20250064971614;67.75858;2.5170707632087;69.84022;3.6080573667834;70.2684;0.995594817182174;69.84768;0.451979166555273;70.36728;2.28708998992169;69.44438;1.22248219087233;69.09568;1.91126039879447;74.14802;5.26804483769833;77.2301333333333;1.37413918630295
"151";"total_evaporation_km3";"Peru";"LCR";"PER";1147.51;1163.43;1162.91;1118.96;1094.66;1125.1;1124.74;1178.16;1080.7;1113.4;1135.7;1122.69;1099.39;1079.11;1127.8;1109.05;1085.65;1078.41;1053.71;1095.03;1114.2;1060.21;1060.38;1021.65;1027.49;1054.52;1070.35;1079.82;1097.71;1106.16;1059.59;1037.46;1052.77;1054.88;1063.73;1066.8;1058.69;1016.73;985.677;1034.36;1084.13;1033.75;1039;1022.76;1023.57;1022.03;1001.37;977.463;1017.76;994.393;1014.58;1046.42;1054.53;1138.37;1149.21;1142.47;1090.23;1112.6;1075.58487931034;48.3712279614023;-0.522309759984132;-0.52265526469593;-0.427707199032063;2.60640711959472e-05;3.37911125739792e-05;2.11048833886208e-06;-1.49611809037497;0.272807485374684;0.272807485374684;1137.494;29.9884566125034;1124.42;35.0764564914987;1112.938;23.2485003817451;1084.37;20.6151255150193;1056.786;36.7892719416952;1081.712;20.7708947809189;1053.686;10.0160735819981;1032.4514;32.8136409104506;1040.642;25.2617352927308;1002.6032;18.0837424694116;1080.622;59.68932123923;1115.1;26.2095764940985
"152";"total_evaporation_km3";"Philippines";"EAP";"PHL";312.089;323.455;322.989;314.001;313.664;302.96;315.838;313.219;314.238;308.812;313.641;316.372;312.593;307.799;327.394;310.702;320.061;327.708;320.026;310.926;312.443;355.281;345.639;347.212;360.879;323.471;348.822;358.225;352.801;354.553;361.909;355.139;342.166;359.612;337.361;347.777;365.713;334.255;360.274;370.508;328.54;339.987;349.569;359.922;361.594;357.894;372.679;356.299;373.805;362.796;353.031;360.261;355.143;376.771;407.393;411.928;411.274;411.235;344.011172413793;27.8298166639434;0.850569342783297;0.841951459595804;0.635813672111313;0;0;1.78790315885635e-12;1.40175040757943;0.723468206882807;0.723468206882807;317.2396;5.51110068861021;311.0134;5.20199229142067;315.5598;7.30447929013424;317.8846;7.17344678658734;344.2908;18.8453329288713;347.5744;13.8922989746118;351.2374;10.8867376793969;355.7054;14.6894546971629;347.9224;13.8948042555482;364.6946;8.17142847365135;370.5198;22.6177886894365;411.479;0.389334046802993
"153";"total_evaporation_km3";"Palau";"EAP";"PLW";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"154";"total_evaporation_km3";"Papua New Guinea";"EAP";"PNG";520.788;501.829;506.592;503.127;505.81;505.82;499.668;483.699;489.192;495.378;504.343;507.368;512.945;521.852;503.49;518.33;515.874;514.001;507.211;508.348;518.036;489.123;483.682;494.334;477.288;487.684;493.599;491.373;503.522;495.12;503.161;492.64;483.452;497.03;496.11;502.446;492.76;509.958;502.887;501.078;508.373;497.516;507.543;494.865;500.606;487.103;492.635;482.571;471.854;479.251;479.228;480.327;481.628;556.349;559.046;548.921;549.869;563.5;503.140224137931;19.9788173315245;0.13727639006066;-0.145344366175521;-0.119177253478524;0.304146424572684;0.275519398145334;0.186343623629076;0.162411301485737;0.0188448072680852;0.0188448072680852;507.6292;7.6067636810933;494.7514;8.66230285778556;509.9996;7.59032445288078;512.7528;4.80933630556235;492.4926;15.6206335915032;494.2596;5.88514462863912;494.4786;7.23742936407672;501.8258;6.13170866887853;501.7806;6.00118765745581;482.6828;7.86824492501346;511.3156;42.3599433344758;554.096666666667;8.15730864521706
"155";"total_evaporation_km3";"Poland";"ECA";"POL";115.668;118.144;117.013;118.691;111.83;118.957;116.3;111.741;119.678;121.666;120.541;114.502;113.116;119.175;119.375;116.986;113.225;119.492;110.63;114.151;110.342;117.227;107.786;118.04;115.973;120.817;113.59;118.111;119.021;111.855;118.512;113.783;116.118;112.682;120.277;114.794;118.669;118.744;110.586;117.843;115.647;118.607;120.481;116.288;120.687;118.725;118.826;120.229;121.11;129.554;121.611;128.325;121.947;131.257;128.421;131.238;130.808;122.335;118.305982758621;5.20491911557687;0.547608059303504;0.497062351964072;0.364791288566243;8.63610811774329e-06;8.95178765116193e-05;5.2341996736649e-05;0.168785228705895;0.299874586614148;0.299874586614148;116.2692;2.73866604389802;117.6684;3.83035172014268;117.3418;3.30345481276799;114.8968;3.42918849000752;113.8736;4.54265157149434;116.6788;3.79049893813466;116.2744;3.16877473165891;116.1272;3.49051138087244;118.342;2.32521568892006;121.6888;4.50852333918768;126.3122;4.30423340445194;128.127;5.02062476191958
"156";"total_evaporation_km3";"Puerto Rico (U.S.)";"Other";"PRI";6.70346;7.00973;6.9737;6.95755;6.9612;7.07542;7.13381;6.78917;7.0995;7.22361;7.22736;7.16977;6.70008;7.32691;7.22886;7.18537;7.03839;6.9569;7.13826;6.9108;7.23585;9.05168;9.78769;9.5528;9.72019;9.67773;9.30606;9.53152;9.7971;9.7014;9.83027;9.57199;9.7543;9.51771;9.69806;9.87983;8.7683;9.82065;8.85222;8.42442;9.6754;9.41815;9.40634;9.07445;9.29222;9.661;9.495;9.14564;9.80854;9.64261;9.64589;9.78606;9.15594;9.79475;10.3906;10.1349;10.286;9.52063;8.64868517241379;1.25955111467182;0.833494505582138;0.739579808668369;0.536600120992136;4.44089209850063e-16;0;2.68169486616898e-09;0.0621683238487799;0.694713090835614;0.694713090835614;6.921128;0.123415776017493;7.064302;0.163760898477017;7.130596;0.247202801622474;7.045944;0.116416977842581;9.069642;1.06481958756871;9.602762;0.191196504727466;9.674466;0.128723351533434;9.149084;0.660161573200077;9.373312;0.218089925420685;9.550558;0.252126454621486;9.754648;0.440825759875713;9.98051;0.405370217578943
"157";"total_evaporation_km3";"Korea, Democratic People's Republic of";"Other";"PRK";61.4446;62.034;62.5183;64.3801;58.8122;61.4111;59.9101;60.54;62.2704;67.619;60.6356;63.3531;59.5507;61.8723;63.2389;67.8723;63.4571;64.8364;61.3497;66.1756;64.7351;65.9738;64.0133;67.1845;66.6438;65.7356;66.7238;64.4087;62.5911;65.9669;65.7444;66.1913;62.3081;65.8281;67.2947;65.5737;70.5033;64.2063;63.166;69.3076;64.4756;68.2353;66.919;66.1942;67.4266;65.9792;68.794;68.009;68.9216;66.512;68.4011;69.1155;65.6646;68.7657;68.5249;73.0782;68.4398;68.516;65.3336879310345;3.01958738752572;0.752366951148402;0.753360607831677;0.553539019963702;9.81859038517996e-12;0;8.36683611282751e-10;0.134532723245869;0.566056029180342;0.566056029180342;61.83784;2.01703529790631;62.35012;3.07731385740876;61.73012;1.64913173276121;64.73822;2.50107448249747;65.7101;1.31766308098846;65.08522;1.62508554144082;65.47332;1.87422592341478;66.55138;3.20665232399772;66.65014;1.42516784555364;67.64316;1.33612932308216;68.09436;1.38533498403816;70.0113333333333;2.65625770085158
"158";"total_evaporation_km3";"Portugal";"Other";"PRT";48.4874;56.254;55.6537;54.8799;50.5564;51.5461;51.8062;41.119;53.5348;46.5056;47.8458;58.2712;48.9356;54.5088;49.0524;49.9675;47.1251;45.3358;46.3122;53.7161;51.6793;52.014;50.4769;40.5946;47.8887;43.4992;57.3838;50.543;48.3267;49.7522;58.6159;49.8704;50.514;47.7497;41.9345;51.0367;49.7146;43.7302;56.8354;54.4352;55.335;49.3274;49.3743;53.4168;48.7107;52.3573;50.1555;35.7208;52.6895;53.7901;54.2627;47.0834;59.6555;62.9021;48.4897;57.6471;60.2652;49.5216;50.8398844827586;5.12398848327868;0.138272572392141;0.126272724476299;0.0804597701149425;0.300616911008275;0.343948453371367;0.372306038144551;0.0419560706265958;0.0191193042759402;0.0191193042759402;53.16628;3.44097218195672;48.90234;5.07952506815352;51.72276;4.48815072028558;48.49134;3.39300239360364;48.5307;4.72304463508445;49.90098;4.99720084167126;49.7369;6.00592951298964;51.15042;5.00607015052726;51.23284;2.95987586952561;48.94264;7.50807587854572;54.47868;6.86218195780322;55.8113;5.60212963702198
"159";"total_evaporation_km3";"Paraguay";"LCR";"PRY";340.574;334.451;341.674;339.555;295.242;304.894;314.893;324.287;307.916;303.357;305.965;314.989;306.561;321.958;290.967;290.492;325.026;304.437;305.287;319.398;278.938;332.507;335.138;314.018;348.301;333.926;360.737;343.661;359.088;357.424;312.284;333.035;323.307;352.562;365.746;321.799;320.656;330.09;349.912;351.052;336.073;307.62;342.566;324.706;341.014;344.259;352.344;323.477;353.922;313.74;340.831;302.143;329.349;377.133;366.916;334.378;390.493;361.514;330.320379310345;23.0383974564719;0.487474298879457;0.464086868251869;0.31881427707199;0.000104025480872849;0.000284190840480612;0.000407607626042417;0.665050478329065;0.237631192068012;0.237631192068012;330.2992;19.7918678931525;311.0694;8.6151824879105;308.088;11.6186079200565;308.928;13.62055947823;321.7804;26.891233428387;350.9672;11.6926227468434;337.3868;21.6902075762313;334.7018;14.8636693719956;330.3958;14.5275723092332;337.5484;18.0061164413651;343.2744;29.9875352404962;362.128333333333;28.0625437252815
"16";"total_evaporation_km3";"Benin";"AFR";"BEN";76.7979;88.3571;92.1412;81.5827;88.5934;92.8015;83.2554;83.5085;84.9154;86.779;90.2736;89.0651;81.5392;80.6765;82.6535;79.2396;81.5702;84.8229;83.3408;76.1367;89.6317;88.2214;84.8767;82.4234;84.3979;71.6435;86.6367;81.5276;87.1329;80.8774;85.4344;84.4121;80.4093;91.1715;84.4923;82.7383;90.127;91.1712;87.6739;91.6063;91.7037;87.4681;85.249;79.2647;86.4073;92.0791;87.4664;85.3478;85.0991;88.3039;89.5878;87.4505;89.7949;85.0503;87.4661;91.9104;90.0001;86.5281;85.7040172413793;4.43208559567805;0.276316554802733;0.276754129625642;0.194192377495463;0.0357620186261427;0.0357926596131569;0.0312979770178805;0.0725213140976362;0.0763508384580557;0.0763508384580557;85.49446;6.18282523713876;86.25196;3.92003133316559;84.84158;4.48291929516917;81.02204;3.43392280533503;85.91022;2.94551164774475;81.56362;6.23766776423689;85.18392;3.86603462762557;88.66334;3.64615435945875;86.01856;4.49388332380804;87.65926;2.82334056978608;87.86992;1.93299640247984;89.4795333333333;2.72864995251009
"160";"total_evaporation_km3";"French Polynesia (Fr.)";"Other";"PYF";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"161";"total_evaporation_km3";"Qatar";"MENA";"QAT";0.837403;0.759465;0.345526;0.746872;0.217478;0.380779;1.23419;1.18937;0.657299;0.33633;0.861408;1.11875;0.237455;0.290398;0.854345;0.39341;0.609661;0.864655;1.50892;0.797987;0.462246;0.709777;1.1381;0.552163;1.38289;1.26585;0.512263;0.402467;0.91223;0.892722;1.12444;0.549072;0.960377;0.544581;0.749591;1.36905;0.598668;1.3851;1.55302;1.48731;1.04847;0.725738;0.480321;0.97402;0.665831;0.950094;0.788785;0.981708;0.887534;1.13871;0.435444;0.653137;0.959321;0.787551;0.537213;0.891426;0.88824;0.735482;0.815907637931034;0.336932351475792;0.191244157733968;0.210680119351564;0.136116152450091;0.150411929231864;0.112323706536819;0.131222943574598;0.00381576403457497;0.0365743278673739;0.0365743278673739;0.5813488;0.279598558593745;0.7595936;0.431006455385879;0.6724712;0.388316554266876;0.8349266;0.418985952532182;0.8490352;0.395503236623545;0.7971064;0.346046372375582;0.7856122;0.25528995564397;1.2786296;0.387523280991994;0.778876;0.232109894589826;0.9493662;0.12894489042688;0.6745332;0.206370658285523;0.838382666666667;0.0891288283852836
"162";"total_evaporation_km3";"Reunion (Fr.)";"Other";"REU";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"163";"total_evaporation_km3";"Romania";"ECA";"ROU";97.8062;98.2555;101.19;102.142;94.0202;101.761;98.9035;95.3228;105.225;105.042;98.0499;108.604;107.743;108.991;105.71;103.274;102.613;111.637;100.199;109.311;104.566;112.328;104.66;110.653;110.746;106.183;106.379;104.75;102.669;98.3571;108.502;105.939;101.016;111.745;107.754;107.433;107.409;113.586;108.863;110.534;110.169;116.697;105.736;113.195;111.026;106.982;118.153;118.769;118.027;115.932;119.441;117.201;116.096;117.037;114.659;125.608;126.6;120.332;108.474693103448;7.27225670080531;0.813819499275777;0.802516226275801;0.612825166364186;8.21565038222616e-15;0;1.08169029289229e-11;0.35046763050232;0.662302177401476;0.662302177401476;98.68278;3.19933462176122;101.25086;4.21541126083802;105.81958;4.52466515689283;105.4068;4.83563606984645;108.5906;3.6916941639307;103.66762;3.31847589594983;106.9912;3.9456664456084;109.565;2.5881444125087;111.3646;4.03144208689645;115.5726;4.92003793684561;116.8868;1.74883366847736;124.18;3.36917556681156
