"FID";"total_evaporation_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"211";"total_evaporation_km3";"Zimbabwe";"AFR";"ZWE";221.124;183.942;193.603;220.326;184.733;203.669;162.382;163.501;194.013;213.405;155.496;227.056;160.759;189.774;214.672;167.443;238;209.854;232.307;211.468;252.54;197.896;214.253;239.758;166.86;163.048;184.581;204.495;227.813;152.214;225.603;187.929;192.773;181.322;146.925;217.321;162.227;161.017;209.727;233.093;184.453;210.666;253.587;237.111;170.558;184.944;224.502;178.795;234.842;208.838;207.767;229.844;219.23;233.173;213.932;203.047;204.31;180.813;200.850586206897;27.3086230909582;0.160218957167071;0.141530037835676;0.0865093768905021;0.229592656108801;0.288419314393728;0.337436852855276;0.259098157433316;0.0256701142357021;0.0256701142357021;200.7456;18.630970970403;187.394;23.3545204403773;189.5514;31.7272031669985;211.8144;27.7417402175855;214.2614;34.0222241307061;186.4302;30.6584747451663;186.9104;28.1184430009914;196.677;33.0947140492254;211.275;34.7687679318667;206.3842;24.3154699975139;220.7892;10.6580708244973;196.056666666667;13.2164981115776
"212";"total_evaporation_km3";"Serbia";"ECA";"SRB";40.1502;46.3734;43.2596;40.8042;39.768;42.7574;43.4294;42.4969;43.9862;46.391;44.617;44.3802;45.4998;45.7065;42.4914;44.5509;44.2921;49.3358;45.489;44.8489;43.7851;46.8206;44.6251;47.7144;48.0889;44.2077;42.0794;40.5451;44.5528;45.5551;38.815;43.7941;37.0994;46.8153;43.0418;37.1089;47.646;48.5499;44.1038;45.7684;45.6658;48.5302;39.8639;44.7493;44.7561;41.3713;47.4728;50.086;50.3495;47.4876;46.1608;47.5942;48.418;44.4789;41.6066;45.8904;54.8513;48.3161;44.8102327586207;3.29542339001142;0.352519132612929;0.384355101664155;0.271627344222626;0.00664788141444017;0.00308122825789877;0.0025963035325145;0.0687930450029226;0.124269738858174;0.124269738858174;42.07108;2.76231241752268;43.81218;1.55480211023783;44.53898;1.27575076797939;45.70334;2.07909182649541;46.20682;1.9077679620436;43.38802;2.03220962919675;41.91312;3.92471721363463;44.6354;4.54426870959454;44.71306;3.12233045064099;47.35344;3.61460593882653;45.6517;2.71215774799328;49.6859333333333;4.63484247017451
"213";"total_evaporation_km3";"Kosovo";"ECA";"XRK";6.33369;6.9911;6.26299;6.36224;5.85664;6.42908;6.70576;5.86004;5.57351;6.74828;6.48862;5.8979;6.18406;6.12711;6.20818;6.54929;6.28691;6.63772;6.80586;6.01358;5.89685;6.71908;6.0474;6.85595;6.47428;6.60289;6.08354;5.47384;6.39083;6.06862;5.15837;6.49874;4.58714;6.31028;6.33974;5.37486;6.76952;7.02788;5.99924;6.08559;6.66504;6.42067;5.77445;5.7373;6.41073;6.01132;6.68491;6.76943;6.86927;6.49016;6.3926;6.7031;6.3495;5.86363;6.04064;6.35883;7.66409;6.51458;6.28978362068966;0.497241507091252;0.0872256723051062;0.085237934110554;0.058681185722928;0.514999480777226;0.52365438651843;0.515256540345605;0.00256839798209724;0.00760831790907758;0.00760831790907758;6.361332;0.406742486802154;6.263334;0.52366218269033;6.181174;0.211203557687838;6.458672;0.311616105440653;6.398712;0.416142510169293;6.123944;0.426598712761771;5.778854;0.854462580151992;6.251418;0.657793568773669;6.201638;0.419682993663074;6.565018;0.33945280683771;6.269894;0.326599582945233;6.84583333333333;0.712897254191187
"214";"total_evaporation_km3";"Disputed Area - China and India";"Other";"XXX";38.1447;38.7395;36.355;37.6912;36.878;36.2926;37.5216;36.0471;37.1087;37.5845;37.1026;38.6802;37.6159;38.1794;39.1304;38.2164;37.652;38.4917;38.0157;36.065;37.6306;34.9717;35.0115;35.1779;35.1401;34.5199;35.309;34.7831;35.1153;35.0091;34.7582;35.202;33.3478;33.9725;34.8533;34.1943;35.7381;34.2627;34.4912;34.3959;34.0532;33.739;33.2629;33.6166;34.0491;33.7195;33.858;34.8446;35.2409;35.3183;35.0024;35.4767;33.4747;39.7015;37.1359;40.2403;38.064;36.8957;35.9843051724138;1.81151515883101;-0.405574469993344;-0.447783690670276;-0.335753176043557;0.00158605707298433;0.000483956476956986;0.000196922424245414;-0.0435074071795501;0.164490650710384;0.164490650710384;37.56168;0.957528415766343;36.9109;0.706091640652967;38.1417;0.810111979913887;37.68816;0.957594957693493;35.58636;1.14599036557905;34.94728;0.305164925900732;34.42676;0.752212192802005;34.61644;0.637530052624974;33.74416;0.330304212809948;34.59626;0.76031427252157;36.15824;2.37235960132523;38.4;1.69742725617329
"215";"total_evaporation_km3";"Disputed Area - China and India";"Other";"XXX";1.39016;1.91982;2.13152;2.11179;1.71216;2.14958;1.8773;1.77578;2.0416;2.23013;1.54293;2.37433;2.33003;1.85629;2.38848;2.15584;2.46097;2.05682;2.46978;2.28057;2.45341;1.72045;1.57746;1.88288;1.61543;2.02591;1.60238;1.74275;1.53146;2.1011;2.15623;1.9454;2.09247;1.89838;2.25841;2.21436;1.97104;1.96577;2.03033;1.7839;1.96644;2.12193;2.24204;2.06146;2.52314;2.37445;2.47399;1.94999;2.12582;2.37827;2.05974;1.66637;2.25368;2.4178;2.23648;2.19269;1.70772;2.47743;2.05266965517241;0.283064748193862;0.238689170153774;0.233381525116122;0.174833635813672;0.071166970792681;0.0779952576225189;0.0525490968766946;0.00400100526008195;0.0569725199487019;0.0569725199487019;1.85309;0.309462153421061;2.014878;0.187941265612425;2.098412;0.381149708277469;2.284796;0.182945978447191;1.849926;0.357515396213925;1.80072;0.253050837086148;2.070178;0.148675206305557;1.99308;0.154386099600968;2.183002;0.214814275177419;2.260504;0.216210266823757;2.126814;0.286924234040975;2.12594666666667;0.389171395959844
"216";"total_evaporation_km3";"Disputed Area - China and India";"Other";"XXX";0.202826;0.21459;0.205177;0.188318;0.17779;0.17862;0.193051;0.187286;0.204138;0.171182;0.179144;0.204392;0.179674;0.222001;0.198184;0.218736;0.194839;0.201469;0.204425;0.198897;0.215321;0.149951;0.156267;0.15231;0.121737;0.143595;0.157864;0.152423;0.151483;0.145112;0.164528;0.146249;0.159711;0.141506;0.152989;0.163319;0.156345;0.160701;0.155025;0.155171;0.159407;0.159151;0.158309;0.155662;0.148041;0.157068;0.16829;0.157118;0.160751;0.164507;0.157521;0.149086;0.158613;0.248098;0.182294;0.23745;0.189047;0.227875;0.175252310344828;0.0273824201711301;-0.256846933040033;-0.306284413547018;-0.167574107683001;0.0516194023868489;0.0197285886705261;0.0631530966593443;-0.000416482574056415;0.0659703470120724;0.0659703470120724;0.1977402;0.0145934527168864;0.1868554;0.0127547679241921;0.196679;0.0180250196116398;0.2036732;0.00912642894017151;0.1591172;0.0342586752545979;0.1500954;0.00580482078104053;0.1529966;0.00942895016955759;0.1581122;0.00371204488119419;0.156114;0.00475033883002044;0.1615468;0.004861603305495;0.1791224;0.0404880653316505;0.218124;0.0256324814054356
"217";"total_evaporation_km3";"Anguilla (U.K.)";"Other";"AIA";0.444917;0.434032;0.449425;0.437009;0.481923;0.466156;0.426507;0.427867;0.45877;0.410184;0.393317;0.488238;0.429678;0.472026;0.437509;0.432806;0.389375;0.401613;0.428219;0.378821;0.45352;0.419579;0.36529;0.421639;0.362092;0.401707;0.383606;0.333515;0.37699;0.430757;0.409686;0.389319;0.373412;0.32962;0.372841;0.374069;0.266562;0.309744;0.40399;0.372673;0.383257;0.401282;0.289807;0.338629;0.37412;0.35262;0.42067;0.446728;0.435671;0.37259;0.382098;0.301713;0.3903;0.448503;0.267381;0.34371;0.336464;0.238369;0.392464051724138;0.0547986605286491;-0.621546594019216;-0.624350179950168;-0.462794918330309;1.92136039440462e-07;3.37334706772913e-07;2.87275427168062e-07;-0.00201694592266755;0.386320168536888;0.386320168536888;0.4494612;0.0191542229077559;0.4378968;0.023625180310423;0.4441536;0.0372772001671263;0.4061668;0.0236983170330722;0.404424;0.0395598143511822;0.385315;0.0356691019441196;0.3749756;0.0294731946232505;0.3454076;0.0558688116957932;0.357419;0.0441444647096326;0.4056558;0.0409859953423118;0.357999;0.0727922147932044;0.306181;0.0588385641990013
"218";"total_evaporation_km3";"British Virgin Islands (U.K.)";"Other";"VGB";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"219";"total_evaporation_km3";"Montserrat (U.K.)";"Other";"MSR";0.150478;0.162086;0.161601;0.156291;0.161234;0.160189;0.16153;0.15333;0.160259;0.159836;0.157407;0.163537;0.152738;0.159869;0.161662;0.159518;0.152781;0.151795;0.156672;0.147944;0.156722;0.153871;0.159079;0.160772;0.158817;0.156207;0.15447;0.154409;0.156901;0.157335;0.157562;0.152373;0.159339;0.157987;0.154414;0.158275;0.13811;0.147547;0.157186;0.15773;0.161123;0.157918;0.14913;0.145334;0.157295;0.15261;0.160241;0.1588;0.159616;0.157699;0.155453;0.159161;0.157526;0.197461;0.190391;0.193046;0.183784;0.156827;0.158849620689655;0.0100507794667223;0.292634002744076;0.00679811744440001;-0.00423472474289171;0.0258029237826705;0.959659416208534;0.962548374249489;0.00017417072195392;0.0856346595620208;0.0856346595620208;0.158338;0.0049762259293565;0.1590288;0.0032497442514758;0.1590426;0.00418828703648639;0.153742;0.00447990541194789;0.1578522;0.00264992522536014;0.1558644;0.0013617194277824;0.156335;0.00285684852591102;0.1517696;0.00882608363318635;0.15416;0.00662633635578515;0.1577932;0.0030496887874011;0.1719984;0.0202152862655961;0.177885666666667;0.0188161298447192
"22";"total_evaporation_km3";"Bosnia and Herzegovina";"ECA";"BIH";29.9066;32.3043;30.285;32.3032;29.4076;33.4189;32.2564;30.416;31.6523;31.402;31.6165;31.5647;29.9724;30.1387;30.6253;30.6047;31.4293;32.1885;31.3095;31.9452;29.4875;32.4585;29.5231;32.8006;33.5536;32.8009;31.9425;30.6259;32.1354;30.3469;31.5281;32.1938;30.7161;31.7979;33.3493;33.1428;34.6097;33.1977;29.6564;31.6161;32.6095;33.5687;31.6137;32.0296;33.9739;30.6669;32.4931;32.9346;33.3356;32.7552;32.8232;33.4335;31.5451;35.9012;33.5322;35.093;35.5514;34.9419;32.0867620689655;1.53824294374283;0.583432312124523;0.565043526408072;0.403508771929825;1.53604942498831e-06;5.72411616729732e-06;7.66883762826076e-06;0.0531454428004551;0.340393262830969;0.340393262830969;30.84134;1.3707798940749;31.82912;1.10911829711713;30.78352;0.775054825157549;31.49544;0.615423056116684;31.56466;1.92125875742962;31.57032;1.04413195143143;31.91704;0.966396703222853;32.44454;1.88432828429655;32.75908;0.999710304038124;32.43708;1.03594644504434;33.44704;1.58405247482525;35.1954333333333;0.317398808021288
"220";"total_evaporation_km3";"Svalbard (Nor.)";"Other";"SJM";4.23986;4.18151;4.48127;4.42733;3.02368;3.36518;3.83004;3.691;3.36849;3.64021;2.71978;3.69108;3.70928;3.89987;4.81003;3.9436;4.61074;3.7363;4.45646;3.84419;3.62884;2.28201;2.43506;2.23997;2.1801;2.43401;2.96851;2.67703;2.53719;2.18917;2.26224;2.42809;2.96751;2.7353;2.68668;2.59674;2.46208;2.56713;2.61305;2.35279;2.52635;2.70213;2.5211;2.68854;2.94562;2.62777;2.79616;2.81976;3.29022;3.05543;2.69666;2.88739;2.77908;3.55983;3.63031;3.59137;3.86989;3.64088;3.16451534482759;0.710775601991741;-0.43254857071508;-0.379064259128241;-0.172413793103448;0.00069641021189147;0.00354328805345055;0.0559049327840845;-0.018206145682734;0.187098266027662;0.187098266027662;4.07073;0.598518487475533;3.578984;0.205757865536168;3.766008;0.743526440464628;4.118258;0.3900095231145;2.553196;0.608649966754291;2.561182;0.289170417089992;2.615964;0.275337852337814;2.518358;0.109623214557866;2.676748;0.173148280297553;2.917868;0.257955510834717;3.110654;0.448045924130552;3.70071333333333;0.148587914829347
"221";"total_evaporation_km3";"British Indian Ocean Territory (U.K.)";"Other";"IOT";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"222";"total_evaporation_km3";"Christmas Island (Aus.)";"Other";"CXR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"223";"total_evaporation_km3";"Cocos (Keeling) Islands (Aus.)";"Other";"CCK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"224";"total_evaporation_km3";"Saint Helena (U.K.)";"Other";"SHN";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"225";"total_evaporation_km3";"Cook Islands (N.Z.)";"Other";"COK";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"226";"total_evaporation_km3";"Jarvis Island (U.S.)";"Other";"UMI";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"227";"total_evaporation_km3";"Baker Island (U.S.)";"Other";"UMI";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"228";"total_evaporation_km3";"Wallis and Futuna (Fr.)";"Other";"WLF";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"229";"total_evaporation_km3";"Howland Island (U.S.)";"Other";"UMI";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"23";"total_evaporation_km3";"Belarus";"ECA";"BLR";89.2603;93.3502;92.9172;90.8534;90.9372;95.5075;90.9458;89.137;93.8689;92.9667;92.6719;91.6486;92.6212;93.7303;96.9112;94.3217;90.9144;97.1985;85.6025;89.4506;87.865;94.021;86.3868;93.1578;94.6674;97.9726;92.5282;93.1548;94.284;91.3383;96.6396;97.111;93.3557;92.5791;95.6361;93.5273;95.2405;97.1775;93.0513;94.9251;94.5234;98.7627;94.1941;98.3926;98.9764;94.4901;96.2712;96.5535;96.4797;100;97.3836;99.3097;102.192;107.544;104.758;106.81;107.34;101.096;95.0777793103448;4.6235841476924;0.716883190330707;0.737672644498447;0.55232909860859;2.46271669723797e-10;0;9.10310271606818e-10;0.196280783782951;0.513921508578733;0.513921508578733;91.46366;1.67154003780944;92.48518;2.49303834848162;93.51664;2.03553801806795;91.49754;4.46537615582383;91.2196;3.81120332178697;93.85558;2.53589857092116;95.0643;2.00580652232463;94.78434;1.62316722120674;96.96984;2.39555198503393;96.7589;2.00063588266331;102.23746;4.08185897576092;105.082;3.46213402398001
"230";"total_evaporation_km3";"Tokelau (N.Z.)";"Other";"TKL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"231";"total_evaporation_km3";"Niue (N.Z.)";"Other";"NIU";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"232";"total_evaporation_km3";"Pitcairn Islands (U.K.)";"Other";"PCN";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"233";"total_evaporation_km3";"Johnston Atoll (U.S.)";"Other";"UMI";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"234";"total_evaporation_km3";"Midway Islands (U.S.)";"Other";"UMI";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"235";"total_evaporation_km3";"Norfolk Island (Aus.)";"Other";"NFK";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"236";"total_evaporation_km3";"Wake Island (U.S.)";"Other";"UMI";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"237";"total_evaporation_km3";"Glorioso Islands (Fr.)";"Other";"ATF";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"238";"total_evaporation_km3";"Falkland Islands (U.K.) / (Islas Malvina";"Other";"FLK";4.09597;3.7985;4.35478;4.0765;4.2288;3.82978;4.01727;4.17373;3.7225;4.06666;4.15684;4.03399;4.12733;3.92766;3.9543;4.22448;4.29337;4.04366;4.03309;4.26906;4.25463;5.6105;5.39732;5.40243;5.72105;5.66147;5.41153;5.81885;5.47994;5.69067;5.62771;6.19677;6.00293;5.71458;5.65671;5.9328;5.591;5.62838;5.84358;5.38284;5.94767;5.96235;5.44124;6.09788;5.60485;5.59385;6.32571;5.58647;5.89971;5.42784;5.94531;5.72551;5.87928;6.99852;6.6848;6.57931;6.13387;6.17667;5.19766896551724;0.905531977990741;0.880812974871001;0.834814974314805;0.628554143980641;0;0;3.17856851950182e-12;0.0472321935464021;0.775831496701101;0.775831496701101;4.11091;0.207592081255524;3.961988;0.182811692104198;4.040024;0.101586167020909;4.172732;0.125169820124501;5.277186;0.588186297808781;5.612492;0.165113617306387;5.83974;0.249109977921399;5.67572;0.217637516526908;5.810798;0.27527519043677;5.766716;0.356149517029014;6.246684;0.560052971985686;6.29661666666667;0.245753129244235
"239";"total_evaporation_km3";"Turks and Caicos Islands (U.K.)";"Other";"TCA";0.715115;0.694633;0.77982;0.72752;0.681425;0.699786;0.699857;0.651172;0.686001;0.592046;0.708162;0.773835;0.683021;0.693947;0.7486;0.716477;0.688165;0.599835;0.674475;0.676188;0.699101;0.70929;0.721362;0.720099;0.673022;0.73433;0.716045;0.682156;0.686806;0.743493;0.743749;0.638418;0.648082;0.468473;0.540167;0.61254;0.627734;0.64265;0.663201;0.611423;0.562521;0.572249;0.431112;0.488553;0.44554;0.388802;0.468199;0.563167;0.542716;0.631328;0.490388;0.542936;0.613654;0.666694;0.619405;0.570851;0.670718;0.604026;0.638708275862069;0.0906607928523919;-0.626595643346411;-0.677504691008644;-0.448275862068966;1.42840643654168e-07;1.5032796200371e-08;6.67399756551274e-07;-0.00336401175059211;0.392622100260702;0.392622100260702;0.7197026;0.0380457589791556;0.6657724;0.0457619791344299;0.721513;0.0383766363625058;0.671028;0.0432037007326919;0.7045748;0.0198153075600658;0.712566;0.0275254435295782;0.6077778;0.106099558437818;0.6315096;0.0218290272641728;0.499995;0.0651369236109597;0.5188424;0.0930898608136246;0.5866154;0.0696175775777928;0.615198333333333;0.0508622669209045
"24";"total_evaporation_km3";"Belize";"LCR";"BLZ";21.2735;22.3576;21.2003;21.7452;22.2206;21.1187;20.6391;20.2823;20.594;21.2092;21.165;21.0523;20.8798;21.1483;20.2229;20.6172;20.0779;18.35;20.1284;20.7282;20.294;21.3877;21.3001;20.865;21.7906;21.8477;21.2918;23.1297;22.1999;22.4595;22.2675;22.3864;22.5614;22.1316;22.2338;22.3083;22.7877;22.3906;22.7794;22.5048;22.6335;21.9606;21.8475;22.6859;23.2749;22.9757;23.8263;21.9794;21.0213;22.7657;22.0272;23.3943;21.9305;23.6794;25.1071;23.7263;25.4872;25.2343;21.9566396551724;1.31216590801402;0.709022077247695;0.720877295518164;0.528130671506352;4.71127359347179e-10;0;4.73943639889285e-09;0.0550933433818321;0.502712306024632;0.502712306024632;21.75944;0.52901841461333;20.76866;0.387440786443555;20.89366;0.391709283780714;19.98034;0.955815551244067;21.12748;0.570268556909813;22.18572;0.685493487934058;22.31614;0.16453698064569;22.55416;0.220742730344626;22.48048;0.584733812943975;22.51368;1.062144176654;23.2277;1.31223672597592;24.8159333333333;0.952084661851737
