"FID";"total_groundwater_abstraction_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"137";"total_groundwater_abstraction_km3";"Mayotte (Fr.)";"Other";"MYT";1.41733e-10;1.41285e-10;1.41625e-10;1.62612e-10;1.73527e-10;1.49526e-10;1.43561e-10;1.45054e-10;2.00645e-10;2.90677e-10;2.37685e-10;2.67424e-10;3.25848e-10;3.50011e-10;3.80611e-10;3.37028e-10;3.07486e-10;2.79943e-10;1.15539e-10;2.29027e-10;2.24897e-10;2.28156e-10;2.32748e-10;3.08218e-10;3.02024e-10;2.99732e-10;3.00474e-10;3.12511e-10;3.30323e-10;3.43862e-10;3.57461e-10;3.6643e-10;3.77637e-10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.46643448275862e-10;1.42955038837105e-10;-0.638054874852522;-0.632706536507783;-0.353728739870191;7.14380184306528e-08;9.90626142051011e-08;0.000211708991093002;-5.40142212925642e-12;0.40711402332306;0.40711402332306;1.521564e-10;1.50313597788091e-11;1.858926e-10;6.32053973035531e-11;3.123158e-10;5.88500486380428e-11;2.538046e-10;8.69228804360509e-11;2.592086e-10;4.20618383430872e-11;3.173804e-10;1.92988955202105e-11;2.203056e-10;2.0123756373575e-10;0;0;0;0;0;0;0;0;0;0
"138";"total_groundwater_abstraction_km3";"Namibia";"AFR";"NAM";0.00802759;0.00613416;0.00524698;0.00276095;0.00445125;0.00573751;0.00578353;0.00498486;0.00621791;0.00655856;0.00746493;0.00527688;0.00627217;0.00846144;0.00852641;0.00522705;0.0059127;0.00352739;0.00683028;0.00599525;0.00339903;0.00380643;0.00383003;0.00507318;0.00473197;0.00791096;0.00851841;0.0105096;0.00675212;0.0079503;0.0101592;0.0105621;0.0102902;0.0102058;0.0143148;0.0133174;0.0168821;0.0163547;0.0140408;0.0138811;0.0143609;0.015993;0.011208;0.0130445;0.0137613;0.0171725;0.014788;0.01816;0.0109352;0.0143717;0.0130653;0.0128309;0.0154077;0.0153211;0.0154908;0.0178102;0.0172641;0.0227499;0.0100969505172414;0.00483222683728713;0.858689354789804;0.8368451813344;0.638233514821537;0;0;1.47393208749236e-12;0.000245716325632898;0.737347408029321;0.737347408029321;0.005324186;0.00195592739423783;0.005856474;0.000592187672727152;0.007200366;0.00141244828578961;0.005498534;0.00124005240813846;0.004168128;0.000702439384943641;0.008328278;0.00137800685481604;0.01110642;0.00180031550623773;0.01489522;0.00160668625344216;0.01367354;0.00175603524252789;0.01508548;0.00281207779177604;0.01442316;0.0013504208706918;0.0192747333333333;0.00302194371610944
"139";"total_groundwater_abstraction_km3";"New Caledonia (Fr.)";"Other";"NCL";7.46566e-06;7.44244e-06;7.45975e-06;7.76748e-06;8.12399e-06;8.59153e-06;9.10111e-06;9.0889e-06;9.42674e-06;9.8304e-06;1.06455e-05;1.15232e-05;1.28925e-05;1.38552e-05;1.51808e-05;1.59064e-05;1.72241e-05;1.9009e-05;1.92058e-05;1.96209e-05;2.0029e-05;2.17501e-05;2.29518e-05;2.10867e-05;1.94763e-05;1.95284e-05;1.96285e-05;2.03993e-05;2.3226e-05;2.50608e-05;2.77501e-05;2.80157e-05;3.09746e-05;3.06011e-05;3.27511e-05;4.00076e-05;6.77622e-05;4.38992e-05;2.86773e-05;3.5527e-05;3.65897e-05;3.61837e-05;3.5779e-05;3.77056e-05;6.87965e-05;2.87909e-05;4.61054e-05;4.35094e-05;8.46876e-05;3.40787e-05;4.59751e-05;4.94785e-05;5.07565e-05;4.99232e-05;4.98506e-05;4.96785e-05;4.96576e-05;7.82748e-05;2.92118189655172e-05;1.84805101515661e-05;0.872311428790088;0.960749330954505;0.865698729582577;0;0;0;9.5463233073917e-07;0.760927228797803;0.760927228797803;7.651864e-06;2.96524935595642e-07;9.207736e-06;4.58495949305989e-07;1.281944e-05;1.80695952168276e-06;1.819324e-05;1.57304042637181e-06;2.105878e-05;1.38084370838991e-06;2.15686e-05;2.4615087923873e-06;3.001852e-05;2.11408958703268e-06;4.317466e-05;1.48640716238183e-05;4.30109e-05;1.4432482654935e-05;4.74344e-05;2.19711605916711e-05;4.919678e-05;1.86054301670238e-06;5.92036333333333e-05;1.65161181190779e-05
"14";"total_groundwater_abstraction_km3";"Burundi";"AFR";"BDI";0.000377644;0.000357987;0.000315987;0.000286989;0.000258913;0.000292621;0.000362601;0.000368695;0.000368166;0.000375166;0.00038744;0.000402209;0.000409811;0.000412587;0.000425527;0.000443102;0.000448369;0.000522535;0.000523449;0.000465736;0.000484462;0.000580956;0.00066828;0.000691732;0.000706755;0.000733688;0.000752503;0.000744498;0.000805908;0.000830034;0.000861238;0.000868455;0.000887766;0.000813012;0.000873878;0.000848636;0.000693135;0.000714642;0.000760375;0.000815882;0.000888839;0.000932339;0.00086878;0.000924957;0.000934412;0.000969846;0.000999955;0.00106142;0.00108598;0.00110893;0.00124225;0.00128328;0.001359;0.00134719;0.00137192;0.00136698;0.0013836;0.00135109;0.000748657534482759;0.000331207405401955;0.964777251575919;0.976437294287736;0.903206291591047;0;0;0;1.89224651327323e-05;0.930795145158379;0.930795145158379;0.000319504;4.89950627206456e-05;0.0003534498;3.42945454073968e-05;0.0004075148;1.40230899305395e-05;0.0004806382;3.95615014591206e-05;0.000626437;9.31271667989529e-05;0.0007733262;4.21699120961854e-05;0.0008608698;2.84633918077238e-05;0.000766534;6.57534973480499e-05;0.0009098654;2.94341394013822e-05;0.0010452262;5.85511349352e-05;0.001320728;5.5557973055179e-05;0.00136722333333333;1.62563659325611e-05
"140";"total_groundwater_abstraction_km3";"Niger";"AFR";"NER";0.0196432;0.0206431;0.0213694;0.018549;0.0207869;0.0187398;0.0162739;0.0186618;0.0188834;0.0183495;0.0191174;0.016409;0.0221041;0.0259719;0.0224223;0.019765;0.0176036;0.021776;0.0186457;0.0232069;0.0199311;0.0234102;0.0180714;0.0206529;0.0213047;0.0167577;0.0115338;0.0179408;0.0252748;0.0250718;0.0252409;0.0390327;0.0446721;0.0417216;0.048515;0.0452962;0.0368565;0.0480672;0.0420629;0.0344591;0.0325596;0.0388829;0.0456351;0.0451333;0.0423913;0.0356298;0.0423154;0.0360762;0.0368802;0.0591931;0.0612296;0.0478648;0.0387601;0.037541;0.0393362;0.0384435;0.0443785;0.0441408;0.0305377017241379;0.0123319582320495;0.810939931263882;0.772124642406718;0.542649727767695;1.19904086659517e-14;0;1.77609549290025e-09;0.000592204020425106;0.657623572118265;0.657623572118265;0.02019832;0.00111176646693449;0.01818168;0.00108422924098181;0.02120494;0.00361846740526981;0.02019944;0.00228427168327237;0.02067406;0.00195002854415006;0.01931578;0.00586590235189779;0.03983646;0.00888721870739097;0.04134838;0.00567621195490443;0.04092044;0.00538968580234507;0.04201894;0.00996974896464299;0.04494634;0.00997802913495446;0.0423209333333333;0.00336005837201281
"141";"total_groundwater_abstraction_km3";"Nigeria";"AFR";"NGA";0.145196;0.134578;0.145723;0.171096;0.154693;0.183564;0.161588;0.168579;0.179294;0.185097;0.188227;0.177649;0.193669;0.204825;0.202131;0.227165;0.189234;0.195194;0.180604;0.210871;0.178011;0.194575;0.209252;0.217152;0.234992;0.255267;0.216414;0.215099;0.18801;0.220103;0.163623;0.167916;0.220855;0.204154;0.231008;0.244238;0.212326;0.218742;0.198246;0.158186;0.180001;0.185391;0.153963;0.217214;0.255211;0.204666;0.275571;0.269857;0.294541;0.278877;0.329191;0.243706;0.344824;0.461507;0.353229;0.41711;0.449672;0.451575;0.226090551724138;0.0760129569412572;0.727054242366148;0.729551816420068;0.586206896551724;1.02943431556923e-10;0;8.02995447912735e-11;0.0032726914392937;0.528607871342612;0.528607871342612;0.1502572;0.0136559871009019;0.1756244;0.0101598665001072;0.1933002;0.010973120303724;0.2006136;0.0185029899556801;0.2067964;0.0217153295692237;0.2189786;0.0239728748025764;0.1975112;0.0305588831716737;0.2063476;0.0316631507718357;0.198356;0.0389353659543608;0.2647024;0.0347862294133756;0.3464914;0.0776867202506323;0.439452333333333;0.0193724094096045
"142";"total_groundwater_abstraction_km3";"Nicaragua";"LCR";"NIC";0.0394499;0.0394951;0.0389854;0.0401582;0.0403279;0.0419222;0.0431364;0.0490742;0.0487093;0.051096;0.0533121;0.0523855;0.054742;0.0583995;0.0613469;0.0626862;0.0689512;0.064916;0.0677398;0.0712552;0.0713291;0.0698417;0.0768842;0.0753816;0.0786732;0.0776343;0.0788652;0.079237;0.081422;0.0918416;0.0813621;0.0736732;0.0800912;0.0912223;0.094137;0.0875091;0.10153;0.096123;0.0937325;0.103444;0.103267;0.106071;0.117764;0.124072;0.120839;0.123552;0.129031;0.125717;0.126713;0.138948;0.130202;0.134715;0.139245;0.136828;0.141779;0.141311;0.147741;0.167945;0.0877200568965517;0.0342229322714797;0.981561521039619;0.993417207542527;0.9491833030853;0;0;0;0.00198923166200127;0.963463019585608;0.963463019585608;0.0396833;0.000551814819482042;0.04678762;0.00401519487721331;0.0560372;0.00374873316334999;0.06710968;0.0033672314461587;0.07442196;0.00372830862898982;0.08180002;0.00577736296003635;0.08409716;0.0084224880239155;0.09646772;0.00636695166598585;0.1144026;0.00921467168704344;0.1287922;0.00600909566407458;0.1365538;0.00442569222834123;0.152332333333333;0.0138979403270173
"143";"total_groundwater_abstraction_km3";"Netherlands, The";"Other";"NLD";0.427736;0.497754;0.426079;0.438811;0.447887;0.458524;0.483997;0.494078;0.50413;0.523342;0.528142;0.548463;0.568402;0.603571;0.620173;0.677847;0.702923;0.677607;0.690225;0.720251;0.743703;0.794272;0.7951;0.762544;0.797815;0.79459;0.797827;0.787655;0.88202;0.914276;0.873282;0.934578;0.931342;0.954491;0.980223;0.949057;0.951847;0.935292;0.94571;0.978888;0.965531;0.964787;0.973892;0.96838;0.977446;0.976437;1.0176;1.0097;1.0127;1.01073;1.02557;1.0001;1.02003;0.997033;1.02956;1.01289;1.02628;1.01672;0.802583448275862;0.204638675950682;0.957882927464478;0.983573779568735;0.906836055656382;0;0;0;0.0116078228182964;0.91753970272792;0.91753970272792;0.4476534;0.0293703519097065;0.4928142;0.0240580128273305;0.5737502;0.0380542708076242;0.6937706;0.0181133396368533;0.7786868;0.0243034765146882;0.8352736;0.0586334788009376;0.9347832;0.0395204199458963;0.9521588;0.0162037378311302;0.9700072;0.0054854819934077;1.0054334;0.0164915030485399;1.0144586;0.0149363392369081;1.01863;0.00689631060785404
"144";"total_groundwater_abstraction_km3";"Norway";"Other";"NOR";0.00126;0.000655897;0.000618541;0.000630135;0.000644068;0.000680676;0.000778;0.000703731;0.000817461;0.000816649;0.000778372;0.000782599;0.00109689;0.000834764;0.000881244;0.000954731;0.00101043;0.00107195;0.00111402;0.00114791;0.00135105;0.00124111;0.00131506;0.00129828;0.00130362;0.00144816;0.00129014;0.00130219;0.00147198;0.00145978;0.00166116;0.00149975;0.00155527;0.00157561;0.00161895;0.00162174;0.00162813;0.0016837;0.0017611;0.00178861;0.00165703;0.00168818;0.00176625;0.00173208;0.00186063;0.00188137;0.00197765;0.00205206;0.00213679;0.00221678;0.00238689;0.0022815;0.0024762;0.00314019;0.00228483;0.00228199;0.00228033;0.00255425;0.00147945617241379;0.000581059680255571;0.952073321766242;0.976129687163555;0.901996370235935;0;0;0;3.27598388753879e-05;0.906443610018995;0.906443610018995;0.0007617282;0.000278898860145932;0.0007593034;6.38179966804036e-05;0.0008747738;0.000131118033356209;0.0010598082;7.79866884872027e-05;0.001301824;3.96874228188226e-05;0.00139445;9.02166248537375e-05;0.001582148;6.15464988443697e-05;0.001696656;7.59681593169138e-05;0.001740834;7.88499228281169e-05;0.00205293;0.000131320210744576;0.002513922;0.000359261331303551;0.00237219;0.000157670769643584
"145";"total_groundwater_abstraction_km3";"Nepal";"SOA";"NPL";0.160214;0.174599;0.169247;0.178234;0.169344;0.184394;0.176825;0.198353;0.19854;0.21276;0.223393;0.234533;0.257412;0.246212;0.264249;0.275303;0.30002;0.306936;0.299252;0.319693;0.332019;0.322399;0.362731;0.314762;0.344341;0.315051;0.341559;0.35893;0.358253;0.368196;0.364955;0.415387;0.406707;0.421604;0.465546;0.477358;0.501461;0.46166;0.426774;0.472018;0.432999;0.486601;0.549256;0.579921;0.556983;0.611643;0.631952;0.645814;0.711178;0.721066;0.699111;0.73322;0.742266;0.677944;0.698215;0.748127;0.720071;0.678082;0.413890913793103;0.18441314407661;0.973780005367201;0.987142022209235;0.920145190562614;0;0;0;0.0106341638007935;0.948247498852943;0.948247498852943;0.1703276;0.00680397106842762;0.1941744;0.0139517166793194;0.2451598;0.0166007797015682;0.3002408;0.0161719984448429;0.3352504;0.0189287964963439;0.3483978;0.020969019903181;0.4148398;0.0359576426326866;0.4678542;0.027216848627275;0.521152;0.0601918053974127;0.6643306;0.0489407956290046;0.7101512;0.0267637466117881;0.715426666666667;0.0352527003268308
"146";"total_groundwater_abstraction_km3";"Nauru";"Other";"NRU";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"147";"total_groundwater_abstraction_km3";"New Zealand";"Other";"NZL";0.0120888;0.0140971;0.0146451;0.0135806;0.0117188;0.0125138;0.0141152;0.0123442;0.0124599;0.0138307;0.0137823;0.0154427;0.0161314;0.0249491;0.0181168;0.0297533;0.0173464;0.0158228;0.0144687;0.0151271;0.0276704;0.0225829;0.0188018;0.0492613;0.0524946;0.0525604;0.0166088;0.0341576;0.021545;0.0375235;0.0486732;0.0450233;0.0408465;0.0234909;0.0227558;0.0216981;0.0229736;0.0426233;0.037601;0.0245858;0.0677231;0.0510459;0.0268428;0.0676382;0.0217989;0.101353;0.0480755;0.04111;0.050907;0.0729926;0.0765743;0.0623262;0.0591677;0.0539423;0.0718843;0.261415;0.105029;0.127775;0.0404036793103448;0.0392029191379559;0.656348081367525;0.868159586576025;0.686630369026013;2.22301104191303e-08;0;2.66453525910038e-14;0.00152371326094311;0.430792803914828;0.430792803914828;0.01322608;0.00127114877453428;0.01305276;0.000848231621079997;0.01768446;0.00434816766385566;0.01850366;0.00637892469018094;0.0341622;0.0156223018027114;0.03247906;0.0141681236248136;0.03615794;0.0122196582870799;0.02989636;0.00954822758227934;0.04700978;0.0218698374163367;0.06288762;0.0245911313621801;0.06477896;0.00928104752428302;0.164739666666667;0.0844922196733719
"148";"total_groundwater_abstraction_km3";"Oman";"MENA";"OMN";0.104511;0.102414;0.096908;0.0944726;0.0995777;0.0626919;0.0615703;0.0507225;0.0466698;0.0486059;0.0460967;0.0460908;0.0503806;0.0548592;0.0460457;0.0542353;0.0487997;0.0484988;0.0542538;0.0580185;0.0603243;0.0565888;0.0551646;0.0571598;0.0559488;0.0664576;0.0673413;0.0602365;0.0618914;0.0756311;0.0830721;0.0765707;0.0864004;0.0767688;0.0793288;0.0862095;0.0812328;0.0850301;0.0987656;0.091116;0.111022;0.100875;0.095091;0.0869287;0.0868918;0.0884668;0.0886269;0.0857736;0.0845448;0.095984;0.0942675;0.0849385;0.0941987;0.112601;0.112393;0.108932;0.121557;0.127131;0.0778773293103448;0.0221248866367599;0.611277089371268;0.565105047832908;0.497882637628554;3.45605808416138e-07;5.70851693062703e-06;3.37704841868458e-08;0.000800884324340931;0.373659679990195;0.373659679990195;0.09957666;0.00404880801199563;0.05405208;0.0075235490157239;0.0486946;0.00391760192018025;0.05276122;0.00405898894024115;0.05703726;0.00198194128520499;0.06631158;0.00600790492576239;0.08042816;0.00424669209538436;0.0884708;0.00675130595255466;0.0961617;0.0101903072387441;0.08867922;0.00444251411950485;0.09967974;0.0123006528063758;0.119206666666667;0.00932437399149848
"149";"total_groundwater_abstraction_km3";"Pakistan";"SOA";"PAK";17.2423;13.1316;16.8546;14.2784;16.8158;17.8484;16.5953;19.7011;18.1601;19.1761;21.8782;19.8883;21.0825;21.417;21.3649;17.5326;24.22;17.4743;17.6986;22.3331;19.4228;21.7006;22.0975;22.362;23.0351;17.6324;26.9342;28.6657;21.8591;28.9097;24.3646;24.8952;19.9669;27.4949;24.5732;31.1797;27.7127;23.9044;22.7757;28.1463;26.9104;33.4189;36.3827;34.3399;36.9634;27.215;35.954;29.5697;30.761;29.9737;29.8177;41.0138;32.9636;35.8686;43.3496;33.2681;39.673;27.0536;25.2900448275862;7.13435188293472;0.868333532503494;0.893690977883048;0.716878402903811;0;0;1.77635683940025e-15;0.366852699252511;0.754003123669994;0.754003123669994;15.66454;1.84174768575937;18.2962;1.2103797833738;21.12618;0.748557350508296;19.85172;3.19786983897094;21.7236;1.37491796664383;24.80022;4.90946694020848;24.25896;2.71144770611568;26.74376;3.40554666066991;33.60306;4.0120702078852;30.69468;3.22329064265077;36.60266;5.58562081222849;33.3315666666667;6.30993938983041
"15";"total_groundwater_abstraction_km3";"Belgium";"Other";"BEL";0.394094;0.403088;0.381709;0.396395;0.399329;0.415764;0.409216;0.4614;0.466573;0.44965;0.464908;0.466291;0.47407;0.494478;0.50609;0.500071;0.563323;0.545892;0.548708;0.535191;0.561558;0.628847;0.64357;0.629568;0.635787;0.616721;0.626274;0.659271;0.66083;0.723551;0.704686;0.733826;0.705116;0.714175;0.702713;0.711936;0.73556;0.736879;0.745609;0.714611;0.716582;0.748634;0.746845;0.746778;0.741721;0.7626;0.722461;0.727935;0.728885;0.73234;0.724186;0.753085;0.732894;0.757534;0.729337;0.743237;0.729559;0.742655;0.623355103448276;0.127438550699445;0.93296018125209;0.928881232889354;0.807622504537205;0;0;0;0.00704067913500872;0.870414699801935;0.870414699801935;0.394923;0.00811701734013177;0.4405206;0.0264144376203621;0.4811674;0.0182644224874481;0.538637;0.023783765124555;0.619866;0.0331284163747681;0.6573294;0.041877214380854;0.7121032;0.0129246283389504;0.728919;0.0148253308057527;0.740112;0.0134037598270037;0.7348442;0.0159157799274807;0.7394072;0.0149263083413147;0.738483666666667;0.00773446425638736
"150";"total_groundwater_abstraction_km3";"Panama";"LCR";"PAN";0.00230903;0.00238145;0.00205791;0.00561948;0.0122513;0.00802954;0.00352016;0.00769927;0.00512012;0.0045446;0.0142262;0.00863452;0.0097532;0.0145202;0.0159954;0.0158045;0.0168975;0.0154259;0.0166258;0.0170366;0.0174877;0.0198002;0.0213486;0.0219534;0.0229705;0.0238062;0.0234762;0.0237242;0.0235502;0.0235936;0.0232771;0.023148;0.0241629;0.0248978;0.0268347;0.0264703;0.0275368;0.0263924;0.0252055;0.0284893;0.0306627;0.0287361;0.0303623;0.0320499;0.0328601;0.0344942;0.0348436;0.0342133;0.0355465;0.0377258;0.0385809;0.0409124;0.0409272;0.0414125;0.0421973;0.0428003;0.0444577;0.0427027;0.0231390306896552;0.0119094754889528;0.982634385707345;0.990894829124243;0.931034482758621;0;0;0;0.000693003156664303;0.965570335974451;0.965570335974451;0.004923834;0.00435000339293316;0.005782738;0.0019882480769059;0.012625904;0.00322824961954307;0.01635806;0.000706832316041082;0.02071208;0.00213744271665933;0.02363008;0.000133479856158149;0.0244641;0.00150330051054338;0.02681886;0.00124620427017404;0.03093422;0.00159579938964771;0.03536468;0.00141092893761521;0.04080606;0.0013491329004216;0.0433202333333333;0.000986283049298392
"151";"total_groundwater_abstraction_km3";"Peru";"LCR";"PER";0.786291;0.835923;0.783638;0.771827;0.75595;0.823219;0.771785;0.998369;0.852494;0.857521;0.857657;0.859956;0.86767;0.928052;1.09093;1.06116;1.18908;1.18854;0.928165;1.04152;1.07903;0.991845;1.00273;1.00817;0.919074;1.07082;1.02598;1.04048;1.03827;1.07864;1.05815;1.12845;1.08985;1.17023;1.2203;1.10939;1.16214;1.22849;1.21387;1.32998;1.22465;1.17113;1.12919;1.2919;1.07571;0.940025;1.28708;1.49938;1.37861;1.45804;1.67695;1.60162;1.23784;1.44154;1.67445;1.94783;1.83661;2.09102;1.14102087931034;0.293955565745351;0.846673002781734;0.889569042419023;0.747126436781609;0;0;2.22044604925031e-16;0.0147383212956411;0.716855173639437;0.716855173639437;0.7867258;0.0299967171320463;0.8606776;0.0841737757784454;0.920853;0.0993838795328498;1.081693;0.110175507691138;1.0001698;0.0568667742201015;1.050838;0.0226682293088808;1.133396;0.0642100582463527;1.208774;0.0823976542748639;1.178516;0.0837271734862703;1.312627;0.22352867795878;1.52648;0.187556801129684;1.95848666666667;0.127539348568719
"152";"total_groundwater_abstraction_km3";"Philippines";"EAP";"PHL";1.84147;1.831;1.83223;1.84784;1.80376;1.91156;1.87189;2.10249;2.12001;2.09844;2.18791;2.187;2.20088;2.27054;2.48641;2.42482;2.69983;2.58407;2.61683;2.68796;2.78816;3.08168;3.08819;3.04969;3.1185;3.11699;3.17723;3.36327;3.25955;3.58019;3.46529;3.6523;3.57362;3.79466;4.04444;3.83763;4.09901;3.98563;3.98503;4.17347;4.09916;4.36685;4.45206;4.51916;4.66353;4.71138;4.85547;4.90989;4.95596;5.09461;5.16528;5.26025;5.41419;5.35483;5.51468;5.53581;5.63011;5.72861;3.51850517241379;1.22144082699777;0.993997693342129;0.996985450183026;0.964912280701754;0;0;0;0.0718966126303478;0.98803141436947;0.98803141436947;1.83126;0.0168552588232871;2.020878;0.119007757184143;2.266548;0.127651224710145;2.602702;0.110557148886899;3.025244;0.134768628137263;3.299446;0.182146458873073;3.706062;0.224026599135013;4.016154;0.127852138347389;4.420152;0.209720363031347;4.905462;0.140101431006253;5.341846;0.135191798678766;5.63151;0.0964076241798335
"153";"total_groundwater_abstraction_km3";"Palau";"EAP";"PLW";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"154";"total_groundwater_abstraction_km3";"Papua New Guinea";"EAP";"PNG";0.00240816;0.00239958;0.00239912;0.00217822;0.00223459;0.00228127;0.00236807;0.00243822;0.00254424;0.00265304;0.00274551;0.00287398;0.00302342;0.00313662;0.00334208;0.00380254;0.00396233;0.00364118;0.00377558;0.00387966;0.00411234;0.00433657;0.00451685;0.00451684;0.00448201;0.00460361;0.00462534;0.00448522;0.00463163;0.00492692;0.00517391;0.00519058;0.00500407;0.00534129;0.00564279;0.00595268;0.00618422;0.00591742;0.00622689;0.00655878;0.00574205;0.00565779;0.00561523;0.00540002;0.00563305;0.00572144;0.00600544;0.006279;0.00666299;0.00708343;0.00779524;0.00784487;0.00837005;0.00839076;0.00837407;0.00835256;0.00835134;0.00865493;0.00493882120689655;0.00188912062034636;0.972398995607816;0.978898151281184;0.897156684815487;0;0;0;0.00010878144175459;0.945559806659087;0.945559806659087;0.002323934;0.000109183550867335;0.002456968;0.000145932142004426;0.003024322;0.000231257783263613;0.003812258;0.000120179066479982;0.004392922;0.000173603210137371;0.004654544;0.000163425441501622;0.005270528;0.000239954601789588;0.006167998;0.000257678660195213;0.005609628;0.000126856858781857;0.00635046;0.000537292172425767;0.008154998;0.00030636123264865;0.00845294333333333;0.00017492664815097
"155";"total_groundwater_abstraction_km3";"Poland";"ECA";"POL";0.00571458;0.0483965;0.00573647;0.0091667;0.0057862;0.0188389;0.0504396;0.00593552;0.0059446;0.00721516;0.00846113;0.0679316;0.0210166;0.019105;0.00716438;0.036103;0.0117247;0.0205159;0.0337464;0.00851798;0.00969809;0.010361;0.00983486;0.010324;0.0807257;0.0924711;0.0819597;0.0317081;0.010806;0.00976666;0.00994281;0.0296434;0.0111142;0.0150212;0.0291482;0.016831;0.0210412;0.0161832;0.0150631;0.0130656;0.0131056;0.0255877;0.0407376;0.0135478;0.0562756;0.0822773;0.077369;0.23423;0.27086;0.0196685;0.0520897;0.0343036;0.0181921;0.130493;0.190857;0.0805455;0.1968;0.55087;0.0518962075862069;0.0877082644593532;0.484250564401936;0.593897074656249;0.457955232909861;0.000117367431254234;1.51680673586356e-06;3.81538404647941e-07;0.0025151348414285;0.234498609123592;0.234498609123592;0.01496009;0.0187501450672841;0.017674756;0.0191030076409994;0.024735742;0.0249250635873235;0.022121596;0.0125134707436059;0.02418873;0.031606479016545;0.045342312;0.0393898189921548;0.018973962;0.00969940615049293;0.01643682;0.00294415722610054;0.02985086;0.0185819537650916;0.13688096;0.109189299608446;0.08518708;0.07312942435304;0.276071833333333;0.244978165343533
"156";"total_groundwater_abstraction_km3";"Puerto Rico (U.S.)";"Other";"PRI";0.00458019;0.00184092;0.00125941;0.00134103;0.00179286;0.00208165;0.00450333;0.00641174;0.00160245;0.0025468;0.00344349;0.00249904;0.00615437;0.00196763;0.00171856;0.0026059;0.00315066;0.00307841;0.00278662;0.00538001;0.00205479;0.0111585;0.00747023;0.00326979;0.00639621;0.00989549;0.0169894;0.0143744;0.00657543;0.00511446;0.00635312;0.010795;0.00862009;0.0153018;0.00966807;0.00718895;0.0390246;0.00811583;0.0136676;0.0244859;0.00214422;0.00782233;0.0199885;0.00808639;0.00946625;0.00613415;0.00827837;0.0137993;0.00792837;0.01006;0.00754846;0.00749358;0.00774182;0.0113327;0.012245;0.0104434;0.0114687;0.0129485;0.00796887534482759;0.00645267779909314;0.507572065179224;0.715463410132579;0.512401693889897;4.76801104782876e-05;0;1.33390458678662e-08;0.00019394934295118;0.2576294013503;0.2576294013503;0.002162882;0.00137619549315132;0.003429194;0.00199880191823252;0.003156618;0.00180159128962981;0.00340032;0.00112836823402203;0.006069904;0.00360287998027689;0.010589836;0.00504615344351814;0.010147616;0.00331459721120531;0.018496576;0.0133810787476433;0.009501538;0.00649865618329436;0.009240038;0.00290478167075772;0.009272312;0.00232163905806221;0.0116202;0.00125940291011257
