"FID";"domestic_water_withdrawal_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"143";"domestic_water_withdrawal_km3";"Netherlands, The";"Other";"NLD";0.120926;0.120493;0.121142;0.125307;0.129359;0.133609;0.14028;0.146771;0.15134;0.156032;0.161689;0.168502;0.17566;0.183804;0.196909;0.214154;0.225761;0.232751;0.234663;0.252082;0.266937;0.280586;0.28597;0.271367;0.269;0.265743;0.264752;0.268023;0.296879;0.316734;0.320406;0.324392;0.343472;0.348643;0.362684;0.359822;0.366616;0.383213;0.382553;0.381105;0.38506;0.386541;0.382149;0.389909;0.404539;0.425448;0.447748;0.450555;0.45456;0.471804;0.485625;0.471552;0.473572;0.472186;0.476665;0.470908;0.475855;0.473136;0.305999017241379;0.119731023950029;0.992816969267758;0.991448521947768;0.94313369630974;0;0;0;0.00703925193023464;0.985685534466015;0.985685534466015;0.1234454;0.00383425068298879;0.1456064;0.00887738335885074;0.1773128;0.0136986477690318;0.2318822;0.0138589118151462;0.274772;0.00814700917515133;0.2824262;0.0233670026254974;0.3399194;0.0175272795036765;0.3746618;0.0107455042552688;0.3896396;0.00878561100891678;0.450023;0.0166161488016929;0.47592;0.00577229014343526;0.473299666666667;0.00247755773562056
"144";"domestic_water_withdrawal_km3";"Norway";"Other";"NOR";0.132059;0.132059;0.132403;0.137021;0.141241;0.145276;0.150607;0.157394;0.162133;0.167804;0.172668;0.178392;0.187381;0.19586;0.207628;0.225959;0.239798;0.255265;0.263558;0.275175;0.285199;0.298247;0.316406;0.315802;0.314569;0.313846;0.315698;0.321753;0.34106;0.36097;0.370196;0.372125;0.391276;0.395181;0.405139;0.396942;0.403976;0.426412;0.437557;0.438613;0.43497;0.443699;0.453106;0.456972;0.474836;0.501243;0.526189;0.55552;0.577973;0.607622;0.638934;0.607711;0.631886;0.631886;0.63359;0.631886;0.631886;0.631886;0.361249017241379;0.164156068552716;0.989373594804641;0.995984482035199;0.969959881527061;0;2.17149497836533e-60;0;0.00961762585745476;0.978860110096655;0.978860110096655;0.1349566;0.00409476724613256;0.1566428;0.00895703643511626;0.1883858;0.0139109743080778;0.251951;0.0194186681700883;0.3060446;0.0138795935207052;0.3306654;0.0200796080838247;0.3867834;0.0151463008784323;0.4207;0.0192470497869154;0.4527166;0.0150315238681911;0.5537094;0.0418588835887915;0.6288014;0.0121391387585776;0.631886;0
"145";"domestic_water_withdrawal_km3";"Nepal";"SOA";"NPL";0.0613977;0.0613998;0.0615189;0.0617962;0.064154;0.0664351;0.069388;0.0720718;0.0751254;0.0754965;0.0755132;0.0774525;0.0807449;0.0801246;0.08451;0.08629;0.0930972;0.100258;0.100261;0.102317;0.1089;0.114557;0.119759;0.126144;0.129633;0.133428;0.137541;0.1423;0.14907;0.154503;0.163043;0.164824;0.1702;0.172594;0.166559;0.175424;0.184479;0.190787;0.19822;0.205846;0.211192;0.216032;0.230581;0.230494;0.237413;0.247604;0.262929;0.275391;0.288433;0.310454;0.324034;0.332644;0.348033;0.35049;0.347084;0.34651;0.31507;0.319077;0.169838410344828;0.0926911477539246;0.967908070792607;0.996185671660156;0.97459165154265;0;0;0;0.00531279418007315;0.936846033505463;0.936846033505463;0.06205332;0.00118548490795961;0.07170336;0.00385193043200419;0.07966904;0.00342724229709544;0.09644464;0.00666920156750416;0.1197986;0.00841479270689421;0.1433684;0.00852055134953133;0.167444;0.00390942649246664;0.1909512;0.0118078447948811;0.2251424;0.0110272238709478;0.2769622;0.0240550576740111;0.340457;0.0115404927537779;0.326885666666667;0.0171128564632949
"146";"domestic_water_withdrawal_km3";"Nauru";"Other";"NRU";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"147";"domestic_water_withdrawal_km3";"New Zealand";"Other";"NZL";0.247938;0.247938;0.248722;0.255536;0.264613;0.27708;0.289667;0.272572;0.278847;0.281918;0.273406;0.284853;0.299039;0.322112;0.347441;0.385391;0.400168;0.395376;0.404742;0.421697;0.446163;0.46216;0.479825;0.488028;0.488881;0.492964;0.479762;0.49472;0.530851;0.57827;0.59913;0.596724;0.607149;0.602288;0.606017;0.638771;0.681896;0.712138;0.738231;0.730075;0.699218;0.714057;0.696685;0.703092;0.756693;0.828324;0.875869;0.905833;0.914474;0.977603;0.936875;0.961873;0.970897;0.970897;0.974069;0.970897;0.970897;0.970897;0.576762913793103;0.247887370359533;0.986179399221722;0.991738131982034;0.94446656799506;0;1.21921102252532e-51;0;0.0144764124088712;0.972549807449313;0.972549807449313;0.2529494;0.00725997994487588;0.2800168;0.00636708714405576;0.3053702;0.0297194790953677;0.4014748;0.0133903293350089;0.4730114;0.0184550608858383;0.5153134;0.0399763565848615;0.6022616;0.00442894844178615;0.7002222;0.0405892363281203;0.713949;0.0247991114054516;0.9004206;0.0547371349935307;0.9629222;0.0152561747236979;0.970897;0
"148";"domestic_water_withdrawal_km3";"Oman";"MENA";"OMN";8.48089e-05;8.48089e-05;8.50306e-05;8.73457e-05;9.47388e-05;9.82443e-05;0.000100752;0.000105435;0.000109753;0.000128255;0.00015484;0.000170247;0.000177559;0.000154083;0.000163252;0.000184622;0.000281376;0.000313814;0.000352065;0.000381261;0.000391547;0.00045167;0.000546144;0.000599581;0.000638139;0.000668747;0.00072529;0.000774714;0.000725767;0.00076053;0.000794285;0.000840849;0.000972649;0.000993171;0.00104457;0.00106781;0.00110056;0.00122288;0.00128415;0.00132872;0.00130838;0.0013774;0.00150544;0.0015464;0.00157367;0.00162986;0.00172032;0.00187467;0.00200829;0.00211695;0.00240138;0.00225184;0.00229933;0.00229933;0.00230554;0.00229933;0.00229933;0.00229933;0.000954497486206897;0.000778790662219785;0.971282697577058;0.996476812476146;0.974815750771251;0;5.61032410776061e-62;0;4.47937073548858e-05;0.943390078612561;0.943390078612561;8.734658e-05;4.26873283973125e-06;0.00010848786;1.18999412665777e-05;0.0001639962;1.00707920592176e-05;0.0003026276;7.6041692171466e-05;0.0005254162;0.000102464571456187;0.0007310096;4.09827971019549e-05;0.0009291048;0.000106416930575919;0.001200824;0.00011350404191041;0.001462258;0.000114276544049949;0.001870018;0.000200125932777339;0.002311484;5.4702532208299e-05;0.00229933;0
"149";"domestic_water_withdrawal_km3";"Pakistan";"SOA";"PAK";0.140646;0.14182;0.141222;0.156971;0.1608;0.166109;0.174364;0.17901;0.186974;0.198459;0.205762;0.214231;0.228723;0.21812;0.21521;0.197988;0.220555;0.244167;0.261765;0.275997;0.296715;0.313773;0.337527;0.36527;0.384305;0.388849;0.40406;0.411547;0.449581;0.464022;0.497107;0.51812;0.532939;0.558617;0.581986;0.594634;0.608969;0.656533;0.677474;0.683867;0.697266;0.707709;0.746718;0.749804;0.768607;0.828482;0.881296;0.937683;0.994196;1.05443;1.10937;1.11132;1.16528;1.17174;1.16884;1.1702;1.16952;1.17602;0.539021879310345;0.345093058021557;0.968378640945584;0.997723707281061;0.981851179673321;0;0;0;0.01978937349657;0.937757192239612;0.937757192239612;0.1482918;0.0097737928257151;0.1809832;0.0123515426445444;0.2164092;0.00827801320970195;0.2400944;0.0313445957670537;0.339518;0.0359440773563601;0.4236118;0.0317949216023566;0.5377538;0.0333638703645126;0.6442954;0.0404063703678022;0.7340208;0.0302066203952047;0.9392174;0.089325474293731;1.14531;0.0320078521616181;1.17191333333333;0.00357269272864796
"15";"domestic_water_withdrawal_km3";"Belgium";"Other";"BEL";0.184957;0.172531;0.184532;0.189138;0.194603;0.201289;0.207478;0.21726;0.222921;0.226863;0.233524;0.240952;0.249081;0.2502;0.276699;0.29315;0.314188;0.326415;0.304363;0.347283;0.369251;0.389837;0.400309;0.380149;0.368039;0.362708;0.358845;0.364518;0.398191;0.42789;0.437366;0.431067;0.453669;0.464609;0.488546;0.484199;0.499419;0.517622;0.497334;0.489778;0.50687;0.507367;0.498247;0.49946;0.511477;0.516833;0.565523;0.57446;0.585843;0.610407;0.628302;0.600372;0.617974;0.61234;0.618693;0.618468;0.617744;0.609522;0.408977155172414;0.144935430321278;0.989495362468908;0.987326586483743;0.922565033272837;0;0;0;0.00849256633547625;0.979101072347474;0.979101072347474;0.1851522;0.00813820715514173;0.2151622;0.0106421458221545;0.2500912;0.0163325170656577;0.3170798;0.0208692003129013;0.381517;0.0137508575005343;0.3824304;0.0299210209267665;0.4550514;0.0229301754964937;0.4976704;0.0126984812595838;0.5046842;0.00563132042242314;0.5706132;0.0344547211743181;0.6155362;0.0102352645398153;0.615244666666667;0.00496917793335409
"150";"domestic_water_withdrawal_km3";"Panama";"LCR";"PAN";0.0709027;0.0709025;0.0711057;0.0748064;0.0781637;0.0822224;0.0857208;0.0921543;0.0965453;0.101713;0.106188;0.111447;0.116353;0.118087;0.124386;0.132673;0.140269;0.147;0.152984;0.159347;0.170249;0.18093;0.206237;0.214726;0.224304;0.232105;0.239139;0.246412;0.253802;0.258652;0.251092;0.25594;0.265647;0.277354;0.294101;0.307105;0.318297;0.315375;0.335816;0.349786;0.364901;0.37573;0.382557;0.389955;0.399419;0.411492;0.428628;0.446111;0.466595;0.493727;0.524573;0.541255;0.561179;0.56117;0.562812;0.561128;0.561111;0.561141;0.274543513793103;0.160774836523693;0.982363324030314;0.997785228705897;0.980641258318209;0;0;0;0.00935278254637168;0.965037700399885;0.965037700399885;0.0731762;0.00324646702124017;0.09167116;0.00789802293697606;0.1152922;0.00687941536033404;0.1464546;0.0104563216429106;0.1992892;0.0228730211100327;0.246022;0.0107384353841703;0.2688268;0.0173363937916742;0.3252758;0.0172391500863587;0.3825124;0.013204069137959;0.4493106;0.0321707202328453;0.5501978;0.0168574761960384;0.561126666666667;1.50443787951806e-05
"151";"domestic_water_withdrawal_km3";"Peru";"LCR";"PER";0.178964;0.179009;0.179278;0.190282;0.202012;0.21318;0.230572;0.244736;0.262645;0.26997;0.269138;0.284083;0.304641;0.355669;0.375468;0.404237;0.442145;0.476103;0.476472;0.475152;0.458808;0.504878;0.560583;0.605494;0.615076;0.574991;0.593198;0.594184;0.596959;0.659902;0.548869;0.642366;0.697425;0.772986;0.788098;0.797179;0.872987;0.936888;0.960394;0.984385;0.989793;0.974668;0.995549;1.01024;1.03804;1.07303;1.12689;1.17844;1.22967;1.30993;1.38079;1.41603;1.52659;1.53088;1.52826;1.47755;1.49991;1.45976;0.733197;0.425617029192603;0.979222206923722;0.993478728967363;0.955232909860859;0;0;0;0.0246803247716015;0.958876130532561;0.958876130532561;0.185909;0.0102254941689876;0.2442206;0.0231978387096729;0.3177998;0.0459283273122373;0.4548218;0.03183732445888;0.5489678;0.0666579295072987;0.6038468;0.0325155773237997;0.6899488;0.0984275983080965;0.9103666;0.0756530175161573;1.001658;0.0239992648533242;1.183592;0.0915834156384223;1.47651;0.0723918410457974;1.47907333333333;0.020118300955432
"152";"domestic_water_withdrawal_km3";"Philippines";"EAP";"PHL";0.824085;0.828717;0.832904;0.871838;0.768095;0.808375;0.847548;0.891092;0.937248;0.976233;1.01918;1.07326;1.03198;1.21007;1.26294;1.37566;1.54977;1.61469;1.71553;1.81858;1.92623;2.07493;2.23716;2.32347;2.38408;2.31641;2.38239;2.41013;2.42202;2.52618;2.69198;2.85785;2.92042;2.98162;3.10983;3.21563;3.50537;3.69357;3.90873;3.94394;3.71755;4.1292;4.15289;4.13171;4.24657;4.32887;4.51975;4.70085;5.07632;5.43117;5.82056;5.82941;6.06573;6.22761;6.23278;6.17289;6.108;6.10688;2.94980129310345;1.7758068046813;0.978743977600624;0.996554800209173;0.969751966122202;0;0;0;0.102923711556799;0.957939773689487;0.957939773689487;0.8251278;0.0371113935833728;0.8920992;0.0672912995542515;1.119486;0.110272330981076;1.614846;0.168144032989577;2.189174;0.187428425885723;2.411426;0.0760814079128404;2.91234;0.154430400666449;3.653448;0.301983431532261;4.075584;0.205806692262424;4.811392;0.442835659381672;6.035218;0.203354000132773;6.12925666666667;0.0377917244027489
"153";"domestic_water_withdrawal_km3";"Palau";"EAP";"PLW";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"154";"domestic_water_withdrawal_km3";"Papua New Guinea";"EAP";"PNG";0.00919486;0.00919486;0.00922236;0.00848732;0.00878598;0.00906078;0.00949787;0.00998781;0.0105414;0.0111051;0.0116239;0.0122912;0.0130999;0.0137358;0.0147545;0.0169801;0.0178641;0.0176152;0.0184469;0.0192156;0.020564;0.0218831;0.0229456;0.0231617;0.0231425;0.0241196;0.0245011;0.0245123;0.0255623;0.0274105;0.02917;0.0293793;0.0288242;0.0309533;0.0330166;0.0349316;0.0369122;0.0355309;0.0376297;0.0380766;0.0357129;0.0354303;0.0355922;0.0345266;0.0353152;0.0372305;0.0393562;0.0428968;0.0455003;0.0480929;0.0525645;0.0533213;0.0571989;0.0571968;0.0573751;0.0571983;0.0571984;0.0571968;0.028652355862069;0.0153491507349201;0.977416390805638;0.989048849981924;0.936440849531739;0;3.1438946621454e-48;0;0.000888412354117312;0.955342801015515;0.955342801015515;0.008977076;0.000328406228138262;0.010038592;0.000812608546453949;0.01310106;0.00122215331812339;0.01802438;0.000848700021798043;0.02233938;0.00112348566835541;0.02522116;0.00133641212505724;0.03026868;0.0017395678966341;0.0366162;0.00134752733367454;0.03531544;0.000466377521971203;0.04261534;0.00441657029979146;0.05553132;0.00237909545247768;0.0571978333333333;8.96288643985024e-07
"155";"domestic_water_withdrawal_km3";"Poland";"ECA";"POL";0.488909;0.488897;0.490191;0.498596;0.507591;0.513086;0.532765;0.546816;0.564884;0.572883;0.588902;0.61231;0.6327;0.658192;0.686938;0.750904;0.819197;0.842122;0.858497;0.893082;0.942573;1.00143;1.05148;1.08975;1.07462;1.05162;1.05232;1.0519;1.07206;1.03341;1.05987;1.11719;1.07509;1.15817;1.19239;1.20144;1.25263;1.35093;1.40193;1.40349;1.44051;1.42479;1.43325;1.48067;1.49869;1.54228;1.61577;1.70569;1.77009;1.89253;2.02191;1.89653;1.9454;1.94525;1.95013;1.94531;1.94517;1.93952;1.14784905172414;0.483817320034409;0.984113445085999;0.991325479098096;0.946763460375076;0;0;0;0.0281953309852653;0.96847927279903;0.96847927279903;0.4948368;0.00819763223132144;0.5460868;0.0241786370107994;0.6358084;0.0383318042205164;0.8327604;0.0530875305537939;1.0319706;0.0601304960215696;1.052262;0.0136739284772153;1.120542;0.0555342535738079;1.322084;0.0911225069892175;1.455582;0.0322557672362634;1.705272;0.135871360558434;1.951844;0.0448799139927875;1.94333333333333;0.00330318533136335
"156";"domestic_water_withdrawal_km3";"Puerto Rico (U.S.)";"Other";"PRI";0.0415904;0.0415904;0.0416965;0.0435796;0.0456851;0.0478225;0.0500319;0.0509025;0.052844;0.054991;0.0572888;0.0597711;0.0625375;0.0662906;0.0694066;0.072817;0.0762487;0.0774457;0.0804655;0.0841807;0.0888693;0.0931192;0.0986283;0.102847;0.105599;0.10805;0.112602;0.113663;0.117465;0.121741;0.126334;0.130279;0.134648;0.13836;0.142815;0.14679;0.151085;0.152493;0.156385;0.160147;0.166359;0.170485;0.175702;0.183465;0.173516;0.178037;0.184643;0.188858;0.195333;0.201679;0.208962;0.210263;0.211476;0.211476;0.212034;0.211476;0.211476;0.211476;0.123893481034483;0.058207093595376;0.995486571856838;0.998815382070643;0.989383358503823;0;3.22278925664224e-75;0;0.00343132568519484;0.990993514747277;0.990993514747277;0.0428284;0.00180772798977059;0.05131838;0.00273243563455757;0.06305892;0.00487628754761243;0.07823152;0.00430840818539747;0.09781256;0.006867481220433;0.1147042;0.00517011341268255;0.1344872;0.00649153885453981;0.15338;0.0051064715802597;0.1739054;0.00639164777659094;0.18971;0.00918605481150641;0.2108422;0.00123434363124698;0.211476;0
"157";"domestic_water_withdrawal_km3";"Korea, Democratic People's Republic of";"Other";"PRK";0.385042;0.385377;0.386667;0.370841;0.377091;0.39572;0.417411;0.437806;0.446336;0.459818;0.476058;0.504264;0.533321;0.54621;0.575778;0.623147;0.675317;0.712017;0.742074;0.783294;0.792971;0.854849;0.899875;0.92035;0.9406;0.969079;0.994648;1.03962;1.06296;1.07234;1.10993;1.145;1.1836;1.19768;1.21698;1.24724;1.31307;1.39872;1.44761;1.46319;1.39697;1.48073;1.52859;1.5562;1.60076;1.67037;1.75175;1.82741;1.92693;2.00802;2.14479;2.08028;2.1153;2.17216;2.10757;2.1734;2.14945;2.07462;1.14257243103448;0.592247870114352;0.986722992918216;0.99612415023532;0.972171808832426;0;0;0;0.0346058384754987;0.973622264753478;0.973622264753478;0.3810036;0.00682085550352741;0.4314182;0.0252014707943802;0.5271262;0.0384063987272954;0.7071698;0.0614636562099913;0.881729;0.0589219198643425;1.0277294;0.0444604757711836;1.170638;0.0429814857816711;1.373966;0.0918761711762087;1.51265;0.0779660294615546;1.836896;0.134592234842877;2.12402;0.0353860177188674;2.13249;0.0515276944952906
"158";"domestic_water_withdrawal_km3";"Portugal";"Other";"PRT";0.280116;0.281481;0.282372;0.288091;0.295637;0.303627;0.312179;0.320169;0.330832;0.33799;0.342972;0.358037;0.374188;0.397079;0.425859;0.470948;0.492851;0.509171;0.51717;0.544873;0.567954;0.597951;0.642724;0.618156;0.625301;0.58937;0.605761;0.620559;0.689144;0.731243;0.778655;0.784072;0.868279;0.902284;0.925108;0.904134;0.918053;0.935452;1.00831;0.998315;1.02187;1.02038;0.997241;1.03639;1.06469;1.14933;1.20435;1.18433;1.23383;1.31299;1.33611;1.30719;1.31788;1.31788;1.3058;1.31788;1.31788;1.29686;0.767574965517241;0.362008678899353;0.989629505761705;0.992585539678707;0.950910662663551;0;5.9556577031107e-53;0;0.0212149610261772;0.979366558674153;0.979366558674153;0.2855394;0.00641070372892087;0.3209594;0.0138351166709934;0.379627;0.0327157071373981;0.5070026;0.027579191164717;0.6104172;0.0286516812368838;0.6472154;0.0604023308763826;0.8516796;0.0673265458218376;0.9528528;0.047512230148668;1.0281142;0.0247903225715197;1.216966;0.0618544734033037;1.316972;0.0121286136882992;1.31087333333333;0.012135902658366
"159";"domestic_water_withdrawal_km3";"Paraguay";"LCR";"PRY";0.0282799;0.0282799;0.0283685;0.0297787;0.0311033;0.0301982;0.0330116;0.0367241;0.0375264;0.037225;0.0385875;0.0406406;0.0416224;0.0433659;0.0452324;0.0509407;0.0567105;0.0580144;0.0597725;0.0637032;0.0669609;0.0729359;0.0788405;0.0832733;0.0845116;0.0884923;0.0835607;0.0884353;0.0947347;0.0971999;0.101627;0.09694;0.110782;0.120338;0.12626;0.13302;0.137271;0.144667;0.149557;0.153863;0.153883;0.152155;0.153217;0.151239;0.126605;0.134611;0.144442;0.157667;0.168713;0.183172;0.201009;0.196183;0.211449;0.211445;0.212131;0.211448;0.211449;0.211448;0.105596927586207;0.0605326281777078;0.979584560627573;0.989002538928764;0.942174170032183;0;3.53606480953288e-48;0;0.0035114143714048;0.959585911419912;0.959585911419912;0.02916206;0.00125845218741119;0.03493706;0.00321313917190028;0.04188976;0.00254406341567973;0.05782826;0.004664158751908;0.07730444;0.00734851833283418;0.09048458;0.00546049185257153;0.1111894;0.0123031574727791;0.1436756;0.0085720121791794;0.1474198;0.0116795204182364;0.157721;0.019228782605771;0.2064434;0.0073693510433416;0.211448333333333;5.77350269190203e-07
"16";"domestic_water_withdrawal_km3";"Benin";"AFR";"BEN";0.0105359;0.0105359;0.0105687;0.0111491;0.0114344;0.0118402;0.0122869;0.0134422;0.0139633;0.0138965;0.0143126;0.0150398;0.0166125;0.0166166;0.0181881;0.0197632;0.0218208;0.0221472;0.0234754;0.0244072;0.0259972;0.0283767;0.0310961;0.0309203;0.0306795;0.0294062;0.028964;0.0339106;0.0346755;0.0370316;0.038059;0.0385611;0.0416798;0.0425217;0.0434993;0.0438621;0.0426335;0.0476851;0.0509873;0.0520225;0.0528817;0.0547474;0.0569767;0.0589946;0.0639349;0.069072;0.0747768;0.0817588;0.0862281;0.0921158;0.0998702;0.098858;0.102601;0.102601;0.102932;0.102601;0.102601;0.102601;0.0443234068965517;0.0305910968320928;0.950727751034056;0.997584555968276;0.976029718082299;0;1.46211501869882e-66;0;0.00172227239226059;0.903883256586269;0.903883256586269;0.0108448;0.000420504542187121;0.01308582;0.000967473806880579;0.01615392;0.00151607877334919;0.02232276;0.00176830438782467;0.02941396;0.00220513060112094;0.03279758;0.00349607338052278;0.04086418;0.00242536998558983;0.0474381;0.00416972751387905;0.05750706;0.00426675703819658;0.0807903;0.00911393642286362;0.10137244;0.00187283743768646;0.102601;0
"160";"domestic_water_withdrawal_km3";"French Polynesia (Fr.)";"Other";"PYF";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"161";"domestic_water_withdrawal_km3";"Qatar";"MENA";"QAT";4.45133e-05;4.45133e-05;4.46291e-05;4.92366e-05;5.4305e-05;6.05378e-05;6.83495e-05;7.59437e-05;8.5616e-05;9.51138e-05;0.000106413;0.000119695;0.000133739;0.000139527;0.000163723;0.000199797;0.000294159;0.000317014;0.000354565;0.00037844;0.000405426;0.00047679;0.000553969;0.00060591;0.000622621;0.000628023;0.000675373;0.000692528;0.000680343;0.000724284;0.000772945;0.000815916;0.000868944;0.000874642;0.000918478;0.000903682;0.000928724;0.000988093;0.00104;0.00113097;0.00112377;0.00122301;0.00146619;0.00146627;0.00158691;0.00177753;0.00206622;0.00240174;0.00284949;0.00333635;0.0039025;0.00396828;0.00424711;0.00424711;0.00425853;0.00424711;0.00424711;0.00424711;0.00122068674310345;0.00137613249045038;0.874019229421375;0.99893846468088;0.989383358503823;0;1.49589508865923e-76;0;7.12249014149919e-05;0.763909613398328;0.763909613398328;4.743946e-05;4.34132179445385e-06;7.711216e-05;1.36860627637389e-05;0.0001326194;2.16230079498667e-05;0.000308795;6.91152070567686e-05;0.0005329432;9.11347411073296e-05;0.0006801102;3.47889997944752e-05;0.000850185;5.64676029684278e-05;0.0009982938;9.11561671758965e-05;0.00137323;0.000192193577936413;0.002486266;0.000620577248559758;0.004124706;0.000174441208806864;0.00424711;0
"162";"domestic_water_withdrawal_km3";"Reunion (Fr.)";"Other";"REU";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"163";"domestic_water_withdrawal_km3";"Romania";"ECA";"ROU";0.674056;0.674054;0.675825;0.686572;0.713458;0.712156;0.732609;0.750455;0.771846;0.778311;0.797259;0.825329;0.847057;0.840002;0.868691;0.943307;1.01904;1.0437;1.07515;1.10747;1.14434;1.19907;1.26385;1.31184;1.28356;1.23214;1.21957;1.2235;1.2248;1.20058;1.23336;1.25161;1.26017;1.15636;1.1088;1.11529;1.14474;1.20082;1.19603;1.19024;1.23842;1.16952;1.17704;1.20649;1.25578;1.3537;1.45012;1.56811;1.66577;1.82685;1.91719;1.77966;1.77915;1.77635;1.77528;1.77673;1.77811;1.77786;1.18912322413793;0.347910914775257;0.923514406882561;0.891845335137962;0.753176043557169;0;0;0;0.0190266508659139;0.852878859719648;0.852878859719648;0.684793;0.0168514196731314;0.7490754;0.0274285811390236;0.8356676;0.0265572852867156;1.0377334;0.0623790507125589;1.240532;0.0679190089003071;1.220118;0.0118313279051846;1.20206;0.066327939437314;1.169424;0.0376386892704834;1.20945;0.0375476510583552;1.57291;0.184568382584884;1.805526;0.0624492828621754;1.77756666666667;0.000735277725307548
"164";"domestic_water_withdrawal_km3";"Russian Federation";"ECA";"RUS";7.57141;7.56929;7.57797;7.74651;7.95445;8.17233;8.4039;8.64873;8.89052;9.03979;9.21827;9.45434;9.73887;10.0367;10.4387;11.0605;11.5972;11.8657;12.0872;12.7203;13.4693;14.1026;14.6342;14.7915;14.7425;14.8582;15.0061;15.2616;16.1126;16.6964;17.2576;17.0463;17.5018;17.4478;16.7887;16.4305;15.9551;15.9229;15.6861;15.8383;14.2395;12.955;14.0176;14.7117;15.1886;16.1564;17.8383;19.2165;20.559;22.3346;23.9052;21.7214;22.628;22.4051;22.6124;22.8305;22.7527;22.4046;14.7210324137931;4.74096381428492;0.934290099485318;0.91663846934695;0.802782819116758;0;0;0;0.262300433110829;0.872897989996285;0.872897989996285;7.683926;0.168914126348272;8.631054;0.35239424361076;9.777376;0.480372995317181;11.86618;0.61234009096253;14.34802;0.562709469442269;15.58698;0.787639373063587;17.20844;0.295059761743279;15.96658;0.279457639008132;14.22248;0.839865332657563;19.22096;2.38685994834217;22.65442;0.790506339000517;22.6626;0.226795524647204
