"FID";"domestic_water_withdrawal_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"198";"domestic_water_withdrawal_km3";"United States";"Other";"USA";13.5078;13.415;13.4438;14.1176;14.6781;15.062;15.5083;16.0701;16.7108;17.1614;17.6564;18.419;19.3291;19.8928;20.6007;21.6336;22.2451;22.7497;23.6328;24.4573;26.0492;26.974;27.8465;28.6229;29.2904;30.5102;31.403;32.1096;32.9755;33.7538;34.7882;35.7416;36.5071;37.4271;38.6553;39.9208;40.4017;41.6113;42.3401;43.5506;45.1625;45.9046;47.0814;47.8801;48.3432;49.8898;51.0254;53.2339;53.9968;54.4586;55.352;55.23;56.8328;56.6492;56.1688;55.9302;55.7441;55.9433;34.4068448275862;14.7178898698408;0.995086443427671;0.997785228705897;0.980641258318209;0;0;0;0.867275302223991;0.990197029893528;0.990197029893528;13.83246;0.553882973199213;16.10252;0.855579006871955;19.1796;1.16717396946642;22.9437;1.11891507050357;27.7566;1.28829127723508;32.15042;1.27497147105337;36.62386;1.49445694250453;41.5649;1.46647464519507;46.87436;1.33067356740863;52.5209;1.97487585432604;56.04656;0.732371960140475;55.8725333333333;0.111419223356353
"199";"domestic_water_withdrawal_km3";"Uzbekistan";"ECA";"UZB";0.184811;0.183701;0.185307;0.186721;0.195822;0.206541;0.219801;0.237535;0.247879;0.256507;0.266572;0.283926;0.297969;0.310854;0.333091;0.365001;0.399344;0.426045;0.4505;0.475836;0.501317;0.537378;0.573882;0.600166;0.61029;0.617532;0.632793;0.653576;0.666191;0.695563;0.721285;0.75004;0.68149;0.700803;0.696866;0.70908;0.71155;0.715835;0.73098;0.753565;0.769824;0.804042;0.792381;0.72669;0.705159;0.72469;0.767051;0.812468;0.86329;0.937265;1.01065;1.06513;1.12462;1.11468;1.13095;1.12721;1.12891;1.13163;0.61569974137931;0.288936714286999;0.974740644927257;0.986465286536036;0.94313369630974;0;0;0;0.016677940724107;0.950119324873204;0.950119324873204;0.1872724;0.00490091540428928;0.2336526;0.0204125743305444;0.2984824;0.0254029411151544;0.4233452;0.0432436684463749;0.5646066;0.0452339671463824;0.653131;0.0302165488350341;0.7100968;0.0264594635187488;0.724202;0.0184856818240497;0.7596192;0.0424296601412267;0.8209528;0.0830133858344544;1.089206;0.0509812135006611;1.12925;0.00222952909826261
"2";"domestic_water_withdrawal_km3";"Afghanistan";"SOA";"AFG";0.0286104;0.028639;0.0288001;0.0284383;0.0287931;0.0316833;0.0330884;0.0366818;0.0405294;0.0430214;0.0416347;0.0429269;0.0462978;0.0476068;0.0474161;0.0493705;0.0531798;0.0566728;0.0586145;0.0619381;0.0641963;0.0670254;0.0671106;0.0659221;0.0687553;0.0678136;0.0682744;0.0675142;0.0684841;0.0679739;0.0690152;0.0711331;0.0755632;0.0772328;0.0802564;0.0830698;0.0892422;0.100115;0.103563;0.104718;0.107949;0.109314;0.110549;0.0896598;0.104825;0.11153;0.121268;0.133695;0.142753;0.156601;0.171248;0.181939;0.196015;0.195941;0.196585;0.196065;0.196086;0.196231;0.0875719931034483;0.0513209613809251;0.931216340233781;0.995447414562121;0.962492437991531;0;0;0;0.00283006227198619;0.867163872318394;0.867163872318394;0.02865618;0.000149434524123443;0.03700086;0.0048058059498902;0.04517646;0.00272876012742051;0.05595514;0.00485909039563991;0.06660194;0.00168257978206087;0.06801204;0.000380903915705788;0.07464014;0.00455674175239282;0.0961416;0.009524880551482;0.10445936;0.0085438501419442;0.1331694;0.0176852231905622;0.1883456;0.0113772795430191;0.196127333333333;9.03898961905168e-05
"20";"domestic_water_withdrawal_km3";"Bahrain";"MENA";"BHR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"200";"domestic_water_withdrawal_km3";"Saint Vincent and the Grenadines";"LCR";"VCT";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"201";"domestic_water_withdrawal_km3";"Venezuela, Republica Bolivariana de";"LCR";"VEN";0.217217;0.217198;0.217791;0.226055;0.239146;0.25092;0.245738;0.257826;0.267789;0.277085;0.291059;0.301362;0.31657;0.313643;0.330306;0.360181;0.43542;0.462246;0.495901;0.533829;0.564007;0.610793;0.66193;0.69992;0.715114;0.733753;0.674838;0.696589;0.713687;0.673794;0.740624;0.683882;0.719;0.753402;0.796766;0.806872;0.81465;0.902166;0.89083;0.96671;0.997706;1.02948;1.10214;1.13357;1.05557;1.03294;1.1469;1.26335;1.37526;1.48411;1.65266;1.69332;1.80955;1.81014;1.8148;1.80962;1.80818;1.8081;0.80868974137931;0.502069067264429;0.955098817498686;0.992494386169984;0.9491833030853;0;0;0;0.0283963416592325;0.912213751187385;0.912213751187385;0.2234814;0.00952769102668637;0.2598716;0.0126793201040119;0.310588;0.0150034811793797;0.4575154;0.0657301120742997;0.6503528;0.0628600168127563;0.6985322;0.0257261656431735;0.7387348;0.0417869836336628;0.8762456;0.0664738554681463;1.0636932;0.0546620608941887;1.260512;0.178793124224619;1.756094;0.0772400089331947;1.80863333333333;0.000855414129725108
"202";"domestic_water_withdrawal_km3";"U.S. Virgin Islands (U.S.)";"Other";"VIR";0.000246907;0.000246907;0.000247544;0.000258067;0.000270521;0.000283155;0.000295485;0.000523086;0.000542968;0.000565774;0.000589609;0.000614014;0.000641174;0.000669422;0.000698893;0.000727544;0.000756041;0.00101184;0.00105263;0.00109905;0.0011547;0.00121691;0.00127779;0.0013295;0.00136124;0.001384;0.00143762;0.00139689;0.00143961;0.0014844;0.00153409;0.00157909;0.00162762;0.00166637;0.00171565;0.00176199;0.00181291;0.00181372;0.00185507;0.00189664;0.00197213;0.00202039;0.00206235;0.00233077;0.00217105;0.0022266;0.00231093;0.00229538;0.00237189;0.00244522;0.00252975;0.00254059;0.0025508;0.0025508;0.0025576;0.0025508;0.0025508;0.00254815;0.00145986967241379;0.000771774514629109;0.994865641467297;0.997861783018429;0.982118003546701;0;4.83155371663183e-68;0;4.54679617644341e-05;0.989757644572134;0.989757644572134;0.0002539892;1.03897134320442e-05;0.0004420936;0.000140345836187968;0.0006426224;4.33461589336356e-05;0.000929421;0.000174328923598467;0.001268028;8.36941842065504e-05;0.001428504;3.97204560648541e-05;0.001624564;7.12516131747204e-05;0.001828066;5.0579539638079e-05;0.002111338;0.000142973909927651;0.002330004;8.25896327029005e-05;0.002545908;1.08849469452084e-05;0.00254991666666667;1.52997821335269e-06
"203";"domestic_water_withdrawal_km3";"Vietnam";"EAP";"VNM";0.611552;0.611677;0.613491;0.61539;0.638926;0.674223;0.717115;0.742927;0.718144;0.750868;0.774513;0.8094;0.84138;0.802217;0.817502;0.864964;0.92453;0.959217;0.963945;1.02318;1.07907;1.13124;1.21427;1.25381;1.28793;1.3318;1.35869;1.32771;1.62413;1.81442;1.6511;1.10791;1.13441;1.29462;1.32628;1.46925;1.66857;1.82014;1.95086;2.02783;2.06211;2.12385;2.20333;2.25611;2.3481;2.46605;2.60482;2.75536;2.91489;3.09484;3.37913;3.48179;3.60306;3.60855;3.61942;3.60698;3.60219;3.59845;1.68410743103448;0.986137549040756;0.93949957759482;0.984988772339968;0.935874168179069;0;0;0;0.054863651019717;0.882659456300841;0.882659456300841;0.6182072;0.0116874187783274;0.7206554;0.0299317335665678;0.8090024;0.0242707160648383;0.9471672;0.0580397427001533;1.193264;0.0865389622077825;1.49135;0.21899639323514;1.302864;0.216949531297028;1.78733;0.224130336523194;2.1987;0.11168824423367;2.767192;0.248172862073999;3.53839;0.105163923234159;3.60254;0.00427575724287521
"204";"domestic_water_withdrawal_km3";"Vanuatu";"EAP";"VUT";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"205";"domestic_water_withdrawal_km3";"West Bank and Gaza";"MENA";"PSE";0.00296532;0.00329648;0.00332873;0.00385837;0.00334935;0.00352142;0.0042651;0.0053195;0.00483917;0.0049557;0.00478168;0.00495159;0.00508693;0.0053115;0.00601881;0.00592298;0.00749311;0.00711219;0.0067028;0.00721329;0.0073034;0.00808997;0.00907895;0.0088269;0.00977835;0.009939;0.0094768;0.0095581;0.0115141;0.0119868;0.013103;0.0135917;0.0142531;0.0157975;0.0176912;0.0173154;0.0188649;0.0205025;0.0212109;0.0221694;0.0221961;0.0218094;0.024324;0.0247053;0.0244498;0.0258467;0.0257772;0.0271048;0.0284791;0.0304343;0.0316368;0.0305079;0.0322854;0.032577;0.0329877;0.0325908;0.0328706;0.0332699;0.0152448067241379;0.0103252366910417;0.972374935129455;0.996308714509828;0.963702359346643;0;0;0;0.00059454453566704;0.945513014468008;0.945513014468008;0.00335965;0.000319871213381261;0.004580178;0.000702661600075029;0.005230102;0.000481621062008297;0.006888874;0.00060987533015363;0.008615514;0.000949932125854263;0.01049496;0.00117128998245524;0.0148873;0.00186780852471553;0.02001262;0.00193130877049735;0.02349692;0.00137768649082438;0.02752842;0.00196356427116609;0.03199896;0.000968014035538742;0.0329104333333333;0.000341297851345905
"206";"domestic_water_withdrawal_km3";"Samoa";"EAP";"WSM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"207";"domestic_water_withdrawal_km3";"Yemen, Republic of";"MENA";"YEM";0.00244589;0.00244435;0.00245265;0.0025034;0.00259478;0.00275874;0.00269638;0.0029299;0.00304234;0.0030579;0.00313553;0.00327355;0.00335361;0.00314919;0.00323781;0.00351546;0.00376583;0.00400575;0.00420082;0.00452219;0.00486545;0.00515677;0.00545643;0.00560291;0.00584419;0.00598386;0.00622382;0.00658868;0.00681761;0.00724545;0.00746632;0.00761824;0.00858085;0.0090233;0.00968149;0.0094997;0.00902017;0.00938942;0.0105505;0.0114203;0.0113613;0.0121808;0.0133402;0.0136613;0.0141243;0.0147911;0.0161108;0.0174306;0.0185183;0.0196557;0.0214313;0.0217198;0.0223424;0.0223424;0.0224035;0.0223424;0.0223424;0.0223424;0.00937176775862069;0.0067800285386314;0.94386578525417;0.997723054094151;0.977553042906213;0;2.8036704666972e-67;0;0.000378959139622869;0.890882620573466;0.890882620573466;0.002488214;6.43566168315272e-05;0.002897052;0.000163904800173759;0.003229938;9.04044363955663e-05;0.00400201;0.000388148982672891;0.00538515;0.000382577930623291;0.006571884;0.000495296704440884;0.00847404;0.000937939718825255;0.009976018;0.000987497027043626;0.01293358;0.00113484277192922;0.0173013;0.00192089830157664;0.02204788;0.000443778387261028;0.0223424;0
"208";"domestic_water_withdrawal_km3";"South Africa";"AFR";"ZAF";0.364786;0.365494;0.367732;0.380246;0.391557;0.414208;0.43334;0.454383;0.469059;0.504702;0.522431;0.555773;0.581895;0.6802;0.697594;0.781882;0.861122;0.89269;0.895659;0.929451;1.00651;1.08195;1.22486;1.29183;1.27587;1.33222;1.36432;1.28534;1.37514;1.51506;1.58302;1.64635;1.61871;1.68114;1.73186;1.77881;1.83371;1.95457;1.95426;1.9922;1.94136;1.94608;1.96866;1.91633;1.90179;2.16646;2.37603;2.48016;2.56216;2.64052;2.6316;2.67602;2.87774;2.88296;2.85964;2.83846;2.8658;2.85936;1.49074248275862;0.825416510780355;0.990392357234226;0.993417207542527;0.954022988505747;0;0;0;0.0484095507705554;0.980877021267963;0.980877021267963;0.373963;0.0116596695493483;0.4551384;0.0346459668114486;0.6075786;0.0774115967752895;0.8721608;0.05596404494584;1.176204;0.125847089676321;1.374416;0.0860206723991391;1.652216;0.0572820061624939;1.90271;0.0914706677028215;1.934844;0.0262086003060064;2.445066;0.184073444798537;2.785592;0.121628992103034;2.85454;0.0142931172247345
"209";"domestic_water_withdrawal_km3";"Congo, Dem. Rep.";"AFR";"COD";0.0762193;0.0762193;0.0764488;0.0755547;0.0807808;0.0949258;0.0780458;0.0878276;0.092635;0.0871887;0.0928739;0.102036;0.103406;0.10724;0.112634;0.123759;0.133966;0.139715;0.14031;0.153751;0.166966;0.169904;0.171726;0.168524;0.175989;0.169433;0.157798;0.157853;0.166659;0.168426;0.179516;0.185525;0.190829;0.193936;0.192885;0.221295;0.191235;0.195908;0.200579;0.206987;0.211143;0.198694;0.197739;0.206757;0.221591;0.219706;0.234892;0.247153;0.267523;0.28608;0.306229;0.308645;0.329954;0.329954;0.330979;0.329954;0.329954;0.329954;0.181972598275862;0.0771356021902656;0.96387110212207;0.985337836249727;0.91897325446306;0;1.05927209072695e-44;0;0.00440275434802666;0.929047501506012;0.929047501506012;0.07704458;0.00211519563326894;0.08812458;0.00650281394566998;0.10363798;0.00728677735367289;0.1383002;0.0108972469321384;0.1706218;0.00347516074448363;0.1640338;0.00575373675970669;0.1885382;0.005994959274257;0.2032008;0.0116723446744859;0.2071848;0.00980695901898239;0.2510708;0.026254391893548;0.3211522;0.01255628642155;0.329954;0
"21";"domestic_water_withdrawal_km3";"Bahamas, The";"LCR";"BHS";0.0128365;0.0128365;0.0128698;0.0135299;0.014094;0.0146965;0.0155231;0.0188054;0.0198276;0.020623;0.0216187;0.0229181;0.022169;0.0253084;0.0265372;0.0283945;0.0292842;0.0323806;0.0333762;0.0343112;0.036857;0.0391342;0.0401489;0.0409711;0.0420449;0.0433362;0.0452;0.0493659;0.0506657;0.0520468;0.0537234;0.0545826;0.0558561;0.0542845;0.0535073;0.0537833;0.0570326;0.0631747;0.0619417;0.0609373;0.0623295;0.0644409;0.0664721;0.0674477;0.0687581;0.0699109;0.0708801;0.0816597;0.0861764;0.0888739;0.090277;0.0904591;0.0911883;0.0909582;0.0918045;0.0913031;0.091229;0.0911686;0.0499288224137931;0.0257425790999846;0.991151233051849;0.997154590455856;0.973071148929494;0;1.42785178608506e-64;0;0.00151092393798639;0.982380766780198;0.982380766780198;0.01323334;0.000564758526274725;0.01789512;0.0026392265300652;0.02371028;0.00211679382014404;0.03154934;0.00258554423439244;0.03983122;0.0019768945108427;0.04812292;0.00370350217186382;0.05439078;0.000924822419170297;0.05937392;0.00388008991803025;0.06588966;0.00253812518367397;0.0795002;0.00870864709469847;0.09093742;0.000608306030711516;0.0912335666666667;6.73661883538992e-05
"210";"domestic_water_withdrawal_km3";"Zambia";"AFR";"ZMB";0.0683467;0.0683467;0.0685127;0.0673308;0.0685883;0.0708953;0.0755402;0.0842636;0.0913448;0.0956893;0.102397;0.110618;0.110089;0.121917;0.129543;0.142233;0.155609;0.151336;0.158871;0.159459;0.168489;0.181497;0.193695;0.20069;0.20242;0.194386;0.189614;0.183497;0.171723;0.190559;0.22712;0.236745;0.22744;0.233027;0.22635;0.241048;0.241364;0.246248;0.252052;0.273808;0.262872;0.266346;0.274168;0.289298;0.291709;0.315029;0.341819;0.370889;0.431176;0.4476;0.48754;0.477528;0.521915;0.515255;0.523181;0.516381;0.51514;0.509423;0.23689605862069;0.139838691582337;0.946012310961593;0.991802144171944;0.941603673964112;0;9.8142992527477e-52;0;0.00783384113937671;0.89493929249089;0.89493929249089;0.06822504;0.000510875129557117;0.08354664;0.0104034730759973;0.1149128;0.0107408236741881;0.1535016;0.00707872472978008;0.1893582;0.0142754169711431;0.1859558;0.00886366801612065;0.2301364;0.00454794539325178;0.250904;0.013562280339235;0.2768786;0.0131210719760239;0.3813026;0.0568820909100571;0.5050838;0.0211030701723707;0.513648;0.00371119778508235
"211";"domestic_water_withdrawal_km3";"Zimbabwe";"AFR";"ZWE";0.0720354;0.0719989;0.072115;0.0750071;0.077058;0.0798625;0.0827296;0.0887198;0.0904671;0.0950708;0.0986207;0.10633;0.111034;0.114436;0.125376;0.136838;0.148365;0.159983;0.163346;0.166913;0.170212;0.183731;0.203632;0.220679;0.23055;0.227267;0.220698;0.219338;0.231358;0.241984;0.261198;0.271249;0.281323;0.285632;0.262574;0.270699;0.278107;0.282331;0.306116;0.309122;0.28536;0.292583;0.30372;0.294213;0.28792;0.278189;0.278649;0.274056;0.273912;0.270707;0.262201;0.285251;0.309332;0.309325;0.309833;0.309226;0.306478;0.304711;0.212582274137931;0.0850335547908301;0.945256549446819;0.942662032052663;0.833030852994555;0;0;0;0.00475982132640188;0.893509944272107;0.893509944272107;0.07364288;0.00229919661555944;0.08736996;0.00609532971815307;0.11115934;0.00991722806927419;0.155089;0.012351593399234;0.2017608;0.0250530346804534;0.228129;0.00916013034841754;0.2723952;0.0109323547189066;0.289275;0.0172882461950309;0.2927592;0.00707901361066638;0.2751026;0.00331425018669382;0.2951884;0.0212206837024635;0.306805;0.00227519295884986
"212";"domestic_water_withdrawal_km3";"Serbia";"ECA";"SRB";0.0804046;0.0805128;0.0807398;0.0805517;0.0816415;0.0833138;0.0859524;0.0867829;0.0881206;0.0889762;0.0908053;0.0934435;0.097037;0.099162;0.104167;0.110925;0.120106;0.119274;0.122476;0.126777;0.131736;0.139659;0.146628;0.150603;0.150605;0.148646;0.150515;0.148891;0.150193;0.152495;0.15545;0.159922;0.155558;0.157183;0.156537;0.157451;0.163733;0.170494;0.174819;0.210667;0.197397;0.206409;0.159467;0.185841;0.19883;0.210287;0.223712;0.227103;0.235599;0.253835;0.269458;0.257137;0.254624;0.251032;0.249145;0.253445;0.25504;0.253575;0.158532587931034;0.0586206963156765;0.973623251395287;0.988741579254976;0.933454325468845;0;0;0;0.00337981189516746;0.947942235657528;0.947942235657528;0.08077008;0.000501933299353611;0.08662918;0.00219124633758964;0.09692296;0.0051728818498976;0.1199116;0.00580760641744945;0.1438462;0.00811270181258993;0.150148;0.00153957591563391;0.15693;0.00181956766843116;0.1754328;0.0207752725421353;0.1895888;0.0183756342257893;0.2301072;0.0160929525631563;0.2562792;0.0079935316788013;0.25402;0.000885734158763229
"213";"domestic_water_withdrawal_km3";"Kosovo";"ECA";"XRK";0.0129723;0.012973;0.0129971;0.0127748;0.0131048;0.0134649;0.0137932;0.0152285;0.015702;0.0163346;0.0166727;0.0168652;0.0179104;0.0177932;0.0190282;0.0205717;0.0223125;0.0246386;0.0260484;0.0260341;0.0277927;0.0295974;0.0313468;0.0323717;0.0323084;0.0322016;0.0323872;0.0374094;0.0380956;0.0382739;0.0391734;0.0402754;0.0400405;0.0390603;0.03845;0.039544;0.0412667;0.0447118;0.0463574;0.056843;0.0529496;0.056491;0.0423728;0.0501931;0.0541466;0.0581216;0.0614818;0.0625428;0.0642089;0.0704557;0.0750457;0.0713147;0.0705244;0.0705244;0.0707163;0.0705244;0.0705244;0.0705244;0.0387481034482759;0.0200178369219209;0.979798295406332;0.991753639368037;0.941145108347323;0;1.15696702972512e-51;0;0.00116146050632131;0.960004699681151;0.960004699681151;0.0129644;0.000119232944272965;0.01490464;0.0012342613187652;0.01765394;0.00094322562942278;0.02392106;0.00241407616139177;0.0306834;0.00196638144443035;0.03567354;0.00310225138697689;0.03939992;0.000749301179099568;0.04574458;0.00676601269227305;0.05123062;0.0054467158051435;0.06336216;0.00454713789135539;0.0716251;0.00193944908028028;0.0705244;0
"214";"domestic_water_withdrawal_km3";"Disputed Area - China and India";"Other";"XXX";0.00571105;0.00570017;0.00572735;0.00570292;0.00608743;0.00633034;0.00783645;0.00749894;0.0067514;0.0100325;0.0103545;0.0108165;0.0111739;0.012265;0.0132891;0.0142502;0.0151237;0.0157068;0.0161677;0.0173037;0.0182438;0.0191404;0.0206617;0.0212577;0.0218382;0.0228075;0.0230351;0.0244579;0.0253849;0.0266831;0.0276612;0.0280968;0.0292583;0.0282598;0.0279747;0.0294334;0.0313508;0.0341461;0.035559;0.0366655;0.0373435;0.0387484;0.039499;0.0403932;0.0416493;0.0443597;0.0475271;0.0502944;0.0530622;0.0582776;0.0586871;0.0616554;0.0665969;0.0665912;0.0667825;0.0665862;0.0665814;0.0665974;0.0294306560344828;0.0194182293239169;0.96979619428601;0.997785228705897;0.977011494252874;0;0;0;0.00111516908579162;0.940504658451624;0.940504658451624;0.005785784;0.000168957251930777;0.007689926;0.0014383065584499;0.0115798;0.00118742866312044;0.01571042;0.00114281910948321;0.02022836;0.00149675019392015;0.0244737;0.00162463656243481;0.02825016;0.000604712859959171;0.03343096;0.00299206367128108;0.03952668;0.00163011758993025;0.0507042;0.00532520263135592;0.06406262;0.00370489414653105;0.0665883333333333;8.21056230311628e-06
"215";"domestic_water_withdrawal_km3";"Disputed Area - China and India";"Other";"XXX";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"216";"domestic_water_withdrawal_km3";"Disputed Area - China and India";"Other";"XXX";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"217";"domestic_water_withdrawal_km3";"Anguilla (U.K.)";"Other";"AIA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"218";"domestic_water_withdrawal_km3";"British Virgin Islands (U.K.)";"Other";"VGB";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"219";"domestic_water_withdrawal_km3";"Montserrat (U.K.)";"Other";"MSR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"22";"domestic_water_withdrawal_km3";"Bosnia and Herzegovina";"ECA";"BIH";0.0262044;0.0262047;0.0262737;0.0268556;0.0276202;0.028683;0.0300347;0.0308179;0.0297474;0.0305888;0.0311343;0.0320989;0.0329338;0.0337105;0.0341316;0.035864;0.0381364;0.0388798;0.0389948;0.0407077;0.0423542;0.0440538;0.0466524;0.0476148;0.0480034;0.048127;0.048879;0.0503297;0.0517872;0.0539094;0.0555823;0.0558145;0.0560108;0.0517882;0.0471338;0.0451287;0.0443626;0.0478428;0.0530818;0.0590357;0.0620503;0.065369;0.0680547;0.0701751;0.0738473;0.0779837;0.0839567;0.0871142;0.0906191;0.0942672;0.101371;0.0998477;0.0991282;0.0949245;0.0948876;0.0991277;0.0991298;0.0972627;0.0551074275862069;0.0240696767567111;0.944797171748336;0.971946230274693;0.904416212946159;0;0;0;0.00134666465901749;0.89264169574365;0.89264169574365;0.02663172;0.00061651069495995;0.02997436;0.000838429879596379;0.03280182;0.00121306969997606;0.03851654;0.00175658386307059;0.04573572;0.00243809089494219;0.05060646;0.00231905129481864;0.05326592;0.00384648523421058;0.04989032;0.0061490765873422;0.06789928;0.00450542278504471;0.08678818;0.00625008248561569;0.0980318;0.00296610642678242;0.0985067333333333;0.00107736498148647
"220";"domestic_water_withdrawal_km3";"Svalbard (Nor.)";"Other";"SJM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"221";"domestic_water_withdrawal_km3";"British Indian Ocean Territory (U.K.)";"Other";"IOT";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"222";"domestic_water_withdrawal_km3";"Christmas Island (Aus.)";"Other";"CXR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
