"FID";"total_runoff_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"152";"total_runoff_km3";"Philippines";"EAP";"PHL";347.798;334.168;435.711;420.135;455.067;371.951;456.213;450.045;431.737;434.48;278.455;276.156;420.691;572;436.568;383.734;448.118;406.089;421.657;379.044;359.703;299.347;376.71;357.119;306.254;282.26;429.909;428.895;449.015;245.362;381.281;460.015;363.414;295.374;248.868;298.561;352.222;383.95;434.615;267.375;254.4;587.54;569.99;499.369;364.264;366.522;331.837;351.771;383.944;404.023;589.708;525.929;364.58;627.961;539.018;356.114;337.129;290.726;395.25674137931;90.4788785984923;0.0762698962125833;-0.0374973084376634;-0.0381125226860254;0.569329233187056;0.779396332105056;0.672584854709619;0.408649512442717;0.00581709706827853;0.00581709706827853;398.5758;54.2259797855235;428.8852;33.4495271595878;396.774;123.903010542521;407.7284;28.4013175451422;339.8266;34.7138339037911;367.0882;95.5139064204789;349.7904;81.3529320633252;347.3446;66.6236512231205;455.1126;142.505682485998;367.6194;27.948483309475;529.4392;100.773885588976;327.989666666667;33.6384184576703
"153";"total_runoff_km3";"Palau";"EAP";"PLW";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"154";"total_runoff_km3";"Papua New Guinea";"EAP";"PNG";854.629;886.642;971.414;1003.1;994.457;882.367;1046.44;833.39;977.804;1031.6;843.288;989.438;1107.95;1124.94;770.154;1089.34;903.345;1133.13;906.72;1078.92;956.829;776.505;867.859;1022.59;714.649;1004.79;960.641;1101.7;913.495;730.555;959.297;986.733;1045.87;828.823;793.651;675.412;715.358;813.884;1054.21;625.011;887.389;980.937;938.33;915.427;738.493;853.513;760.099;919.473;967.169;1000.99;981.753;1089.58;1231.76;964.846;1023.31;1024.8;913.532;653.7;927.966051724138;131.675744233528;-0.10833908547777;-0.0892983481497432;-0.0502117362371446;0.418220977013919;0.504005192164141;0.577689481529546;-0.844776000492133;0.0117373574421587;0.0117373574421587;942.0484;67.1720148893868;954.3202;93.2886517278495;967.154;157.613687559171;1022.291;108.963873508608;867.6864;126.170570779402;942.2362;137.218261429374;922.8748;107.327532759306;776.775;169.87206543455;892.1152;92.4536062206337;900.2488;95.9464353855837;1058.2498;108.263787603242;864.010666666667;190.441787277197
"155";"total_runoff_km3";"Poland";"ECA";"POL";91.1341;53.1795;84.2637;75.8811;82.1598;57.4806;54.6435;81.145;98.0918;102.998;86.2093;52.3179;93.9167;71.2695;69.2307;59.1115;91.5233;78.3938;54.2446;82.0991;74.7277;74.1568;87.9971;91.1385;56.0407;47.9395;45.9545;64.6356;62.2399;70.2534;70.0972;48.5237;48.7771;48.885;51.9428;54.2324;73.5071;66.803;61.4487;69.8824;90.5354;75.0537;70.2153;79.3073;74.2062;43.2605;51.564;51.7579;48.6799;64.262;61.0244;69.5237;105.487;72.3502;51.8686;66.2492;57.0521;40.0349;68.2915327586207;16.1707940493487;-0.331714397317765;-0.357162631886555;-0.238959467634604;0.0109673308019184;0.00617895780716846;0.00805741362276369;-0.317648118982437;0.110034441387891;0.110034441387891;77.32364;14.5542270470815;78.87178;22.3676290820462;74.58882;16.1579988981309;73.07446;15.80843985101;76.81216;13.903204319077;58.20458;10.7034132003301;53.64516;9.3026089573302;65.17472;7.54751110015745;77.86358;7.7850399900707;51.90486;7.71300879313644;72.05078;20.3307528082951;54.4454;13.3001332621143
"156";"total_runoff_km3";"Puerto Rico (U.S.)";"Other";"PRI";15.0021;11.1204;15.9007;14.1868;12.4311;11.7285;7.95453;11.2941;11.7675;6.97964;8.27799;15.1182;15.5767;11.7335;8.56493;7.99911;9.88444;12.3348;8.61376;9.52851;9.57038;15.4644;7.69813;11.0027;9.42986;8.47091;10.6806;11.271;9.7732;9.20515;9.83869;8.68691;7.47109;5.91227;8.66613;8.57122;4.62463;7.01427;5.96824;4.54986;12.7015;11.2969;6.79584;5.4262;5.75371;8.62841;12.6078;13.6579;11.2246;9.0569;10.2739;11.0038;17.6163;16.4335;7.62189;13.3838;8.90326;6.04135;10.1430087931034;3.11393058020013;-0.215262317837237;-0.222369190070442;-0.172413793103448;0.104634526303207;0.0934238781627314;0.0559049327840845;-0.0396942462087429;0.0463378654806623;0.0463378654806623;13.72822;1.93881282412718;9.944854;2.2955271700592;11.854264;3.46892799783017;9.672124;1.66393034308231;10.633094;2.94403095460629;9.880172;1.12118292471389;8.115018;1.48900739424625;6.145644;1.6977494221557;8.39483;3.36580097173021;11.035122;2.18482306913397;12.589878;4.26024208489611;9.44280333333333;3.70084088512778
"157";"total_runoff_km3";"Korea, Democratic People's Republic of";"Other";"PRK";65.8088;73.8046;85.2924;76.0204;99.7864;90.2077;108.054;83.3886;99.9925;83.6502;62.6704;67.4481;64.6816;74.2047;80.4391;74.066;60.0747;66.0215;56.1272;41.1043;59.993;77.2367;51.4265;65.7381;52.4824;70.5721;63.4402;63.357;80.4171;77.1848;57.2609;51.6741;96.7253;59.2287;57.8845;55.9516;63.1864;76.6951;59.3432;45.3461;82.1929;82.475;74.8345;63.9697;68.8288;85.5231;72.9009;77.9009;68.5086;77.244;59.4813;53.4935;80.5377;68.2073;82.1759;85.3247;40.9644;38.5511;70.0189879310345;14.9174198952754;-0.277627751314522;-0.208957519456151;-0.144585601935874;0.0348586742100919;0.11534235908864;0.108888599380037;-0.245248980282378;0.077077168299956;0.077077168299956;80.14252;12.9905727137798;93.0586;10.7598270401991;69.88878;7.33336671979521;59.47874;12.2963805318069;61.37534;10.6135653638634;70.99424;7.78913475637699;64.5547;18.2134203487428;60.10448;11.4059484768694;74.46018;8.15375718653677;76.4155;6.33862532297027;68.77914;12.6309593027608;54.9467333333333;26.3357484861041
"158";"total_runoff_km3";"Portugal";"Other";"PRT";23.4352;32.5804;44.2819;25.2903;24.3997;45.917;31.2137;24.0232;48.5733;13.8818;19.5994;40.2571;25.2635;18.2546;26.0847;14.5238;16.5319;14.6483;16.2779;44.1164;38.7445;47.5277;13.3313;11.1028;15.787;18.6629;22.6988;29.8656;19.4092;20.8585;23.7819;20.7795;24.1428;18.9696;7.06472;14.1463;19.4342;17.4356;45.119;28.729;23.6386;13.525;20.9016;41.7735;20.2549;33.7436;14.4444;5.94956;24.5423;15.619;12.8135;21.0641;59.9443;32.6143;14.3204;36.8793;31.3335;8.89973;24.8104587931034;11.8076210843024;-0.152454495468177;-0.196653234488911;-0.132486388384755;0.253255585077008;0.13875195231194;0.141819521481558;-0.106599032575592;0.0232423731884557;0.0232423731884557;29.9975;8.76459259948801;32.7218;14.6481138961642;25.89186;8.72804297898447;21.21966;12.8323234619846;25.29866;16.6593266302393;22.299;4.501679772596;18.947704;6.98068295692334;24.97282;12.4967694718275;24.01872;10.599264615859;18.859772;10.6123883662407;28.15132;19.4131625803731;25.7041766666667;14.8148926840404
"159";"total_runoff_km3";"Paraguay";"LCR";"PRY";139.83;118.691;100.391;139.557;75.7651;86.7054;90.6143;182.007;141.259;70.9789;69.3104;137.127;80.5317;140.809;111.645;144.357;119.102;126.672;98.5151;83.7765;53.9638;108.078;95.1902;66.1554;133.512;252.272;119.163;99.2825;117.44;132.486;75.2629;89.1891;152.388;97.6694;196.684;80.8271;113.394;103.197;127.04;169.815;213.678;97.1016;98.8239;94.1503;111.283;107.192;104.167;96.0634;88.7668;116.684;90.1558;98.5416;134.862;89.9267;87.8053;81.3979;146.446;183.181;115.187587931034;37.6975268491373;0.0299524874500326;-0.00193792488234028;-0.0211736237144586;0.823383213224805;0.988626916844686;0.814379873926153;0.066864619028569;0.000897151504444151;0.000897151504444151;114.84682;27.3216103499043;114.31292;46.1254179770439;107.88462;32.3628827722748;114.48452;23.770915627653;91.37988;32.0339613518528;144.1287;61.5980526007113;122.23868;50.8766531202378;118.85462;33.1097889138847;123.00736;51.1060261270919;102.57464;10.6768716761044;100.25828;19.7752546531517;137.0083;51.5436950302362
"16";"total_runoff_km3";"Benin";"AFR";"BEN";19.4781;41.154;48.2134;36.4483;54.752;66.9437;48.9263;40.6362;40.5649;44.4035;57.7765;42.7574;41.7692;34.3763;35.7954;34.1493;40.0987;41.1109;31.3593;24.8807;34.1893;41.4707;35.1686;31.7879;23.6043;17.7803;23.6744;30.8239;25.4342;27.3835;44.6513;39.0194;28.2639;44.5198;31.3416;29.5653;35.6895;41.7462;38.3007;30.9378;39.4509;42.281;31.2963;25.9502;31.6805;42.5764;39.102;31.2012;27.9421;38.7583;48.9936;39.949;40.3058;27.819;33.408;25.8712;28.6609;24.6913;36.2221448275862;9.30054762600403;-0.334214357272144;-0.33280014765142;-0.234119782214156;0.0103447574897648;0.0110134996254772;0.00943186583016978;-0.184070522009282;0.111699236606825;0.111699236606825;40.00916;13.4180446836713;48.29492;10.9741513003056;42.49496;9.28598152448087;34.31978;6.6596727346019;33.24416;6.46761767020902;25.01926;4.83908157122816;37.5592;7.51566980814085;35.2479;5.06486441230168;34.13178;6.62740137512434;35.916;6.09103057166848;38.09508;7.9791694362258;26.4078;2.03847632068661
"160";"total_runoff_km3";"French Polynesia (Fr.)";"Other";"PYF";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"161";"total_runoff_km3";"Qatar";"MENA";"QAT";0.0247106;0.0149965;0.00299646;0.0156936;0.000156861;0.00477384;0.192651;0.0870418;0.0303084;0.00672475;0.0366468;0.145198;0.0134609;0.00752496;0.0478276;0.0129436;0.0262599;0.0807084;0.282871;0.088594;0.0224969;0.0700449;0.0690047;0.0207249;0.205609;0.0965392;0.036344;0.0173192;0.0543316;0.0621948;0.155012;0.0763485;0.059914;0.0323092;0.0858461;0.320312;0.0812865;0.350668;0.281605;0.288732;0.171668;0.0943651;0.1063;0.11831;0.0798111;0.0848099;0.0825851;0.0865347;0.115055;0.0906033;0.0475495;0.0942356;0.0709783;0.0654747;0.0497348;0.078963;0.0822905;0.0703665;0.0879028719137931;0.0816522577035168;0.279175325304414;0.46519425389892;0.304295220810647;0.0338169489861042;0.000273850885130984;0.000740529069219065;0.00134988213236334;0.0779388622588264;0.0779388622588264;0.0117108042;0.0100633809977218;0.064299958;0.0790646423436217;0.050131652;0.0556435860332664;0.09827538;0.108334681503441;0.07757608;0.0754791172575037;0.05334576;0.029714994182197;0.08188596;0.0456464293688236;0.2645207;0.106050529061387;0.11409084;0.0352059414221946;0.0919176;0.013263269121902;0.06559458;0.0188842816433933;0.0772066666666667;0.00615296465805983
"162";"total_runoff_km3";"Reunion (Fr.)";"Other";"REU";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"163";"total_runoff_km3";"Romania";"ECA";"ROU";42.6908;33.894;52.6482;36.1033;41.0316;37.3154;41.9769;49.783;62.3737;50.1394;44.6849;66.7728;85.2716;50.9033;53.3356;47.5213;48.1966;57.4449;43.3808;47.6052;56.0955;51.1339;63.43;61.5935;44.0978;24.0537;42.8301;37.5111;24.5442;23.3118;39.4886;30.8747;18.5149;52.7732;28.4528;25.9305;26.0749;40.574;45.276;58.5011;61.099;59.9953;33.238;34.7667;31.3273;27.129;43.9612;65.4103;53.3404;41.1897;40.7287;34.2966;63.2373;25.7503;19.5232;33.2738;39.2704;37.9806;43.6836793103448;13.7497001162929;-0.27166514404795;-0.277799993847858;-0.163944343617665;0.0391246599625855;0.0350780528363925;0.0690848933552263;-0.221196253345223;0.0738019504905918;0.0738019504905918;41.27358;7.29107405064576;48.31768;9.54323295466479;60.19364;16.1713757176995;48.82976;5.1846964388477;55.27014;7.89270356804308;30.45018;9.08117607510173;34.02084;12.8732556741875;39.2713;13.780970348818;44.08526;15.0819500971526;46.20612;14.2639328684974;36.70722;16.8906273879036;36.8416;3.15638933593434
"164";"total_runoff_km3";"Russian Federation";"ECA";"RUS";3820.51;3892.9;3530.39;3882.6;3792.37;3578.15;3427.4;3543.81;4199.47;3756.85;3465;3275.16;3513.91;3554.61;3497.92;3395.96;3402.25;3448.48;2977.71;3330.31;3693.58;3563.83;3342.87;3581.73;3464.31;3588.72;3404.47;3367.32;3359.72;3176.06;3310.12;3491.72;3697.89;3475.65;3341.06;3279.63;3574.2;3517.47;3279.85;3652.97;3423.12;3545.23;3650.35;3497.42;3680.69;3208.26;3718.92;3535.15;3363.24;3988.04;3739.49;3724.69;3637.3;3449.58;3354.27;3570.36;3529.52;3456.76;3526.22965517241;208.225877994417;-0.130057214179022;-0.0972346119536129;-0.0671506352087114;0.330520704011528;0.46672993337762;0.456521769159598;-1.60368759420473;0.0169148789600095;0.0169148789600095;3783.754;147.734505549652;3701.136;302.592650902166;3461.32;108.946523808702;3310.942;190.984683862345;3529.264;132.201534333002;3379.258;146.904433969843;3463.288;153.622439994943;3460.824;172.166943923623;3559.362;106.768098091143;3562.722;304.749819228823;3581.066;171.47395846017;3518.88;57.542568590566
"165";"total_runoff_km3";"Rwanda";"AFR";"RWA";13.8438;12.9684;12.0944;13.2193;17.7856;19.0706;16.1446;14.6222;13.9091;14.214;16.6935;13.366;13.7351;13.2397;13.5766;14.5931;13.0256;12.8488;12.3766;14.5135;16.7007;15.776;13.6562;13.3529;12.3137;12.8663;10.9044;11.5482;11.6946;12.0325;12.9706;10.7409;11.0166;11.5674;10.1402;9.73718;10.7851;12.219;10.9804;12.0228;16.4774;10.6954;8.53005;10.9554;13.8321;11.1848;10.4021;8.88381;9.88302;14.5526;11.8124;12.5056;15.3996;10.9795;8.44206;8.50154;5.50112;7.04397;12.4904939655172;2.57749714952039;-0.638109652864504;-0.643544864499062;-0.496672716273442;7.11968989388375e-08;1.2329247440404e-07;3.64469139341506e-08;-0.0973966744593792;0.407183929078854;0.407183929078854;13.9823;2.21690108935875;15.5921;2.12588646921702;14.12218;1.44997880570717;13.47152;1.01601410767764;14.3599;1.81527277426837;11.8092;0.718895072315842;11.28714;1.07233677452561;11.148896;1.00778361619943;12.09807;3.08987604395387;10.981266;2.16429849100811;11.827832;2.51993320707514;7.01554333333333;1.50041197696944
"166";"total_runoff_km3";"Saudi Arabia";"MENA";"SAU";1.36946;1.2298;1.96754;3.83089;1.59667;17.5435;7.09161;6.0813;3.71116;10.1868;12.0957;8.02692;2.76176;10.3639;6.5458;3.59646;6.26992;11.819;14.4327;6.27234;5.02132;11.3338;9.87899;11.1089;17.9733;15.0074;6.96307;11.4144;8.76037;7.33723;8.19294;13.1375;7.1604;6.05974;10.4316;18.9647;7.77881;12.4175;20.0563;23.9393;25.0277;16.3617;11.2695;11.0978;12.6497;15.3061;11.9792;16.9133;14.7402;10.3956;8.06044;8.34153;9.59337;6.64131;7.99767;9.45489;8.84741;8.48258;10.0498413793103;5.2541850317656;0.405265121261909;0.425143806330555;0.289776164549304;0.00160047791330564;0.000974077774744836;0.00131299013952102;0.126094229290351;0.164239818511434;0.164239818511434;1.998872;1.06144586558618;8.922874;5.35029753888324;7.958816;3.60239093223931;8.478084;4.47746354391412;11.063262;4.62956429103431;9.896494;3.34929041345029;8.996436;2.82174255428804;16.631322;6.4557132486984;15.28128;5.84553477382523;13.86688;2.63286144090417;8.126864;1.05174798121033;8.92829333333333;0.491175395590347
"167";"total_runoff_km3";"Senegal";"AFR";"SEN";66.9065;49.3186;44.9716;53.292;43.1827;44.3978;53.625;51.1536;50.0963;49.3154;27.2125;46.5854;31.0077;36.3818;22.4769;25.2033;33.0979;46.2193;32.6885;23.403;35.0719;22.53;15.6694;22.5548;17.5309;10.008;14.3398;23.0327;22.9147;21.6624;30.2638;27.8058;17.9181;17.1327;18.8689;20.9359;30.6352;23.9295;22.9346;22.7508;26.2533;35.8935;32.3742;20.7232;14.0409;36.677;26.5135;28.5218;23.5639;21.8103;31.022;31.6083;41.5746;24.1181;28.0899;26.7512;18.7715;27.3419;30.4254275862069;12.0219310862141;-0.552969926194781;-0.441939155310837;-0.290986085904416;6.75407365151199e-06;0.000582254709002082;0.00125296178417639;-0.393664603648224;0.305775739275873;0.305775739275873;51.53428;9.44883091271084;49.71762;3.38878006545128;32.73286;9.2715006154883;32.1224;8.99856294415947;22.6714;7.57064617486513;18.39152;5.9033509049522;22.39786;6.15147432108759;24.2372;3.73610146743902;25.85702;8.79400937326087;27.4173;5.78934278092082;31.28258;6.47345831816348;24.2882;4.78672286538504
"168";"total_runoff_km3";"Singapore";"Other";"SGP";0.987333;1.11024;0.831751;0.775033;1.05663;0.834652;1.37666;0.9691;1.1503;1.41365;1.05299;1.03639;1.13104;0.751835;0.864802;1.39901;1.00825;0.860455;0.933653;0.820511;1.1946;1.03079;1.03253;0.645746;0.516454;0.668596;1.25324;1.00502;1.05196;0.973999;1.05283;1.04796;0.703604;0.808249;0.952393;1.0658;0.87877;1.09257;1.14623;0.487912;0.957769;0.971534;1.12354;1.31576;0.803925;1.12563;1.02493;0.80957;1.23945;1.38174;1.18885;0.972842;1.00613;1.14021;1.01162;1.25193;0.713348;0.551995;0.992488120689655;0.213805058675821;-0.0210451117608208;0.0133809099018733;0.0199637023593466;0.875400012038754;0.920515053042575;0.824809382538614;-0.000266452520840375;0.000442896729025427;0.000442896729025427;0.9521974;0.14405962450076;1.1488724;0.2515198708826;0.9674114;0.15480466399563;1.0043758;0.231987250202894;0.884024;0.288069372179689;0.990563;0.210306275448452;0.9130072;0.153409497348437;0.9342564;0.269073310521129;1.0345056;0.193683055005594;1.116264;0.216877343399443;1.0639304;0.0946015917455938;0.839091;0.366518386432386
"169";"total_runoff_km3";"Solomon Islands";"EAP";"SLB";60.821;62.4947;63.0464;66.4259;67.9337;60.6516;49.2683;76.6892;48.2041;86.8812;63.9115;66.1175;71.4586;62.6362;87.3343;53.5365;54.7134;60.7774;73.0699;72.45;61.4534;57.6144;56.2794;39.3335;64.2539;43.4994;44.6101;64.8114;51.9692;26.6319;58.4947;53.2024;48.8131;55.1797;31.2273;31.8231;46.9487;36.5413;51.8166;36.9181;41.0361;45.9387;53.562;53.0857;53.085;40.7011;56.9853;44.5936;60.4856;46.5429;47.7922;48.9563;60.6278;46.4505;66.4296;59.1553;64.9243;62.6783;55.5667810344828;12.5025309464876;-0.397758231350282;-0.420591220892676;-0.255898366606171;0.00198841422630253;0.00111519715509537;0.0045471473662982;-0.294488089452148;0.158211610606904;0.158211610606904;64.14434;2.93837277978816;64.33888;17.0421252787614;70.29162;10.1063030860449;62.90944;9.40518345132087;55.78692;9.72234533572018;46.3044;13.895547324413;49.38344;10.7373978653117;40.80956;8.26077988436927;49.3415;5.62148030193116;49.8617;8.46015412950615;54.05128;8.93560548575193;62.2526333333333;2.90796051096526
"17";"total_runoff_km3";"Burkina Faso";"AFR";"BFA";31.0632;28.3625;27.9814;27.2036;31.0326;36.2968;41.7211;34.2425;26.9435;27.6706;27.285;32.5495;30.7585;25.4546;18.003;18.4048;27.8606;25.9086;18.8478;17.4776;16.8481;18.5573;16.9067;16.0383;10.3338;7.20729;4.76598;15.9512;16.4211;11.6192;20.9857;22.3027;10.7665;16.9325;13.3403;13.3394;31.6539;17.8618;15.5311;9.58068;17.4477;24.0183;14.8483;13.3838;8.89711;23.8949;13.4874;11.451;15.0382;21.7546;28.2854;22.408;23.4082;11.1022;20.7347;13.7545;16.3361;19.6674;20.3780889655172;7.96154063248003;-0.537169602277424;-0.523332000369129;-0.374470659407139;1.3770473718894e-05;3.28997815982699e-05;3.29231979421753e-05;-0.253255662739548;0.288551181610888;0.288551181610888;29.12866;1.80114513518483;33.3749;6.18165083654844;26.81012;5.66035545677124;21.69988;4.80851733614427;15.73684;3.15603331699778;11.192954;5.18043467201161;16.86554;4.90327739659914;17.593376;8.43093971475778;15.719042;5.58158232209469;17.12522;5.40938734811993;21.1877;6.29919869665976;16.586;2.96436065788224
"170";"total_runoff_km3";"Sierra Leone";"AFR";"SLE";113.691;124.735;133.587;136.322;133.235;131.554;130.994;117.838;147.595;130.331;137.943;139.746;113.654;103.259;108.389;108.447;118.734;117.457;117.761;120.446;129.172;126.682;121.497;130.089;125.407;123.797;113.608;107.862;98.0351;101.878;104.168;111.833;100.532;113.235;126.913;119.156;122.344;127.896;118.739;114.466;138.834;117.822;111.821;108.705;104.78;126.158;110.013;84.6575;95.2049;71.0014;93.9505;90.1142;103.686;67.7039;91.2994;113.832;132.791;101.077;115.284101724138;16.3031150208797;-0.574872752117624;-0.551570334368944;-0.397459165154265;2.36414215160494e-06;1.02946624886037e-05;1.04741225254977e-05;-0.554999941554636;0.330478681127285;0.330478681127285;128.314;9.25729717574196;131.6624;10.5734681301832;120.5982;17.0690851160805;116.569;4.68760722544029;126.5694;3.40052220989659;109.03602;10.1541290346341;111.3362;10.1808985212505;120.5202;4.98537172134636;116.3924;13.4211662794259;97.40696;21.5068939122552;89.3508;13.2251965983497;115.9;15.9578167992993
"171";"total_runoff_km3";"El Salvador";"LCR";"SLV";26.9739;13.7587;20.8526;14.1474;21.4238;13.5352;20.5177;17.0324;21.161;9.23565;18.5842;33.4342;30.3507;16.2655;9.71293;27.3849;15.701;18.0393;10.7927;6.83826;10.6606;24.2713;16.2574;20.7679;14.0094;12.5998;14.9735;12.8279;8.17398;10.0241;24.4316;22.5787;12.2059;10.7783;14.1309;22.6151;7.77459;20.1274;21.3041;8.06339;17.0833;14.1732;11.757;7.74972;8.89386;12.374;12.8809;15.4751;13.8034;14.5773;20.668;15.2026;26.4007;17.8144;11.2155;15.9048;9.13299;8.09538;15.991725;6.13132212453149;-0.296589987564956;-0.278661293795564;-0.184513006654567;0.0237764368517035;0.0344985412322746;0.0407626966110088;-0.107686494509214;0.0879656207237842;0.0879656207237842;19.43128;5.54479383449015;16.29639;4.9875800457737;21.669506;9.94300329106754;15.751232;7.81997632714575;17.19332;5.39826700126994;11.719856;2.64750293893699;16.82508;6.24744483224942;15.976916;7.40899688191526;11.931416;3.81809026486803;13.82214;1.25358852619191;18.26024;5.7280165540089;11.04439;4.24109038504251
"172";"total_runoff_km3";"San Marino";"Other";"SMR";0.0133252;0.0128703;0.0279327;0.0125835;0.00847744;0.0180452;0.022835;0.017803;0.0149693;0.00689931;0.00626968;0.0153868;0.01385;0.00322123;0.00872058;0.0199491;0.0104159;0.0113479;0.0315747;0.0148613;0.0252619;0.0192424;0.0211285;0.0204581;0.0171917;0.0170521;0.0222236;0.0152905;0.0126985;0.0152928;0.0139596;0.0133929;0.00502948;0.0127911;0.0120016;0.00980017;0.0144103;0.0107595;0.0254044;0.0169143;0.00838487;0.00925641;0.00834262;0.0110026;0.0108073;0.0128053;0.0117971;0.0186344;0.0130117;0.002937;0.00336029;0.013559;0.0118952;0.00901232;8.96617e-06;0.00968081;0.00453894;0.00133689;0.0133105742443103;0.00647144973201703;-0.39768223639416;-0.394383093912455;-0.289776164549304;0.00199273717790784;0.00235036647518782;0.00131299013952104;-0.000152401202907808;0.158151161143458;0.158151161143458;0.015037828;0.00746611366166629;0.016110362;0.00587313543073204;0.009489658;0.00510004399507691;0.01762978;0.00864590367700219;0.02065652;0.00297810231389051;0.0165115;0.00355089335449546;0.011434936;0.00365368672678433;0.015457734;0.00624972599689618;0.00955876;0.00128374022210492;0.0118371;0.00565096814050478;0.007567155234;0.00573468860142895;0.00518554666666667;0.00420937351367556
"173";"total_runoff_km3";"Former Spanish Sahara";"Other";"ESH";0.00874853;0.00827765;0.00464602;0.00467132;0.0327152;0.277069;0.241725;0.538777;0.0259294;0.0685285;0.0245161;0.0163793;0.0607317;0.0360248;0.483132;0.703591;0.105071;0.131752;0.037703;0.0299412;0.0911518;0.106603;0.0869331;0.0681338;0.0515779;0.0398036;0.037529;0.0687195;0.0615046;0.106498;0.439135;0.159369;0.220299;0.224942;0.260689;0.320342;0.211745;0.157364;0.546408;0.305743;0.303098;0.536515;0.230396;0.159077;0.502132;1.5979;0.967885;0.563;1.70368;0.476105;0.351906;0.718946;0.492887;0.449012;0.320843;0.241788;1.28826;3.14046;0.352557069310345;0.51995562778226;0.542126007660771;0.722292288289397;0.555958862673926;1.10555043315586e-05;0;7.0644090577332e-10;0.0166923370746561;0.293900608182205;0.293900608182205;0.011811744;0.011844416706813;0.23040578;0.203355128976729;0.12415678;0.201368719983882;0.20161164;0.283954452586586;0.08087992;0.0213594317730365;0.06281094;0.0279002284979532;0.2608868;0.106086900464666;0.3083204;0.149123698416114;0.3462436;0.166446646326383;1.061714;0.570103764167103;0.4667188;0.157383761826626;1.556836;1.46788100394003
"174";"total_runoff_km3";"Somalia";"AFR";"SOM";2.10868;2.51479;9.49839;16.9926;13.799;17.9013;17.1068;9.51415;11.0164;25.0768;25.3394;15.0292;10.4847;7.49846;15.6324;11.1225;5.47944;4.57289;14.2276;17.347;12.5616;13.7915;4.63894;16.4968;20.7078;14.0513;4.7694;11.555;8.29098;13.1006;12.7229;19.9211;14.636;10.7478;7.19345;13.576;12.3518;13.0632;10.5223;37.8572;31.9884;14.1834;14.6954;9.44079;16.1218;17.8477;25.1661;30.9623;27.2018;23.6487;22.4688;11.3803;17.7114;18.7827;32.6795;26.1925;18.1167;21.2558;15.5976251724138;7.68918490012108;0.471124085911706;0.461441446983912;0.312764670296431;0.000189515691512154;0.000310353731774013;0.000524291244705211;0.214519231597404;0.221957904326145;0.221957904326145;8.982692;6.64656284488983;16.12309;6.20594492426415;14.796832;6.77787992370181;10.549886;5.51108268878993;13.639328;5.92283886231256;10.353456;3.81116934321738;13.04425;4.72846547650504;17.4741;11.4530287321739;17.285958;8.59361074367579;24.96532;4.83218188833988;20.60454;7.8430875293471;21.855;4.07110757534114
