"FID";"total_runoff_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"57";"total_runoff_km3";"Spain";"Other";"ESP";93.396;127.604;156.736;106.634;114.279;142.183;88.7722;95.9611;126.513;68.8597;86.18;139.77;85.7474;100.759;118.136;57.1868;78.0372;69.1616;73.0779;119.994;102.344;133.518;72.1559;53.1991;76.7463;68.8332;92.6153;76.3428;76.0774;86.3995;86.0351;77.3159;69.5026;69.4825;52.3336;62.4997;68.8118;64.2991;128.258;119.441;65.8785;67.25;79.2354;100.233;77.8535;99.6529;64.1024;43.6037;73.2139;61.7077;68.6753;71.7311;128.84;61.0098;47.7472;97.3259;81.0721;48.4155;86.5990793103448;26.6553996217991;-0.475563320335108;-0.480143960134117;-0.352692075015124;0.000161513135198991;0.000164129005614727;9.20077618942541e-05;-0.750661546033395;0.22616047164815;0.22616047164815;119.7298;24.1150476093248;104.4578;29.5595976120278;106.11848;23.0113748840003;79.4915;23.9160418746497;87.59266;31.0869463759791;80.05364;9.40138730363769;70.93394;12.4388756241471;88.66192;32.354432983395;78.09008;13.76868416578;68.45612;20.4817869281955;75.60068;31.1691749123553;75.6045;24.9093916898828
"58";"total_runoff_km3";"Estonia";"ECA";"EST";7.47258;7.44593;8.05842;10.1111;14.8707;8.05651;5.64939;5.94201;10.6016;10.8188;8.56039;6.67285;7.61264;7.34333;7.08956;6.855;9.10445;7.045;5.29027;9.27559;14.1441;9.48287;9.67227;16.3867;10.6287;11.2195;10.1687;10.623;12.0767;12.0026;11.0174;11.3507;16.1214;12.2878;11.8021;8.47281;10.3532;10.4515;5.7259;10.3231;13.4819;11.3975;9.37059;12.2488;9.67145;6.94125;11.5757;9.20139;7.13533;10.9847;14.4509;12.5252;12.8575;10.9576;13.9881;8.92062;7.07418;7.95808;9.98151655172414;2.65656925754473;0.289179568534899;0.319080869912947;0.224440411373261;0.0276894921194681;0.0149779801337899;0.0128224523836629;0.0454924543972439;0.0836248228580315;0.0836248228580315;9.591746;3.1457734889499;8.213662;2.46219324693859;7.455754;0.707903557011829;7.514062;1.6757048982652;12.062928;3.06003415478815;11.2181;0.837857466995431;12.51588;2.0714948459989;9.065302;2.04113537339394;11.234048;1.73374342241579;9.167674;2.13241033997446;12.95586;1.36828814326515;7.98429333333333;0.923499064717086
"59";"total_runoff_km3";"Ethiopia";"AFR";"ETH";338.599;267.51;249.336;415.236;295.241;327.917;382.339;283.046;314.286;472.254;374.962;281.473;338.959;332.687;313.794;316.715;327.553;383.228;341.513;333.062;287.071;243.565;222.144;285.97;317.835;334.433;237.373;315.097;241.913;226.247;293.088;284.264;273.574;257.339;242.366;287.332;321.419;237.325;299.644;287.5;346.538;260.374;350.247;296.255;206.221;244.372;237.763;283.434;294.497;297.421;282.719;222.451;273.441;229.947;261.841;268.306;244.613;213.794;293.093844827586;52.1538998060116;-0.515584543021944;-0.491894552277831;-0.341802782819117;3.44539712924321e-05;0.000108062825081379;0.000150639977785445;-1.59234547356115;0.265827421003147;0.265827421003147;313.1844;66.2290826548277;355.9684;74.2625902544478;328.375;34.3269796734289;340.4142;25.5702279164657;271.317;38.1280103139411;271.0126;49.869704759503;270.1262;20.4520791168038;286.644;30.87017357418;291.927;60.7112542079308;271.4974;28.3605982183028;254.0798;26.6367654417724;242.237666666667;27.3335177453129
"6";"total_runoff_km3";"United Arab Emirates";"MENA";"ARE";0.0670793;0.0787654;0.0327247;0.0657459;0.00263452;0.153808;0.196329;0.128608;0.147734;0.00119306;0.230272;0.18379;0.0191558;0.00654609;0.897537;0.151032;0.0805783;0.294936;1.68477;0.752525;0.328138;0.279081;0.267217;0.256022;1.41754;0.67111;0.227166;0.126391;0.207868;1.14061;1.09943;0.73354;0.79354;0.466324;0.715968;1.31274;0.520791;1.01066;1.46306;1.77783;1.1235;0.712316;0.386241;0.436131;0.41732;0.472038;0.45395;0.892805;0.813017;0.72462;0.536289;0.633625;0.502372;0.373209;0.291391;0.437947;0.82248;0.436659;0.525115518448276;0.440791424594374;0.423654688111732;0.593035774708542;0.380520266182698;0.000920437480689262;1.58032420223972e-06;2.45036848198765e-05;0.011058488584392;0.17948329475905;0.17948329475905;0.049389964;0.031253592027853;0.125534412;0.0737806037116715;0.267460178;0.365756642571933;0.59276826;0.664109093025903;0.5095996;0.508299574851583;0.474629;0.428895251738697;0.7617604;0.22649873236908;1.2170162;0.477369125014595;0.6151016;0.312827741690695;0.671286;0.199334870054138;0.4673772;0.135508851825997;0.565695333333333;0.222382977119053
"60";"total_runoff_km3";"Finland";"Other";"FIN";23.7802;24.5092;16.6846;27.4467;44.6018;32.8556;30.8992;31.6627;34.4178;38.7235;37.0973;23.4808;20.9054;23.0168;21.4395;23.5176;29.1483;38.1008;22.6279;29.2037;26.859;23.7926;24.4316;38.6525;48.7282;46.4127;44.9898;40.1705;39.2366;44.1923;40.0205;47.4195;37.3596;32.4271;50.3583;45.6802;30.6467;32.9101;28.1118;31.9431;39.3947;41.3274;43.7645;45.3107;34.159;19.3911;32.113;42.8439;32.3848;32.0658;50.3362;47.0068;39.9597;31.7155;50.8969;42.9903;31.6172;36.8182;34.8716862068965;8.98002271798885;0.438836153462126;0.429019656095235;0.28735632183908;0.000569147926567259;0.000866893130772758;0.00144108414001232;0.233362170475868;0.192577169585436;0.192577169585436;27.4045;10.394511493091;33.71176;3.10073301382109;25.18796;6.74262528196547;28.51966;6.17241409037015;32.49278;10.8851532507356;43.00038;3.1303615489269;41.517;7.33413016246644;33.85838;6.84947134215481;40.79126;4.34425461535118;31.75972;8.31340820163427;43.98302;8.12383882514911;37.1419;5.69345564398283
"61";"total_runoff_km3";"Fiji";"EAP";"FJI";27.3185;31.9105;33.3509;30.5095;33.6509;30.0309;29.9414;29.9799;20.1773;29.2698;19.8394;19.9603;31.8105;31.0092;33.6488;33.5624;32.7038;35.4694;31.9078;24.3769;20.5831;23.5029;22.4235;24.9662;26.9717;16.3312;25.5746;28.5867;29.6225;13.8647;23.2327;25.8971;19.563;21.1165;8.72031;19.8829;17.3285;14.4981;19.91;28.6739;5.66301;28.3164;32.7357;21.1127;21.6071;13.791;17.1419;14.6535;18.3763;19.5786;25.0114;24.8718;14.6639;20.5219;23.9478;17.7318;15.3164;13.4619;23.623815862069;7.00260006835758;-0.600878993342373;-0.620966501584177;-0.427707199032063;6.13327180999467e-07;4.00714224638715e-07;2.11048833886208e-06;-0.249170696114919;0.361055564640141;0.361055564640141;31.34806;2.57736859762045;27.87986;4.3170722721539;27.25364;6.78105888729776;31.60406;4.25174895166683;23.68948;2.43362364838937;22.79594;7.23560096695499;19.705922;6.58526150004083;20.05868;5.3068105479657;21.886982;10.2825970949522;16.70826;2.44651269013672;21.80336;4.385188035079;15.5033666666667;2.14108124631769
"62";"total_runoff_km3";"France";"Other";"FRA";259.25;203.623;274.769;215.124;189.037;210.86;156.026;221.601;277.917;175.878;221.708;207.171;204.95;163.934;186.494;125.414;193.057;190.701;160.433;281.097;225.692;236.653;213.717;224.273;228.657;229.35;199.389;170.649;187.869;202.057;250.986;123.22;133.643;153.442;171.628;195.476;270.98;225.879;181.269;156.278;177.703;208.294;226.277;252.31;172.125;159.397;163.861;118.664;159.903;172.313;194.738;165.479;177.858;127.397;148.016;215.351;193.886;127.223;194.15424137931;40.5721585578827;-0.39056382534818;-0.376357316435449;-0.248638838475499;0.00243684650321861;0.00380273328812156;0.00583375242929997;-0.938362730320837;0.152540101670607;0.152540101670607;228.3606;36.8829112638902;208.4564;46.9404722632826;196.8514;22.2528817639424;190.1404;57.7796685331441;225.7984;8.28088653466523;197.8628;21.5164548241573;166.5838;50.7134047387868;205.9764;44.1934001780809;207.3418;33.5420220126933;154.8276;20.8673584528565;162.6976;26.1048026481719;178.82;45.9551342398213
"63";"total_runoff_km3";"Faroe Islands (Den.)";"Other";"FRO";2.2338;2.42688;2.11209;2.29165;2.5707;2.42096;2.40473;1.95273;2.10054;2.84513;2.05823;1.94683;2.09823;2.27996;1.91998;2.16553;2.11687;1.76445;1.92108;2.35736;2.27639;2.14304;2.02503;2.09847;2.45411;2.34946;2.06022;2.01469;2.42999;2.1803;2.48314;2.33151;2.41276;2.05911;2.70772;2.25886;2.20781;2.28613;2.23789;2.40786;2.5219;2.65128;2.29754;2.09893;2.09594;2.15574;2.58068;2.53631;2.2735;2.84139;2.41358;2.80196;2.03934;3.72777;2.72532;2.28934;2.46939;2.91383;2.32493034482759;0.316980035084206;0.411291815957377;0.370635823925682;0.26194797338173;0.0013396617672119;0.00440731778361867;0.00367772166012337;0.00772027192469767;0.169160957873515;0.169160957873515;2.327024;0.177121337026345;2.344818;0.34391273976112;2.060646;0.143403303762501;2.065058;0.228754453224413;2.199408;0.169243061364418;2.206932;0.179763569084506;2.398848;0.235932676986466;2.27971;0.0771635986071152;2.333118;0.249614161697609;2.477524;0.270030625726046;2.741594;0.627934284921599;2.55752;0.321437572010492
"64";"total_runoff_km3";"Micronesia, Federated States of";"EAP";"FSM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"65";"total_runoff_km3";"Gabon";"AFR";"GAB";241.95;324.076;339.594;354.363;339.533;323.938;280.438;277.498;293.782;297.318;304.995;294.643;359.721;302.197;277.83;316.554;290.817;313.826;334.549;344.304;278.312;255.362;268.516;263.337;264.799;199.658;266.664;292.325;270.804;254.996;304.319;290.623;275.881;279.766;235.011;228.537;256.739;244.963;247.061;242.94;251.88;295.97;270.299;266.866;283.202;262.78;244.143;224.082;265.803;309.351;278.276;277.421;248.548;247.843;255.63;261.181;255.573;206.595;278.241068965517;35.0662966778204;-0.584480434673627;-0.583807560983112;-0.415607985480944;1.45581402241033e-06;2.43976662509947e-06;4.05806123785477e-06;-1.2136976221969;0.34161737851626;0.34161737851626;319.9032;44.8738457199737;294.5948;18.4513915789569;307.8772;30.8477293524175;320.01;20.6397553158946;266.0652;8.36055259537312;256.8894;34.7270023008033;277.12;25.999139062669;244.048;10.1586866769283;273.6434;16.7377391185309;261.2318;31.6657738212727;261.5436;15.1956224387157;241.116333333333;30.0275582978925
"66";"total_runoff_km3";"United Kingdom";"Other";"GBR";225.428;174.721;240.726;227.695;199.055;188.353;167.867;206.061;235.439;242.257;218.757;191.672;210.853;182.264;180.29;166.641;210.481;188.508;171.037;214.618;198.289;219.192;226.902;229.508;227.425;222.879;199.745;217.241;224.316;220.325;228.699;196.381;231.715;196.448;223.091;222.807;244.392;216.037;168.517;182.766;244.795;243.779;253.305;222.938;248.068;169.296;218.217;202.844;192.389;230.239;243.222;222.527;200.307;193.326;246.704;213.495;251.785;222.386;213.086551724138;23.8655773302113;0.265706465647123;0.25380663816174;0.17967332123412;0.0438098527324455;0.0547958144613679;0.0463412418408002;0.375512750315288;0.0705999258866833;0.0705999258866833;213.525;26.4456802994364;207.9954;31.3323422488648;196.7672;17.2464710796151;190.257;21.9809653677904;220.2632;12.8922874890378;216.9012;9.96100422648238;215.2668;17.4857517768039;206.9038;30.8134388489828;242.577;11.5898200374294;202.597;23.5652574672971;221.2172;24.2417989988367;229.222;20.0394410351187
"67";"total_runoff_km3";"Georgia";"ECA";"GEO";46.5242;48.6787;46.4216;40.6069;38.5671;60.4745;45.3578;38.028;39.1545;44.7425;50.5427;33.6207;44.1854;42.1053;44.9342;38.141;37.1961;42.6073;45.6115;42.7368;46.3514;39.2169;43.1695;42.5187;48.0683;46.6486;34.5039;38.3184;34.2048;47.5484;55.2446;45.125;41.9501;33.3768;48.7169;49.4822;31.1965;42.0527;38.6917;44.0961;35.7615;40.7896;32.0511;44.3823;56.0459;47.9743;51.6806;48.6543;40.7901;47.0095;37.8386;55.0999;46.4908;44.5028;35.4323;38.7972;35.5143;35.4981;43.0177844827586;6.30673019889743;-0.0920084465234806;-0.0872681411301486;-0.0623109497882638;0.492132525970648;0.513781895247618;0.489614213923935;-0.0343623273555019;0.00846555423166454;0.00846555423166454;44.1597;4.33093452559606;45.55146;8.95701667593625;43.07766;6.13963002329945;41.25854;3.50624946816395;43.86496;3.45510467974561;40.24482;6.4711238816762;44.88268;8.11040455384317;41.10384;6.78278476645102;41.80608;9.24850253943848;47.22176;3.99721922441089;43.87288;7.7613176759491;36.6032;1.90007700107127
"68";"total_runoff_km3";"Ghana";"AFR";"GHA";52.191;86.7586;109.785;85.7626;114.349;159.182;100.58;102.88;86.6213;78.0405;160.058;98.6335;72.3102;89.6542;77.4758;76.1734;89.2531;83.4548;77.0171;50.1904;65.1851;93.7228;80.1679;71.5492;54.3921;24.0493;63.2473;74.5977;55.3079;59.0274;59.1538;86.2083;50.7658;84.8931;41.1519;43.5899;49.8691;58.1277;71.0331;66.3865;33.8678;64.236;43.5386;38.1124;65.9691;62.9514;50.4974;50.4082;46.4007;70.6237;90.4389;75.2352;66.7807;57.3014;50.439;35.8035;39.3539;27.2303;70.2066310344828;26.8216917209776;-0.618011446286048;-0.648158971361777;-0.479733817301875;2.3572793916678e-07;9.58323621006659e-08;1.04091228261566e-07;-0.981597188470863;0.381938147740562;0.381938147740562;89.76924;24.7084827985856;105.46076;31.7145458703573;99.62634;35.3172506170568;75.21776;14.9612768313069;73.00342;14.9184834754408;55.24592;18.8815121415632;64.43458;20.3067186868534;57.80126;11.3333182920096;49.14478;14.9777455340248;56.17628;10.1945154979038;68.03904;15.6539147427409;34.1292333333333;6.23280000427844
"69";"total_runoff_km3";"Gibraltar (U.K.)";"Other";"GIB";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7";"total_runoff_km3";"Argentina";"LCR";"ARG";354.568;440.126;267.072;349.505;193.614;316.474;268.867;293.879;404.564;284.81;225.134;280.423;239.39;297.601;324.208;478.047;287.863;328.876;306.279;371.564;364.11;297.719;339.348;357.709;351.327;381.833;426.005;379.92;459.551;380.118;220.943;244.227;411.385;361.533;439.994;347.909;335.422;239.829;303.072;340.4;467.905;322.15;445.383;463.607;547.131;376.275;274.473;297.021;241.013;339.15;243.365;232.946;314.814;221.829;249.592;204.951;364.985;341.507;331.781293103448;77.9739245987634;-0.0033426282883721;-0.0178719739149159;0.0102843315184513;0.980132657572491;0.89391132358338;0.909209445357697;-0.0154343412593494;1.11731638742351e-05;1.11731638742351e-05;320.977;93.8959118652138;313.7188;53.6224342854742;273.3512;40.9351277718783;354.5258;75.7914605394302;342.0426;26.4123489167473;405.4854;36.0578485672676;335.6164;98.5003113995078;313.3264;44.508909515961;449.2352;81.0928252510664;305.5864;53.2318681317874;252.5092;36.3937083120146;303.814333333333;86.41917107525
"70";"total_runoff_km3";"Guinea";"AFR";"GIN";310.268;294.46;278.863;280.517;308.018;289.568;316.037;286.063;293.803;309.313;264.777;306.985;264.543;244.903;242.367;238.439;268.506;273.631;287.127;218.287;259.538;222.066;213.851;243.456;227.794;210.791;189.696;227.462;224.489;213.815;229.246;225.663;211.127;232.258;229.268;218.846;289.075;259.41;255.312;252.381;272.143;259.853;264.508;223.039;215.944;271.618;250.288;213.459;210.8;168.314;215.844;220.428;253.411;219.771;220.735;238.657;219.655;249.118;248.269034482759;33.56946066333;-0.598283893484426;-0.576363468577932;-0.402298850574713;7.05498098515073e-07;3.43878051787575e-06;8.16502120180643e-06;-1.18932978559783;0.357943617202889;0.357943617202889;294.4252;14.7595717315917;298.9568;13.037881430662;264.715;25.8782475063517;257.198;28.1052726192079;233.341;18.2095508456414;213.2506;14.9118483529038;225.5124;8.37421389146468;255.0048;24.9730946760709;247.0974;25.7024188803311;222.8958;39.8080389393901;226.0378;15.4277992824641;235.81;14.9364034827665
"71";"total_runoff_km3";"Guadeloupe (Fr.)";"Other";"GLP";4.85732;3.629;3.72543;3.19756;3.47114;3.00694;2.91568;2.91526;3.91604;3.27788;2.77188;3.71307;3.51474;3.20745;3.08684;2.73351;3.25185;3.56534;3.40026;3.16773;3.30464;4.32868;3.4743;3.70227;3.54254;3.36116;3.77827;3.40957;3.94615;4.21889;4.26317;3.61859;2.6588;3.30204;4.26584;4.02287;2.40077;3.04735;3.86866;3.29618;3.98387;3.61984;2.88162;2.5399;3.50618;2.92437;4.43663;4.66219;3.93011;3.13352;4.10123;3.00048;3.73417;3.73585;2.89268;2.71688;2.66933;2.06645;3.44260275862069;0.574738527963447;-0.0970816154189129;-0.0576763357839368;-0.0272232304900182;0.468469273176681;0.666379472234363;0.762759272328753;-0.00330413608539209;0.00942484005234789;0.00942484005234789;3.77609;0.636583003228958;3.20636;0.423604538927524;3.258796;0.367819475735041;3.223738;0.31309048830969;3.670486;0.39463020206264;3.742808;0.362616310195777;3.621688;0.681133007840613;3.327166;0.654730189184828;3.306282;0.584183727880194;3.817364;0.770554006854808;3.492882;0.522025575877274;2.48422;0.36257975715696
"72";"total_runoff_km3";"Gambia, The";"AFR";"GMB";7.95489;4.72985;4.30867;5.03064;3.53402;3.67047;4.80924;4.50231;5.37645;6.18934;2.36647;4.40836;2.57412;3.13954;1.62532;1.92188;2.48472;5.04058;3.40669;1.70341;3.2863;2.38656;1.15813;1.5128;1.27588;0.433487;0.753467;1.80631;2.17947;2.20894;3.41982;2.68273;1.54019;1.20273;1.95668;1.8965;2.87324;2.45259;1.99416;1.92925;2.03566;3.80532;3.22042;2.0407;1.13181;3.13178;2.14378;2.47853;2.84478;2.08174;3.2235;3.5888;4.45492;2.13999;3.1637;3.0122;2.07201;2.27663;2.87193920689655;1.40693336929414;-0.422695435770756;-0.329293426435756;-0.189352692075015;0.00094811983965079;0.011928382426678;0.0357640784412733;-0.0352169474299433;0.178671431421441;0.178671431421441;5.111614;1.68597455856546;4.909562;0.944336250161985;2.822762;1.03903343253237;2.911456;1.36007032297231;1.923934;0.900767013872067;1.4763348;0.82916562148385;2.16043;0.894743185528674;2.229148;0.424438951523066;2.446782;1.06151030410449;2.536122;0.451051632099918;3.314182;0.83460966039221;2.45361333333333;0.494450841068486
"73";"total_runoff_km3";"Guinea-Bissau";"AFR";"GNB";61.345;43.0151;36.7015;42.9332;42.5566;39.6847;45.7423;49.3471;35.4093;44.6291;29.7371;43.9537;38.638;36.944;24.3237;29.6736;33.4863;44.9633;46.983;27.9907;43.8739;25.1958;21.8822;34.108;28.8134;22.7242;22.8395;24.5718;25.3308;26.7884;34.1953;33.4222;26.7085;31.6253;34.6644;30.9889;38.8521;32.5729;30.9278;32.8975;37.5785;41.1106;40.1351;30.4012;25.6946;37.9506;33.5982;22.7756;34.5558;29.8062;37.7625;36.7873;35.8181;29.8977;29.7234;31.9289;24.6994;31.461;34.357325862069;7.84626213877487;-0.426445147822742;-0.367744316958381;-0.234119782214156;0.000844002143112211;0.00474411133152412;0.00943186583016978;-0.198142031437452;0.181855464101571;0.181855464101571;45.31028;9.35046058582143;42.9625;5.45579425565151;34.7193;7.72124438384125;36.61938;8.79687144824795;30.77466;8.61317753027302;24.45094;1.71980012734038;32.12314;3.24058549231462;33.24784;3.25850455700157;34.984;6.67262124693137;31.73728;5.78906732660797;33.9978;3.88423363741163;29.3631;4.0456527124804
"74";"total_runoff_km3";"Equatorial Guinea";"AFR";"GNQ";31.2952;39.4539;42.979;42.9302;50.5711;41.6407;41.7486;38.2279;43.34;44.0707;44.9265;44.4117;45.3706;44.2674;35.5476;32.9306;33.0455;28.2306;37.02;44.5758;35.9553;30.3717;30.1828;30.7635;31.6791;25.0166;38.688;39.3178;37.8684;38.1941;47.8486;38.8388;40.4407;39.7355;32.2368;29.1987;39.1497;38.5645;43.6389;34.5086;35.8966;42.8826;38.6355;41.8112;44.8081;42.6807;36.8595;34.9253;40.4166;49.4652;39.124;38.3421;33.9611;30.6685;38.8366;31.1487;33.1731;25.2327;38.0629275862069;5.83363368701818;-0.222744425322778;-0.237749546279492;-0.145795523290986;0.0928347947474161;0.0724692197277543;0.10595933670044;-0.0769478728967329;0.0496150790123712;0.0496150790123712;41.44588;6.97903273434077;41.80558;2.25363260470734;42.90476;4.13591763493907;35.1605;6.1150389892461;31.79048;2.39845735463443;35.81698;6.06229593817392;39.82008;5.55244320880457;37.01208;5.43623237104523;40.8068;3.54093117767064;40.86946;5.67417914706612;36.18646;3.73159740499963;29.8515;4.12607972778035
"75";"total_runoff_km3";"Greece";"Other";"GRC";31.6293;33.1641;40.2083;35.3187;48.1756;53.9928;30.0166;36.4287;40.5876;34.5167;40.2389;45.3176;35.3136;39.4481;35.6647;35.8894;36.4008;28.5973;34.0271;22.3341;38.2226;40.9212;42.2872;40.1007;39.089;29.7286;33.7372;29.5585;31.2093;33.3521;31.9609;17.3049;18.8738;32.5088;14.4306;20.1551;33.8877;32.4283;42.4966;31.5064;33.4112;39.9852;22.8117;27.4173;34.3709;45.0433;34.9026;30.9475;34.395;25.3014;22.2712;44.7475;37.8712;24.6084;28.4311;32.0565;37.3784;37.8008;33.8755293103448;7.64389152727227;-0.29072774494153;-0.291396228736658;-0.190562613430127;0.0268301479379181;0.0268227308860519;0.034599435521913;-0.131598704974004;0.0845226216787848;0.0845226216787848;37.6992;6.69193802347272;39.10848;9.14683994869266;39.19658;4.06719464582161;31.44974;5.96023630345308;40.12414;1.58130103332667;31.51714;1.96377544872116;23.0158;8.56749766355381;32.09482;7.97536529802867;31.59926;6.63323270984819;34.11796;7.20831138429799;31.58588;9.46222246657729;35.7452333333333;3.20151068143358
"76";"total_runoff_km3";"Grenada";"LCR";"GRD";0.432797;0.192893;0.223483;0.283649;0.291054;0.257733;0.243634;0.167713;0.367065;0.285664;0.229829;0.289782;0.366341;0.28299;0.277107;0.182923;0.232092;0.218124;0.215485;0.181453;0.26547;0.295263;0.247003;0.361051;0.249703;0.266187;0.284606;0.276468;0.258459;0.209476;0.296801;0.233745;0.24103;0.222072;0.292816;0.249174;0.237688;0.33075;0.336954;0.174894;0.319098;0.340979;0.240144;0.137679;0.182193;0.182285;0.306313;0.317753;0.24339;0.16617;0.192009;0.136721;0.243461;0.248261;0.13564;0.114481;0.147123;0.0879045;0.246431474137931;0.0685987411271648;-0.407262728673435;-0.342520532775539;-0.235329703569268;0.0015093867578863;0.00878904962139599;0.00906994216828618;-0.00165440347288446;0.16586293016654;0.16586293016654;0.2847752;0.0923988871534717;0.2643618;0.0721392823619697;0.2892098;0.0491446653127275;0.2060154;0.0226541994848637;0.283698;0.0473066561595723;0.2590392;0.0294336661104253;0.2572928;0.0349366494773039;0.265892;0.0682128308164967;0.2440186;0.0868673749764548;0.2431822;0.0692562149175076;0.1912184;0.0548696128818128;0.116502833333333;0.0296609767722395
"77";"total_runoff_km3";"Greenland (Den.)";"Other";"GRL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"78";"total_runoff_km3";"Guatemala";"LCR";"GTM";212.475;191.769;245.472;259.542;228.555;197.85;193.433;188.282;204.895;164.785;193.22;277.405;226.002;171.394;171.215;213.964;167.277;172.565;168.375;135.55;165.991;230.364;218.635;213.788;214.83;190.194;208.783;173.421;156.075;129.179;195.642;196.991;192.45;172.915;187.897;208.217;146.508;230.338;206.441;163.985;205.727;183.428;167.192;173.703;183.073;129.635;151.104;207.268;223.345;185.941;199.403;151.25;238.571;212.823;140.958;235.798;185.993;147.689;191.544310344828;32.0440997586232;-0.256035229435734;-0.222553754344951;-0.161524500907441;0.0523882629380211;0.0931468806104368;0.0732881211311622;-0.485845765787932;0.0655540387122093;0.0655540387122093;227.5626;26.7078217251052;189.849;15.2799113053709;207.8472;44.8681210627323;171.5462;27.9477937537116;208.7216;24.7767739687797;171.5304;30.7090011690384;189.179;9.74241209865401;191.0978;34.6107941211987;182.6246;14.597324148624;179.4586;38.8193727448036;188.601;41.4286797943164;189.826666666667;44.1794264373513
"79";"total_runoff_km3";"French Guiana (Fr.)";"Other";"GUF";160.869;130.619;164.483;118.297;120.444;166.139;80.6912;112.572;144.212;176.803;152.014;154.839;174.486;202.38;162.095;153.948;157.667;157.579;206.322;158.415;160.596;157.674;146.694;139.511;154.762;113.135;130.768;120.871;118.32;113.345;104.462;178.604;197.733;141.671;124.2;134.857;161.047;115.315;143.733;136.844;103.811;126.007;167.279;132.35;117.29;107.719;129.197;136.064;141.929;133.325;134.796;121.918;128.538;137.36;127.122;129.744;113.954;147.029;141.111175862069;25.148223744692;-0.289389781206482;-0.316189362945646;-0.217180883242589;0.0275714720273085;0.0159550115518153;0.0160328475015208;-0.430964133009318;0.0837464454667365;0.0837464454667365;138.9424;22.1968486907489;136.08344;39.5239826063619;169.1628;20.4995440120018;166.7862;22.1692816234537;151.8474;8.62737589305115;119.2878;7.21824027724209;149.334;38.4159212111333;138.3592;16.5015937472718;129.3474;23.7511514310359;129.6468;13.1014577509528;129.9468;6.18255846717198;130.242333333333;16.5431302459158
