"FID";"evaporation_from_irrigation_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"116";"evaporation_from_irrigation_km3";"Latvia";"ECA";"LVA";3.6135e-05;4.06215e-05;3.97437e-05;3.85014e-05;3.75029e-05;3.73627e-05;3.82593e-05;3.90697e-05;3.5609e-05;3.59967e-05;3.77335e-05;7.2337e-05;8.37809e-05;8.7065e-05;0.000133987;0.000175738;0.000245167;0.000312178;0.000316073;0.000372273;0.000388048;0.00042066;0.000421777;0.000468525;0.00054325;0.00059984;0.000625914;0.000662778;0.000679222;0.000662831;0.000721065;0.000679026;0.000682356;0.000693627;0.00121642;0.000908121;0.000863853;0.000778634;0.000753314;0.000789927;0.000722924;0.000618443;0.000607963;0.00109063;0.00110483;0.00134488;0.000905775;0.000583524;0.000577474;0.000587151;0.000519778;0.000538699;0.000589116;0.000618134;0.000597268;0.000593363;0.000609529;0.000584448;0.000492556056896552;0.00033353114960184;0.762820316366278;0.721369466916854;0.570477918935269;3.42170736189473e-12;0;2.52200260675295e-10;1.506639231905e-05;0.581894835061148;0.581894835061148;3.85009e-05;1.77728608136113e-06;3.725948e-05;1.46678972657979e-06;8.298068e-05;3.45671879234774e-05;0.0002842858;7.55695932018957e-05;0.000448452;6.02540045100739e-05;0.000646117;3.24137689878854e-05;0.0007984988;0.00023420883691633;0.0008187698;6.46981127444997e-05;0.000828958;0.000249487554987218;0.0007997608;0.000335323222799585;0.000572599;4.15152836796281e-05;0.00059578;1.27139906009089e-05
"117";"evaporation_from_irrigation_km3";"Macao";"EAP";"MAC";0.00552335;0.00551332;0.00550845;0.0054713;0.00572757;0.00582084;0.00585919;0.0061437;0.00656343;0.00647955;0.0065565;0.00668944;0.0067299;0.00710062;0.00706952;0.0072517;0.00746619;0.00746896;0.00772006;0.00812322;0.00812975;0.00820348;0.00839252;0.00807667;0.00790271;0.00812806;0.00793822;0.00784723;0.00831207;0.00824453;0.00818658;0.00832914;0.00881817;0.00910246;0.00911567;0.00922488;0.00905996;0.00914631;0.00971984;0.00919775;0.0100157;0.01024;0.0104193;0.0107405;0.0109017;0.0120163;0.0123041;0.0119374;0.0120006;0.0126186;0.0120802;0.0124856;0.0121601;0.012883;0.0120002;0.0122724;0.0129605;0.0127774;0.00887373120689655;0.00229898173428798;0.976147962285021;0.984127472392261;0.91167574107683;0;0;0;0.000132892904426465;0.952864844273197;0.952864844273197;0.005548798;0.000101857275488794;0.006173342;0.000342695117517014;0.006829196;0.000242477399111752;0.007606026;0.000333309726950775;0.008141026;0.000179034279483009;0.008094022;0.000197823613529831;0.008710404;0.000432815136438179;0.009269748;0.000259339354263868;0.01046344;0.000360963624206096;0.0121754;0.000285263816492734;0.01232182;0.00036390929089541;0.0126701;0.000356378127836151
"118";"evaporation_from_irrigation_km3";"Morocco";"MENA";"MAR";5.66513;5.66043;5.95901;5.67423;5.92728;6.03358;6.05263;6.26339;5.97648;6.07432;6.31335;6.29706;6.30409;6.55806;6.4521;6.75114;7.08802;7.03032;7.54936;7.40905;7.72165;8.02282;8.31845;8.05913;8.26868;8.18097;7.95534;8.43567;8.29876;8.42876;8.53259;8.70896;8.54286;8.6928;8.57944;8.37073;8.56703;8.54526;8.7005;8.4188;8.69865;8.91777;9.76361;9.89316;10.039;10.2697;9.95556;10.032;10.312;10.1544;10.1564;10.5308;10.3922;12.2431;12.1382;12.0938;11.7684;11.8115;8.33721517241379;1.82765330821491;0.969882406202393;0.985850072287674;0.91167574107683;0;0;0;0.104969594266202;0.940671881860942;0.940671881860942;5.777216;0.151967611615107;6.08008;0.108724935272457;6.384932;0.116044974772715;7.165578;0.317268050739434;8.078146;0.236939438528076;8.2599;0.199941010425575;8.61133;0.0837766053263079;8.520464;0.130338055570889;9.462438;0.610058418079777;10.144732;0.151808764964346;11.09214;1.01237078089008;11.8912333333333;0.176746551121467
"119";"evaporation_from_irrigation_km3";"Monaco";"Other";"MCO";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"12";"evaporation_from_irrigation_km3";"Austria";"Other";"AUT";0.0514749;0.0559826;0.0532224;0.0521071;0.0523252;0.0597642;0.0582568;0.0511842;0.062122;0.0607002;0.0634321;0.0600264;0.0543213;0.0608921;0.0659588;0.0651794;0.0644021;0.0653475;0.0683367;0.065328;0.0580659;0.0654656;0.0526668;0.0649814;0.0759119;0.0837581;0.0817435;0.0778221;0.097514;0.0902416;0.113209;0.108651;0.114821;0.0745055;0.0981532;0.120158;0.155906;0.179305;0.184451;0.226054;0.250556;0.300916;0.324947;0.371465;0.462701;0.508567;0.544372;0.618635;0.652002;0.659127;0.629769;0.597933;0.568924;0.60794;0.602958;0.614317;0.605993;0.617687;0.221595820689655;0.223039057722869;0.861428849459692;0.960195638130979;0.851179673321234;0;0;0;0.0113776076778737;0.742059662681443;0.742059662681443;0.05302244;0.00176927967065696;0.05840548;0.00427473307377198;0.06092614;0.004360106203179;0.06571874;0.00151398810860588;0.06341832;0.00876024682683085;0.08621586;0.00775165055217274;0.10186794;0.016620121271158;0.1731748;0.0389548917557218;0.342117;0.0802769490295938;0.5965406;0.0669740695889088;0.6015048;0.0218898085578655;0.612665666666667;0.00601935090631318
"120";"evaporation_from_irrigation_km3";"Moldova";"ECA";"MDA";0.880128;0.839072;0.872645;0.892517;0.880074;0.892814;0.886036;0.881684;0.919177;0.920692;0.930352;0.938268;1.05575;1.12489;1.17832;1.18506;1.29198;1.52127;1.3297;1.47491;1.49538;1.55708;1.50201;1.69526;1.67921;1.80184;1.77667;1.83896;1.92575;1.83468;1.95205;1.96795;1.97617;1.9605;2.28829;2.1878;2.19611;2.30928;2.07258;2.05984;2.14073;2.17169;2.11601;2.18968;2.04238;1.66694;1.64469;1.67581;1.71624;1.81081;1.77597;1.71473;1.73893;1.85501;1.91887;1.81898;1.83915;1.95322;1.59935498275862;0.45833951178841;0.806558112288677;0.751145836537574;0.62129461584997;2.1316282072803e-14;0;5.61461988013434e-12;0.0218914022885968;0.650535988498675;0.650535988498675;0.8728872;0.0202047936069637;0.9000806;0.0185606536738338;1.045516;0.110461248236655;1.360584;0.137258360146113;1.585788;0.0958231416203831;1.83558;0.0564615776435622;2.028992;0.145226519341338;2.165122;0.102352818818047;2.132098;0.0575887746874336;1.702898;0.0656466249703669;1.800702;0.0847520968472167;1.87045;0.0723868903876938
"121";"evaporation_from_irrigation_km3";"Madagascar";"AFR";"MDG";2.79429;2.72589;2.63679;2.86411;2.73488;2.81273;2.76453;3.14856;3.07278;3.16905;3.05311;3.07593;2.96069;3.27765;3.3223;3.65004;4.12232;4.43993;4.7568;4.98173;5.18688;6.23412;6.53466;7.22544;7.45276;7.53104;8.43146;8.60559;9.38982;9.6357;9.09524;10.309;10.2205;10.126;11.012;10.5483;11.3769;10.8619;10.6505;11.1266;11.4048;11.2041;11.2971;11.0456;11.4398;11.1937;11.2365;11.3973;11.5257;11.4061;11.2529;11.45;11.4748;12.3764;12.4572;12.812;12.7399;12.5088;7.89898655172414;3.70922894644883;0.961978255282702;0.986649850810545;0.920145190562614;0;0;0;0.211300009228212;0.925402163636749;0.925402163636749;2.751192;0.0845606328027411;2.99353;0.191214391325548;3.137936;0.154892240864415;4.390164;0.525921307640221;6.526772;0.898138176407172;8.718722;0.836230831959693;10.152548;0.686723642755949;10.91284;0.341083417949334;11.27828;0.159759872934351;11.35186;0.135600176991035;11.80226;0.568264179761491;12.6869;0.158396054243784
"122";"evaporation_from_irrigation_km3";"Maldives";"SOA";"MDV";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"123";"evaporation_from_irrigation_km3";"Mexico";"LCR";"MEX";27.9497;27.2856;26.6171;26.7556;27.1031;27.3442;27.7502;28.3771;29.6592;29.849;30.7569;31.1974;32.1028;33.6458;36.7271;37.1488;38.6451;39.8727;43.0035;43.5719;43.5416;44.7626;44.7868;44.9276;45.4798;44.4021;44.1172;47.8022;47.0972;45.6774;46.3001;48.6569;51.1182;52.2467;54.7638;55.2973;56.218;55.1834;55.2886;57.5301;56.2375;57.1781;58.2923;57.0237;57.0948;58.6478;59.1986;58.7953;59.1651;58.2514;58.0182;59.1929;57.8215;66.8799;65.5318;66.5745;67.1694;66.9811;46.8726603448276;12.580583866948;0.982157912263854;0.988926143529484;0.926194797338173;0;0;0;0.731699464763597;0.964634164622491;0.964634164622491;27.14222;0.524246647104204;28.59594;1.12146124676691;32.886;2.4150147132057;40.4484;2.77288071326554;44.69968;0.709442183690819;45.81922;1.61946415891183;50.61714;3.26269410503038;55.90348;1.00110717058665;57.16528;0.73418772939896;58.81164;0.392317286134579;61.48886;4.36391792578642;66.9083333333333;0.304052204947328
"124";"evaporation_from_irrigation_km3";"Marshall Islands";"EAP";"MHL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"125";"evaporation_from_irrigation_km3";"Macedonia, FYR";"ECA";"MKD";0.286315;0.316521;0.29425;0.296757;0.324646;0.344375;0.335919;0.264063;0.289881;0.303597;0.289912;0.342501;0.346512;0.357015;0.399424;0.369983;0.359272;0.36118;0.327466;0.384384;0.396485;0.413163;0.385787;0.405032;0.426566;0.414897;0.413002;0.428243;0.385756;0.464797;0.472942;0.403489;0.450686;0.413985;0.462648;0.41604;0.40883;0.343332;0.306311;0.294459;0.314539;0.285878;0.296845;0.391657;0.487273;0.581958;0.691166;0.668678;0.715202;0.759701;0.741605;0.698436;0.694122;0.767138;0.829477;0.770177;0.769945;0.768976;0.447124068965517;0.163117634994951;0.784120915627979;0.735950044603033;0.610405323653963;3.34843264226947e-13;0;1.30251365249023e-11;0.00757416173982582;0.614845610325257;0.614845610325257;0.3036978;0.0161466630205749;0.307567;0.0330900977635304;0.3470728;0.039140989993867;0.360457;0.0209378785935921;0.4054066;0.0155928342933541;0.421339;0.0287811474840737;0.44075;0.0304931086886857;0.3537944;0.0565425874213411;0.3552384;0.0846116798013135;0.683341;0.0659558939822667;0.7461556;0.0556508771745783;0.769699333333333;0.000637074825537265
"126";"evaporation_from_irrigation_km3";"Mali";"AFR";"MLI";0.866792;0.856594;0.852982;0.850428;0.850484;0.870567;0.845095;0.841106;0.865017;0.844952;0.852295;0.870578;0.880933;0.864692;0.868477;0.860364;0.848884;0.848756;0.839931;0.862022;0.867915;0.931314;0.92918;0.941334;0.935342;0.965422;0.949509;0.935003;0.942372;0.975355;0.935305;1.24632;1.26079;1.22508;1.22265;1.2467;1.21138;1.35586;1.37206;1.60856;2.42503;3.12895;3.82364;3.86041;3.88264;3.7019;3.85616;3.81643;3.84119;3.83011;3.79947;3.72428;3.77374;4.12232;3.99773;4.11781;4.0781;4.12136;1.84654603448276;1.33108865226839;0.858852549620315;0.938355532314128;0.784633998790079;0;0;0;0.0676980580147028;0.73762770198931;0.73762770198931;0.855456;0.00681766426278092;0.8533474;0.0134269403551218;0.867395;0.010366965153795;0.8519914;0.00916911068752036;0.921017;0.0300435987191947;0.9535322;0.0165957027480007;1.178029;0.136595034884142;1.358912;0.15561453376854;3.424134;0.641387546831087;3.809158;0.061707746434301;3.883508;0.169220855600012;4.10575666666667;0.024017057133074
"127";"evaporation_from_irrigation_km3";"Myanmar";"EAP";"MMR";5.01952;4.89736;4.77742;4.67827;5.17012;6.83776;7.04346;6.74626;6.90116;7.10402;7.51855;7.47204;7.41091;7.89122;8.20843;8.0263;8.73238;8.52856;8.94825;8.40343;8.95987;10.0928;9.4218;9.98579;9.8644;9.33288;10.1307;9.75563;10.0977;10.3158;9.50219;9.66919;9.89599;9.55393;9.24677;10.1794;12.7983;14.5541;14.5912;14.8906;15.7312;15.9581;17.53;18.2294;18.6327;19.6738;19.8446;20.2472;21.4359;21.0581;21.6883;22.6113;22.2039;23.5341;23.5089;23.0164;23.2903;24.0157;12.5062820689655;6.06458502721918;0.945539638604204;0.979820972653727;0.904416212946159;0;0;0;0.339571669383859;0.894045208171764;0.894045208171764;4.908538;0.194346582475741;6.926532;0.146796072563267;7.70023;0.340414740059827;8.527784;0.348425710202332;9.664932;0.469583314727003;9.926542;0.388633124707609;9.573614;0.237369387832551;13.40272;1.98160685227923;17.21628;1.31525259056958;20.45192;0.766793555658888;22.7093;0.810421088077055;23.4408;0.51636983839105
"128";"evaporation_from_irrigation_km3";"Mongolia";"EAP";"MNG";0.0197979;0.0198181;0.0194569;0.0199242;0.0198167;0.0195904;0.0202594;0.0205676;0.020602;0.0205294;0.0206393;0.0330457;0.0406498;0.0478784;0.0634381;0.0767337;0.0882685;0.10034;0.107017;0.118736;0.132769;0.138055;0.15071;0.176223;0.197656;0.209543;0.231533;0.258022;0.283845;0.301028;0.333054;0.340732;0.349495;0.356726;0.357372;0.359346;0.373331;0.369014;0.358733;0.376642;0.3762;0.378221;0.385989;0.386152;0.376904;0.367323;0.371637;0.381783;0.374166;0.393489;0.392174;0.389572;0.383375;0.423184;0.413624;0.424227;0.424812;0.41881;0.234699656896552;0.156104598811693;0.959205441176646;0.987880279307269;0.934664246823957;0;0;0;0.00886702538066373;0.920075078382881;0.920075078382881;0.01976276;0.00017805902953796;0.02030976;0.000424306007499304;0.04113026;0.0160362675898415;0.09821904;0.0163055305060277;0.1590826;0.0273238285988622;0.2567942;0.037285005239372;0.3474758;0.0105005392337727;0.3674132;0.00811140023053972;0.3806932;0.00496242508255793;0.3776796;0.0102821761218139;0.4003858;0.0170934717714103;0.422616333333333;0.00330933321582058
"129";"evaporation_from_irrigation_km3";"Northern Mariana Islands (U.S.)";"Other";"MNP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"13";"evaporation_from_irrigation_km3";"Azerbaijan";"ECA";"AZE";3.74636;3.55517;3.62114;3.59292;3.76783;3.85611;3.6583;3.66251;4.11169;3.89839;3.90755;3.92565;4.29281;4.49902;4.92415;4.94809;5.38106;5.87857;5.9204;6.44226;6.53475;6.63972;6.68941;7.07201;7.26843;7.12018;7.18251;7.48096;7.47968;7.79733;8.02956;7.9207;7.90581;7.74262;7.68868;7.78538;8.00186;8.76574;8.34497;8.10684;8.30509;8.2352;7.9619;8.52232;8.25656;8.06205;8.39419;8.46408;8.18198;8.16623;8.07539;7.94322;8.48107;7.97969;8.4225;8.29863;8.00066;8.68425;6.68245051724138;1.81930905210416;0.918073530410925;0.933003168353379;0.810042347247429;0;0;0;0.0989087166630771;0.84285900724118;0.84285900724118;3.656684;0.0949072364469644;3.8374;0.188393318883659;4.309836;0.425116181037608;5.714076;0.569542363507755;6.840864;0.313585778344618;7.412132;0.271863825416328;7.857474;0.139311111473565;8.200958;0.374473446748898;8.256214;0.200164747845369;8.253706;0.16846488218617;8.180374;0.253269032907697;8.32784666666667;0.342730261624697
"130";"evaporation_from_irrigation_km3";"Montenegro";"ECA";"MNE";0.00558033;0.00570307;0.00498097;0.00549759;0.00584531;0.00677658;0.00579938;0.0051184;0.00546872;0.00505274;0.00487673;0.00632538;0.00581145;0.00600483;0.00730602;0.00649627;0.00571281;0.00591208;0.00567971;0.0064211;0.0064199;0.00776601;0.00610843;0.00741966;0.00773959;0.00747629;0.00735514;0.00723677;0.00704695;0.00774324;0.0082992;0.00729179;0.00746373;0.00787457;0.00865285;0.00818807;0.0080447;0.00736165;0.00671924;0.00557951;0.00601276;0.00150061;0.00198228;0.00306694;0.00373649;0.00348201;0.0035969;0.00362854;0.0142204;0.00946078;0.0108623;0.011405;0.0106157;0.0121373;0.0113266;0.0116977;0.0124143;0.0111487;0.00700779431034483;0.00260199470908217;0.455441169441621;0.456827340121197;0.373260738052027;0.000327728063151067;0.000361311846759923;3.49085569524288e-05;7.01761139991994e-05;0.20742665882235;0.20742665882235;0.005521454;0.000329403213524094;0.005643164;0.00070061468231832;0.006064882;0.000878609973122318;0.006044394;0.000389406180395227;0.007090718;0.000774619826282545;0.007371678;0.000261210613432916;0.007916428;0.000566941789004832;0.007178634;0.00106896756561179;0.003259816;0.00177271147557351;0.006877726;0.00483319111702403;0.01126938;0.000584799903385765;0.0117535666666667;0.000634646872940641
"131";"evaporation_from_irrigation_km3";"Mozambique";"AFR";"MOZ";0.0552747;0.0532741;0.052736;0.0522834;0.0662642;0.079126;0.088714;0.107464;0.123841;0.148011;0.141458;0.183318;0.176258;0.202856;0.231337;0.235858;0.264305;0.302407;0.354489;0.39805;0.452314;0.513931;0.534888;0.60791;0.600272;0.681137;0.740567;0.827723;0.766988;0.817813;0.875446;0.848514;0.863241;0.825154;0.787655;0.879593;0.888022;0.848894;0.948864;0.933966;0.916542;0.942334;0.974744;1.00658;0.956606;0.960334;1.0042;0.871179;1.02103;0.952393;0.919982;1.00811;0.960736;1.13189;1.09409;1.06784;1.05008;1.05674;0.628545282758621;0.368542177815618;0.959543426669085;0.980682272601433;0.904416212946159;0;0;0;0.0209412428373679;0.920723587663848;0.920723587663848;0.05596648;0.00586880707955203;0.1094312;0.0276021770101563;0.1870454;0.0332422677144626;0.3110218;0.0658968437840539;0.541863;0.0644625630501922;0.7668456;0.0598754601301735;0.840002;0.0347471362632951;0.8998678;0.0409665523225961;0.9593612;0.0339014976247363;0.9618272;0.0583282856914208;1.0229616;0.0889129334618986;1.05822;0.00897202318320678
"132";"evaporation_from_irrigation_km3";"Mauritania";"AFR";"MRT";0.186066;0.183865;0.185106;0.185892;0.184939;0.187609;0.187089;0.185432;0.191644;0.18997;0.188019;0.193289;0.285966;0.277897;0.279145;0.277649;0.27959;0.282514;0.279555;0.279198;0.447115;0.557679;0.538236;0.5513;0.545;0.542928;0.542349;0.500593;0.544263;0.554701;0.532273;0.537982;0.582089;0.571151;0.570448;0.522567;0.518864;0.553706;0.557357;0.535718;0.532595;0.520947;0.558065;0.567485;0.549863;0.529717;0.559104;0.551208;0.553227;0.542605;0.559556;0.552045;0.560431;0.664638;0.640279;0.644495;0.652126;0.630823;0.442516586206897;0.165293902168232;0.891401196783854;0.860100279922483;0.690260133091349;0;0;1.95399252334028e-14;0.00872530597680635;0.794596093627687;0.794596093627687;0.1851736;0.000878139681371936;0.1883488;0.00245605144490094;0.2448632;0.0496162148415213;0.2797012;0.00176141411939385;0.527866;0.045715976917266;0.5369668;0.0209481126405221;0.5587886;0.0221792179145253;0.5376424;0.0175378448305372;0.545791;0.0189025173455812;0.5471722;0.0114111728012506;0.5953898;0.0529039320060428;0.642481333333333;0.0107933123893146
"133";"evaporation_from_irrigation_km3";"Martinique (Fr.)";"Other";"MTQ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"134";"evaporation_from_irrigation_km3";"Mauritius";"AFR";"MUS";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"135";"evaporation_from_irrigation_km3";"Malawi";"AFR";"MWI";0.0154325;0.015403;0.0154595;0.0155533;0.0176633;0.0196843;0.0219801;0.0240757;0.0350877;0.0451792;0.0458844;0.0601056;0.0620789;0.0740318;0.0922688;0.112684;0.136633;0.155919;0.187786;0.194401;0.211193;0.250971;0.254953;0.258422;0.266537;0.250699;0.265141;0.279801;0.284119;0.276295;0.301606;0.310475;0.296872;0.302525;0.295786;0.399637;0.343552;0.323465;0.390519;0.428254;0.474156;0.53827;0.558885;0.637397;0.643595;0.61625;0.650665;0.576684;0.611689;0.651986;0.669933;0.686166;0.636369;0.769134;0.692181;0.748841;0.709538;0.650394;0.325177001724138;0.242136009475877;0.976895360646632;0.991202436248424;0.94313369630974;0;0;0;0.0140074166938385;0.954324545652909;0.954324545652909;0.01590232;0.000986028190266384;0.0292014;0.010711369976805;0.0668739;0.0173601375178885;0.1574846;0.0343705161337446;0.2484152;0.0215829956030205;0.271211;0.0134521249622504;0.3014528;0.00582386312510862;0.3770854;0.0427401980259802;0.5704606;0.0711932709832889;0.6214548;0.0312740918445284;0.6907566;0.0488818798359883;0.702924333333333;0.0495556090905291
"136";"evaporation_from_irrigation_km3";"Malaysia";"EAP";"MYS";2.49068;2.43459;2.46256;2.46175;2.47266;2.52908;2.53565;2.55129;2.55744;2.59414;2.40127;2.54827;2.7789;2.93132;3.20838;3.16459;3.23999;3.26575;3.32714;3.43762;3.42231;4.03402;4.05805;4.25779;4.23863;4.24576;4.17016;4.23497;4.26847;4.34711;4.44791;4.40082;4.50168;4.42959;4.52279;4.54456;4.70777;4.70135;4.68537;4.78033;4.80152;4.70219;4.96162;5.07847;5.59661;5.45196;5.53518;5.35668;5.01035;4.87008;4.77313;5.08313;5.05413;5.40368;5.40669;5.45645;5.4584;5.74738;4.07138206896552;1.06534704082385;0.966590726684393;0.977114029960934;0.898366606170599;0;0;0;0.0609795687348114;0.934297632912261;0.934297632912261;2.464448;0.0203586509867426;2.55352;0.0254311531394076;2.773628;0.317545497007909;3.287018;0.102400333349067;4.00216;0.339716621612779;4.253294;0.0639052910954953;4.460558;0.0506247426660124;4.683876;0.0860099091965573;5.028082;0.349183393892092;5.24485;0.28945414697323;5.144152;0.267285406298211;5.55407666666667;0.167408436565584
"137";"evaporation_from_irrigation_km3";"Mayotte (Fr.)";"Other";"MYT";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"138";"evaporation_from_irrigation_km3";"Namibia";"AFR";"NAM";0.039307;0.0409992;0.0409302;0.0406898;0.0402227;0.0508756;0.0490026;0.049879;0.0491124;0.0508025;0.0504269;0.0493162;0.0492709;0.0493761;0.050396;0.0503339;0.0506147;0.0517973;0.0518746;0.0524235;0.0523609;0.0609131;0.0615762;0.0574633;0.0522139;0.0508162;0.0551305;0.0553914;0.0591817;0.0602461;0.0596273;0.0603016;0.0570232;0.056788;0.0653662;0.0683931;0.0723367;0.0700166;0.0684533;0.0881279;0.0814419;0.0754245;0.0874546;0.0957455;0.0951051;0.0939418;0.0944926;0.0881948;0.0966606;0.100641;0.0981001;0.0997247;0.100451;0.110072;0.112055;0.111399;0.112543;0.111766;0.0681826120689655;0.0225533526724853;0.939166590044974;0.973361223045926;0.874168179068361;0;0;0;0.0012543085022609;0.882033883856702;0.882033883856702;0.04042978;0.000697457304786464;0.04993442;0.000892532835250334;0.04975722;0.000598491735114196;0.0514088;0.000892121460340462;0.05690548;0.00449588525231683;0.05615318;0.00374277524665855;0.05982126;0.00346570745274323;0.07346552;0.0083517433061607;0.08703432;0.00876444327906798;0.09478616;0.00452873670773649;0.10408056;0.0064691995357231;0.111902666666667;0.000584116712081872
"139";"evaporation_from_irrigation_km3";"New Caledonia (Fr.)";"Other";"NCL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14";"evaporation_from_irrigation_km3";"Burundi";"AFR";"BDI";0.123341;0.122786;0.123399;0.121735;0.130191;0.128994;0.130293;0.132029;0.131126;0.130827;0.131984;0.126681;0.129654;0.132377;0.131317;0.135517;0.133899;0.131904;0.129213;0.128247;0.130235;0.138062;0.139527;0.143274;0.133259;0.139363;0.137239;0.134504;0.13894;0.150041;0.149406;0.151646;0.144889;0.1396;0.166457;0.15712;0.159651;0.172476;0.17551;0.161204;0.222071;0.200791;0.188941;0.210238;0.198982;0.200321;0.195877;0.208567;0.198403;0.217496;0.225023;0.230208;0.223652;0.277431;0.253899;0.267491;0.249494;0.246126;0.164878068965517;0.0433709231802129;0.899814621579864;0.961487588052539;0.835450695704779;0;0;0;0.0023110127041742;0.809666353208909;0.809666353208909;0.1242904;0.00336549859604784;0.1306538;0.00112130045037002;0.1304026;0.00232625864855996;0.131756;0.00306347041767992;0.1368714;0.00516125627149051;0.1400174;0.00591985373974729;0.1503996;0.0100918150151497;0.1651922;0.00823531706736298;0.2042046;0.0125251333845193;0.2041328;0.0088565781315359;0.2420426;0.0232424815004767;0.254370333333333;0.0114869393805893
