"FID";"domesticNettoDemand_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"143";"domesticNettoDemand_km3";"Netherlands, The";"Other";"NLD";0.0999895;0.0999895;0.100263;0.103603;0.107187;0.110889;0.116984;0.122481;0.126591;0.131006;0.136056;0.142171;0.151036;0.140368;0.139036;0.151574;0.159221;0.167153;0.171948;0.180049;0.191489;0.199757;0.20406;0.192712;0.204242;0.201821;0.197928;0.198372;0.214818;0.215;0.232826;0.237144;0.23284;0.234114;0.239697;0.235808;0.239398;0.248781;0.246399;0.254725;0.255596;0.254491;0.251134;0.251264;0.255988;0.246384;0.254467;0.252781;0.255445;0.265005;0.27147;0.26193;0.259085;0.259085;0.259795;0.259085;0.259085;0.259085;0.201908637931034;0.0560200129341161;0.961466417257913;0.98373776231665;0.908047548663631;0;1.88532637662285e-43;0;0.00318953920452795;0.924417671514769;0.924417671514769;0.1022064;0.00317659262024579;0.1215902;0.0079087226339024;0.1417334;0.00565913012750193;0.165989;0.0110470157282408;0.198452;0.00608497654062857;0.2055878;0.00864168948759443;0.2353242;0.00301288436552085;0.2450222;0.0075283064297357;0.2536946;0.0023438081832778;0.2548164;0.00670024274187137;0.262273;0.00527185048156716;0.259085;0
"144";"domesticNettoDemand_km3";"Norway";"Other";"NOR";0.0809694;0.0809694;0.0811912;0.082199;0.0829218;0.0833969;0.0846801;0.0861263;0.0866546;0.0875665;0.0878896;0.08857;0.0907236;0.0936289;0.0984533;0.106255;0.111944;0.11808;0.120982;0.125642;0.129484;0.134251;0.141377;0.140591;0.139728;0.139197;0.139718;0.142272;0.150469;0.158897;0.162617;0.163173;0.171181;0.171897;0.174853;0.170206;0.17238;0.181393;0.185189;0.184601;0.182775;0.183835;0.183946;0.184054;0.189379;0.198817;0.208345;0.219562;0.228082;0.239515;0.251193;0.238179;0.247157;0.247157;0.247834;0.247157;0.247157;0.247157;0.155579631034483;0.0559063219593754;0.986678829058021;0.994076701576531;0.956606241105537;0;1.12966903461372e-55;0;0.00326653526715676;0.973535111711304;0.973535111711304;0.08165016;0.000874043230052154;0.08568488;0.00165228157769795;0.09185308;0.00431508846340373;0.1165806;0.00761323793139292;0.1370862;0.00508688261118733;0.1461106;0.00845407779122005;0.1687442;0.00551761789180802;0.1787538;0.00700459018786966;0.1847978;0.00261174744184808;0.2188642;0.016003547253656;0.246304;0.00484030123029548;0.247157;0
"145";"domesticNettoDemand_km3";"Nepal";"SOA";"NPL";0.0714567;0.0714567;0.0716525;0.0720965;0.0746962;0.0775604;0.0812356;0.0842161;0.0872713;0.0878591;0.0879934;0.0905514;0.0942912;0.0945158;0.0996967;0.101974;0.110067;0.117192;0.117898;0.120918;0.128189;0.135604;0.142212;0.149716;0.154614;0.159388;0.163411;0.170164;0.177334;0.18387;0.194199;0.1979;0.204244;0.20692;0.20264;0.211546;0.223359;0.228176;0.235174;0.244132;0.247664;0.25565;0.271608;0.274249;0.280157;0.291631;0.30966;0.326394;0.342608;0.365828;0.383191;0.395834;0.411236;0.411236;0.412363;0.411236;0.411236;0.411236;0.202420820689655;0.112147488202889;0.969660273605627;0.99893846468088;0.99059732581487;0;1.49589508865923e-76;0;0.00643961309175914;0.940241046208935;0.940241046208935;0.07227172;0.00138028565231984;0.0836285;0.00430293649674266;0.0934097;0.00444502680081909;0.1136098;0.00762518650263717;0.142067;0.0106104275125934;0.1708334;0.00998433822544088;0.2011806;0.00509804019207381;0.2284774;0.012276727161585;0.2658656;0.013630456643121;0.3272242;0.0287357830796378;0.402772;0.0129114026929687;0.411236;0
"146";"domesticNettoDemand_km3";"Nauru";"Other";"NRU";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"147";"domesticNettoDemand_km3";"New Zealand";"Other";"NZL";0.129885;0.129885;0.130241;0.13203;0.134989;0.139625;0.144211;0.134085;0.135595;0.18097;0.174391;0.180837;0.18891;0.202495;0.217382;0.240208;0.248358;0.243221;0.248107;0.258194;0.272904;0.282327;0.292575;0.297699;0.298399;0.300804;0.292444;0.306421;0.328339;0.356536;0.367881;0.365495;0.370679;0.366724;0.368119;0.38778;0.413377;0.436666;0.451717;0.446794;0.427498;0.436131;0.42483;0.431653;0.463468;0.506994;0.536198;0.390789;0.391867;0.420728;0.401682;0.411465;0.414082;0.414082;0.415217;0.414082;0.414082;0.414082;0.315969465517241;0.115169394263059;0.932717310808331;0.917580859314435;0.804860327224582;0;4.24382728407801e-24;0;0.00636118081146754;0.869961581881525;0.869961581881525;0.131406;0.0021915389569889;0.1468972;0.0194483190584688;0.192803;0.017287310765414;0.2476176;0.00683520674888477;0.2887808;0.010956326126946;0.3169088;0.0258304540358856;0.3677796;0.0019278020645284;0.4272668;0.0265499656252131;0.436716;0.0155554991723184;0.4493152;0.0678570274157364;0.4113056;0.00555326321184221;0.414082;0
"148";"domesticNettoDemand_km3";"Oman";"MENA";"OMN";0.00422984;0.00422984;0.00424142;0.00435293;0.00471208;0.00489335;0.00505391;0.0050929;0.00529732;0.0060976;0.00674945;0.00736114;0.00769184;0.00680519;0.0072884;0.00852885;0.0127631;0.0144237;0.016217;0.0177698;0.0182733;0.0208661;0.0247129;0.0267967;0.0280434;0.0289394;0.0306789;0.0319779;0.0301457;0.0312227;0.0346302;0.0365295;0.0410419;0.0415046;0.0430975;0.0446554;0.0463252;0.0512;0.0545098;0.0570457;0.0573904;0.0610526;0.0672135;0.0692549;0.071871;0.075615;0.0702419;0.0754847;0.080402;0.0841049;0.0924884;0.0870197;0.0889078;0.0889078;0.0891514;0.0889078;0.0889078;0.0889078;0.0396866527586207;0.0306378831433492;0.978364514203333;0.996292188560791;0.972387816149156;0;2.33901882643407e-61;0;0.00177504786305329;0.95719712265232;0.95719712265232;0.004353222;0.000207198619976099;0.005287016;0.00047543268233263;0.007179204;0.000397616371556806;0.01394049;0.00356201135111892;0.02373848;0.0040912497909563;0.03059292;0.00114633318978384;0.03936074;0.00359790698087096;0.05074722;0.00526064159794221;0.06535648;0.00598053062503654;0.0771697;0.0052866693735281;0.08929502;0.00198086233040057;0.0889078;0
"149";"domesticNettoDemand_km3";"Pakistan";"SOA";"PAK";0.486319;0.486319;0.487651;0.541838;0.555621;0.574971;0.60453;0.639705;0.666486;0.705124;0.736023;0.763891;0.812885;0.778175;0.763329;0.698256;0.7848;0.865905;0.923143;0.976649;1.04587;1.102;1.18795;1.27956;1.34742;1.35596;1.42413;1.46624;1.58042;1.64371;1.75866;1.81994;1.85588;1.957;2.03279;2.09872;2.13799;2.27977;2.34974;2.38151;2.41714;2.47317;2.63613;2.66133;2.70473;2.86908;3.06712;3.23011;3.43293;3.61313;3.80055;3.85263;4.01654;4.01654;4.02754;4.01654;4.01654;4.01654;1.87629603448276;1.18292353859356;0.971253780819657;0.997153766832448;0.979671620015442;0;1.43945409025511e-64;0;0.0680361948998731;0.943333906756474;0.943333906756474;0.5115496;0.0342928013845472;0.6381632;0.0510214493296692;0.7708606;0.028011200167076;0.8497506;0.110589112494404;1.19256;0.123785036858257;1.494092;0.116821374628105;1.884854;0.109622478443064;2.249546;0.126055591426957;2.5785;0.125745275457967;3.242474;0.293250887176834;3.94276;0.107728508529544;4.01654;0
"15";"domesticNettoDemand_km3";"Belgium";"Other";"BEL";0.130621;0.130621;0.130979;0.133454;0.134448;0.138139;0.143906;0.14831;0.152092;0.155835;0.159616;0.164846;0.171069;0.176985;0.128547;0.138641;0.144823;0.150715;0.154132;0.160275;0.169631;0.176673;0.180833;0.170478;0.247688;0.2437;0.244957;0.246124;0.265154;0.186577;0.290447;0.293781;0.205861;0.207881;0.2151;0.212444;0.217713;0.227646;0.225407;0.341881;0.338437;0.344227;0.329232;0.329868;0.338758;0.224819;0.235515;0.238088;0.242732;0.253495;0.261523;0.255968;0.255554;0.255554;0.256254;0.255554;0.255554;0.255554;0.214564068965517;0.063252641212134;0.784933668938103;0.831238408233406;0.671323923009342;3.04645197957143e-13;6.65902445943843e-16;1.15463194561016e-13;0.00294010095665813;0.616120864632631;0.616120864632631;0.1320246;0.00179927188051167;0.1476564;0.00692166239425183;0.1602126;0.0188660367671644;0.1497172;0.00834548687615049;0.1890606;0.0330950919518287;0.2373024;0.0296905735933141;0.242614;0.0453327758691215;0.2450182;0.0544872622151269;0.3361044;0.00641447217625893;0.2389298;0.0104652512965528;0.2569706;0.00256205870346486;0.255554;0
"150";"domesticNettoDemand_km3";"Panama";"LCR";"PAN";0.0544256;0.0544256;0.0545747;0.0571;0.0593317;0.0620524;0.0642679;0.0681372;0.0709565;0.0743003;0.0770649;0.0804221;0.0834625;0.0844147;0.0886118;0.0942771;0.0994149;0.102939;0.106769;0.110885;0.118147;0.125207;0.142333;0.14789;0.153959;0.158709;0.162903;0.167234;0.171584;0.17413;0.168296;0.170854;0.176413;0.181949;0.190425;0.196345;0.200949;0.195172;0.205069;0.210986;0.217265;0.220978;0.222045;0.223581;0.226194;0.230326;0.237163;0.245532;0.254146;0.266139;0.279839;0.286172;0.293905;0.293905;0.29471;0.293905;0.293905;0.293905;0.166206929310345;0.0784738103177239;0.993769777995917;0.998446134239933;0.98574145657068;0;6.39036702632212e-72;0;0.00461807674490137;0.987578371658052;0.987578371658052;0.05597152;0.00219631055112887;0.06794286;0.00494316921245874;0.0827952;0.00434076164975687;0.102857;0.00642693528090956;0.1375072;0.0152304371966139;0.166912;0.00627280005260809;0.1775874;0.00890049904780625;0.2017042;0.00650835383948968;0.2220126;0.00329981579788933;0.2466612;0.0140866654925855;0.2897062;0.00652207909335667;0.293905;0
"151";"domesticNettoDemand_km3";"Peru";"LCR";"PER";0.169907;0.169907;0.170373;0.178471;0.188014;0.196101;0.210044;0.222618;0.236838;0.240288;0.237574;0.248145;0.262587;0.303521;0.315987;0.338313;0.368342;0.394122;0.392434;0.387917;0.374067;0.407349;0.448527;0.480507;0.485738;0.452949;0.463978;0.460533;0.459921;0.506722;0.546218;0.491203;0.532173;0.583911;0.595086;0.597198;0.6536;0.694737;0.711849;0.732929;0.732136;0.71857;0.733971;0.743594;0.763263;0.788711;0.828541;0.869585;0.918;0.970782;1.03067;1.04068;1.11632;1.11632;1.11938;1.11632;1.11632;1.11632;0.564658293103448;0.299261780833754;0.978895582309967;0.996169105950555;0.963890044971823;0;5.82701004124396e-61;0;0.0173475538773876;0.958236561065965;0.958236561065965;0.1753344;0.00797087428077999;0.2211778;0.0184751399507554;0.2735628;0.0344928723100875;0.3762256;0.0235541853244811;0.4392376;0.0479995662563736;0.4688206;0.0215624776939015;0.5497182;0.0417477512053045;0.6780626;0.0537758789356343;0.7383068;0.0165618961082359;0.8751238;0.0718621376644197;1.084674;0.044886938857534;1.11632;0
"152";"domesticNettoDemand_km3";"Philippines";"EAP";"PHL";0.772288;0.772288;0.774404;0.809439;0.779527;0.748146;0.857854;0.900875;0.860135;0.894796;0.942298;0.990053;1.03968;1.21315;1.26491;1.3852;1.54565;1.60908;1.70808;1.81239;1.92517;2.07695;2.2223;2.31265;2.37338;2.32984;2.31254;2.32723;2.33123;2.43785;2.57153;2.69837;2.76305;2.8128;2.97657;3.03125;3.22642;3.40761;3.5651;3.6028;3.5004;3.68335;3.69549;3.66128;3.7667;3.83948;3.97587;4.16065;4.4181;4.73788;5.00582;5.00541;5.31422;5.31422;5.32878;5.31422;5.31422;5.31422;2.69543436206897;1.49708292120471;0.986526207603406;0.996538353781264;0.968745914216013;0;3.42807798757852e-62;0;0.087459120028299;0.973233958288354;0.973233958288354;0.7815892;0.0158470483907888;0.8523612;0.0614526479714259;1.0900182;0.141506903503681;1.61208;0.162200936649577;2.18209;0.181876969267689;2.347738;0.0509227411870179;2.764464;0.149096670586569;3.366636;0.239261655160203;3.661444;0.0983018633088916;4.226396;0.35887188177677;5.19369;0.171791126953635;5.31422;0
"153";"domesticNettoDemand_km3";"Palau";"EAP";"PLW";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"154";"domesticNettoDemand_km3";"Papua New Guinea";"EAP";"PNG";0.0091043;0.0091043;0.00912924;0.00839533;0.00868035;0.00894174;0.00935542;0.00980977;0.0103357;0.0108546;0.0113152;0.0116687;0.0123442;0.012832;0.0137594;0.0158206;0.0166216;0.016345;0.0170824;0.0177773;0.0189952;0.0201808;0.0211207;0.0220453;0.0220096;0.022922;0.0232554;0.0232539;0.0242289;0.0249972;0.0265504;0.0277781;0.0272329;0.029265;0.0300484;0.0318481;0.0336923;0.0337281;0.0357271;0.0362061;0.0339739;0.0337276;0.0338904;0.0329132;0.0336863;0.0355297;0.0375553;0.0409861;0.0434823;0.0459661;0.050219;0.0509653;0.0546637;0.0546637;0.0548135;0.0546637;0.0546637;0.0546637;0.0271618939655172;0.0146295370882226;0.97547661425937;0.991184260235969;0.946894502617156;0;7.44706580256462e-51;0;0.000845080473407355;0.95155462496692;0.95155462496692;0.008882704;0.000330707624239297;0.009859446;0.000760894797642881;0.0123839;0.000967987691037443;0.01672938;0.000742967874137233;0.02087032;0.00129737618946858;0.02373148;0.000860154995916434;0.02817496;0.00144759582860687;0.03424034;0.00175785505318271;0.03363828;0.000421968680117378;0.0407039;0.0042478206129732;0.05306504;0.00227362000518996;0.0546637;0
"155";"domesticNettoDemand_km3";"Poland";"ECA";"POL";0.411848;0.411848;0.412976;0.418974;0.424915;0.427824;0.443281;0.452608;0.465699;0.470412;0.481602;0.498603;0.513055;0.530834;0.548484;0.596358;0.646383;0.659606;0.667306;0.688892;0.722176;0.762625;0.797182;0.823203;0.808985;0.788579;0.785951;0.783172;0.794658;0.762935;0.779462;0.82075;0.788279;0.84923;0.873123;0.879265;0.917345;0.989363;1.02605;1.02702;1.0535;1.04318;1.04933;1.08337;1.09452;1.12714;1.18238;1.2512;1.3;1.38882;1.4844;1.3927;1.42876;1.42876;1.43267;1.42876;1.42876;1.42876;0.861687431034483;0.335823008691954;0.978744378133368;0.987553323233987;0.937182764128775;0;1.11065366000499e-46;0;0.0194639217139867;0.957940557727669;0.957940557727669;0.4161122;0.00574198878438473;0.4519648;0.0172302622643998;0.5145156;0.0262621002263718;0.651709;0.034569871217579;0.7828342;0.0406423200334331;0.783059;0.0120245479124996;0.8221688;0.0396958478521369;0.9678086;0.0666130369169579;1.06478;0.0227076892263391;1.249908;0.101783390197026;1.433458;0.0327912537119275;1.42876;0
"156";"domesticNettoDemand_km3";"Puerto Rico (U.S.)";"Other";"PRI";0.0325996;0.0325996;0.0326889;0.0337873;0.0350214;0.0362635;0.0375212;0.0373432;0.0383155;0.0393696;0.0405008;0.0417858;0.0432375;0.0456634;0.047433;0.0494882;0.0515359;0.0515597;0.0531192;0.0551551;0.0560849;0.0600054;0.061196;0.0634737;0.0648939;0.0661869;0.0687782;0.067894;0.0700447;0.072299;0.0746972;0.0766841;0.0782472;0.0774843;0.0773124;0.0769122;0.0769451;0.0707008;0.0704333;0.0702723;0.0713387;0.0715976;0.0725226;0.0738442;0.068885;0.0698011;0.0718622;0.0742717;0.0762064;0.0781239;0.0804365;0.0804648;0.0804953;0.0804953;0.0807159;0.0804953;0.0804953;0.0804953;0.0622082948275862;0.0164046911568743;0.93301477935086;0.936166333460174;0.842493313867059;0;4.25885837066428e-27;0;0.000906373505798388;0.870516578487136;0.870516578487136;0.03333936;0.00106624302248596;0.0377626;0.00115862186885972;0.0437241;0.00282401633493859;0.05217162;0.00210822138709387;0.06113078;0.0034052160367589;0.06904056;0.00229959433226819;0.07688504;0.00134389822270885;0.07305274;0.00354153328842184;0.07163762;0.0018248326312295;0.07405306;0.00332172569201612;0.08052156;0.000111359903017196;0.0804953;0
"157";"domesticNettoDemand_km3";"Korea, Democratic People's Republic of";"Other";"PRK";0.377965;0.377965;0.379001;0.358943;0.362882;0.378777;0.397578;0.415981;0.421905;0.432524;0.444344;0.459765;0.479764;0.48938;0.5148;0.556034;0.601456;0.632278;0.658215;0.694377;0.710165;0.751011;0.791291;0.807175;0.826476;0.846901;0.866057;0.909779;0.924425;0.925794;0.956902;0.983951;1.00733;1.01718;1.03255;1.05429;1.10677;1.18541;1.22853;1.24203;1.21326;1.25402;1.29329;1.31523;1.34891;1.40361;1.469;1.53774;1.61421;1.71089;1.8054;1.7949;1.80682;1.80682;1.81177;1.80682;1.80682;1.80682;0.986453120689655;0.485353242388056;0.984882579529906;0.997769179883631;0.980885587326489;0;1.58168444642549e-67;0;0.0283069456765816;0.969993695461478;0.969993695461478;0.3713512;0.00963969549311595;0.409353;0.0212833310950142;0.4776106;0.0271631160546797;0.628472;0.0529616106486576;0.7772236;0.046649579963811;0.8945912;0.0359961642567649;0.9995826;0.0296754136079011;1.163406;0.0806551032483376;1.284942;0.0528522380793851;1.54709;0.120527502463131;1.805142;0.00621544205990216;1.80682;0
"158";"domesticNettoDemand_km3";"Portugal";"Other";"PRT";0.2331;0.2331;0.233738;0.237514;0.242618;0.248237;0.254352;0.262192;0.267837;0.274407;0.280632;0.286939;0.298983;0.316356;0.338009;0.373563;0.393984;0.406102;0.413911;0.424683;0.441085;0.46267;0.495886;0.493021;0.487849;0.471199;0.459214;0.468088;0.520462;0.553962;0.578975;0.591597;0.638789;0.659894;0.694896;0.66578;0.672519;0.705621;0.711073;0.699642;0.711453;0.71732;0.70018;0.704328;0.723867;0.767491;0.798773;0.803817;0.813659;0.847277;0.865279;0.842866;0.833017;0.833017;0.835299;0.833017;0.833017;0.833017;0.548089189655172;0.215604519643043;0.988377155741201;0.989461103692655;0.935968796817727;0;1.07945551269196e-48;0;0.0126191813036389;0.976889401991063;0.976889401991063;0.236014;0.00412388724385136;0.261405;0.0104185295267614;0.3041838;0.0232992775574695;0.4024486;0.0196540697388607;0.4761022;0.0235704271217133;0.494585;0.040912561958401;0.6328302;0.0480121845128921;0.690927;0.0204264060103583;0.7114296;0.00957042973434318;0.8062034;0.0287323086924806;0.8418956;0.0136830120879871;0.833017;0
"159";"domesticNettoDemand_km3";"Paraguay";"LCR";"PRY";0.019471;0.019471;0.0195244;0.0205655;0.0214296;0.0209007;0.0226972;0.0254855;0.0260152;0.0258371;0.0266904;0.0280235;0.028667;0.0301152;0.0313838;0.0351723;0.0390141;0.0400424;0.0411776;0.0438409;0.046049;0.0500605;0.0540824;0.0571521;0.0577032;0.0600055;0.0564139;0.058696;0.0625145;0.0639037;0.0664181;0.0635603;0.0719913;0.0777563;0.0810497;0.0850329;0.0873729;0.0892548;0.0918622;0.0941047;0.0935718;0.0921437;0.101227;0.0997065;0.0847815;0.0896154;0.0960128;0.100418;0.107388;0.116621;0.128022;0.124378;0.134055;0.134055;0.134423;0.134055;0.134055;0.134055;0.0686050362068965;0.0374133717543101;0.984009015727995;0.992784334169046;0.955392273794489;0;2.78978797487767e-53;0;0.00218010066443137;0.968273743033974;0.968273743033974;0.0200923;0.000881309724217315;0.02418714;0.00227873425019242;0.02897598;0.00182496452623058;0.03984946;0.00317436714054944;0.05300944;0.00493680640930957;0.06030672;0.00298545463907928;0.07215514;0.0073705145185394;0.0895255;0.0035818870564271;0.0942861;0.0065763658729575;0.10201104;0.0104227057498521;0.1309866;0.0045579998135147;0.134055;0
"16";"domesticNettoDemand_km3";"Benin";"AFR";"BEN";0.0100776;0.0100776;0.0101052;0.0106471;0.0108845;0.0112345;0.0116187;0.0126468;0.0130968;0.0129971;0.0133349;0.0139695;0.0153707;0.0153321;0.0167152;0.018111;0.0199177;0.0201864;0.0207288;0.0214702;0.0234189;0.0247462;0.0269931;0.0276014;0.0273055;0.0260877;0.0255996;0.0297232;0.0302941;0.0322455;0.0330083;0.0333522;0.0359337;0.0365333;0.0372403;0.0374895;0.0363547;0.040729;0.0434198;0.0442313;0.0448545;0.0463266;0.0480717;0.0497201;0.0537585;0.0579455;0.062536;0.0684848;0.0720396;0.0767599;0.082949;0.0819552;0.0848343;0.0848343;0.0850667;0.0848343;0.0848343;0.0848343;0.0378529189655172;0.0247958834586772;0.952489323090855;0.997523014663158;0.976029718082299;0;2.95510934682212e-66;0;0.00139858969208525;0.907235910602071;0.907235910602071;0.0103584;0.000381423786620604;0.01231878;0.000842437740726281;0.01494448;0.00132369708090635;0.02008282;0.00125181677652922;0.02601302;0.00183632131365946;0.02879002;0.00285283791810892;0.03521356;0.0019167565724421;0.04044486;0.00349040445263869;0.04854628;0.00343971422388547;0.06755316;0.00747059541689951;0.0839279;0.00139550867607478;0.0848343;0
"160";"domesticNettoDemand_km3";"French Polynesia (Fr.)";"Other";"PYF";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"161";"domesticNettoDemand_km3";"Qatar";"MENA";"QAT";0.000766736;0.000766736;0.000768837;0.000808715;0.000846485;0.00093378;0.00103317;0.00135811;0.00148204;0.00156486;0.00171771;0.00186785;0.00273067;0.00204822;0.00237639;0.00281066;0.00383992;0.00455559;0.0050648;0.00539171;0.00573454;0.00663417;0.00759531;0.0082201;0.0083439;0.00828594;0.00959451;0.0103232;0.0100392;0.0145265;0.0152826;0.0160161;0.0169676;0.0171348;0.0178538;0.0178457;0.018177;0.0195527;0.0205233;0.022124;0.0219398;0.0237014;0.0191471;0.0191273;0.0204215;0.0224298;0.0254512;0.0299574;0.0346051;0.0395252;0.0451073;0.0450438;0.0480977;0.0480977;0.0482295;0.0480977;0.0480977;0.0480977;0.0163566010172414;0.0155352256294202;0.931809208459774;0.995061362458424;0.96510401228287;0;7.0430133214451e-58;0;0.000857225701405755;0.868268400970426;0.868268400970426;0.0007915018;3.55662388888676e-05;0.001274392;0.000277805076573485;0.002148168;0.000407816053779152;0.004332536;0.00103278631595795;0.007305604;0.00110875569812741;0.01055387;0.00235392019136164;0.01665098;0.00100705541158369;0.01964454;0.00175484148942291;0.02086742;0.00196008958137122;0.03039374;0.00687681883853283;0.0469152;0.00168037476177191;0.0480977;0
"162";"domesticNettoDemand_km3";"Reunion (Fr.)";"Other";"REU";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"163";"domesticNettoDemand_km3";"Romania";"ECA";"ROU";0.551139;0.551139;0.552649;0.558447;0.576522;0.572399;0.589512;0.601089;0.615759;0.620353;0.634822;0.656754;0.673584;0.67079;0.69035;0.749295;0.809732;0.827626;0.856647;0.881622;0.912257;0.956337;1.00319;1.03666;1.00925;0.967043;0.954645;0.960029;0.961921;0.943681;0.959598;0.963637;0.962807;0.877723;0.834493;0.840268;0.876632;0.917356;0.913833;0.910185;0.946248;0.894396;0.900561;0.92657;0.964769;1.03797;1.1098;1.19871;1.27025;1.37211;1.43674;1.33156;1.32744;1.32744;1.33107;1.32744;1.32744;1.32744;0.919995327586207;0.247983190040606;0.909338977518761;0.869086310881184;0.719882615451248;0;9.2396198642158e-19;1.77635683940025e-15;0.0133536094312343;0.826897376034866;0.826897376034866;0.5579792;0.0107940026496198;0.5998224;0.0195922959808186;0.66526;0.0207858236305421;0.8249844;0.0504451112626387;0.9835388;0.0492192297044559;0.9574638;0.00888987014528335;0.9196516;0.0600058611453914;0.8916548;0.0330230233428134;0.9265088;0.0298244988004828;1.197768;0.13126636134212;1.35085;0.048053357843131;1.32744;0
"164";"domesticNettoDemand_km3";"Russian Federation";"ECA";"RUS";5.57217;5.57217;5.58744;5.64684;5.74948;5.85005;5.99378;6.13521;6.22091;6.27491;6.35721;6.48122;6.5817;6.71732;6.93694;7.29647;7.54953;7.74705;7.89245;8.14929;8.52237;8.87122;9.15437;9.18752;9.11339;9.11766;9.19086;9.32012;9.75767;10.0933;10.3946;10.2371;10.4457;10.3994;9.33512;9.16262;8.87835;8.8863;8.84718;8.9332;7.92394;7.1961;7.80233;8.1841;8.46514;9.04993;9.95728;10.756;11.6316;12.6117;13.5617;12.2925;12.9625;12.9625;12.998;12.9625;12.9625;12.9625;8.88625879310345;2.30391811473417;0.877701291498891;0.852100910668523;0.728380386628581;0;2.21961832065464e-17;8.88178419700125e-16;0.119746932541757;0.77035955709882;0.77035955709882;5.62562;0.0757679110837828;6.094972;0.17326552403753;6.614878;0.223369835743325;7.726958;0.325175422687509;8.969774;0.279283811435607;9.495922;0.416060031149352;10.162384;0.469126053721172;8.94153;0.127371665608957;7.914322;0.475567606571347;10.801302;1.39182119696461;12.95544;0.449708703495941;12.9625;0
