"FID";"fossil_groundwater_abstraction_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"140";"fossil_groundwater_abstraction_km3";"Niger";"AFR";"NER";5.17492e-06;4.56672e-06;4.07625e-07;5.12944e-07;1.18121e-06;6.6907e-07;8.28197e-07;5.83763e-07;4.63974e-07;5.90283e-06;8.88842e-07;2.50914e-06;1.28797e-06;1.5259e-05;5.90418e-06;1.00055e-05;1.28834e-05;2.32961e-06;2.27445e-06;2.65437e-06;9.69973e-06;3.68847e-06;9.19563e-06;8.93296e-06;1.24888e-05;2.45339e-06;2.45467e-05;0.00010147;0.000163746;0.000204838;0.000306801;6.27828e-05;4.84433e-05;5.67103e-05;1.24303e-05;1.76967e-05;0.000402723;3.94875e-06;0.000804967;0.002087;0.00196795;6.64157e-06;4.35598e-06;4.82039e-06;5.7468e-06;7.38996e-06;1.634e-05;3.66084e-05;3.43347e-05;5.16221e-05;0.000458539;0.00416936;0.00395492;0.000306572;0.00170779;0.00535852;0.00133307;0.00615401;0.000517231749051724;0.00131336435166615;0.521724175400561;0.76043557168784;0.588626739261948;2.67114475165364e-05;0;6.71580568933905e-11;4.05767076455438e-05;0.272196115197393;0.272196115197393;2.3686838e-06;2.31332772185162e-06;1.6895668e-06;2.35901664889964e-06;5.1698264e-06;5.97506459804367e-06;6.029466e-06;5.04890112390112e-06;8.801118e-06;3.19056004733808e-06;9.9410818e-05;8.69820751451649e-05;9.743354e-05;0.000118658526654484;0.00066326709;0.000861167708441583;0.000397902948;0.000877683423742348;2.9259032e-05;1.75002865974852e-05;0.0021194362;0.00185645475816493;0.00428186666666667;0.00258452170063115
"141";"fossil_groundwater_abstraction_km3";"Nigeria";"AFR";"NGA";2.18088e-05;2.11129e-05;2.22125e-05;0.000114881;0.00213069;2.32504e-05;0.00200825;0.000172858;0.000696216;0.002467;0.000193795;0.00924243;0.0120437;4.43852e-05;0.00532174;0.0362346;0.0413549;0.0110854;0.0233994;0.0282585;0.0171119;0.0186822;0.020464;0.0182835;0.0285781;0.056933;0.0684112;0.0679455;0.0571002;0.0383306;0.0580862;0.000270845;0.0128137;0.0329004;0.0258958;0.00798868;0.0288543;0.00754909;0.0287091;0.00303009;0.010886;0.00885172;6.2749e-05;0.00135397;0.0119336;0.0265132;0.0106432;0.0561303;0.070914;0.0195451;0.0656495;0.00322447;0.0721752;0.0845177;0.144347;0.112897;0.181055;0.210998;0.032146435237931;0.0436615994224798;0.582376127443833;0.609215909440463;0.464004839685421;1.62106910162052e-06;7.21265517488854e-07;2.67484894012071e-07;0.00150575330641974;0.339161953816474;0.339161953816474;0.00046214104;0.000933619380349896;0.00107351488;0.00110364433384504;0.00536921004;0.00535470780954293;0.02806656;0.0117630340024587;0.02062394;0.00460642705065433;0.0577441;0.012204630853082;0.025993389;0.0218690324112512;0.015226252;0.012525758608175;0.0066176078;0.00552589945491222;0.03674916;0.0256180628905271;0.073982774;0.0503526497085444;0.168316666666667;0.0502757436775761
"142";"fossil_groundwater_abstraction_km3";"Nicaragua";"LCR";"NIC";2.13368e-11;2.32878e-06;1.82749e-11;1.93642e-11;8.16697e-06;4.03943e-11;2.3804e-11;2.89377e-08;1.03552e-11;6.58625e-12;8.95027e-08;9.06516e-12;1.02058e-11;1.11843e-11;1.13478e-11;4.4803e-12;1.77639e-11;1.5195e-11;2.5406e-11;9.92617e-07;7.2945e-06;1.54884e-11;3.27535e-11;2.57856e-11;2.12941e-11;1.44512e-11;1.61528e-11;4.01488e-11;2.15527e-11;5.41696e-07;2.20642e-05;1.92955e-11;1.39607e-11;5.45325e-05;2.99701e-11;2.97963e-11;6.21079e-07;1.25367e-05;2.25205e-11;3.21754e-07;5.84971e-05;3.91612e-11;1.0517e-07;5.47532e-06;4.8797e-05;5.38703e-05;4.55721e-07;7.92272e-05;9.29037e-07;5.83202e-05;2.62052e-11;2.71858e-11;8.17023e-06;2.331e-11;3.31081e-11;4.71156e-06;3.1474e-06;0.000247364;1.16998305397312e-05;3.63963656473943e-05;0.359511285488;0.52136331477437;0.372050816696915;0.0055767346705422;3.55553148707194e-05;3.70072720883297e-05;7.74856298848692e-07;0.129248364393233;0.129248364393233;2.09916179518e-06;3.53872201715349e-06;5.80376795e-09;1.29322679579174e-08;1.7908900612e-08;4.00221505601403e-08;1.9853596904e-07;4.43904791280665e-07;1.45891906432e-06;3.26218891510169e-06;1.083576611e-07;2.42243495974032e-07;1.531935264526e-05;2.3912390358046e-05;2.69591706336e-06;5.50722860406153e-06;2.257492583224e-05;2.86570747180655e-05;3.85604916e-05;3.58703129313742e-05;1.63406796182e-06;3.65382565733275e-06;8.507432e-05;0.000140549161594807
"143";"fossil_groundwater_abstraction_km3";"Netherlands, The";"Other";"NLD";2.81851e-10;0.0107789;1.71904e-10;1.26237e-10;1.22679e-10;9.7083e-11;0.00212101;1.10828e-10;1.86903e-10;0.00116645;1.75484e-10;2.29888e-05;2.28333e-10;0.00162027;3.08775e-10;0.00131644;6.75175e-11;0.000324674;0.0101491;2.72052e-11;0.00015584;3.03844e-11;4.59204e-11;2.21287e-11;0.000620081;0.00123799;0.000220822;1.90742e-10;0.000535488;8.37356e-11;1.59872e-11;0.00066334;0.001925;0.000886715;0.000787427;0.000387164;0.00048966;0.000414361;0.000965504;0.000325436;2.53515e-11;0.000710165;2.74667e-11;8.76514e-05;2.58798e-11;0.00832761;3.00827e-11;2.77577e-11;0.00195156;4.37385e-11;4.60656e-11;0.000957751;0.000539958;0.000707258;0.00125773;0.00384396;4.77873e-11;0.00194594;0.000990418047721169;0.00220672930141859;-0.0302034243576171;0.0744716847642191;0.0695704779189353;0.821927597390384;0.577552158557567;0.440458983197074;-3.94689766931893e-06;0.00091224684292616;0.00091224684292616;0.0021557801405342;0.00482047054597349;0.0006574920789628;0.000961484510159411;0.0003286519025184;0.000722105081113684;0.00235804281894454;0.00438864525252373;0.0001551842196867;0.000268503185252128;0.00039886005489552;0.000517851879636387;0.00085249640319744;0.000692495332083751;0.000516425;0.000257871371910493;0.0001595632957396;0.000310126937080023;0.00205583402031578;0.00360643200234876;0.00069253940921312;0.000472463248481487;0.00192996668259577;0.00192202975749738
"144";"fossil_groundwater_abstraction_km3";"Norway";"Other";"NOR";4.73355e-06;4.73027e-06;4.76648e-06;4.93477e-06;5.08875e-06;5.22959e-06;5.42687e-06;5.5913e-06;5.75945e-06;5.96874e-06;6.15228e-06;6.35084e-06;6.66724e-06;6.98222e-06;7.40607e-06;8.06385e-06;8.56979e-06;9.26135e-06;9.58742e-06;1.00496e-05;1.04438e-05;1.09235e-05;1.1606e-05;1.15798e-05;1.15334e-05;1.15125e-05;1.16022e-05;1.1407e-05;1.21048e-05;1.28157e-05;1.3147e-05;1.32131e-05;1.39001e-05;1.40321e-05;1.44046e-05;1.41166e-05;1.44092e-05;1.49604e-05;1.53641e-05;1.53879e-05;1.52487e-05;1.55385e-05;1.58921e-05;1.60499e-05;1.6673e-05;1.75809e-05;1.84365e-05;1.92907e-05;2.00745e-05;2.10845e-05;2.21531e-05;2.10407e-05;2.18744e-05;2.18296e-05;2.19227e-05;2.18736e-05;2.18842e-05;2.18568e-05;1.27601487931034e-05;5.61352260090962e-06;0.990207172594059;0.994955243163432;0.961282516636419;0;0;0;3.29163873081297e-07;0.980510244656718;0.980510244656718;4.850764e-06;1.57365865676137e-07;5.59519e-06;2.86588147260141e-07;6.71173e-06;5.00119518315372e-07;9.106402e-06;7.93705987359299e-07;1.12173e-05;5.1648665035991e-07;1.188844e-05;5.83453394025607e-07;1.373938e-05;5.43580322491534e-07;1.484764e-05;5.69643689511259e-07;1.588044e-05;5.41530791368321e-07;1.929342e-05;1.36794531762056e-06;2.17641e-05;4.23154481247688e-07;2.18715333333333e-05;1.38164153575854e-08
"145";"fossil_groundwater_abstraction_km3";"Nepal";"SOA";"NPL";0.000115775;1.27234e-05;4.27646e-05;2.44843e-05;8.81918e-06;0.00019698;4.71244e-05;0.000779336;0.00127208;0.000757447;0.00029241;2.25774e-05;4.92241e-05;1.09351e-05;4.16473e-05;0.000170516;6.27764e-05;8.90939e-05;3.7813e-05;5.72373e-05;6.22928e-05;1.43747e-05;4.18997e-05;4.60086e-07;3.6278e-06;1.11335e-10;9.40137e-11;9.33295e-06;1.05636e-10;1.8211e-10;1.13889e-06;9.7016e-07;1.15276e-10;2.37576e-09;0.00018642;3.37894e-09;4.24741e-09;2.26665e-05;4.90705e-06;1.51407e-09;1.09073e-09;1.66003e-09;1.07885e-09;2.90281e-09;4.0824e-05;7.73271e-05;1.33712e-09;0.000166946;4.36853e-05;2.19834e-06;0.000139747;0.000137836;0.000205389;2.22498e-06;6.61621e-05;5.10276e-09;0.00239216;0.00165032;0.000161460347118116;0.000420735385884438;0.12433943373615;-0.161339936632932;-0.120387174833636;0.352400717914045;0.225662742061251;0.181912613243737;3.09790820868471e-06;0.0154602947818263;0.0154602947818263;4.0913296e-05;4.38814211260424e-05;0.00061059348;0.000494008584309981;8.335878e-05;0.000117842057544652;8.348732e-05;5.19845509419577e-05;2.45310172e-05;2.66792446466065e-05;1.86668861894e-06;4.17376699660081e-06;3.77063082072e-05;8.31351704957556e-05;5.516538084e-06;9.81947594759419e-06;8.166146484e-06;1.8256295130344e-05;5.8031615424e-05;6.87847067004147e-05;0.000110271816;7.79352860049944e-05;0.00134749503425333;0.00122449111185297
"146";"fossil_groundwater_abstraction_km3";"Nauru";"Other";"NRU";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"147";"fossil_groundwater_abstraction_km3";"New Zealand";"Other";"NZL";1.54292e-12;1.64067e-12;1.53391e-12;2.41922e-12;1.23856e-12;2.15166e-12;2.27092e-12;3.14064e-12;1.50225e-12;1.68505e-12;2.42041e-12;1.60786e-12;1.11755e-06;1.73855e-12;2.61136e-12;2.64173e-05;7.79588e-06;2.70277e-11;1.94005e-12;4.45849e-12;6.20123e-05;3.00024e-05;2.65686e-12;1.53445e-12;2.2445e-05;8.89587e-06;3.46567e-12;2.88046e-12;1.06033e-12;2.36243e-12;2.89495e-12;2.39681e-12;1.59499e-12;1.99194e-12;1.64143e-12;1.4426e-12;4.06905e-11;1.61832e-12;2.60961e-12;3.00053e-12;3.21726e-11;8.84183e-12;1.176e-12;1.42943e-11;1.17422e-12;2.67191e-12;1.01133e-12;1.78424e-12;3.98978e-12;1.87861e-12;1.19066e-12;1.00314e-12;1.15976e-12;9.04339e-06;0.000212631;0.00269016;0.00232664;0.000987758;0.000110084808571043;0.000477096114017128;0.365197978404537;0.130763788489341;0.0901391409558379;0.00482046285051085;0.3269502923768;0.317557427881337;1.03177467629252e-05;0.13336956343076;0.13336956343076;1.675056e-12;4.42400646959292e-13;2.150104e-12;6.38699953522779e-13;2.23511675636e-07;4.99782616942162e-07;6.842642685248e-06;1.14514266543002e-05;2.2891940838262e-05;2.56380703512256e-05;1.779175953778e-06;3.9783529156052e-06;2.104024e-12;5.47028158397719e-13;9.872312e-12;1.72403405428857e-11;1.153179e-11;1.28007033653116e-11;2.267174e-12;1.12833218111069e-12;4.4334878670712e-05;9.41618523208289e-05;0.00200151933333333;0.00089656049897446
"148";"fossil_groundwater_abstraction_km3";"Oman";"MENA";"OMN";0.10184;0.100059;0.0909854;0.0882105;0.0949207;0.0488614;0.0455177;0.0356801;0.0327612;0.0359521;0.0273115;0.0264607;0.0292712;0.0305471;0.015865;0.0220924;0.0242098;0.0235774;0.017429;0.0190412;0.0219039;0.0217445;0.0250785;0.0224614;0.0185899;0.0203527;0.0259952;0.0290704;0.0266032;0.0207996;0.025849;0.0288943;0.0266903;0.0294977;0.0245085;0.0295261;0.0343459;0.0324089;0.0242208;0.01986;0.0242955;0.0331201;0.0417267;0.0421895;0.0430421;0.03757;0.0394779;0.0278552;0.034055;0.0303767;0.0376401;0.0349651;0.037062;0.0538787;0.0579555;0.0487753;0.0389653;0.0469978;0.0367059086206897;0.020406547447484;-0.254184399209532;0.103632840136578;0.114337568058076;0.0541762679305435;0.437805389869041;0.204866045897892;-0.000307163102525468;0.0646097088015177;0.0646097088015177;0.09520312;0.00579640846188396;0.0397545;0.00700205912321511;0.0258911;0.00583026743683341;0.02126996;0.00293102759250062;0.02195564;0.00231211540758674;0.02456422;0.00382165101258605;0.02708796;0.00208665284079552;0.02807234;0.00596979091953814;0.03687478;0.00809566426502483;0.03386696;0.00483615769831795;0.04430028;0.0107483422392479;0.0449128;0.00522680052709112
"149";"fossil_groundwater_abstraction_km3";"Pakistan";"SOA";"PAK";10.048;5.74885;8.79052;7.18506;9.15182;9.92638;8.21234;11.0458;9.55127;10.7959;11.8904;10.4226;11.8048;11.4102;11.911;7.84722;13.5209;7.94285;8.31984;11.3883;9.5008;10.6193;11.541;10.6353;11.1009;5.90403;15.3422;17.3761;9.54636;15.5658;13.1112;13.2325;8.66898;14.3396;11.9047;16.9746;15.6236;12.2612;8.36929;14.9019;12.5766;19.64;21.7683;20.3949;23.7577;13.9022;21.697;15.1305;17.9317;14.3155;15.6487;26.6432;20.3549;20.9673;31.2106;17.9492;25.0414;13.2884;13.7181294827586;5.37041059423926;0.744115352624144;0.779445691962226;0.582577132486388;2.17652562639614e-11;0;1.0484813017797e-10;0.236645568611766;0.553707658010951;0.553707658010951;8.18485;1.71076525978873;9.906338;1.12758573861148;11.4878;0.628956834766902;9.803822;2.54071594920015;10.67946;0.760702236752331;12.746898;4.82647899789484;12.251396;2.18038565604344;13.626118;3.40320171031927;19.6275;4.24104428472517;16.59538;3.2561181838195;22.96494;6.03843414247435;18.7596666666667;5.91826785582854
"15";"fossil_groundwater_abstraction_km3";"Belgium";"Other";"BEL";3.23057e-10;0.000224242;1.80731e-10;8.38222e-11;6.34265e-11;8.71649e-11;6.21633e-11;8.99722e-11;1.73754e-10;8.02853e-11;5.29076e-11;9.56315e-11;8.59887e-11;1.08197e-10;8.26234e-11;3.75902e-11;4.64693e-11;1.14986e-11;1.12168e-05;1.7497e-11;2.09974e-11;3.77497e-11;2.27098e-11;1.41376e-11;2.92961e-11;3.66001e-11;5.42895e-11;1.87109e-10;1.30593e-10;4.60316e-11;2.33013e-11;7.74442e-11;3.70706e-11;4.10258e-11;3.51515e-11;3.22896e-11;2.64152e-11;2.68784e-11;8.87219e-11;3.94116e-11;3.02134e-11;2.62754e-11;3.0709e-11;2.65222e-11;2.55025e-11;4.57504e-11;2.92158e-11;2.98163e-11;3.02158e-11;2.95808e-11;2.96306e-11;6.25289e-11;2.85661e-11;3.60655e-11;2.7576e-11;2.64914e-11;2.77071e-11;3.79007e-11;4.05969086675e-06;2.9455404278941e-05;-0.221655440801749;-0.548371220277462;-0.380520266182698;0.0944844583839758;1.17972721064091e-05;2.45036848198282e-05;-3.86628624454565e-07;0.0491311344370169;0.0491311344370169;4.484853020734e-05;0.000100283998294038;9.866794e-11;4.33484787063283e-11;8.506964e-11;2.05405285083661e-11;2.24338261102e-06;5.01629281807981e-06;2.497812e-11;8.94799542059561e-12;9.092464e-11;6.54478495887604e-11;4.279868e-11;2.04627298329671e-11;4.274334e-11;2.62331547290447e-11;2.78445e-11;2.42448775826978e-12;3.291582e-11;7.18394185680814e-12;3.687342e-11;1.47204654694408e-11;3.06997333333333e-11;6.26577388064183e-12
"150";"fossil_groundwater_abstraction_km3";"Panama";"LCR";"PAN";8.26247e-12;2.81001e-12;6.86757e-12;1.6472e-11;4.24202e-11;1.30984e-11;6.3607e-12;2.47567e-11;7.54058e-12;8.25921e-12;2.78643e-11;7.48594e-12;1.00346e-11;1.21443e-11;7.83876e-12;2.08327e-11;4.56569e-11;2.34074e-11;2.20975e-11;3.25904e-11;4.36824e-11;4.55886e-11;2.95465e-11;1.5971e-11;2.31576e-11;3.11024e-11;3.37876e-11;2.57543e-11;2.06078e-11;3.70872e-11;2.04459e-11;2.46727e-11;2.49869e-11;3.89024e-11;6.76413e-11;4.90433e-11;5.44727e-11;5.37818e-11;5.72666e-11;4.78108e-11;4.8953e-11;4.84345e-11;7.58202e-11;5.48495e-11;5.72723e-11;5.75412e-11;8.04393e-11;7.71137e-11;7.31666e-11;5.4086e-11;5.51635e-11;2.93288e-11;1.55201e-11;1.22943e-11;1.26597e-11;1.2499e-11;1.3999e-11;1.24009e-11;3.24767593103448e-11;2.1055180543897e-11;0.478876743961401;0.487034359715771;0.386569872958258;0.000143139172237294;0.000128672880446802;1.81589432388662e-05;5.97081117229072e-13;0.229322935907075;0.229322935907075;1.536645e-11;1.59176734200809e-11;1.2003118e-11;7.57663299049914e-12;1.307358e-11;8.47775648504957e-12;2.891698e-11;1.04395318198184e-11;3.158922e-11;1.28590567275364e-11;2.966786e-11;6.54746912539494e-12;3.532984e-11;1.93576621976415e-11;5.247504e-11;3.94300927630154e-12;5.70659e-11;1.11467373116531e-11;6.846936e-11;1.18993053067396e-11;2.499328e-11;1.82493927055669e-11;1.29663e-11;8.95688489375631e-13
"151";"fossil_groundwater_abstraction_km3";"Peru";"LCR";"PER";0.184178;0.158284;0.186709;0.185234;0.21601;0.202488;0.230702;0.170173;0.247265;0.218829;0.287044;0.297844;0.298561;0.274192;0.155427;0.141767;0.214751;0.179976;0.187044;0.191686;0.260866;0.235815;0.274477;0.180081;0.182864;0.211926;0.131988;0.230795;0.143245;0.208882;0.191823;0.21871;0.260276;0.241571;0.314501;0.178936;0.156533;0.214242;0.240014;0.225241;0.138131;0.129235;0.146398;0.112358;0.0963848;0.0866648;0.145847;0.260466;0.241815;0.194775;0.235669;0.174875;0.198551;0.21287;0.232094;0.353748;0.380573;0.374977;0.211144510344828;0.0626420292032817;0.0932564933515395;0.0339905872220001;0.0235934664246824;0.486253931740198;0.799590497358507;0.793621014691567;0.000345935808545328;0.00869677355222599;0.00869677355222599;0.186083;0.0204520868861835;0.2138914;0.0294198460787952;0.2626136;0.0607315150090956;0.1830448;0.0265010441435805;0.2268206;0.0436689072602006;0.1853672;0.0445691020068837;0.2453762;0.0463512486746582;0.2029932;0.0343850941353954;0.12450136;0.0201596094691341;0.18591356;0.0710936143663269;0.2108118;0.0250840059938599;0.369766;0.0141513620192545
"152";"fossil_groundwater_abstraction_km3";"Philippines";"EAP";"PHL";0.00748021;0.00220036;0.000694566;0.00222542;0.000720297;0.00364898;0.000400718;6.36132e-05;0.000631893;0.000999762;0.0123336;0.0142842;0.00469132;0.000297947;0.000355344;0.00761897;0.000494959;0.000446637;0.00080237;0.00285357;0.0074335;0.011381;0.00703652;0.0107717;0.0122045;0.0198126;0.00020222;0.000770758;0.00298167;0.00862112;0.00661324;5.13034e-05;0.007543;0.00723844;0.0282425;0.0116458;0.0008588;0.00856127;0.0025708;0.00476115;0.0180454;3.17881e-05;0.00176834;0.000430135;0.00702009;0.0111317;0.0035475;0.0146722;0.00103926;0.00684718;0.00013834;0.000102166;0.0135161;0.0018164;0.000206006;0.00268563;0.00957712;0.00870033;0.00558314332241379;0.00595783701598999;0.147653194916641;0.129348795718109;0.087719298245614;0.268687424135895;0.332247214720822;0.330723326191192;5.20933260912349e-05;0.0218014659690907;0.0218014659690907;0.0026641706;0.00279552520634063;0.00114899324;0.00143853763310199;0.0063924822;0.00659659837205815;0.0024433012;0.00305905330431421;0.009765444;0.00236941741334869;0.0064776736;0.00816374407495696;0.00993769668;0.0106873659956703;0.005679564;0.00440590129556144;0.00545915062;0.00756999917876473;0.007447568;0.00553185194367311;0.0031558024;0.00583654089658342;0.00698769333333333;0.00375139998787564
"153";"fossil_groundwater_abstraction_km3";"Palau";"EAP";"PLW";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"154";"fossil_groundwater_abstraction_km3";"Papua New Guinea";"EAP";"PNG";1.21572e-11;1.20643e-11;1.20973e-11;9.41083e-12;8.63836e-12;8.2635e-12;7.14326e-12;3.62343e-10;1.3599e-11;1.32335e-11;1.33544e-11;1.30784e-11;1.25524e-11;1.24751e-11;6.04573e-07;1.23512e-09;1.4277e-11;7.13619e-12;9.53219e-12;1.14888e-11;1.32219e-11;1.99625e-08;1.63751e-11;1.57359e-11;3.74225e-06;6.40992e-07;1.57679e-11;1.77989e-11;1.86575e-11;5.7475e-06;1.05411e-06;1.63704e-11;1.68047e-11;1.5521e-11;5.17155e-06;1.83328e-05;8.38297e-09;1.55241e-08;1.24893e-11;4.54568e-05;2.27086e-06;1.31813e-08;3.40501e-08;1.00829e-06;2.04029e-06;5.56447e-10;3.28952e-06;2.45931e-08;8.3007e-08;2.05532e-11;1.95363e-11;1.8784e-11;7.65339e-07;1.16947e-05;2.23064e-11;4.07777e-06;3.76658e-06;1.20156e-05;2.10139326559017e-06;6.6959948817603e-06;0.247120571309374;0.710234089021502;0.505142165759226;0.0614608169166355;0;2.1291195251294e-08;9.79883924198448e-08;0.0610685767642713;0.0610685767642713;1.0873598e-11;1.71017770059722e-12;8.0916452e-11;1.57348703956043e-10;1.2092489206e-07;2.70367511635996e-07;2.55510836e-10;5.47624435845694e-10;7.5245156658e-07;1.67137045297814e-06;1.27770884486e-06;2.51405685764116e-06;1.24514173922e-06;2.24188467263886e-06;1.276270391186e-05;1.99247300963086e-05;1.07333428e-06;1.06973570575448e-06;6.7953942004e-07;1.45941495179839e-06;2.49201992534e-06;5.15511724732559e-06;6.61998333333333e-06;4.67533092029145e-06
"155";"fossil_groundwater_abstraction_km3";"Poland";"ECA";"POL";3.75607e-11;0.00401197;4.45965e-11;3.98777e-11;2.10585e-11;5.85894e-05;0.00397134;7.09986e-05;4.49548e-11;4.55868e-11;5.36384e-11;0.00140106;0.000700139;0.000563268;2.5903e-05;0.000621893;1.61245e-11;0.000838668;0.0011671;1.87024e-05;4.10372e-05;0.000299047;7.66554e-11;8.69838e-11;0.00883138;0.0162546;0.0114425;0.00557811;0.000105118;2.09273e-11;0.000388167;0.00157994;0.000486904;0.000476978;0.0017475;0.000332137;0.000860477;0.000440629;5.45828e-05;0.000218416;0.000138127;0.00112393;0.00153967;0.00056664;0.0108179;0.0171657;0.0143035;0.0628213;0.0600395;0.00174197;0.00456998;0.00135953;0.000648038;0.0281755;0.04732;0.00554279;0.0172694;0.170035;0.00875457982565456;0.0253311518232424;0.420055930345914;0.626503429819435;0.457955232909861;0.00102820512910151;3.02109808390213e-07;3.81538404647941e-07;0.000630104641517375;0.17644698461877;0.17644698461877;0.00080239402861868;0.00179420751273964;0.00082018561810832;0.00176185219824448;0.00053807401072768;0.000575214599747595;0.0005292726832249;0.000512820446501096;0.00183429287272784;0.00391347780591931;0.00667606560418546;0.00713126792055738;0.0009358978;0.000668150494081386;0.00038124836;0.000303653931737015;0.0028372534;0.0044930749059656;0.031214394;0.0282039498928108;0.0164146096;0.0206700093790417;0.0642823966666667;0.0917719356849142
"156";"fossil_groundwater_abstraction_km3";"Puerto Rico (U.S.)";"Other";"PRI";8.91361e-14;4.5889e-13;6.28542e-13;1.41508e-12;3.77938e-12;1.42239e-12;1.97651e-12;1.21953e-12;9.32767e-13;2.2996e-13;3.18752e-13;3.48089e-13;3.62434e-13;1.00131e-13;6.61435e-13;3.5658e-13;2.99571e-13;1.60874e-13;2.23662e-13;2.97559e-13;9.82628e-14;2.85037e-14;4.07201e-14;2.16914e-13;6.64971e-13;5.24253e-13;4.88314e-13;5.1212e-13;8.65353e-13;2.96256e-12;3.34733e-12;2.74733e-12;5.789e-13;9.54874e-13;1.46348e-12;8.78558e-13;0.000522986;4.34097e-13;4.59519e-13;0.00109549;4.17949e-13;2.40031e-13;6.82646e-13;5.01043e-14;4.53597e-13;3.40686e-13;2.68924e-13;8.88186e-14;1.70963e-13;3.87392e-14;8.34409e-14;3.20524e-14;1.24435e-14;4.16337e-14;4.71861e-14;2.14615e-14;2.83632e-14;5.69578e-05;2.88867902683857e-05;0.000158305665992307;0.111882285226834;-0.318957827063275;-0.23653962492438;0.403069745605635;0.0150184801014408;0.00872046923611461;1.04883798616362e-06;0.0125176457475787;0.0125176457475787;1.27420562e-12;1.48170131122886e-12;1.1562314e-12;6.43354322916074e-13;3.581682e-13;2.00142057493421e-13;2.676492e-13;7.6088931091848e-14;2.0987432e-13;2.65107585982195e-13;1.07052e-12;1.06900548188655e-12;1.8183828e-12;1.1841181842828e-12;0.000323695200354435;0.000487267837701585;3.6886546e-13;2.37830743523851e-13;1.8162616e-13;1.24563814049137e-13;4.335132e-14;2.60182105024923e-14;1.89859333499416e-05;3.28846011480657e-05
