"FID";"fossil_groundwater_abstraction_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"195";"fossil_groundwater_abstraction_km3";"Uganda";"AFR";"UGA";9.87373e-06;2.05838e-05;2.63958e-05;2.58974e-05;1.82011e-05;5.14451e-06;5.63018e-06;2.76856e-05;2.37112e-05;2.35803e-05;3.21618e-05;3.60534e-05;3.82608e-05;4.65109e-05;5.11828e-05;5.23353e-05;5.57044e-05;3.15239e-05;2.19313e-05;3.02355e-05;6.66132e-05;7.34905e-05;7.57951e-05;6.80245e-05;5.94327e-05;6.10379e-05;7.75229e-05;8.72638e-05;9.58633e-05;8.08431e-05;7.0303e-05;6.57668e-05;9.19011e-05;7.48216e-05;8.30593e-05;8.91675e-05;8.32283e-05;0.000114018;0.000119721;9.63638e-05;0.000105485;0.000102934;0.000127349;0.000125987;0.000157248;0.000169004;0.000171239;0.000179175;0.000205114;0.000192598;0.000174863;0.000204226;0.000207635;0.000238492;0.000245028;0.000250072;0.000319587;0.000373696;9.94236744827586e-05;8.06222295064522e-05;0.899279223689172;0.971638623150512;0.872958257713249;0;0;0;4.29338647820599e-06;0.808703122158997;0.808703122158997;2.0190366e-05;6.73837139250131e-06;1.7150358e-05;1.08654844947393e-05;4.083394e-05;7.81036814868544e-06;3.834608e-05;1.48220966783381e-05;6.86712e-05;6.40271565119052e-06;8.05062e-05;1.29376771829413e-05;7.717036e-05;1.04210460469667e-05;0.00010049972;1.57799595388265e-05;0.0001238006;2.18344696134346e-05;0.000183426;1.5240431276706e-05;0.0002140488;2.84180049035818e-05;0.000314451666666667;6.19717845501752e-05
"196";"fossil_groundwater_abstraction_km3";"Ukraine";"ECA";"UKR";0.0162932;0.0620097;0.036349;0.0224274;0.121329;0.0671139;0.143046;0.194549;0.0823972;0.0838565;0.110213;0.149002;0.0816172;0.144019;0.130392;0.0309058;0.129132;0.498849;0.351537;0.0136687;0.116363;0.172897;0.0919872;0.0773539;0.172898;0.347748;0.455157;0.190926;0.380222;0.5403;0.147171;0.132696;0.194538;0.205195;0.0689078;0.112406;0.359225;0.0961093;0.15458;0.0298065;0.185361;0.250393;0.141523;0.201304;0.173494;0.163791;0.104326;0.293882;0.386775;0.503859;0.698666;0.459003;0.257361;0.51478;0.661583;0.34235;0.700748;0.771993;0.229765263793103;0.191029164479923;0.614901987490662;0.640099664708235;0.47610405323654;2.81591627127042e-07;1.48361030577285e-07;1.29759797351525e-07;0.00695594586422216;0.378104454219967;0.378104454219967;0.05168166;0.0427219664555367;0.11419252;0.0534726568690672;0.12304864;0.0276069543077102;0.2048185;0.212422087314432;0.12629982;0.0447618334378966;0.3828706;0.130472871884542;0.14970156;0.0545734658388855;0.15042536;0.125059152198162;0.190415;0.0400569021081261;0.2905266;0.162417903761562;0.5182786;0.176549990148116;0.605030333333333;0.230260028329568
"197";"fossil_groundwater_abstraction_km3";"Uruguay";"LCR";"URY";1.08524e-13;5.58765e-14;5.18618e-13;5.97425e-13;1.34311e-11;1.44341e-11;3.79291e-13;4.92717e-08;7.65065e-13;1.59757e-12;6.35925e-13;1.56544e-10;3.2654e-10;8.35311e-11;9.5853e-11;7.15071e-13;1.708e-12;2.1105e-12;1.52795e-10;2.39308e-12;2.7413e-13;1.17797e-12;1.81749e-12;5.4412e-13;1.20106e-12;4.94239e-13;4.96409e-14;7.43759e-13;1.02237e-12;3.04529e-13;3.17732e-10;5.38661e-10;1.48649e-07;3.73652e-12;3.38751e-13;2.83026e-13;2.90847e-13;2.40473e-10;1.02408e-10;3.70229e-12;3.85405e-13;3.47844e-10;3.26203e-11;2.21911e-13;3.4998e-13;1.46375e-14;1.04145e-12;4.6447e-12;1.09114e-12;1.88672e-12;2.11596e-12;4.39407e-12;2.43049e-13;6.43231e-12;6.42314e-12;4.39399e-12;8.45062e-13;1.30322e-12;3.45529170744655e-09;2.044784292869e-08;-0.0275301887796664;0.0353440585683965;0.0211736237144586;0.837464007959196;0.791779894438353;0.814379873926153;-3.33355258514088e-11;0.000757911294244011;0.000757911294244011;2.9423087e-12;5.86833293367671e-12;9.8577752052e-09;2.20330545574903e-08;1.32620805e-10;1.21818156096059e-10;3.19443302e-11;6.75605663424277e-11;1.002954e-12;6.07259941318378e-13;5.2290758e-13;3.77733537294654e-13;2.99018936542e-08;6.63820384287754e-08;6.94314326e-11;1.05148602790879e-10;7.62843192e-11;1.52449471790294e-10;1.7357295e-12;1.75674306751549e-12;3.9217058e-12;2.71922177239338e-12;2.18075733333333e-12;1.93035652557794e-12
"198";"fossil_groundwater_abstraction_km3";"United States";"Other";"USA";9.60015;13.5262;11.9954;12.4996;9.91543;12.389;14.7125;11.0982;13.6698;12.4479;14.4053;8.17002;14.3892;14.1447;15.4498;9.86522;17.2229;14.5956;19.3194;20.1597;12.6846;14.4352;17.5195;19.6694;14.9578;11.874;16.0019;16.398;15.4323;18.0117;24.1975;26.6307;26.0691;24.2913;17.5848;12.864;24.3707;16.7564;20.6494;17.4484;16.3669;21.6616;29.7684;25.0854;35.453;29.2943;24.8382;17.6574;28.8607;28.0939;28.392;28.2593;22.9515;31.8362;45.4141;38.6523;34.2795;28.898;19.8825072413793;8.03189356235956;0.820070157018769;0.859054415700268;0.669691470054447;3.33066907387547e-15;0;1.12132525487141e-13;0.390049362945642;0.672515062432787;0.672515062432787;11.507356;1.69337896775353;12.86348;1.37686949163673;13.311804;2.9180130649262;16.232564;4.15795742516443;15.8533;2.74738189919057;15.54358;2.26439328010838;23.75468;3.61176898375297;18.41778;4.32902234136069;25.66706;7.33928854985277;25.7489;4.8490703268771;31.37062;8.46862099264101;33.9432666666667;4.88583480720883
"199";"fossil_groundwater_abstraction_km3";"Uzbekistan";"ECA";"UZB";0.171699;0.212773;0.165518;0.310537;0.243829;0.218094;0.258433;0.242086;0.115697;0.08838;0.109176;0.0360654;0.102045;0.19325;0.109027;0.17726;0.238423;0.476931;0.153702;0.214722;0.174136;0.198059;0.212355;0.186911;0.18952;0.237861;0.239054;0.299073;0.350599;0.150396;0.269032;0.295779;0.266674;0.246756;0.202775;0.16241;0.181431;0.268723;0.300213;0.247935;0.174484;0.204192;0.243641;0.318726;0.228698;0.173785;0.244534;0.245403;0.289865;0.336327;0.29992;0.252988;0.387662;0.597372;0.284638;0.370836;0.365498;0.253011;0.237739989655172;0.0929642547435316;0.492251799616855;0.531145221323326;0.379310344827586;8.67971598390582e-05;2.4073575147309e-05;2.60036954358167e-05;0.00270990411885937;0.242311834226032;0.242311834226032;0.2208712;0.0594021866533548;0.184538;0.0772717488963463;0.10991268;0.0558161203937715;0.2522076;0.129823233561254;0.1921962;0.0141599421856164;0.2553966;0.0751179551192656;0.2562032;0.0345842516573657;0.2321424;0.0584281755559764;0.2339482;0.0541530536184249;0.2579828;0.0603793827908169;0.364516;0.139417795614477;0.329781666666667;0.0665388984454457
"2";"fossil_groundwater_abstraction_km3";"Afghanistan";"SOA";"AFG";1.45362;1.28099;0.978314;1.11994;1.28091;1.10848;1.06965;1.05641;1.20965;1.09636;1.20982;1.16199;1.61855;1.76421;0.995573;1.20225;1.46085;1.07508;0.886596;1.45385;1.58071;1.43602;0.650314;0.736188;0.461077;0.470711;1.44682;1.71813;1.44549;1.46475;1.46266;1.07713;1.09381;0.533006;0.56954;1.19468;1.35816;1.70299;1.65344;1.59276;1.27642;1.91324;2.37688;2.61351;2.1569;1.50456;2.40451;1.25032;1.95102;1.41066;2.00407;1.61547;1.5212;1.80362;1.47156;1.64971;1.98765;1.69212;1.39198101724138;0.459967128807735;0.489038684993811;0.560490940970193;0.358741681790684;9.80661056873e-05;6.99639346559352e-06;6.95454111234728e-05;0.0133205032144942;0.239158835420471;0.239158835420471;1.2227548;0.180550750608243;1.10811;0.0604165387125081;1.3500286;0.325693764654468;1.2157252;0.247526903356383;0.9728618;0.501490330134291;1.3091802;0.48270010800206;0.9472292;0.393147252811462;1.500406;0.216038917281123;2.06739;0.512698478152608;1.704214;0.469942316438943;1.683184;0.219705128820426;1.77649333333333;0.184092382877004
"20";"fossil_groundwater_abstraction_km3";"Bahrain";"MENA";"BHR";0.0508465;0.051919;0.0573561;0.0504043;0.0552333;0.0555842;0.0498928;0.0552428;0.0594195;0.055771;0.0541105;0.0444271;0.05726;0.0559993;0.0503899;0.0593859;0.0566497;0.0568239;0.0430446;0.0519861;0.0614934;0.0765602;0.0840674;0.0878023;0.0764761;0.109316;0.148155;0.150624;0.141434;0.164447;0.143896;0.169318;0.171572;0.159829;0.16318;0.137009;0.186252;0.131628;0.154683;0.157323;0.158365;0.179513;0.19805;0.19548;0.182501;0.184449;0.192032;0.178547;0.184007;0.189726;0.202187;0.19719;0.19397;0.236216;0.242451;0.227007;0.228588;0.244371;0.126921756896552;0.0654243314658417;0.948363020964827;0.936940539542896;0.788263762855415;0;0;0;0.00367421465747943;0.899392419533529;0.899392419533529;0.05315184;0.00301627837375797;0.05518206;0.00340750734966192;0.05243736;0.00517448133420153;0.05357804;0.00646509031785326;0.07727988;0.0100892108560085;0.1427952;0.0205032174718994;0.161559;0.010932341469237;0.153379;0.021441621802;0.1827818;0.0158217116551908;0.1857522;0.00528880739864858;0.2144028;0.0230516961783726;0.233322;0.00960131194160465
"200";"fossil_groundwater_abstraction_km3";"Saint Vincent and the Grenadines";"LCR";"VCT";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"201";"fossil_groundwater_abstraction_km3";"Venezuela, Republica Bolivariana de";"LCR";"VEN";0.00240572;0.0030753;0.00150879;0.00141517;0.00101078;0.00127507;0.00140119;0.00112945;0.00117019;3.33519e-05;0.00122318;0.00103705;0.000206332;0.000105021;0.000106057;0.00126778;0.000121185;0.000451295;0.000341829;0.00544085;0.00124067;0.000915002;0.00170138;0.00107254;0.00198179;0.00265175;0.00268707;0.00121056;0.000749054;0.00180042;0.00185095;1.48733e-05;0.000165085;0.00147327;0.00216817;0.00226503;0.00231034;0.00194374;0.00234176;0.00268255;0.00394702;0.00173002;1.68857e-05;0.00319776;0.00547397;0.00454158;0.00235139;0.00121398;0.00250697;0.00518917;0.00854195;0.00655875;0.00749289;0.000986992;0.00314733;0.00397619;0.0369066;0.0287054;0.00317993867068966;0.00599137159119857;0.452912278907226;0.545110584761143;0.401088929219601;0.000357117645053417;1.35380525401927e-05;8.69180550799875e-06;0.000160690784591957;0.205129532384934;0.205129532384934;0.001883152;0.000838820769634372;0.00100185038;0.000551527490090677;0.000535528;0.000548302200637112;0.0015245878;0.002231786005526;0.0013822764;0.000445975907146115;0.0018197708;0.000860573066283857;0.00113446966;0.000986137511870849;0.002308684;0.000262660591315104;0.00287313114;0.0020909223471937;0.003160618;0.00165027152531636;0.0053455824;0.00316737648844099;0.0231960633333333;0.0171425659856403
"202";"fossil_groundwater_abstraction_km3";"U.S. Virgin Islands (U.S.)";"Other";"VIR";0.000641689;0.000695938;0;0;0;5.16896e-14;0.00148331;0.000682779;0;4.01065e-15;0.00156829;0;0.00246037;0;0;0.000834589;0.00385028;0.00128337;0;0.00445653;0;0;0.00148517;0.000261031;0.00121046;0.00123196;0.000440817;0.00444575;0;0.000562239;0;0;0;0.000521147;0;0;0;0;0.000453417;0.00202001;0;0;0.00103636;0;4.60939e-05;0;0;2.70432e-05;0;0.000264234;0;0;0.000113612;0.000260596;0.00255278;0.00196051;0.00187617;0.00322672;0.000723332156897512;0.00114223005279438;0.01657738477427;0.00290209922545148;0.00404963411183899;0.901703462486901;0.982750571842551;0.966297710527808;1.12129586568071e-06;0.000274809685954205;0.000274809685954205;0.0002675254;0.000366826005873084;0.00043321780001114;0.000657268477813393;0.000805732;0.0011474900633426;0.0020849538;0.00195536002659669;0.0005913322;0.000705462910023766;0.0013361532;0.00179348292125677;0.0001042294;0.000233064023654017;0.0004946854;0.000874994164426712;0.00021649078;0.000458755220158901;5.825544e-05;0.00011573942713513;0.0005853976;0.00110499456330463;0.00235446666666667;0.000756569704014993
"203";"fossil_groundwater_abstraction_km3";"Vietnam";"EAP";"VNM";1.39474e-05;0.000285841;1.34916e-05;5.02682e-09;1.19299e-10;1.0642e-06;9.76571e-11;0.000414094;1.36349e-10;1.23518e-10;0.000950854;1.71976e-06;1.9199e-09;1.66257e-10;7.88697e-07;1.436e-05;2.39212e-10;3.8648e-09;1.5196e-05;0.00027904;0.00019696;0.000370082;3.85887e-06;0.000260637;8.84999e-06;0.000204534;5.27151e-05;1.64846e-10;7.09388e-05;7.30303e-05;3.12239e-05;3.71664e-05;7.6871e-05;8.05098e-05;7.84378e-05;4.9177e-10;4.59114e-05;6.20451e-05;5.41096e-05;4.67769e-05;7.81308e-05;1.92824e-08;2.3798e-10;1.94374e-10;9.66352e-05;7.60303e-05;7.92744e-05;0.000627578;2.0218e-10;3.00289e-05;6.53038e-06;1.72512e-10;8.11185e-05;1.43413e-07;1.55401e-08;6.74849e-10;7.62278e-05;0.000234277;8.84668614624672e-05;0.000167665459090633;-0.0855580978630363;0.135070288227875;0.0973986690865094;0.523096653133638;0.311161933338244;0.280148532902009;-8.49484274261968e-07;0.00732018810994042;0.00732018810994042;6.26570292238e-05;0.000124952104812046;8.303171150482e-05;0.000185070019033733;0.0001906729086314;0.000424954738327312;6.17200208024e-05;0.000121710357808765;0.000168077572;0.000160100309373999;8.02436729692e-05;7.54710900438499e-05;6.084178e-05;2.44495872061677e-05;4.1768698354e-05;2.42397269943611e-05;3.49571429508e-05;4.83031441605307e-05;0.000162582360436;0.000262038068946095;1.75616011224e-05;3.56399654324188e-05;0.000103501824949667;0.000119495830300812
"204";"fossil_groundwater_abstraction_km3";"Vanuatu";"EAP";"VUT";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"205";"fossil_groundwater_abstraction_km3";"West Bank and Gaza";"MENA";"PSE";0.0178417;0.01479;0.0166168;0.0155245;0.0165221;0.0186748;0.0152928;0.0129597;0.0259334;0.022827;0.0205491;0.0194387;0.0212398;0.0216604;0.0233501;0.0266527;0.0271596;0.0257944;0.031453;0.0258575;0.0285094;0.0368975;0.033956;0.031902;0.0328927;0.0366585;0.0374747;0.0464059;0.0404185;0.0414118;0.0457926;0.0456887;0.0462149;0.0436492;0.0423669;0.046282;0.0481139;0.0495145;0.0555984;0.0491191;0.0582081;0.066548;0.0560593;0.0558049;0.0583123;0.0510995;0.0649514;0.0636387;0.0656849;0.0651056;0.0728083;0.0755469;0.0747647;0.0796739;0.0792115;0.0819881;0.0758801;0.073688;0.0427237844827586;0.0203422556296502;0.977093603518241;0.982650958196192;0.891107078039928;0;0;0;0.00117702557138022;0.954711910036258;0.954711910036258;0.01625902;0.00116185551898676;0.01913754;0.00531407774858441;0.02124762;0.00144490418263634;0.02738344;0.00234515164179206;0.03283152;0.00305553270101958;0.04047388;0.00386082333732068;0.04474246;0.00165867013387232;0.04972558;0.00351276753956193;0.05898652;0.00438542508908771;0.06209602;0.00619261939868744;0.07640106;0.00295487911901655;0.0771854;0.00430125226765415
"206";"fossil_groundwater_abstraction_km3";"Samoa";"EAP";"WSM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"207";"fossil_groundwater_abstraction_km3";"Yemen, Republic of";"MENA";"YEM";0.121322;0.13798;0.086545;0.0742052;0.0835255;0.0596726;0.0343866;0.0260372;0.041691;0.0581409;0.0835198;0.0963707;0.160136;0.164855;0.262407;0.259482;0.216603;0.200226;0.191728;0.24682;0.206674;0.280286;0.325501;0.352904;0.391876;0.187519;0.265294;0.409218;0.338047;0.399597;0.335934;0.383343;0.402218;0.510218;0.388089;0.196867;0.294167;0.292172;0.269631;0.253005;0.197612;0.155497;0.333272;0.243613;0.266951;0.225987;0.175844;0.213869;0.258558;0.409645;0.670148;0.729682;0.309352;0.544685;0.700783;0.614682;0.946731;1.07298;0.295829387931034;0.212267117295227;0.716506120017513;0.723768802485466;0.531760435571688;2.54180676506621e-10;0;3.71698649637153e-09;0.00900644179457986;0.513381020022548;0.513381020022548;0.10071554;0.0274425125436429;0.04398566;0.0147139860319357;0.1534577;0.0710539997714414;0.2229718;0.0293080168929936;0.3114482;0.0712976353899623;0.319935;0.0937618909978889;0.4039604;0.0644171621798104;0.2611684;0.0397588278096827;0.239389;0.0677766720597877;0.2567806;0.0904310073663895;0.59093;0.172496420793302;0.878131;0.236725018113845
"208";"fossil_groundwater_abstraction_km3";"South Africa";"AFR";"ZAF";0.0171823;0.0155103;0.00897685;0.00541075;0.0280917;0.0151523;0.0223808;0.0190884;0.0533297;0.00216367;0.0341936;0.016649;0.0243639;0.00999084;0.0550399;0.0707399;0.0629244;0.015229;0.0263841;0.0846023;0.0032412;0.0609455;0.120266;0.0526708;0.128836;0.0847;0.0266626;0.100505;0.03609;0.00165428;0.0043648;0.0186096;0.0255651;0.0472149;0.1257;0.0598295;0.0658756;0.0441934;0.00223215;0.00177188;0.0636636;0.0938144;0.00526104;0.0401687;0.00479875;0.117641;0.100618;0.133969;0.0398014;0.16482;0.122935;0.0513376;0.188362;0.13958;0.238036;0.25194;0.161284;0.202085;0.0641111639655172;0.0621065076963236;0.628448518536886;0.545541234734996;0.40713853599516;1.27944862260421e-07;1.32951180083909e-05;6.34739500982029e-06;0.00231130594512286;0.394947540451205;0.394947540451205;0.01503438;0.00872699246351514;0.022422974;0.0189053495962487;0.028047448;0.0175776981180847;0.05197594;0.0297561515154934;0.0731919;0.0519047855314903;0.049922376;0.041322650806342;0.04429088;0.0480631604124926;0.034780506;0.030951269818243;0.041541298;0.0383732635367064;0.11136988;0.0464882048262998;0.14805012;0.0703177253235057;0.205103;0.0454032909269802
"209";"fossil_groundwater_abstraction_km3";"Congo, Dem. Rep.";"AFR";"COD";1.50301e-12;1.40166e-12;1.18751e-12;2.25313e-12;2.71975e-12;3.69074e-12;4.05783e-12;3.12611e-12;7.56891e-12;1.48032e-12;1.93116e-12;4.37438e-12;4.59908e-12;1.03833e-11;4.91397e-12;2.44768e-12;3.70528e-12;1.6599e-12;1.89043e-12;1.58667e-12;4.70058e-12;3.66599e-12;3.61266e-12;1.96522e-12;1.38018e-12;2.80633e-12;4.62728e-07;3.56354e-12;4.94244e-12;6.05107e-12;6.24586e-12;5.86028e-12;8.58149e-12;3.60145e-07;8.90876e-12;4.03587e-12;1.02928e-07;2.49079e-12;1.96747e-12;1.78378e-12;3.73971e-12;6.1243e-05;4.47906e-05;5.55815e-12;5.25584e-12;7.50562e-12;5.31567e-12;4.04362e-12;3.20134e-12;3.92439e-12;4.80034e-12;3.32161e-12;4.08082e-12;3.3902e-07;4.17327e-12;3.36215e-07;4.37042e-12;7.53254e-07;1.86876014368845e-06;9.8724331243516e-06;0.148392057381172;0.47362268910148;0.327283726557774;0.266272637319954;0.000205746001971622;0.000284498775616759;8.67531947728758e-08;0.022020202693817;0.022020202693817;1.813012e-12;6.46614667804559e-13;3.984782e-12;2.23312660531596e-12;5.240378e-12;3.10919315550192e-12;2.257992e-12;8.76657456518793e-13;3.064926e-12;1.35871049579371e-12;9.2549072676e-08;2.06936311337377e-07;7.2034919278e-08;1.6105843138006e-07;2.0587655582e-08;4.60296518608652e-08;2.120672291074e-05;2.96153567186669e-05;4.798128e-12;1.69416609158311e-12;6.7807275208e-08;1.51612522250372e-07;3.6315779014e-07;3.77346904811737e-07
"21";"fossil_groundwater_abstraction_km3";"Bahamas, The";"LCR";"BHS";6.25012e-06;4.81434e-06;7.09404e-06;1.16601e-05;8.92115e-06;1.09566e-05;1.02469e-05;0.00131639;1.59517e-05;2.52132e-05;1.80904e-05;1.40944e-05;1.97735e-05;2.41443e-05;1.92706e-05;3.36986e-05;4.12832e-05;2.78389e-05;2.2036e-05;3.1108e-05;3.12894e-05;6.67949e-05;2.10962e-05;2.96796e-05;2.63831e-05;1.86317e-05;1.35479e-05;1.76268e-05;7.253e-05;0.000238956;2.34378e-05;3.1032e-05;0.000128931;2.89543e-05;2.0881e-05;2.31105e-05;2.89771e-05;0.00024233;1.14906e-05;0.000128009;0.000780843;0.00289093;0.0010179;0.000577654;0.000406966;0.00122667;0.00482678;0.00627778;0.0054366;0.00323119;0.00591197;0.00404247;0.00653262;0.00880021;0.00123807;0.00493563;0.00673253;0.0073019;0.00129381444741379;0.00235260634909788;0.697237971246175;0.825156110615522;0.668481548699335;1.19830634304208e-09;0;1.24122934153093e-13;9.71361566055541e-05;0.486140788547478;0.486140788547478;7.74795e-06;2.6437887818243e-06;0.00027575168;0.000581765179263977;1.907464e-05;3.60554354335099e-06;3.119294e-05;7.12737729098159e-06;3.504864e-05;1.81696564726194e-05;7.225848e-05;9.63009879154778e-05;4.664722e-05;4.61791896710196e-05;8.678344e-05;9.86903074177652e-05;0.0011348586;0.00100785635440414;0.004199804;0.00200115506456396;0.005305068;0.00283839118128915;0.00632335333333333;0.00123506177441994
"210";"fossil_groundwater_abstraction_km3";"Zambia";"AFR";"ZMB";6.80916e-12;7.016e-12;5.68776e-05;9.17408e-12;6.42662e-05;9.48222e-12;0.000179458;0.000150526;1.16692e-05;7.56002e-05;0.000100387;6.11656e-11;9.27671e-06;5.16071e-05;0.000323195;0.00267441;2.02473e-10;1.85508e-08;2.02003e-09;1.30313e-08;1.44173e-10;0.000198125;0.000586447;7.45896e-05;0.000477763;0.00761726;0.00138567;0.000650694;0.000420137;0.00545482;0.00347883;0.000417469;0.000489679;0.000718403;0.016408;0.000135484;0.0118752;0.0161371;0.00459225;0.000137368;0.00116854;0.000229408;0.000381105;8.81417e-05;0.00842585;0.000423889;1.54518e-07;0.00636657;3.74459e-06;1.00454e-08;0.000451036;7.86547e-06;0.000407918;0.00773063;0.00068348;0.00502114;0.0071798;0.00670665;0.00207290565475557;0.00386040761577484;0.351907780626228;0.542957334891876;0.385359951603146;0.00674957020586908;1.48161741213217e-05;1.92871675281925e-05;8.04475186777981e-05;0.123839086065277;0.123839086065277;2.4228764599848e-05;3.32792753602972e-05;8.3450681896444e-05;8.04591967455751e-05;9.689317423312e-05;0.000132608890961343;0.0005348887609206;0.00119602873249582;0.0002673849488346;0.000254716085924492;0.0031057162;0.00324308281942478;0.0043024762;0.00688655181622993;0.0065754804;0.00718275095176387;0.00205860894;0.00358387772271977;0.00135887363068;0.00280536190955662;0.001856185894;0.00329289185881937;0.00630253;0.00113465324205239
"211";"fossil_groundwater_abstraction_km3";"Zimbabwe";"AFR";"ZWE";2.26482e-06;0.00255209;0.00575286;5.12658e-05;0.00445241;7.56381e-05;0.00419005;0.00817852;0.00370218;0.000272664;0.00723487;0.00250521;0.00641343;0.00205805;3.99108e-05;0.00349968;4.24979e-05;3.70052e-05;2.67174e-05;0.00041255;0;4.34618e-05;0.000316749;4.65225e-05;0.00424492;0.0221368;0.0136266;0.00728895;0.00813766;0.0216054;0.00155491;0.00899928;0.0113737;0.0106212;0.0422613;0.00959752;0.0163716;0.0281911;0.00118094;0.00233244;0.00987694;0.0109949;0.000418195;0.000282157;0.00510855;0.0131913;0.00744465;0.0330229;0.00262202;0.0117348;0.00444287;0.00933852;0.0119348;0.0112252;0.0153604;0.0114534;0.0280531;0.0336732;0.00830360033310345;0.00955223929089304;0.488472842941853;0.573841090159648;0.388989715668482;0.000100184455391616;3.85726152458666e-06;1.60882986539601e-05;0.00027630976755852;0.238605718291696;0.238605718291696;0.002562178124;0.00257931027466348;0.00328381042;0.00332843272246356;0.00365029416;0.00305636347755409;0.0008036901;0.0015159368387654;0.00093033066;0.00185715867131664;0.014559082;0.00710688767894358;0.014962078;0.0157501929675169;0.01153472;0.0111407569779347;0.0053361484;0.00506016683945948;0.013603134;0.0116114101268227;0.010460358;0.0040074323583337;0.0243932333333333;0.0115531747162126
"212";"fossil_groundwater_abstraction_km3";"Serbia";"ECA";"SRB";0.000542312;0.00045585;6.38152e-05;0.000154368;9.14213e-06;5.82526e-06;8.844e-05;6.89237e-06;9.19836e-06;4.21573e-06;5.76788e-06;7.85706e-06;4.80322e-06;7.40616e-06;1.6738e-05;3.50951e-06;4.74289e-05;3.82587e-06;9.31869e-07;1.05028e-05;9.61838e-06;7.89613e-06;6.82688e-06;5.72808e-06;1.43007e-05;2.42214e-05;4.70925e-05;3.23707e-05;1.46727e-05;4.23127e-05;2.0235e-05;2.45375e-05;2.9254e-05;1.22157e-05;1.79974e-05;2.43076e-05;1.61332e-05;8.42957e-06;8.34482e-06;1.33632e-05;1.20756e-05;1.40178e-05;6.67751e-05;2.07881e-05;1.48225e-05;1.67715e-05;1.12843e-05;9.71318e-06;1.24757e-05;1.16317e-05;1.26566e-05;1.28435e-05;9.93587e-06;1.79441e-05;1.37337e-05;1.71634e-05;6.05266e-06;1.10944e-05;3.6559796362069e-05;9.18286520820875e-05;-0.362707421608999;0.0635208711433757;0.015124016938899;0.00513978998511828;0.634861348312549;0.866819572995835;-1.97235584758078e-06;0.131556673690266;0.131556673690266;0.000245097466;0.000239542859610692;2.2914344e-05;3.667464525955e-05;8.514464e-06;4.75930976653968e-06;1.32397898e-05;1.94368947805407e-05;8.874034e-06;3.35585000954751e-06;3.2134e-05;1.31807143137237e-05;2.084792e-05;6.46706152104648e-06;1.4115678e-05;6.59822927873229e-06;2.569582e-05;2.31932565237614e-05;1.2375276e-05;2.6536182586951e-06;1.3422754e-05;2.89914402213481e-06;1.143682e-05;5.5632791076127e-06
